scope,norm,q,tau,incumbent,n,mean,t,p,W,L,Z,abstain,sel_mean,argmax_mean,inc_mean
LIVE/all,z,0.4,0.32761156172810985,ctl,1200,-0.02168376142136089,-15.945801104229746,0.0,0,211,989,0.4,0.9619881094139783,0.983671870835339,0.9508060336608933
LIVE/all,z,0.4,0.32761156172810985,med,1200,-0.0132703009325444,-13.931388533245077,0.0,105,375,720,0.4,0.9704015699027946,0.983671870835339,0.9622818492039681
LIVE/all,z,0.4,0.32761156172810985,mean,1200,-0.012861061006222118,-17.47258170126864,0.0,27,453,720,0.4,0.9708108098291169,0.983671870835339,0.9641331450763998
LIVE/all,z,0.5,0.4224746746406355,ctl,1200,-0.02168376142136089,-15.945801104229746,0.0,0,211,989,0.5,0.9619881094139783,0.983671870835339,0.9508060336608933
LIVE/all,z,0.5,0.4224746746406355,med,1200,-0.016689979266007397,-15.718394290705955,0.0,124,476,600,0.5,0.9669818915693316,0.983671870835339,0.9622818492039681
LIVE/all,z,0.5,0.4224746746406355,mean,1200,-0.016088323176210787,-18.715237894537193,0.0,45,555,600,0.5,0.9675835476591282,0.983671870835339,0.9641331450763998
LIVE/all,z,0.6,0.7166761440954024,ctl,1200,-0.02617006060475818,-17.697631468751897,0.0,0,250,950,0.6,0.9575018102305808,0.983671870835339,0.9508060336608933
LIVE/all,z,0.6,0.7166761440954024,med,1200,-0.01907927242232565,-15.78500483520499,0.0,170,550,480,0.6,0.9645925984130134,0.983671870835339,0.9622818492039681
LIVE/all,z,0.6,0.7166761440954024,mean,1200,-0.017698443878685258,-18.030299324811548,0.0,79,641,480,0.6,0.9659734269566536,0.983671870835339,0.9641331450763998
LIVE/all,z,0.7,1.229782460387449,ctl,1200,-0.03263418557798543,-20.175123274763507,0.0,0,306,894,0.7,0.9510376852573537,0.983671870835339,0.9508060336608933
LIVE/all,z,0.7,1.229782460387449,med,1200,-0.020210703182452067,-15.774869406807564,0.0,227,613,360,0.7,0.9634611676528868,0.983671870835339,0.9622818492039681
LIVE/all,z,0.7,1.229782460387449,mean,1200,-0.01901176531268725,-18.566126389282513,0.0,115,725,360,0.7,0.9646601055226518,0.983671870835339,0.9641331450763998
LIVE/all,z,0.8,1.449482810760993,ctl,1200,-0.03286583717444579,-20.26342490476548,0.0,0,308,892,0.8,0.9508060336608933,0.983671870835339,0.9508060336608933
LIVE/all,z,0.8,1.449482810760993,med,1200,-0.020756690201111008,-16.132766282359025,0.0,259,701,240,0.8,0.9629151806342281,0.983671870835339,0.9622818492039681
LIVE/all,z,0.8,1.449482810760993,mean,1200,-0.019203230875408924,-18.56023387085822,0.0,172,788,240,0.8,0.96446863995993,0.983671870835339,0.9641331450763998
LIVE/all,z,0.9,1.6843336298939593,ctl,1200,-0.03286583717444579,-20.26342490476548,0.0,0,308,892,0.9,0.9508060336608933,0.983671870835339,0.9508060336608933
LIVE/all,z,0.9,1.6843336298939593,med,1200,-0.02138543470885852,-16.43420733755451,0.0,296,784,120,0.9,0.9622864361264806,0.983671870835339,0.9622818492039681
LIVE/all,z,0.9,1.6843336298939593,mean,1200,-0.019588179797182678,-18.77968551279233,0.0,222,858,120,0.9,0.9640836910381563,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.0,0.008396731812325614,ctl,1200,0.0,,,0,0,1200,0.0,0.983671870835339,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.0,0.008396731812325614,med,1200,0.0,,,0,0,1200,0.0,0.983671870835339,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.0,0.008396731812325614,mean,1200,0.0,,,0,0,1200,0.0,0.983671870835339,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.1,0.02899661809097526,ctl,1200,-0.011436040652761636,-11.018388278690791,0.0,0,111,1089,0.09666666666666666,0.9722358301825773,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.1,0.02899661809097526,med,1200,-0.0035209237075054965,-6.446397040804064,1.1454037718294785e-10,40,76,1084,0.09666666666666666,0.9801509471278337,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.1,0.02899661809097526,mean,1200,-0.003219025166223694,-8.44735350740523,0.0,5,111,1084,0.09666666666666666,0.9804528456691154,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.2,0.06369490759139039,ctl,1200,-0.020235763094355364,-15.298927520711901,0.0,0,197,1003,0.1975,0.9634361077409838,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.2,0.06369490759139039,med,1200,-0.006243851084452219,-8.72677027687521,0.0,83,154,963,0.1975,0.9774280197508868,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.2,0.06369490759139039,mean,1200,-0.006186187775891611,-11.90749661314873,0.0,12,225,963,0.1975,0.9774856830594475,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.3,0.09963683744688581,ctl,1200,-0.021379210932105937,-15.807755863185726,0.0,0,208,992,0.2941666666666667,0.9622926599032331,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.3,0.09963683744688581,med,1200,-0.00935056755357965,-11.65874491564591,0.0,89,264,847,0.2941666666666667,0.9743213032817594,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.3,0.09963683744688581,mean,1200,-0.008778106478740921,-15.359797899838723,0.0,15,338,847,0.2941666666666667,0.9748937643565981,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.4,0.11896191693928729,ctl,1200,-0.02147810879544114,-15.853801211495771,0.0,0,209,991,0.3925,0.9621937620398978,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.4,0.11896191693928729,med,1200,-0.012812793355791507,-13.679841068099115,0.0,107,364,729,0.3925,0.9708590774795475,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.4,0.11896191693928729,mean,1200,-0.012143141176202405,-16.671048719207317,0.0,29,442,729,0.3925,0.9715287296591365,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.5,0.15552563021303012,ctl,1200,-0.02168376142136089,-15.945801104229746,0.0,0,211,989,0.49916666666666665,0.9619881094139783,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.5,0.15552563021303012,med,1200,-0.016216932509382873,-15.148624068760721,0.0,128,471,601,0.49916666666666665,0.9674549383259561,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.5,0.15552563021303012,mean,1200,-0.01562855179657837,-17.959863425008688,0.0,49,550,601,0.49916666666666665,0.9680433190387608,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.6,0.24552000230918294,ctl,1200,-0.02662237753383766,-17.876173257652866,0.0,0,254,946,0.5966666666666667,0.9570494933015014,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.6,0.24552000230918294,med,1200,-0.01892213228240789,-15.776997070592948,0.0,169,547,484,0.5966666666666667,0.9647497385529311,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.6,0.24552000230918294,mean,1200,-0.017817885904281974,-18.323914042888255,0.0,75,641,484,0.5966666666666667,0.9658539849310569,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.7,0.35214260023874683,ctl,1200,-0.03240136235220281,-20.086913273068713,0.0,0,304,896,0.685,0.9512705084831361,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.7,0.35214260023874683,med,1200,-0.020929864026597546,-16.66969097071927,0.0,208,614,378,0.685,0.9627420068087413,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.7,0.35214260023874683,mean,1200,-0.019668990635836985,-19.71463217822952,0.0,85,737,378,0.685,0.9640028801995019,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.8,0.3910774178489162,ctl,1200,-0.03251777396509413,-20.13101651556828,0.0,0,305,895,0.8,0.9511540968702449,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.8,0.3910774178489162,med,1200,-0.021134852284380265,-16.607289499443453,0.0,254,706,240,0.8,0.9625370185509587,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.8,0.3910774178489162,mean,1200,-0.01958637163119852,-19.26747559009681,0.0,158,802,240,0.8,0.9640854992041406,0.983671870835339,0.9641331450763998
LIVE/all,rng,0.9,0.4901737340125646,ctl,1200,-0.03286583717444579,-20.26342490476548,0.0,0,308,892,0.8991666666666667,0.9508060336608933,0.983671870835339,0.9508060336608933
LIVE/all,rng,0.9,0.4901737340125646,med,1200,-0.021211732007801982,-16.424864357412865,0.0,295,784,121,0.8991666666666667,0.962460138827537,0.983671870835339,0.9622818492039681
LIVE/all,rng,0.9,0.4901737340125646,mean,1200,-0.019388793073918924,-18.666856772335983,0.0,223,856,121,0.8991666666666667,0.96428307776142,0.983671870835339,0.9641331450763998
