panel,book,gross,cadence,cost,turnover,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,REC_H1,REC_H2,REC_L_H1,REC_L_H2,REC_L_OOS,REC_L_DD,REC_L_CAGR,p4b_REC_REC5,p4b_REC_FOUR,p4b_REC_SHARPE2,p4a_REC,DISJ2009_H1,DISJ2009_H2,DISJ2009_L_H1,DISJ2009_L_H2,DISJ2009_L_OOS,DISJ2009_L_DD,DISJ2009_L_CAGR,p4b_DISJ2009_REC5,p4b_DISJ2009_FOUR,p4b_DISJ2009_SHARPE2,p4a_DISJ2009,DISJ2010_H1,DISJ2010_H2,DISJ2010_L_H1,DISJ2010_L_H2,DISJ2010_L_OOS,DISJ2010_L_DD,DISJ2010_L_CAGR,p4b_DISJ2010_REC5,p4b_DISJ2010_FOUR,p4b_DISJ2010_SHARPE2,p4a_DISJ2010,DISJ2011_H1,DISJ2011_H2,DISJ2011_L_H1,DISJ2011_L_H2,DISJ2011_L_OOS,DISJ2011_L_DD,DISJ2011_L_CAGR,p4b_DISJ2011_REC5,p4b_DISJ2011_FOUR,p4b_DISJ2011_SHARPE2,p4a_DISJ2011,DISJ2012_H1,DISJ2012_H2,DISJ2012_L_H1,DISJ2012_L_H2,DISJ2012_L_OOS,DISJ2012_L_DD,DISJ2012_L_CAGR,p4b_DISJ2012_REC5,p4b_DISJ2012_FOUR,p4b_DISJ2012_SHARPE2,p4a_DISJ2012,DISJ2013_H1,DISJ2013_H2,DISJ2013_L_H1,DISJ2013_L_H2,DISJ2013_L_OOS,DISJ2013_L_DD,DISJ2013_L_CAGR,p4b_DISJ2013_REC5,p4b_DISJ2013_FOUR,p4b_DISJ2013_SHARPE2,p4a_DISJ2013
U56,TOP5,0.5,W,0.0,11.824663779976385,0.12424179714806605,1.0491227754732926,-0.14015038314179784,0.13725744924909367,1.0880153503452563,-0.14015038314179806,1.008944724810907,1.089753458756114,True,True,True,True,True,True,True,True,False,0.8010713337520501,1.1971095379026828,False,True,True,True,True,False,False,False,False,0.9648690792636585,1.087752256350903,True,True,True,True,True,True,True,True,False,1.134179798415926,1.0365465594241832,True,True,True,True,True,True,True,True,False,1.3419429725772167,1.1837787274252953,False,True,True,True,True,False,False,False,False,1.2761555629212107,1.199683838259132,False,True,True,True,True,False,False,False,False
U56,TOP5,0.5,W,5.0,11.824663779976385,0.11761978277350615,0.9993099395348488,-0.1440392873176376,0.13052400097626582,1.0408275126189324,-0.14403928731763693,0.9543810593167873,1.043628839386752,False,True,True,True,True,False,False,False,False,0.7417852757174335,1.1487505050038607,False,True,True,True,True,False,False,False,False,0.9020930467856817,1.0430347559135937,True,True,True,True,True,True,True,True,False,1.0727995644947523,0.9901515577569786,True,True,True,True,True,True,True,True,False,1.2830269787776458,1.138462011140958,False,True,True,True,True,False,False,False,False,1.225412098903493,1.1536435897972148,False,True,True,True,True,False,False,False,False
U56,TOP5,0.5,W,10.0,11.824663779976385,0.11103568235352679,0.9494243730566441,-0.1479112783200882,0.12382930932104586,0.9935694982929265,-0.14791127832008855,0.8997391175539375,0.9974360424649478,False,True,True,True,True,False,False,False,False,0.6824053493908213,1.1003331331946065,False,True,True,True,True,False,False,False,False,0.8392157709305943,0.9982743962575887,True,True,True,True,True,True,True,True,False,1.0113346450989606,0.9437118427990253,True,True,True,True,True,True,True,True,False,1.2240121923278877,1.0930934227213813,False,True,True,True,True,False,False,False,False,1.1745868807959854,1.107561797742647,False,True,True,True,True,False,False,False,False
U56,TOP5,0.5,W,25.0,11.824663779976385,0.09150876156514598,0.7994214138953748,-0.1594264774193861,0.10397561245822606,0.8514506370258539,-0.15942647741938587,0.7354624161486196,0.8585199487715344,False,True,False,True,False,False,False,False,False,0.5038506235936545,0.9548152735841252,False,False,False,True,False,False,False,False,False,0.6501517735959526,0.8638013248422112,False,False,False,True,False,False,False,False,False,0.8265976635232192,0.8041969171159149,False,True,False,True,False,False,False,False,False,1.0465228275765974,0.9567449136551115,False,True,False,True,False,False,False,False,False,1.0217177343002155,0.9691394724360446,False,True,False,True,False,False,False,False,False
U56,TOP5,0.5,W,50.0,11.824663779976385,0.05970271172319919,0.548806772178315,-0.18026844552864607,0.07164125016735956,0.6138976417643915,-0.18026844552864607,0.46121451905163746,0.6262992109498897,False,False,False,True,False,False,False,False,False,0.2057727558645262,0.7119064966081676,False,False,False,True,False,False,False,False,False,0.33466162197962473,0.6394309987379606,False,False,False,True,False,False,False,False,False,0.5185574436841488,0.5714548945967608,False,False,False,True,False,False,False,False,False,0.7501133732606349,0.7291003306569604,False,True,False,True,False,False,False,False,False,0.7662101037763308,0.7382790627573854,False,True,False,True,False,False,False,False,False
U56,TOP5,0.5,M,0.0,5.1655283225104816,0.12941392097592885,1.0420368862802598,-0.19058663104270201,0.1105081643737329,0.8542393300719823,-0.19058663104270168,1.29754254387806,0.8426847946478172,True,True,False,True,True,False,True,True,False,1.008213787601181,1.6440760656942626,True,True,False,True,True,False,True,True,False,1.1569251085793009,1.5402480980701614,True,True,False,True,True,False,True,True,False,1.081616849266917,1.6759624584635782,True,True,False,True,True,False,True,True,False,1.2869897568724484,1.906057321574339,False,True,False,True,True,False,False,False,False,1.4716088890216152,1.87689026945576,False,True,False,True,True,False,False,False,False
U56,TOP5,0.5,M,5.0,5.1655283225104816,0.12650455907431302,1.0213980995214613,-0.19083450784505163,0.10753424128524514,0.8342062895314662,-0.19083450784505163,1.2753522918689935,0.823121613436018,True,True,False,True,True,False,True,True,False,0.9870158042808277,1.6218695988401566,True,True,False,True,True,False,True,True,False,1.1353949808396813,1.5184517396543833,True,True,False,True,True,False,True,True,False,1.0585945021120902,1.6544779639268206,True,True,False,True,True,False,True,True,False,1.2619984121378884,1.8854941125029616,False,True,False,True,True,False,False,False,False,1.4486344576402164,1.8548616265422322,False,True,False,True,True,False,False,False,False
U56,TOP5,0.5,M,10.0,5.1655283225104816,0.12360193823180854,1.0007112927281179,-0.19108238464740146,0.10456748124466153,0.8141342436803186,-0.19108238464740146,1.2530966528675196,0.8035215799001003,True,False,False,True,True,False,False,False,False,0.9657718903261648,1.5995797685828443,True,True,False,True,True,False,True,True,False,1.1138107010796194,1.4965765741873223,True,True,False,True,True,False,True,True,False,1.035516309489577,1.632911879707105,True,True,False,True,True,False,True,True,False,1.2369241635150123,1.8648448791132255,False,True,False,True,True,False,False,False,False,1.4255782469219511,1.832739016921384,False,True,False,True,True,False,False,False,False
U56,TOP5,0.5,M,25.0,5.1655283225104816,0.1149343829320939,0.9383885154046067,-0.1918260150544513,0.09571002569713216,0.75370759492181,-0.1918260150544513,1.1859688459123183,0.7445226106875056,True,False,False,True,True,False,False,False,False,0.901792405393288,1.532242188270521,True,True,False,True,True,False,True,True,False,1.048760994430981,1.430509025256539,True,True,False,True,True,False,True,True,False,0.9659806430684139,1.5677538945772358,False,True,False,True,True,False,False,False,False,1.1612467213015214,1.8024077718169893,False,True,False,True,True,False,False,False,False,1.3559531439575467,1.7658386588271273,False,True,False,True,True,False,False,False,False
U56,TOP5,0.5,M,50.0,5.1655283225104816,0.10062198389297872,0.8337996536485763,-0.19306539906620068,0.08108943044875372,0.6524377904177894,-0.19306539906620102,1.073078416169177,0.6456632523050891,True,False,False,True,False,False,False,False,False,0.7945033236005979,1.418649983412957,False,True,False,True,False,False,False,False,False,0.9395262694159551,1.3191122938377327,True,True,False,True,False,False,False,True,False,0.849291118287524,1.457808241624747,False,True,False,True,False,False,False,False,False,1.0338641494894183,1.6968796018471108,False,True,False,True,False,False,False,False,False,1.2386001116797694,1.6527561146507523,False,True,False,True,False,False,False,False,False
