stat,rho_breadth,rho_Ebar,partial_breadth_given_Ebar,partial_Ebar_given_breadth
Sharpe,0.6137369030041222,0.5462760520662907,0.4559660242873305,0.3293351093716832
oosS,0.5753813814063441,0.5698506890275784,0.39169409257292964,0.3813244407513335
CAGR,0.6747541816973337,0.4459855161654794,0.5774037234855256,0.1401007857137122
MaxDD,0.5194626338788073,0.5854910403462825,0.30353985610527956,0.4276111225620334
