panel,book,grid,gridkind,n_phases,i,j,sep,sep_lin,TE_pp,dCAGR_pp
U56,EWELIG,K42,K,42,13,35,20,22,3.4713359179818304,0.16881131358286083
U56,EWELIG,K42,K,42,13,36,19,23,3.5559157169675517,0.171730575327377
U56,EWELIG,K42,K,42,13,37,18,24,3.596574167480773,0.7319809438307345
U56,EWELIG,K42,K,42,13,38,17,25,3.5288000411366434,0.20243209231156456
U56,EWELIG,K42,K,42,13,39,16,26,3.486754460178014,0.4163084815421918
U56,EWELIG,K42,K,42,13,40,15,27,3.558942735043201,0.5905333196586575
U56,EWELIG,K42,K,42,13,41,14,28,3.5153154540813234,0.22584333206152607
U56,EWELIG,K42,K,42,14,15,1,1,1.4535350326715082,0.31340739909280124
U56,EWELIG,K42,K,42,14,16,2,2,1.5933664640238983,0.10827327374560802
U56,EWELIG,K42,K,42,14,17,3,3,2.0170191862189673,0.8914049395643655
U56,EWELIG,K42,K,42,14,18,4,4,2.29525214061905,1.6677939917631104
U56,EWELIG,K42,K,42,14,19,5,5,2.212558027084573,1.5397385350998096
U56,EWELIG,K42,K,42,14,20,6,6,2.799431142016902,1.7034230402374515
U56,EWELIG,K42,K,42,14,21,7,7,2.849978971465902,2.0221061779508
U56,EWELIG,K42,K,42,14,22,8,8,2.8759445132550407,1.8504103584418683
U56,EWELIG,K42,K,42,14,23,9,9,3.0456522583849694,1.9042024939279099
U56,EWELIG,K42,K,42,14,24,10,10,3.142620394353626,1.0884813499300705
U56,EWELIG,K42,K,42,14,25,11,11,3.2151430373388745,0.959942074685971
U56,EWELIG,K42,K,42,14,26,12,12,3.5180562239446025,2.122985486755802
U56,EWELIG,K42,K,42,14,27,13,13,3.3803932625009954,1.708415528803764
U56,EWELIG,K42,K,42,14,28,14,14,3.2905935866948037,1.2187572873878718
U56,EWELIG,K42,K,42,14,29,15,15,3.390456165165865,1.2210442535402368
U56,EWELIG,K42,K,42,14,30,16,16,3.401323085025359,0.5021387444840819
U56,EWELIG,K42,K,42,14,31,17,17,3.5001033708787874,0.2841171746952309
U56,EWELIG,K42,K,42,14,32,18,18,3.5867747349732957,0.4348214419350729
U56,EWELIG,K42,K,42,14,33,19,19,3.5832059053986463,0.6196816898497381
U56,EWELIG,K42,K,42,14,34,20,20,3.6300328106650452,0.03207130063687025
U56,EWELIG,K42,K,42,14,35,21,21,3.455256349604919,0.39800747957952076
U56,EWELIG,K42,K,42,14,36,20,22,3.5388203592176635,0.3950882178350046
U56,EWELIG,K42,K,42,14,37,19,23,3.5993416360540036,0.16516215066835294
U56,EWELIG,K42,K,42,14,38,18,24,3.537462112295768,0.36438670085081704
U56,EWELIG,K42,K,42,14,39,17,25,3.5029139245178786,0.1505103116201898
U56,EWELIG,K42,K,42,14,40,16,26,3.565427193348884,0.023714526496275923
U56,EWELIG,K42,K,42,14,41,15,27,3.5616258756753743,0.7926621252239077
U56,EWELIG,K42,K,42,15,16,1,1,1.148223611250133,0.42168067283840927
U56,EWELIG,K42,K,42,15,17,2,2,1.9364514816406135,1.2048123386571667
U56,EWELIG,K42,K,42,15,18,3,3,2.105756153050072,1.9812013908559116
U56,EWELIG,K42,K,42,15,19,4,4,2.164483989286052,1.8531459341926109
U56,EWELIG,K42,K,42,15,20,5,5,2.731130290781975,2.0168304393302527
U56,EWELIG,K42,K,42,15,21,6,6,2.7840455327692424,2.335513577043601
U56,EWELIG,K42,K,42,15,22,7,7,2.841190282361905,2.1638177575346695
U56,EWELIG,K42,K,42,15,23,8,8,3.0167072318904387,2.217609893020711
U56,EWELIG,K42,K,42,15,24,9,9,3.129135965621604,1.4018887490228717
U56,EWELIG,K42,K,42,15,25,10,10,3.187383826333081,1.2733494737787723
U56,EWELIG,K42,K,42,15,26,11,11,3.495096337598692,2.436392885848603
U56,EWELIG,K42,K,42,15,27,12,12,3.360775074540126,2.021822927896565
U56,EWELIG,K42,K,42,15,28,13,13,3.340077585726555,1.532164686480673
U56,EWELIG,K42,K,42,15,29,14,14,3.443256019590959,1.534451652633038
U56,EWELIG,K42,K,42,15,30,15,15,3.4135538374549403,0.8155461435768832
U56,EWELIG,K42,K,42,15,31,16,16,3.488295151592712,0.5975245737880321
U56,EWELIG,K42,K,42,15,32,17,17,3.582794816232792,0.7482288410278741
U56,EWELIG,K42,K,42,15,33,18,18,3.5358802178604876,0.9330890889425394
U56,EWELIG,K42,K,42,15,34,19,19,3.638684544202481,0.3454786997296715
U56,EWELIG,K42,K,42,15,35,20,20,3.5089859747547596,0.08460008048671952
U56,EWELIG,K42,K,42,15,36,21,21,3.5523327378999707,0.08168081874220334
U56,EWELIG,K42,K,42,15,37,20,22,3.6199376787225486,0.4785695497611542
U56,EWELIG,K42,K,42,15,38,19,23,3.587064403674372,0.050979301758015794
U56,EWELIG,K42,K,42,15,39,18,24,3.524980463510663,0.16289708747261145
U56,EWELIG,K42,K,42,15,40,17,25,3.6191359735536333,0.33712192558907716
U56,EWELIG,K42,K,42,15,41,16,26,3.5856855520235897,0.4792547261311064
U56,EWELIG,K42,K,42,16,17,1,1,1.5120906358488795,0.7831316658187575
U56,EWELIG,K42,K,42,16,18,2,2,1.6875048010019589,1.5595207180175024
U56,EWELIG,K42,K,42,16,19,3,3,1.931425396780859,1.4314652613542016
U56,EWELIG,K42,K,42,16,20,4,4,2.5017867499306816,1.5951497664918435
U56,EWELIG,K42,K,42,16,21,5,5,2.6422494147248914,1.9138329042051918
U56,EWELIG,K42,K,42,16,22,6,6,2.72279212315685,1.7421370846962603
U56,EWELIG,K42,K,42,16,23,7,7,2.8926798883444174,1.7959292201823018
U56,EWELIG,K42,K,42,16,24,8,8,2.9925036137587204,0.9802080761844625
U56,EWELIG,K42,K,42,16,25,9,9,3.0906401359248115,0.851668800940363
U56,EWELIG,K42,K,42,16,26,10,10,3.4723583112267273,2.0147122130101938
U56,EWELIG,K42,K,42,16,27,11,11,3.375709866584873,1.6001422550581559
U56,EWELIG,K42,K,42,16,28,12,12,3.2621878055715445,1.1104840136422638
U56,EWELIG,K42,K,42,16,29,13,13,3.3698162429878358,1.1127709797946288
U56,EWELIG,K42,K,42,16,30,14,14,3.4509294918087408,0.3938654707384739
U56,EWELIG,K42,K,42,16,31,15,15,3.555125977097802,0.17584390094962288
U56,EWELIG,K42,K,42,16,32,16,16,3.6389406930965285,0.32654816818946486
U56,EWELIG,K42,K,42,16,33,17,17,3.600323506672161,0.5114084161041301
U56,EWELIG,K42,K,42,16,34,18,18,3.7102877543979575,0.07620197310873777
U56,EWELIG,K42,K,42,16,35,19,19,3.5219782603129515,0.5062807533251288
U56,EWELIG,K42,K,42,16,36,20,20,3.6116211050074725,0.5033614915806126
U56,EWELIG,K42,K,42,16,37,21,21,3.6680028230150583,0.05688887692274491
U56,EWELIG,K42,K,42,16,38,20,22,3.6207315846478796,0.47265997459642506
U56,EWELIG,K42,K,42,16,39,19,23,3.5672006522579314,0.2587835853657978
U56,EWELIG,K42,K,42,16,40,18,24,3.665129614538381,0.0845587472493321
U56,EWELIG,K42,K,42,16,41,17,25,3.6301309776297934,0.9009353989695157
U56,EWELIG,K42,K,42,17,18,1,1,1.3563244910697672,0.7763890521987449
U56,EWELIG,K42,K,42,17,19,2,2,1.6922689731087677,0.6483335955354441
U56,EWELIG,K42,K,42,17,20,3,3,2.3161200868196783,0.812018100673086
U56,EWELIG,K42,K,42,17,21,4,4,2.5462962935204043,1.1307012383864343
U56,EWELIG,K42,K,42,17,22,5,5,2.6146191167634596,0.9590054188775028
U56,EWELIG,K42,K,42,17,23,6,6,2.8448411998061007,1.0127975543635444
U56,EWELIG,K42,K,42,17,24,7,7,2.885393311994994,0.197076410365705
U56,EWELIG,K42,K,42,17,25,8,8,3.0088400703264933,0.06853713512160553
U56,EWELIG,K42,K,42,17,26,9,9,3.345559667271578,1.2315805471914363
U56,EWELIG,K42,K,42,17,27,10,10,3.277060168904438,0.8170105892393984
U56,EWELIG,K42,K,42,17,28,11,11,3.142480416157417,0.3273523478235063
U56,EWELIG,K42,K,42,17,29,12,12,3.277039972719949,0.3296393139758713
U56,EWELIG,K42,K,42,17,30,13,13,3.381388978639128,0.3892661950802836
U56,EWELIG,K42,K,42,17,31,14,14,3.4948112635717905,0.6072877648691346
U56,EWELIG,K42,K,42,17,32,15,15,3.5792954237205556,0.4565834976292926
U56,EWELIG,K42,K,42,17,33,16,16,3.569340075204959,0.27172324971462736
U56,EWELIG,K42,K,42,17,34,17,17,3.6633908801045987,0.8593336389274953
U56,EWELIG,K42,K,42,17,35,18,18,3.557617269767415,1.2894124191438863
U56,EWELIG,K42,K,42,17,36,19,19,3.612942129245928,1.28649315739937
U56,EWELIG,K42,K,42,17,37,20,20,3.657411892760686,0.7262427888960126
U56,EWELIG,K42,K,42,17,38,21,21,3.637321229725969,1.2557916404151825
U56,EWELIG,K42,K,42,17,39,20,22,3.585281716243162,1.0419152511845553
U56,EWELIG,K42,K,42,17,40,19,23,3.657599545507742,0.8676904130680896
U56,EWELIG,K42,K,42,17,41,18,24,3.5828236123684345,1.6840670647882732
U56,EWELIG,K42,K,42,18,19,1,1,1.3326148277808654,0.12805545666330076
U56,EWELIG,K42,K,42,18,20,2,2,2.108243910321105,0.03562904847434112
U56,EWELIG,K42,K,42,18,21,3,3,2.3342416727501036,0.35431218618768945
U56,EWELIG,K42,K,42,18,22,4,4,2.4595058210290297,0.1826163666787579
U56,EWELIG,K42,K,42,18,23,5,5,2.6474736543161526,0.23640850216479947
U56,EWELIG,K42,K,42,18,24,6,6,2.754611834238635,0.5793126418330399
U56,EWELIG,K42,K,42,18,25,7,7,3.0194252209469132,0.7078519170771393
U56,EWELIG,K42,K,42,18,26,8,8,3.4068055419363885,0.4551914949926914
U56,EWELIG,K42,K,42,18,27,9,9,3.3302232372872878,0.04062153704065352
U56,EWELIG,K42,K,42,18,28,10,10,3.1718168408448397,0.44903670437523857
U56,EWELIG,K42,K,42,18,29,11,11,3.3170164862645852,0.44674973822287356
U56,EWELIG,K42,K,42,18,30,12,12,3.469592827170847,1.1656552472790285
U56,EWELIG,K42,K,42,18,31,13,13,3.5918411467867375,1.3836768170678795
U56,EWELIG,K42,K,42,18,32,14,14,3.6712071724344124,1.2329725498280375
U56,EWELIG,K42,K,42,18,33,15,15,3.6606425547682355,1.0481123019133722
U56,EWELIG,K42,K,42,18,34,16,16,3.75138869617877,1.6357226911262401
U56,EWELIG,K42,K,42,18,35,17,17,3.595055898713749,2.065801471342631
U56,EWELIG,K42,K,42,18,36,18,18,3.677207183775911,2.062882209598115
U56,EWELIG,K42,K,42,18,37,19,19,3.7125722978560476,1.5026318410947574
U56,EWELIG,K42,K,42,18,38,20,20,3.6878665011201095,2.0321806926139274
U56,EWELIG,K42,K,42,18,39,21,21,3.632974303838442,1.8183043033833002
U56,EWELIG,K42,K,42,18,40,20,22,3.735796999406494,1.6440794652668345
U56,EWELIG,K42,K,42,18,41,19,23,3.6807159412478536,2.460456116987018
U56,EWELIG,K42,K,42,19,20,1,1,1.8461088246415556,0.16368450513764188
U56,EWELIG,K42,K,42,19,21,2,2,2.0582887020012497,0.4823676428509902
U56,EWELIG,K42,K,42,19,22,3,3,2.1912905457336045,0.3106718233420587
U56,EWELIG,K42,K,42,19,23,4,4,2.4115575231390403,0.36446395882810023
U56,EWELIG,K42,K,42,19,24,5,5,2.589767643927544,0.4512571851697391
U56,EWELIG,K42,K,42,19,25,6,6,2.8014669993977352,0.5797964604138386
U56,EWELIG,K42,K,42,19,26,7,7,3.2297875297724405,0.5832469516559922
U56,EWELIG,K42,K,42,19,27,8,8,3.147022652632478,0.16867699370395428
U56,EWELIG,K42,K,42,19,28,9,9,2.993967615331916,0.3209812477119378
U56,EWELIG,K42,K,42,19,29,10,10,3.156752136656684,0.3186942815595728
U56,EWELIG,K42,K,42,19,30,11,11,3.2622980531468366,1.0375997906157277
U56,EWELIG,K42,K,42,19,31,12,12,3.4170907086416595,1.2556213604045787
U56,EWELIG,K42,K,42,19,32,13,13,3.504463497219744,1.1049170931647367
U56,EWELIG,K42,K,42,19,33,14,14,3.4747301309058662,0.9200568452500715
U56,EWELIG,K42,K,42,19,34,15,15,3.5882832839470398,1.5076672344629394
U56,EWELIG,K42,K,42,19,35,16,16,3.4462964407121053,1.9377460146793304
U56,EWELIG,K42,K,42,19,36,17,17,3.4996733222714482,1.9348267529348142
U56,EWELIG,K42,K,42,19,37,18,18,3.5827327902894517,1.3745763844314567
U56,EWELIG,K42,K,42,19,38,19,19,3.567692897671874,1.9041252359506267
U56,EWELIG,K42,K,42,19,39,20,20,3.5672667242483533,1.6902488467199994
U56,EWELIG,K42,K,42,19,40,21,21,3.693297369681508,1.5160240086035337
U56,EWELIG,K42,K,42,19,41,20,22,3.663734525340777,2.3324006603237173
U56,EWELIG,K42,K,42,20,21,1,1,1.0858818524585072,0.31868313771334833
U56,EWELIG,K42,K,42,20,22,2,2,1.4169460353695746,0.1469873182044168
U56,EWELIG,K42,K,42,20,23,3,3,1.7657102032677976,0.20077945369045835
U56,EWELIG,K42,K,42,20,24,4,4,2.066562196481301,0.614941690307381
U56,EWELIG,K42,K,42,20,25,5,5,2.4643778183345626,0.7434809655514805
U56,EWELIG,K42,K,42,20,26,6,6,2.853482209654172,0.4195624465183503
U56,EWELIG,K42,K,42,20,27,7,7,2.8173094618514565,0.004992488566312403
U56,EWELIG,K42,K,42,20,28,8,8,2.6847837525300378,0.4846657528495797
U56,EWELIG,K42,K,42,20,29,9,9,2.9031090463278466,0.4823787866972147
U56,EWELIG,K42,K,42,20,30,10,10,2.9816305081466874,1.2012842957533696
U56,EWELIG,K42,K,42,20,31,11,11,3.16215905078169,1.4193058655422206
U56,EWELIG,K42,K,42,20,32,12,12,3.2674669866276944,1.2686015983023786
U56,EWELIG,K42,K,42,20,33,13,13,3.252606505919031,1.0837413503877134
U56,EWELIG,K42,K,42,20,34,14,14,3.366507697768649,1.6713517396005813
U56,EWELIG,K42,K,42,20,35,15,15,3.308115650025318,2.1014305198169723
U56,EWELIG,K42,K,42,20,36,16,16,3.363485442506288,2.098511258072456
U56,EWELIG,K42,K,42,20,37,17,17,3.4007960098029284,1.5382608895690986
U56,EWELIG,K42,K,42,20,38,18,18,3.4129072086236674,2.0678097410882685
U56,EWELIG,K42,K,42,20,39,19,19,3.434641780262281,1.8539333518576413
U56,EWELIG,K42,K,42,20,40,20,20,3.584608983168273,1.6797085137411756
U56,EWELIG,K42,K,42,20,41,21,21,3.4797139699285418,2.496085165461359
U56,EWELIG,K42,K,42,21,22,1,1,1.0713952884645634,0.17169581950893154
U56,EWELIG,K42,K,42,21,23,2,2,1.4962238666384087,0.11790368402288998
U56,EWELIG,K42,K,42,21,24,3,3,2.029260272110017,0.9336248280207293
U56,EWELIG,K42,K,42,21,25,4,4,2.418982340936992,1.0621641032648288
U56,EWELIG,K42,K,42,21,26,5,5,2.796580963009475,0.10087930880500195
U56,EWELIG,K42,K,42,21,27,6,6,2.7621532150775856,0.3136906491470359
U56,EWELIG,K42,K,42,21,28,7,7,2.6570107942299948,0.803348890562928
U56,EWELIG,K42,K,42,21,29,8,8,2.866957646791032,0.801061924410563
U56,EWELIG,K42,K,42,21,30,9,9,2.9098791908951664,1.519967433466718
U56,EWELIG,K42,K,42,21,31,10,10,3.098897141106417,1.737989003255569
U56,EWELIG,K42,K,42,21,32,11,11,3.1934578167306262,1.587284736015727
U56,EWELIG,K42,K,42,21,33,12,12,3.19733530157553,1.4024244881010617
U56,EWELIG,K42,K,42,21,34,13,13,3.2660221170263077,1.9900348773139296
U56,EWELIG,K42,K,42,21,35,14,14,3.233257786505455,2.4201136575303206
U56,EWELIG,K42,K,42,21,36,15,15,3.2958765098382874,2.4171943957858044
U56,EWELIG,K42,K,42,21,37,16,16,3.2961995614491695,1.856944027282447
U56,EWELIG,K42,K,42,21,38,17,17,3.3115602231921852,2.386492878801617
U56,EWELIG,K42,K,42,21,39,18,18,3.35301721903405,2.1726164895709896
U56,EWELIG,K42,K,42,21,40,19,19,3.5139054453111482,1.998391651454524
U56,EWELIG,K42,K,42,21,41,20,20,3.4469596642266342,2.8147683031747075
U56,EWELIG,K42,K,42,22,23,1,1,1.1524840624739594,0.05379213548604156
U56,EWELIG,K42,K,42,22,24,2,2,1.7697033184127768,0.7619290085117978
U56,EWELIG,K42,K,42,22,25,3,3,2.2199137296166547,0.8904682837558973
U56,EWELIG,K42,K,42,22,26,4,4,2.625452334292582,0.2725751283139335
U56,EWELIG,K42,K,42,22,27,5,5,2.577556080188091,0.1419948296381044
U56,EWELIG,K42,K,42,22,28,6,6,2.42841975839817,0.6316530710539965
U56,EWELIG,K42,K,42,22,29,7,7,2.631473018822326,0.6293661049016315
U56,EWELIG,K42,K,42,22,30,8,8,2.6763569426880016,1.3482716139577864
U56,EWELIG,K42,K,42,22,31,9,9,2.843252563189717,1.5662931837466374
U56,EWELIG,K42,K,42,22,32,10,10,2.959024112710915,1.4155889165067954
U56,EWELIG,K42,K,42,22,33,11,11,2.9972309860857247,1.2307286685921301
U56,EWELIG,K42,K,42,22,34,12,12,3.0793706169509427,1.818339057804998
U56,EWELIG,K42,K,42,22,35,13,13,3.0855943225605733,2.248417838021389
U56,EWELIG,K42,K,42,22,36,14,14,3.157290300827779,2.245498576276873
U56,EWELIG,K42,K,42,22,37,15,15,3.108406640804065,1.6852482077735154
U56,EWELIG,K42,K,42,22,38,16,16,3.1602206389668255,2.2147970592926853
U56,EWELIG,K42,K,42,22,39,17,17,3.198465291534095,2.000920670062058
U56,EWELIG,K42,K,42,22,40,18,18,3.360018616826025,1.8266958319455924
U56,EWELIG,K42,K,42,22,41,19,19,3.29607303848417,2.643072483665776
U56,EWELIG,K42,K,42,23,24,1,1,1.6063390592066578,0.8157211439978393
U56,EWELIG,K42,K,42,23,25,2,2,1.9282420848997073,0.9442604192419388
U56,EWELIG,K42,K,42,23,26,3,3,2.4123151283336908,0.21878299282789193
U56,EWELIG,K42,K,42,23,27,4,4,2.437659233507255,0.19578696512414595
U56,EWELIG,K42,K,42,23,28,5,5,2.3143967927564058,0.685445206540038
U56,EWELIG,K42,K,42,23,29,6,6,2.5244398582490586,0.683158240387673
U56,EWELIG,K42,K,42,23,30,7,7,2.637324016160943,1.402063749443828
U56,EWELIG,K42,K,42,23,31,8,8,2.8112572131886524,1.620085319232679
U56,EWELIG,K42,K,42,23,32,9,9,2.908074141151929,1.469381051992837
U56,EWELIG,K42,K,42,23,33,10,10,2.955119119191872,1.2845208040781717
U56,EWELIG,K42,K,42,23,34,11,11,3.0651289516144504,1.8721311932910396
U56,EWELIG,K42,K,42,23,35,12,12,3.0671044813128767,2.3022099735074306
U56,EWELIG,K42,K,42,23,36,13,13,3.150082849146497,2.2992907117629144
U56,EWELIG,K42,K,42,23,37,14,14,3.0826066433891866,1.739040343259557
U56,EWELIG,K42,K,42,23,38,15,15,3.151752263531079,2.268589194778727
U56,EWELIG,K42,K,42,23,39,16,16,3.200034756496624,2.0547128055480997
U56,EWELIG,K42,K,42,23,40,17,17,3.3493594095487347,1.880487967431634
U56,EWELIG,K42,K,42,23,41,18,18,3.2980088309824045,2.6968646191518175
U56,EWELIG,K42,K,42,24,25,1,1,1.451986072790874,0.12853927524409947
U56,EWELIG,K42,K,42,24,26,2,2,2.22079884129643,1.0345041368257313
U56,EWELIG,K42,K,42,24,27,3,3,2.132797393839526,0.6199341788736934
U56,EWELIG,K42,K,42,24,28,4,4,2.012144354793402,0.1302759374578013
U56,EWELIG,K42,K,42,24,29,5,5,2.242185474674523,0.13256290361016632
U56,EWELIG,K42,K,42,24,30,6,6,2.3546495281334896,0.5863426054459886
U56,EWELIG,K42,K,42,24,31,7,7,2.595053914211104,0.8043641752348396
U56,EWELIG,K42,K,42,24,32,8,8,2.7380684200070373,0.6536599079949976
U56,EWELIG,K42,K,42,24,33,9,9,2.7657286545562294,0.46879966008033236
U56,EWELIG,K42,K,42,24,34,10,10,2.9316593441997085,1.0564100492932003
U56,EWELIG,K42,K,42,24,35,11,11,2.9703205577848135,1.4864888295095913
U56,EWELIG,K42,K,42,24,36,12,12,3.0947842259568317,1.483569567765075
U56,EWELIG,K42,K,42,24,37,13,13,3.0795758740487225,0.9233191992617176
U56,EWELIG,K42,K,42,24,38,14,14,3.1207659175563296,1.4528680507808875
U56,EWELIG,K42,K,42,24,39,15,15,3.1898080869927465,1.2389916615502603
U56,EWELIG,K42,K,42,24,40,16,16,3.38398949643427,1.0647668234337946
U56,EWELIG,K42,K,42,24,41,17,17,3.3149314102153578,1.8811434751539782
U56,EWELIG,K42,K,42,25,26,1,1,1.7193236314987064,1.1630434120698308
U56,EWELIG,K42,K,42,25,27,2,2,1.5977935037577904,0.7484734541177929
U56,EWELIG,K42,K,42,25,28,3,3,1.6107426508703646,0.2588152127019008
U56,EWELIG,K42,K,42,25,29,4,4,1.8061098150467605,0.2611021788542658
U56,EWELIG,K42,K,42,25,30,5,5,2.0151233009906617,0.4578033302018891
U56,EWELIG,K42,K,42,25,31,6,6,2.2508839815710155,0.6758248999907401
U56,EWELIG,K42,K,42,25,32,7,7,2.3930117881187796,0.5251206327508982
U56,EWELIG,K42,K,42,25,33,8,8,2.439703444014719,0.3402603848362329
U56,EWELIG,K42,K,42,25,34,9,9,2.6672844559250004,0.9278707740491008
U56,EWELIG,K42,K,42,25,35,10,10,2.7511214591459128,1.3579495542654918
U56,EWELIG,K42,K,42,25,36,11,11,2.8547291680164,1.3550302925209756
U56,EWELIG,K42,K,42,25,37,12,12,2.811268045637895,0.7947799240176181
U56,EWELIG,K42,K,42,25,38,13,13,2.9002156245929793,1.324328775536788
U56,EWELIG,K42,K,42,25,39,14,14,2.944212731296859,1.1104523863061608
U56,EWELIG,K42,K,42,25,40,15,15,3.1927804470280825,0.9362275481896951
U56,EWELIG,K42,K,42,25,41,16,16,3.1355269260971754,1.7526041999098787
U56,EWELIG,K42,K,42,26,27,1,1,1.5098807801233567,0.4145699579520379
U56,EWELIG,K42,K,42,26,28,2,2,1.9122680883310372,0.90422819936793
U56,EWELIG,K42,K,42,26,29,3,3,2.0575269127160194,0.901941233215565
U56,EWELIG,K42,K,42,26,30,4,4,2.1713779586544386,1.6208467422717199
U56,EWELIG,K42,K,42,26,31,5,5,2.3899176969756457,1.8388683120605709
U56,EWELIG,K42,K,42,26,32,6,6,2.532686506239912,1.688164044820729
U56,EWELIG,K42,K,42,26,33,7,7,2.6002805225265893,1.5033037969060636
U56,EWELIG,K42,K,42,26,34,8,8,2.8037036198647978,2.0909141861189315
U56,EWELIG,K42,K,42,26,35,9,9,2.8786339604777655,2.5209929663353225
U56,EWELIG,K42,K,42,26,36,10,10,3.00419888635726,2.5180737045908064
U56,EWELIG,K42,K,42,26,37,11,11,2.8975947477067865,1.9578233360874489
U56,EWELIG,K42,K,42,26,38,12,12,2.966732303394853,2.487372187606619
U56,EWELIG,K42,K,42,26,39,13,13,3.0508683364997435,2.2734957983759916
U56,EWELIG,K42,K,42,26,40,14,14,3.295927987255215,2.099270960259526
U56,EWELIG,K42,K,42,26,41,15,15,3.1959447423234257,2.9156476119797095
U56,EWELIG,K42,K,42,27,28,1,1,1.3401344236457022,0.4896582414158921
U56,EWELIG,K42,K,42,27,29,2,2,1.5578403136906904,0.4873712752635271
U56,EWELIG,K42,K,42,27,30,3,3,1.7645130731499599,1.206276784319682
U56,EWELIG,K42,K,42,27,31,4,4,1.9931009102164003,1.424298354108533
U56,EWELIG,K42,K,42,27,32,5,5,2.1772582244104854,1.273594086868691
U56,EWELIG,K42,K,42,27,33,6,6,2.2762354094678163,1.0887338389540258
U56,EWELIG,K42,K,42,27,34,7,7,2.444310131232176,1.6763442281668937
U56,EWELIG,K42,K,42,27,35,8,8,2.6789407475183196,2.1064230083832847
U56,EWELIG,K42,K,42,27,36,9,9,2.781911175230124,2.1035037466387685
U56,EWELIG,K42,K,42,27,37,10,10,2.745663244417913,1.543253378135411
U56,EWELIG,K42,K,42,27,38,11,11,2.847788107098138,2.072802229654581
U56,EWELIG,K42,K,42,27,39,12,12,2.915453012849584,1.8589258404239537
U56,EWELIG,K42,K,42,27,40,13,13,3.1688566576300823,1.684701002307488
U56,EWELIG,K42,K,42,27,41,14,14,3.055329048777011,2.5010776540276716
U56,EWELIG,K42,K,42,28,29,1,1,1.1053199505144884,0.002286966152365011
U56,EWELIG,K42,K,42,28,30,2,2,1.507588629760223,0.7166185429037899
U56,EWELIG,K42,K,42,28,31,3,3,1.7680101930849863,0.9346401126926409
U56,EWELIG,K42,K,42,28,32,4,4,1.9961127508590568,0.7839358454527989
U56,EWELIG,K42,K,42,28,33,5,5,2.0790047687050035,0.5990755975381337
U56,EWELIG,K42,K,42,28,34,6,6,2.3260020570748,1.1866859867510016
U56,EWELIG,K42,K,42,28,35,7,7,2.4641817764011895,1.6167647669673926
U56,EWELIG,K42,K,42,28,36,8,8,2.609658038807009,1.6138455052228764
U56,EWELIG,K42,K,42,28,37,9,9,2.586282843041131,1.0535951367195189
U56,EWELIG,K42,K,42,28,38,10,10,2.679782433007011,1.5831439882386888
U56,EWELIG,K42,K,42,28,39,11,11,2.7729178424830647,1.3692675990080616
U56,EWELIG,K42,K,42,28,40,12,12,3.00094457280944,1.195042760891596
U56,EWELIG,K42,K,42,28,41,13,13,2.906153670688732,2.0114194126117795
U56,EWELIG,K42,K,42,29,30,1,1,1.2851554583058393,0.7189055090561549
U56,EWELIG,K42,K,42,29,31,2,2,1.6385620121344073,0.9369270788450059
U56,EWELIG,K42,K,42,29,32,3,3,1.8671537039748305,0.7862228116051639
U56,EWELIG,K42,K,42,29,33,4,4,2.0162756501673544,0.6013625636904987
U56,EWELIG,K42,K,42,29,34,5,5,2.2718020178984157,1.1889729529033666
U56,EWELIG,K42,K,42,29,35,6,6,2.460475548152653,1.6190517331197576
U56,EWELIG,K42,K,42,29,36,7,7,2.6328176421999783,1.6161324713752414
U56,EWELIG,K42,K,42,29,37,8,8,2.6065033872358407,1.0558821028718839
U56,EWELIG,K42,K,42,29,38,9,9,2.739894111144769,1.5854309543910539
U56,EWELIG,K42,K,42,29,39,10,10,2.7904583722643594,1.3715545651604266
U56,EWELIG,K42,K,42,29,40,11,11,3.058884045340371,1.197329727043961
U56,EWELIG,K42,K,42,29,41,12,12,3.045970034952598,2.0137063787641445
U56,EWELIG,K42,K,42,30,31,1,1,0.9969716331791736,0.218021569788851
U56,EWELIG,K42,K,42,30,32,2,2,1.3046807480501506,0.06731730254900903
U56,EWELIG,K42,K,42,30,33,3,3,1.545747382303003,0.11754294536565624
U56,EWELIG,K42,K,42,30,34,4,4,1.803247701556916,0.47006744384721166
U56,EWELIG,K42,K,42,30,35,5,5,2.2295003674711102,0.9001462240636027
U56,EWELIG,K42,K,42,30,36,6,6,2.333176508043867,0.8972269623190865
U56,EWELIG,K42,K,42,30,37,7,7,2.345279968299132,0.336976593815729
U56,EWELIG,K42,K,42,30,38,8,8,2.4797062383757504,0.866525445334899
U56,EWELIG,K42,K,42,30,39,9,9,2.55902904075958,0.6526490561042717
U56,EWELIG,K42,K,42,30,40,10,10,2.855224102419452,0.478424217987806
U56,EWELIG,K42,K,42,30,41,11,11,2.83714505320237,1.2948008697079896
U56,EWELIG,K42,K,42,31,32,1,1,1.0645933881792757,0.15070426723984198
U56,EWELIG,K42,K,42,31,33,2,2,1.2705363807814372,0.33556451515450725
U56,EWELIG,K42,K,42,31,34,3,3,1.6991047458975117,0.25204587405836065
U56,EWELIG,K42,K,42,31,35,4,4,2.1290329368498546,0.6821246542747517
U56,EWELIG,K42,K,42,31,36,5,5,2.2779680913934706,0.6792053925302355
U56,EWELIG,K42,K,42,31,37,6,6,2.2252715381178225,0.11895502402687796
U56,EWELIG,K42,K,42,31,38,7,7,2.408391422345661,0.6485038755460479
