panel,target,T_trade,cost,side,h,d_oos_Sharpe,d_oos_MaxDD,d_oos_CAGR,d_L5,d_L4,d_turn
U56,0.08,W,0,SYM,0.01,0.02752099952437148,0.006594396234608113,0.0007850650862215591,-0.0003799827043819981,0.006594396234609223,1.810462642042454
U56,0.08,W,10,SYM,0.01,0.007251505749647391,0.005319523075698385,-0.001073191201496515,-0.0023694862821268536,0.005319523075698607,1.810462642042454
U56,0.08,W,25,SYM,0.01,-0.023127856040631833,0.003244256495900766,-0.003831241748580183,-0.0053210904917901924,0.0032442564958999887,1.810462642042454
U56,0.08,W,50,SYM,0.01,-0.07368755373535474,-0.0001749280334089054,-0.008350581839660753,-0.010154302665539072,-0.00017492803340934948,1.810462642042454
U56,0.08,W,0,SYM,0.02,0.030430326115965967,0.006414535782071851,0.0011419151462361832,-3.99810213933538e-05,0.006414535782072517,1.4727871984875094
U56,0.08,W,10,SYM,0.02,0.013835427913895915,0.005279188953880576,-0.00037249643785397524,-0.001660083163543824,0.005279188953880687,1.4727871984875094
U56,0.08,W,25,SYM,0.02,-0.01102831934940185,0.0035877148588090435,-0.002621067625972362,-0.004064636962929136,0.0035877148588084884,1.4727871984875094
U56,0.08,W,50,SYM,0.02,-0.052387426865789566,0.0007991728328232695,-0.006307842190082624,-0.00800466811894851,0.0007991728328226033,1.4727871984875094
U56,0.08,W,0,SYM,0.03,0.023489153755645198,0.0035816775117035737,0.0006026371291185662,-0.000216346546436208,0.00358167751170535,1.1233188522511908
U56,0.08,W,10,SYM,0.03,0.010446490454389501,0.0026543619366017346,-0.0005872106257924781,-0.001450616971416796,0.0026543619366011795,1.1233188522511908
U56,0.08,W,25,SYM,0.03,-0.00910563170299894,0.0012724637494997415,-0.0023544840260605326,-0.0032832830242477407,0.0012724637494995195,1.1233188522511908
U56,0.08,W,50,SYM,0.03,-0.041658137069183976,-0.001006655653821742,-0.005253724504013624,-0.006288247923472046,-0.001006655653822075,1.1233188522511908
U56,0.08,W,0,SYM,0.05,0.014784168237155004,-0.0003830450443637057,-9.419470179183875e-06,-0.00047863108580936675,-0.0003830450443629285,0.6972276813589282
U56,0.08,W,10,SYM,0.05,0.006208280547947309,-0.0008420432318437809,-0.0007845165374433805,-0.0012434615217506995,-0.0008420432318433368,0.6972276813589282
U56,0.08,W,25,SYM,0.05,-0.0066522779755184835,-0.001526495450971832,-0.0019362755648073549,-0.002379653399404713,-0.0015264954509727202,0.6972276813589282
U56,0.08,W,50,SYM,0.05,-0.028075462044617527,-0.00265652370433489,-0.003827106417025883,-0.004244104555573669,-0.002656523704335556,0.6972276813589282
U56,0.08,W,0,SYM,0.08,0.04413943588755154,0.01053627768987997,0.0040247241531585765,0.003639725210075051,0.010536277689879303,0.09960866249282985
U56,0.08,W,10,SYM,0.08,0.042456322261196,0.010576511216284779,0.0038444593499833424,0.0035185227009648656,0.010576511216284334,0.09960866249282985
U56,0.08,W,25,SYM,0.08,0.039924577299757846,0.010636470565277834,0.0035763715581476063,0.003338366095290368,0.010636470565276834,0.09960866249282985
