file,win_col,delta_col,n,published_rate,is_loss_convention,twin,quoted,has_family,tie_0,LOSS_0,WIN_0,EXCLUDED_0,spread_0,tie_1e-12,LOSS_1e-12,WIN_1e-12,EXCLUDED_1e-12,spread_1e-12,tie_1e-09,LOSS_1e-09,WIN_1e-09,EXCLUDED_1e-09,spread_1e-09,tie_1e-06,LOSS_1e-06,WIN_1e-06,EXCLUDED_1e-06,spread_1e-06,tie_0.0001,LOSS_0.0001,WIN_0.0001,EXCLUDED_0.0001,spread_0.0001,tie_0.001,LOSS_0.001,WIN_0.001,EXCLUDED_0.001,spread_0.001
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.region.csv,LEV_win,dOOS,224,0.4642857142857143,0.90625,False,False,False,0.0,0.4955357142857143,0.4955357142857143,0.4955357142857143,0.0,0.0,0.4955357142857143,0.4955357142857143,0.4955357142857143,0.0,0.0,0.4955357142857143,0.4955357142857143,0.4955357142857143,0.0,0.0,0.4955357142857143,0.4955357142857143,0.4955357142857143,0.0,0.0,0.4955357142857143,0.4955357142857143,0.4955357142857143,0.0,0.004464285714285714,0.4955357142857143,0.5,0.4977578475336323,0.004464285714285698
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.arms.csv,win,dSharpe,2916,0.4276406035665295,1.0,True,True,True,0.024691358024691357,0.4276406035665295,0.45233196159122085,0.43846694796061886,0.024691358024691357,0.024691358024691357,0.4276406035665295,0.45233196159122085,0.43846694796061886,0.024691358024691357,0.024691358024691357,0.4276406035665295,0.45233196159122085,0.43846694796061886,0.024691358024691357,0.024691358024691357,0.4276406035665295,0.45233196159122085,0.43846694796061886,0.024691358024691357,0.026748971193415638,0.42592592592592593,0.45267489711934156,0.4376321353065539,0.026748971193415627,0.03943758573388203,0.4173525377229081,0.4567901234567901,0.4344876829703677,0.03943758573388201
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.arms.csv,win_IS,dSharpe_IS,2916,0.35459533607681754,1.0,True,True,True,0.024691358024691357,0.35459533607681754,0.3792866941015089,0.36357243319268634,0.024691358024691357,0.024691358024691357,0.35459533607681754,0.3792866941015089,0.36357243319268634,0.024691358024691357,0.024691358024691357,0.35459533607681754,0.3792866941015089,0.36357243319268634,0.024691358024691357,0.03635116598079561,0.34636488340192045,0.38271604938271603,0.3594306049822064,0.036351165980795574,0.09465020576131687,0.2959533607681756,0.39060356652949246,0.3268939393939394,0.09465020576131689,0.12517146776406035,0.2722908093278464,0.39746227709190673,0.31125049000392,0.12517146776406035
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.arms.csv,win_OOS,dSharpe_OOS,2916,0.5092592592592593,1.0,True,False,True,0.024691358024691357,0.5092592592592593,0.5339506172839507,0.5221518987341772,0.024691358024691357,0.024691358024691357,0.5092592592592593,0.5339506172839507,0.5221518987341772,0.024691358024691357,0.024691358024691357,0.5092592592592593,0.5339506172839507,0.5221518987341772,0.024691358024691357,0.024691358024691357,0.5092592592592593,0.5339506172839507,0.5221518987341772,0.024691358024691357,0.02606310013717421,0.5078875171467764,0.5339506172839507,0.5214788732394366,0.026063100137174278,0.03806584362139918,0.50480109739369,0.5428669410150891,0.524777183600713,0.0380658436213992
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,win,dSharpe,58320,0.17897805212620027,1.0,True,True,True,0.024691358024691357,0.17897805212620027,0.20366941015089163,0.18350914205344585,0.024691358024691357,0.024691358024691357,0.17897805212620027,0.20366941015089163,0.18350914205344585,0.024691358024691357,0.024691358024691357,0.17897805212620027,0.20366941015089163,0.18350914205344585,0.024691358024691357,0.024708504801097392,0.17897805212620027,0.20368655692729767,0.18351236836090648,0.024708504801097403,0.026251714677640602,0.17834362139917695,0.20459533607681757,0.18315166669601507,0.02625171467764062,0.04224965706447188,0.17186213991769547,0.21411179698216734,0.17944356917788598,0.04224965706447187
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,win_IS,dSharpe_IS,58320,0.22381687242798354,1.0,True,False,True,0.024691358024691357,0.22381687242798354,0.2485082304526749,0.2294831223628692,0.024691358024691357,0.024691358024691357,0.22381687242798354,0.2485082304526749,0.2294831223628692,0.024691358024691357,0.024691358024691357,0.22381687242798354,0.2485082304526749,0.2294831223628692,0.024691358024691357,0.031241426611796984,0.2189471879286694,0.25018861454046637,0.22600800028319587,0.031241426611796963,0.04410150891632373,0.2081275720164609,0.2522290809327846,0.21772978402812657,0.04410150891632372,0.055075445816186556,0.2021604938271605,0.25723593964334707,0.21394352907018946,0.05507544581618656
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,win_OOS,dSharpe_OOS,58320,0.20821330589849107,1.0,True,True,True,0.024691358024691357,0.20821330589849107,0.23290466392318243,0.2134845288326301,0.024691358024691357,0.024691358024691357,0.20821330589849107,0.23290466392318243,0.2134845288326301,0.024691358024691357,0.024691358024691357,0.20821330589849107,0.23290466392318243,0.2134845288326301,0.024691358024691357,0.029749657064471878,0.20613854595336076,0.23588820301783264,0.2124591322788725,0.029749657064471885,0.037019890260631,0.2028292181069959,0.23984910836762688,0.21062659140684817,0.03701989026063099,0.048285322359396435,0.19768518518518519,0.2459705075445816,0.20771475929662728,0.04828532235939642
2026-09-10_does-the-TAX-to-c-star-rho-close-under-a-TURNOVER-NORMALISATION_C.cells.csv.gz,win,dSharpe,1944,0.786522633744856,1.0,True,False,True,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.028292181069958847,0.786522633744856,0.8148148148148148,0.8094229751191107,0.02829218106995879,0.040123456790123455,0.7803497942386831,0.8204732510288066,0.8129689174705252,0.040123456790123524
2026-09-10_is-SMALL439s-weak-TAX-to-c-star-rho-an-EDGE-DISPERSION-effect_cloud.cells.csv.gz,win,dSharpe,1944,0.786522633744856,1.0,True,False,True,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.028292181069958847,0.786522633744856,0.8148148148148148,0.8094229751191107,0.02829218106995879,0.040123456790123455,0.7803497942386831,0.8204732510288066,0.8129689174705252,0.040123456790123524
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.cells.csv,win,dSharpe,1944,0.786522633744856,1.0,True,True,True,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.027777777777777776,0.786522633744856,0.8143004115226338,0.808994708994709,0.02777777777777779,0.028292181069958847,0.786522633744856,0.8148148148148148,0.8094229751191107,0.02829218106995879,0.040123456790123455,0.7803497942386831,0.8204732510288066,0.8129689174705252,0.040123456790123524
