uni,q,book,arm,frac_pos_full,frac_pos_IS,frac_pos_OOS,frac_priceable,dMaxDD_med,dCAGR_med,rate_med
universe.json(56),0.05,TOP10,abs12-dg,0.3,0.55,0.375,0.0,0.0,0.7697210793439546,
universe.json(56),0.05,TOP10,abs12-rw,0.375,0.5,0.45,0.0,-1.1102230246251565e-14,0.661461391540874,
universe.json(56),0.05,TOP10,band3-dg,1.0,0.975,1.0,1.0,0.9593869663873267,0.5587972743134828,0.5194821358697524
universe.json(56),0.05,TOP10,band3-rw,1.0,1.0,1.0,1.0,0.824288004670487,0.6121394868038976,0.6422552339313914
universe.json(56),0.05,TOP10,ddctl-8/.5/high,1.0,1.0,1.0,1.0,10.193389746959491,6.840671456476977,0.6731354178850419
universe.json(56),0.05,TOP10,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,5.7044525478101455,6.392655320897522,1.09896001573924
universe.json(56),0.05,TOP10,ebud-0.10,0.975,0.8,0.975,0.975,1.2410899035170286,2.2717211196111253,1.7882371734937834
universe.json(56),0.05,TOP10,ebud-0.20,0.525,0.55,0.525,0.15,1.1102230246251565e-14,0.2743272908620198,0.4510662402232342
universe.json(56),0.05,TOP10,g200-dg,1.0,0.975,1.0,1.0,0.9593869663873378,0.6996815228635156,0.6847103109344136
universe.json(56),0.05,TOP10,g200-rw,1.0,1.0,1.0,1.0,0.8242880046704981,0.6847172544639291,0.79581814410938
universe.json(56),0.05,TOP10,stop15,0.0,0.9,0.0,0.0,-2.684804258999601,1.4325820041680815,
universe.json(56),0.05,TOP10,stop25,0.0,1.0,0.0,0.0,-2.140757055409648,0.25743608148829367,
universe.json(56),0.05,TOP10,v1gate-dg,1.0,0.9,1.0,1.0,9.023605590845467,4.344739018687427,0.491270270804341
universe.json(56),0.05,TOP10,v1gate-rw,1.0,0.925,1.0,1.0,5.93042089255475,3.6900657699473594,0.636159229817961
universe.json(56),0.05,TOP10,vol60-dg,1.0,0.7,1.0,1.0,8.718552193874967,3.7904616870584884,0.43284439635570854
universe.json(56),0.05,TOP10,vol60-rw,1.0,0.075,1.0,1.0,5.886446264988193,3.140902000020318,0.5334103999633655
universe.json(56),0.05,TOP20,abs12-dg,1.0,0.525,1.0,0.3,0.029610998249413045,1.9410877720329345,9.378134699793346
universe.json(56),0.05,TOP20,abs12-rw,0.075,0.125,0.075,0.05,-0.37547351786770267,1.465517165495711,9.291632501870213
universe.json(56),0.05,TOP20,band3-dg,1.0,0.875,1.0,1.0,2.603143185739837,1.19428001547901,0.4643531958303122
universe.json(56),0.05,TOP20,band3-rw,1.0,0.5,1.0,1.0,2.4588596643272345,1.0772236722332518,0.4337399997929018
universe.json(56),0.05,TOP20,ddctl-8/.5/high,1.0,1.0,1.0,1.0,5.651800253764261,5.55740628057193,0.965213583257066
universe.json(56),0.05,TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,5.6414660172832924,4.074878946458737,0.7157497996971581
universe.json(56),0.05,TOP20,ebud-0.10,1.0,0.8,1.0,0.975,0.9669843707302006,0.3359536769195981,0.328343787767714
universe.json(56),0.05,TOP20,ebud-0.20,0.075,0.3,0.0,0.0,-0.010097267446523839,0.0193668349048437,
universe.json(56),0.05,TOP20,g200-dg,1.0,0.925,1.0,1.0,2.710927738514263,1.396909564030957,0.508703345453454
universe.json(56),0.05,TOP20,g200-rw,1.0,0.875,1.0,1.0,2.8201067798547754,1.3054375064111667,0.44632265703252033
universe.json(56),0.05,TOP20,stop15,0.0,0.125,0.0,0.0,-0.7306102612012699,1.018552386517313,
universe.json(56),0.05,TOP20,stop25,0.0,0.325,0.0,0.0,-1.570159304178792,0.22254891644312158,
universe.json(56),0.05,TOP20,v1gate-dg,1.0,0.65,1.0,1.0,5.810769663051596,3.659244751530788,0.6268798759116673
universe.json(56),0.05,TOP20,v1gate-rw,1.0,0.35,1.0,1.0,4.020111813556188,3.0360975393060374,0.7589550023425445
universe.json(56),0.05,TOP20,vol60-dg,1.0,0.55,1.0,1.0,5.719227799877741,2.6384072311816054,0.4563805205120811
universe.json(56),0.05,TOP20,vol60-rw,1.0,0.05,1.0,1.0,4.031017101153001,2.020016812102643,0.49896597309680746
universe.json(56),0.05,TOP3,abs12-dg,0.275,0.45,0.0,0.0,0.0,0.26044832501225246,
universe.json(56),0.05,TOP3,abs12-rw,0.3,0.35,0.0,0.0,0.0,-0.22071913412736732,
universe.json(56),0.05,TOP3,band3-dg,0.35,0.15,0.375,0.0,0.0,0.19865812027495267,
universe.json(56),0.05,TOP3,band3-rw,0.35,0.175,0.375,0.0,0.0,0.27732652441641026,
universe.json(56),0.05,TOP3,ddctl-8/.5/high,1.0,1.0,1.0,1.0,14.233999596353147,12.078027165745809,0.8296817438419544
universe.json(56),0.05,TOP3,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,9.479492373393779,12.43606468634415,1.2936207376944493
universe.json(56),0.05,TOP3,ebud-0.10,1.0,0.95,0.975,0.975,1.0639044765569317,8.875428272516515,8.33131245389075
universe.json(56),0.05,TOP3,ebud-0.20,1.0,1.0,0.95,0.95,0.21235546119121596,3.4809002898374963,16.33128334855148
universe.json(56),0.05,TOP3,g200-dg,0.35,0.925,0.375,0.0,0.0,-0.21677873408356696,
universe.json(56),0.05,TOP3,g200-rw,0.35,0.95,0.325,0.0,0.0,-0.18221361837776895,
universe.json(56),0.05,TOP3,stop15,0.95,0.725,0.95,0.95,0.8366608936575426,1.8979414444757037,2.2684715622104346
universe.json(56),0.05,TOP3,stop25,0.025,0.025,0.025,0.025,-1.7233073080902384,0.26041404648001754,0.3152687853993138
universe.json(56),0.05,TOP3,v1gate-dg,1.0,0.875,1.0,1.0,13.146002112553013,8.83677042701597,0.6455108845712081
universe.json(56),0.05,TOP3,v1gate-rw,1.0,0.775,1.0,1.0,8.856682580808089,6.079748166253118,0.7078631537088579
universe.json(56),0.05,TOP3,vol60-dg,1.0,0.825,1.0,1.0,13.146002112552951,8.99185604258358,0.6651450769392201
universe.json(56),0.05,TOP3,vol60-rw,1.0,0.125,1.0,1.0,8.522893947094412,5.814962988869976,0.72264140225599
universe.json(56),0.05,TOP40,abs12-dg,1.0,1.0,1.0,1.0,3.444635871902979,3.253332559802169,0.9444626815663344
universe.json(56),0.05,TOP40,abs12-rw,1.0,1.0,1.0,1.0,3.405695208737969,2.775177723771338,0.8187774429168441
universe.json(56),0.05,TOP40,band3-dg,1.0,1.0,1.0,1.0,6.141299665736915,2.9662648167981587,0.48091169822466817
universe.json(56),0.05,TOP40,band3-rw,1.0,1.0,1.0,1.0,6.223459801741182,2.7151393070427576,0.43678357041599314
universe.json(56),0.05,TOP40,ddctl-8/.5/high,1.0,1.0,1.0,1.0,6.077337617888379,5.056443098022778,0.8340569259145225
universe.json(56),0.05,TOP40,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,6.077337617888368,3.3233474682821673,0.5446990835641321
universe.json(56),0.05,TOP40,ebud-0.10,0.0,1.0,0.0,0.0,-0.014425643129373222,-0.019046516351528542,
universe.json(56),0.05,TOP40,ebud-0.20,0.4,0.4,0.0,0.0,0.0,-0.0302087041962662,
universe.json(56),0.05,TOP40,g200-dg,1.0,1.0,1.0,1.0,6.337248558621406,3.3940191446384604,0.532438090288583
universe.json(56),0.05,TOP40,g200-rw,1.0,1.0,1.0,1.0,6.337248558621411,3.238133972802204,0.5136078099785764
universe.json(56),0.05,TOP40,stop15,0.05,0.975,0.05,0.0,-0.3481296299192971,1.0196543015493775,
universe.json(56),0.05,TOP40,stop25,0.0,0.0,0.0,0.0,-1.1880677035302156,0.39022825491024093,
universe.json(56),0.05,TOP40,v1gate-dg,1.0,1.0,1.0,1.0,7.843217513739075,4.496143812583309,0.573946478874706
universe.json(56),0.05,TOP40,v1gate-rw,1.0,1.0,1.0,1.0,7.771630238996235,4.306004770736605,0.5553811049196334
universe.json(56),0.05,TOP40,vol60-dg,1.0,1.0,1.0,1.0,5.5683483390226325,1.7570742827364816,0.3058191761964032
universe.json(56),0.05,TOP40,vol60-rw,1.0,0.95,1.0,1.0,4.303462675516506,1.2565889427884391,0.2950235592531255
universe.json(56),0.05,TOP5,abs12-dg,0.425,0.525,0.475,0.0,0.0,0.25109493020186724,
universe.json(56),0.05,TOP5,abs12-rw,0.575,0.475,0.55,0.0,1.1102230246251565e-14,0.10734788236411719,
universe.json(56),0.05,TOP5,band3-dg,0.475,0.3,0.475,0.0,0.0,0.3466188448032592,
universe.json(56),0.05,TOP5,band3-rw,0.275,0.875,0.425,0.0,0.0,0.28442307504484843,
universe.json(56),0.05,TOP5,ddctl-8/.5/high,1.0,1.0,1.0,1.0,7.06325578992425,8.460400720272387,1.1978046628781516
universe.json(56),0.05,TOP5,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,7.06325578992425,8.864421993421278,1.2705978547821606
universe.json(56),0.05,TOP5,ebud-0.10,0.575,0.975,0.675,0.15,1.1102230246251565e-14,5.505197977257459,4.099170796934826
universe.json(56),0.05,TOP5,ebud-0.20,0.5,0.875,0.475,0.025,5.551115123125783e-15,1.800548667560109,1.4822516218987754
universe.json(56),0.05,TOP5,g200-dg,0.45,0.925,0.45,0.0,0.0,0.22006367869432664,
universe.json(56),0.05,TOP5,g200-rw,0.4,0.9,0.325,0.0,0.0,0.020587886091050223,
universe.json(56),0.05,TOP5,stop15,0.0,1.0,0.0,0.0,-3.102442639744496,2.0308282338979966,
universe.json(56),0.05,TOP5,stop25,0.0,0.875,0.0,0.0,-2.7235586141708126,0.361860280530657,
universe.json(56),0.05,TOP5,v1gate-dg,1.0,0.975,1.0,1.0,8.53313832981052,6.995336379494055,0.8108916924884653
universe.json(56),0.05,TOP5,v1gate-rw,1.0,0.925,1.0,1.0,7.578843692244314,5.9053502588060525,0.7728987960592711
universe.json(56),0.05,TOP5,vol60-dg,1.0,0.975,1.0,1.0,7.818005196057237,6.764890908274957,0.8557497477282773
universe.json(56),0.05,TOP5,vol60-rw,1.0,0.825,1.0,1.0,6.232000310665386,5.8494842392055375,0.8520057618210617
universe.json(56),0.05,TOPall,abs12-dg,1.0,1.0,1.0,1.0,7.737355954933916,4.612153886058201,0.5976128336832273
universe.json(56),0.05,TOPall,abs12-rw,0.975,0.675,0.975,0.975,2.681491450987222,1.4566236683571487,0.5351092085868222
universe.json(56),0.05,TOPall,band3-dg,1.0,1.0,1.0,1.0,10.533790976723107,4.607078988385737,0.43933380804725186
universe.json(56),0.05,TOPall,band3-rw,1.0,1.0,1.0,1.0,4.932658220513069,1.0027273447070661,0.2140010069384134
universe.json(56),0.05,TOPall,ddctl-8/.5/high,1.0,1.0,1.0,1.0,6.958288573299143,4.984838339973818,0.7150271674234386
universe.json(56),0.05,TOPall,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,6.958288573299148,3.9309147719068016,0.5651145033924124
universe.json(56),0.05,TOPall,ebud-0.10,0.0,0.0,0.0,0.0,0.0,0.0,
universe.json(56),0.05,TOPall,ebud-0.20,0.0,0.0,0.0,0.0,0.0,0.0,
universe.json(56),0.05,TOPall,g200-dg,1.0,1.0,1.0,1.0,10.532198102616563,5.053926746307202,0.48251513852101063
universe.json(56),0.05,TOPall,g200-rw,1.0,1.0,1.0,1.0,3.8442159118923347,1.721487985123027,0.4668413480803266
universe.json(56),0.05,TOPall,stop15,0.475,0.575,0.475,0.125,-0.013646561685048963,1.1130588896733795,6.103330476844486
universe.json(56),0.05,TOPall,stop25,0.0,0.675,0.0,0.0,-1.2452734259594644,0.39648847364049944,
universe.json(56),0.05,TOPall,v1gate-dg,1.0,1.0,1.0,1.0,11.688296928266588,5.964174191784577,0.5143583376732328
universe.json(56),0.05,TOPall,v1gate-rw,1.0,1.0,1.0,1.0,6.610407075526864,2.878624385336148,0.4376773168454907
