child,col,fam,source,cls,n,d_p50,d_max,dp_min,roundbar,windowbar
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_52w-high-proximity_C.grid.csv,ROUND,36,0.00036356278824529326,0.000477847565506756,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_52w-high-proximity_C.grid.csv,WINDOW,20,0.000340177714508047,0.0004915926100547696,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_crypto-sleeve_C.grid.csv,ROUND,118,0.00014781970022886837,0.0004736511940011956,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_crypto-sleeve_C.grid.csv,WINDOW,38,8.404460006244951e-05,0.0004229586170884092,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_earnings-season-avoidance_cloud.grid.csv,ROUND,10,0.00013756443979984212,0.0004026416764792984,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_earnings-season-avoidance_cloud.grid.csv,WINDOW,4,0.00021475211022402296,0.0003917319063065916,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_ensemble-plus-momentum_C.grid.csv,ROUND,8,9.887104442792699e-05,0.0002902473395754446,3,0.000500000001,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_ensemble-plus-momentum_C.grid.csv,WINDOW,4,4.527522843783549e-05,4.527522843783549e-05,18,1.0000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,ROUND,4,0.00017943099246372357,0.00022077904308394347,1,0.050000000001,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_exit-schedule-vs-entry-schedule_cloud.grid.csv,WINDOW,4,0.00031582977574490245,0.0004553896728283213,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_interior-4b-selection_cloud.grid.csv,ROUND,58,0.00014573038849195752,0.00034219915304223303,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_interior-4b-selection_cloud.grid.csv,WINDOW,18,0.00022936776283466465,0.00036627035644197503,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_is-window-has-no-crash_C.grid.csv,ROUND,4,0.00023845139093953138,0.00034219915304223303,3,0.000500000001,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_is-window-has-no-crash_C.grid.csv,WINDOW,4,0.00021827023556884873,0.00036627035644197503,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,ROUND,10,0.00011805446698186228,0.0002085944336496781,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_momentum-plus-quality-proxy_cloud.grid.csv,WINDOW,4,0.00013322465541246165,0.0001486730008399273,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_monthly-seasonality_cloud.grid.csv,ROUND,30,0.00026406204646933773,0.00045461530089291324,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_monthly-seasonality_cloud.grid.csv,WINDOW,10,0.00022938611420818267,0.00023875985522989196,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_sector-only-universe_C.grid.csv,ROUND,44,0.0003036148489326679,0.000477847565506756,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_sector-only-universe_C.grid.csv,WINDOW,16,0.00010755881924799648,0.0004915926100547696,17,1.000005e-12,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_selectability-pre-test_cloud.grid.csv,ROUND,10,0.0002520963341232918,0.0004770049199161741,3,0.000500000001,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_sharpe-bound-book-change_cloud.grid.csv,ROUND,24,0.0001376776084601114,0.00038930981066553905,2,0.0050000000010000005,0.004360052700444372
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,CAGR,M1_CORE,2026-09-04_sharpe-bound-book-change_cloud.grid.csv,WINDOW,8,0.00013019192865536267,0.00030470108770576376,17,1.000005e-12,0.004360052700444372
