panel,cost,convention,pick,band,gross,n_eligible_IS,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,keep_4a,keep_4b,fb_fail
U56,10.0,RAW,b0.10/g1.00,0.1,1.0,3.0,1.151946420517377,0.12368428927655772,1.215782670972555,-0.16095942103363503,0.09535794481412574,1.2903957444694771,-0.11896570004554263,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11844586146584724,1.1874424066523497,-0.16095942103363536,1.2576634104493087,1.1257865168559738,False,True,-
U56,10.0,CE0.08,b0.10/g1.00,0.1,1.0,3.0,1.151946420517377,0.12368428927655772,1.215782670972555,-0.16095942103363503,0.09535794481412574,1.2903957444694771,-0.11896570004554263,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11844586146584724,1.1874424066523497,-0.16095942103363536,1.2576634104493087,1.1257865168559738,False,True,-
U56,10.0,CE0.1,b0.10/g1.00,0.1,1.0,3.0,1.151946420517377,0.12368428927655772,1.215782670972555,-0.16095942103363503,0.09535794481412574,1.2903957444694771,-0.11896570004554263,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11844586146584724,1.1874424066523497,-0.16095942103363536,1.2576634104493087,1.1257865168559738,False,True,-
U56,10.0,CE0.15,b0.10/g1.00,0.1,1.0,3.0,1.151946420517377,0.12368428927655772,1.215782670972555,-0.16095942103363503,0.09535794481412574,1.2903957444694771,-0.11896570004554263,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11844586146584724,1.1874424066523497,-0.16095942103363536,1.2576634104493087,1.1257865168559738,False,True,-
U56,10.0,CE0.2,b0.10/g1.00,0.1,1.0,4.0,1.151946420517377,0.12368428927655772,1.215782670972555,-0.16095942103363503,0.09535794481412574,1.2903957444694771,-0.11896570004554263,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11844586146584724,1.1874424066523497,-0.16095942103363536,1.2576634104493087,1.1257865168559738,False,True,-
U56,10.0,EM0.08,NONE ELIGIBLE IS,,,,,,,,,,,,,,,,,,,,,
U56,10.0,EM0.1,NONE ELIGIBLE IS,,,,,,,,,,,,,,,,,,,,,
U56,10.0,EM0.15,NONE ELIGIBLE IS,,,,,,,,,,,,,,,,,,,,,
U56,10.0,EM0.2,b0.10/g1.00,0.1,1.0,4.0,1.151946420517377,0.12368428927655772,1.215782670972555,-0.16095942103363503,0.09535794481412574,1.2903957444694771,-0.11896570004554263,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11844586146584724,1.1874424066523497,-0.16095942103363536,1.2576634104493087,1.1257865168559738,False,True,-
U56,25.0,RAW,b0.10/g1.00,0.1,1.0,2.0,1.132194218533909,0.12134492318319512,1.1947500078279982,-0.1611478625597389,0.09240165658437927,1.2531268607286188,-0.1193490004895692,0.153780735432695,0.878646168321868,-0.3371728920067377,0.11621605018021985,1.1669784233694511,-0.161147862559739,1.237884338374503,1.1046672809008373,False,True,-
