k,draw,n,conv,ceil,g_req,g_used,levered,vol,vol_ratio,vol_IS,CAGR,Sharpe,MaxDD,H1,H2,Sharpe_IS,CAGR_IS,MaxDD_IS,Sharpe_OOS,CAGR_OOS,MaxDD_OOS,f4a,f4b,pass4a,pass4b
20,0,5,STATIC,CAP,0.75,0.75,False,0.13129878998117572,0.7411104768668755,0.14368517622832078,0.13665627783101164,1.0414365493734938,-0.17384674517598853,1.2665151688987473,0.7913730305312221,1.1803941894144525,0.17263890269514626,-0.15242958842840726,0.9125433442277721,0.10779480105916983,-0.17384674517598808,-,H2,True,False
20,0,5,VM_IS,CAP,0.8955034947811186,0.8955034947811186,False,0.15678776878227474,0.8849819416141169,0.17155431637921778,0.16302008232894072,1.041863837835306,-0.20512340769285975,1.2670260182785138,0.791771077782072,1.18098641535147,0.20666146704838995,-0.18031173639361453,0.9128238217158323,0.12819644486137505,-0.20512340769285875,-,"H2,DD",True,False
20,0,5,VM_IS,RAW,0.8955034947811186,0.8955034947811186,False,0.15678776878227474,0.8849819416141169,0.17155431637921778,0.16302008232894072,1.041863837835306,-0.20512340769285975,1.2670260182785138,0.791771077782072,1.18098641535147,0.20666146704838995,-0.18031173639361453,0.9128238217158323,0.12819644486137505,-0.20512340769285875,-,"H2,DD",True,False
20,0,5,VM_FULL,CAP,1.0119948690655487,1.0,False,0.17509991604486153,0.9883440837342222,0.1915714052727842,0.18186454965509102,1.0421065738363995,-0.22709914111923557,1.2673332740564636,0.79198802634148,1.181354892039987,0.23112877296409584,-0.19999493863219098,0.9129535738065194,0.1426976014802761,-0.22709914111923535,DD,"H2,DD",False,False
20,0,5,VM_FULL,RAW,1.0119948690655487,1.0119948690655487,True,0.1772023178563682,1.0002110019999189,0.19386927835444326,0.18402208435849055,1.042131494311021,-0.22959574192259147,1.267365620666818,0.7920099816278817,1.1813942673936133,0.23393799692708428,-0.20223617081610834,0.9129654882871067,0.14435352644110688,-0.2295957419225919,DD,"H2,DD",False,False
20,0,20,STATIC,CAP,0.75,0.75,False,0.06664251640921602,0.37616087035321205,0.07139681539756686,0.06624348132477986,0.995958033613239,-0.10677256374747368,1.2535879004588866,0.7212931448157615,1.2114281833192353,0.0875516963627383,-0.09896110381446832,0.7970519163687412,0.04897373473774458,-0.10677256374747313,-,"H2,OOS,CAGR",True,False
20,0,20,VM_IS,CAP,1.802189309764188,1.0,False,0.08888655994000072,0.5017164349620776,0.09520023277908472,0.08817970671302922,0.9953996834287164,-0.1410074466986515,1.2538517189593137,0.720007683968561,1.2117282614424523,0.11717054996344856,-0.1303318561384692,0.7957643387198107,0.06482257311939521,-0.14100744669865084,-,"H2,OOS,CAGR",True,False
20,0,20,VM_IS,RAW,1.802189309764188,1.802189309764188,True,0.16038538949081924,0.9052885598188833,0.17161239141160264,0.15748566764321126,0.9926038352655857,-0.2462840604946589,1.2536746077784349,0.7149251581026762,1.2116673970234189,0.21302821517953063,-0.22577513314772424,0.7906600070368135,0.11356992679316114,-0.24628406049465934,DD,"H2,OOS,DD",False,False
20,0,20,VM_FULL,CAP,1.9938277984516464,1.0,False,0.08888655994000072,0.5017164349620776,0.09520023277908472,0.08817970671302922,0.9953996834287164,-0.1410074466986515,1.2538517189593137,0.720007683968561,1.2117282614424523,0.11717054996344856,-0.1303318561384692,0.7957643387198107,0.06482257311939521,-0.14100744669865084,-,"H2,OOS,CAGR",True,False
20,0,20,VM_FULL,RAW,1.9938277984516464,1.9938277984516464,True,0.17749748076307795,1.001877036565633,0.18987684505083224,0.1737053384263778,0.9917401980828987,-0.2704033215456355,1.2534432181645379,0.7135149580903084,1.2114622771131671,0.2360084510849243,-0.2474285564133446,0.789243734249488,0.12466217994992945,-0.2704033215456354,DD,"H2,OOS,DD",False,False
