panel,family,cost,selector,arm,pool_minus_ctl,IS_Sharpe,IS_lift,OOS_lift,pool_IS,pool_OOS,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,d_vs_ctl,d_vs_v2,d_vs_v1,d_vs_spy,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v2_OOS_Sharpe,pass4a_v2,pass4b,bind4b,pass4b_oos,bind4b_oos
broad,CADENCE,0.0,K_Sharpe,freq=W,-0.05985907069460161,1.1169385288295242,0.030880933399901833,0.05985907069460161,1.0860575954296223,1.0882762586686479,0.08210528304142972,1.1481353293632495,-0.12211398589281575,0.0,0.0,0.2912546472484904,0.2661114057660179,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,0.0,K_CAGR,freq=M,-0.05985907069460161,1.1046185857381203,0.018560990308498004,0.027118061273798455,1.0860575954296223,1.0882762586686479,0.08506113704230689,1.1153943199424463,-0.15665618867343556,-0.03274100942080316,-0.03274100942080316,0.2585136378276872,0.23337039634521473,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,0.0,K_Calmar,freq=W,-0.05985907069460161,1.1169385288295242,0.030880933399901833,0.05985907069460161,1.0860575954296223,1.0882762586686479,0.08210528304142972,1.1481353293632495,-0.12211398589281575,0.0,0.0,0.2912546472484904,0.2661114057660179,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,0.0,K_Sortino,freq=W,-0.05985907069460161,1.1169385288295242,0.030880933399901833,0.05985907069460161,1.0860575954296223,1.0882762586686479,0.08210528304142972,1.1481353293632495,-0.12211398589281575,0.0,0.0,0.2912546472484904,0.2661114057660179,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,0.0,K_MaxDD,freq=D,-0.05985907069460161,1.0938031632757859,0.007745567846163537,0.09855198445340951,1.0860575954296223,1.0882762586686479,0.08270047208105513,1.1868282431220574,-0.11133345338077505,0.0386929137588079,0.0386929137588079,0.3299475610072983,0.3048043195248258,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,0.0,K_Vol,freq=D,-0.05985907069460161,1.0938031632757859,0.007745567846163537,0.09855198445340951,1.0860575954296223,1.0882762586686479,0.08270047208105513,1.1868282431220574,-0.11133345338077505,0.0386929137588079,0.0386929137588079,0.3299475610072983,0.3048043195248258,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,0.0,K_TO,freq=Q,-0.05985907069460161,1.0288701038750587,-0.057187491554563596,-0.18552911642181003,1.0860575954296223,1.0882762586686479,0.07787876252337611,0.9027471422468378,-0.21842509318444048,-0.24538818711641164,-0.24538818711641164,0.045866460132078735,0.020723218649606245,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,H2,False,H1
broad,CADENCE,0.0,K_ANTI,freq=Q,-0.05985907069460161,1.0288701038750587,-0.057187491554563596,-0.18552911642181003,1.0860575954296223,1.0882762586686479,0.07787876252337611,0.9027471422468378,-0.21842509318444048,-0.24538818711641164,-0.24538818711641164,0.045866460132078735,0.020723218649606245,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,H2,False,H1
broad,CADENCE,0.0,K_MEDIAN,freq=M,-0.05985907069460161,1.1046185857381203,0.018560990308498004,0.027118061273798455,1.0860575954296223,1.0882762586686479,0.08506113704230689,1.1153943199424463,-0.15665618867343556,-0.03274100942080316,-0.03274100942080316,0.2585136378276872,0.23337039634521473,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1481353293632495,False,False,CAGR,False,CAGR
broad,CADENCE,10.0,K_Sharpe,freq=W,-0.05552086362807662,1.0911618922065958,0.027273323214240808,0.05552086362807662,1.063888568992355,1.062987415940766,0.07983337481604336,1.1185082795688426,-0.1224079386020801,0.0,0.0,0.5422577417650192,0.236484355971611,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,False,False,CAGR,False,CAGR
broad,CADENCE,10.0,K_CAGR,freq=M,-0.05552086362807662,1.0877189159903338,0.023830346997978813,0.03329470520214173,1.063888568992355,1.062987415940766,0.0834824238817653,1.0962821211429077,-0.15687424307604458,-0.022226158425934894,-0.022226158425934894,0.5200315833390843,0.2142581975456761,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,False,False,CAGR,False,CAGR
broad,CADENCE,10.0,K_Calmar,freq=M,-0.05552086362807662,1.0877189159903338,0.023830346997978813,0.03329470520214173,1.063888568992355,1.062987415940766,0.0834824238817653,1.0962821211429077,-0.15687424307604458,-0.022226158425934894,-0.022226158425934894,0.5200315833390843,0.2142581975456761,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,False,False,CAGR,False,CAGR
broad,CADENCE,10.0,K_Sortino,freq=W,-0.05552086362807662,1.0911618922065958,0.027273323214240808,0.05552086362807662,1.063888568992355,1.062987415940766,0.07983337481604336,1.1185082795688426,-0.1224079386020801,0.0,0.0,0.5422577417650192,0.236484355971611,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,False,False,CAGR,False,CAGR
broad,CADENCE,10.0,K_MaxDD,freq=D,-0.05552086362807662,1.058639338454061,-0.0052492305382938476,0.08217626366373332,1.063888568992355,1.062987415940766,0.07959999166501652,1.1451636796044993,-0.11203965689185724,0.026655400035656696,0.026655400035656696,0.5689131418006759,0.2631397560072677,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,False,False,CAGR,False,CAGR
broad,CADENCE,10.0,K_Vol,freq=D,-0.05552086362807662,1.058639338454061,-0.0052492305382938476,0.08217626366373332,1.063888568992355,1.062987415940766,0.07959999166501652,1.1451636796044993,-0.11203965689185724,0.026655400035656696,0.026655400035656696,0.5689131418006759,0.2631397560072677,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1185082795688426,False,False,CAGR,False,CAGR
