panel,era,low,high,gap
SMALL439,IS 2010-2016,0.14793199523708722,0.044406806265261944,0.10352518897182528
SMALL439,OOS 2017-2026,0.25297242248350765,0.031590274429235454,0.2213821480542722
U56,IS 2010-2016,0.19193526017941936,0.06506324177848667,0.1268720184009327
U56,OOS 2017-2026,0.12416842461439649,0.08414827096622111,0.04002015364817538
broad136,IS 2010-2016,0.16230602817600281,0.08437129591522013,0.07793473226078268
broad136,OOS 2017-2026,0.12702702436764055,0.0806170658061874,0.04640995856145315
