panel,window,cadence,choice_bar,date,rung_i,gross,tent_min,interior,moved
U56,W756,R6M,3662,2022-07-20,14,0.55,0.2939551101643259,True,True
U56,W756,R6M,3788,2023-01-19,11,0.475,0.3860945121521965,True,True
U56,W756,R6M,3914,2023-07-21,17,0.625,0.19146334164502163,True,True
U56,W756,R6M,4040,2024-01-22,15,0.575,0.28227654106115874,True,True
U56,W756,R6M,4166,2024-07-23,12,0.5,0.36697437609564804,True,True
U56,W756,R6M,4292,2025-01-23,11,0.475,0.3877420229023065,True,True
U56,W756,R6M,4418,2025-07-25,12,0.5,0.0462945458379784,True,True
U56,W756,R6M,4544,2026-01-26,11,0.475,0.06361457269760525,True,True
U56,W756,R6M,4670,2026-07-28,11,0.475,0.0874483337295855,True,False
U56,W756,R1Y,1520,2014-01-15,17,0.625,-0.04696855863463997,True,False
U56,W756,R1Y,1772,2015-01-15,15,0.575,-0.04197239587443946,True,True
U56,W756,R1Y,2024,2016-01-15,12,0.5,0.1505181086391014,True,True
U56,W756,R1Y,2276,2017-01-17,9,0.425,0.04612479712409573,True,True
U56,W756,R1Y,2528,2018-01-17,9,0.425,0.0296675619738571,True,False
U56,W756,R1Y,2780,2019-01-17,10,0.45,-0.05704262045644227,True,True
U56,W756,R1Y,3032,2020-01-17,12,0.5,-0.14640260153933296,True,True
U56,W756,R1Y,3284,2021-01-19,17,0.625,0.20310068359849953,True,True
U56,W756,R1Y,3536,2022-01-18,20,0.7,0.11352365038032448,True,True
U56,W756,R1Y,3788,2023-01-19,11,0.475,0.3860945121521965,True,True
U56,W756,R1Y,4040,2024-01-22,15,0.575,0.28227654106115874,True,True
U56,W756,R1Y,4292,2025-01-23,11,0.475,0.3877420229023065,True,True
U56,W756,R1Y,4544,2026-01-26,11,0.475,0.06361457269760525,True,False
U56,W756,R2Y,1520,2014-01-15,17,0.625,-0.04696855863463997,True,False
U56,W756,R2Y,2024,2016-01-15,12,0.5,0.1505181086391014,True,True
U56,W756,R2Y,2528,2018-01-17,9,0.425,0.0296675619738571,True,True
U56,W756,R2Y,3032,2020-01-17,12,0.5,-0.14640260153933296,True,True
U56,W756,R2Y,3536,2022-01-18,20,0.7,0.11352365038032448,True,True
U56,W756,R2Y,4040,2024-01-22,15,0.575,0.28227654106115874,True,True
U56,W756,R2Y,4544,2026-01-26,11,0.475,0.06361457269760525,True,True
U56,W1260,R6M,1520,2014-01-15,19,0.675,0.037595150476445675,True,False
U56,W1260,R6M,1646,2014-07-17,17,0.625,-0.046968558634638495,True,True
U56,W1260,R6M,1772,2015-01-15,17,0.625,-0.04696855863465897,True,False
U56,W1260,R6M,1898,2015-07-17,16,0.6,-0.006122493572714346,True,True
U56,W1260,R6M,2024,2016-01-15,14,0.55,0.07583757096850383,True,True
U56,W1260,R6M,2150,2016-07-18,15,0.575,0.05740217455302694,True,True
U56,W1260,R6M,2276,2017-01-17,11,0.475,-0.06225973389643397,True,True
U56,W1260,R6M,2402,2017-07-18,11,0.475,-0.06225973389645109,True,False
U56,W1260,R6M,2528,2018-01-17,11,0.475,-0.06225973389643397,True,False
U56,W1260,R6M,2654,2018-07-18,9,0.425,0.013011211140226938,True,True
U56,W1260,R6M,2780,2019-01-17,9,0.425,0.03690106059528704,True,False
U56,W1260,R6M,2906,2019-07-19,10,0.45,-0.01723357498257815,True,True
U56,W1260,R6M,3032,2020-01-17,10,0.45,-0.05586884670499628,True,False
U56,W1260,R6M,3158,2020-07-20,15,0.575,0.26328263429560095,True,True
U56,W1260,R6M,3284,2021-01-19,17,0.625,0.18521380676812715,True,True
U56,W1260,R6M,3410,2021-07-20,18,0.65,0.17310012651342035,True,True
U56,W1260,R6M,3536,2022-01-18,18,0.65,0.17310012651341905,True,False
U56,W1260,R6M,3662,2022-07-20,16,0.6,0.23315804399208948,True,True
U56,W1260,R6M,3788,2023-01-19,15,0.575,0.2632826342956031,True,True
U56,W1260,R6M,3914,2023-07-21,18,0.65,0.1731001265134177,True,True
U56,W1260,R6M,4040,2024-01-22,17,0.625,0.20310068359849656,True,True
U56,W1260,R6M,4166,2024-07-23,15,0.575,0.24973036905494642,True,True
U56,W1260,R6M,4292,2025-01-23,14,0.55,0.29395511016432874,True,True
U56,W1260,R6M,4418,2025-07-25,14,0.55,0.1760952110929743,True,False
U56,W1260,R6M,4544,2026-01-26,13,0.525,0.23488039061883675,True,True
U56,W1260,R6M,4670,2026-07-28,12,0.5,0.2698119909342867,True,True
U56,W1260,R1Y,1520,2014-01-15,19,0.675,0.037595150476445675,True,False
U56,W1260,R1Y,1772,2015-01-15,17,0.625,-0.04696855863465897,True,True
U56,W1260,R1Y,2024,2016-01-15,14,0.55,0.07583757096850383,True,True
U56,W1260,R1Y,2276,2017-01-17,11,0.475,-0.06225973389643397,True,True
U56,W1260,R1Y,2528,2018-01-17,11,0.475,-0.06225973389643397,True,False
U56,W1260,R1Y,2780,2019-01-17,9,0.425,0.03690106059528704,True,True
U56,W1260,R1Y,3032,2020-01-17,10,0.45,-0.05586884670499628,True,True
U56,W1260,R1Y,3284,2021-01-19,17,0.625,0.18521380676812715,True,True
U56,W1260,R1Y,3536,2022-01-18,18,0.65,0.17310012651341905,True,True
U56,W1260,R1Y,3788,2023-01-19,15,0.575,0.2632826342956031,True,True
U56,W1260,R1Y,4040,2024-01-22,17,0.625,0.20310068359849656,True,True
U56,W1260,R1Y,4292,2025-01-23,14,0.55,0.29395511016432874,True,True
U56,W1260,R1Y,4544,2026-01-26,13,0.525,0.23488039061883675,True,True
U56,W1260,R2Y,1520,2014-01-15,19,0.675,0.037595150476445675,True,False
U56,W1260,R2Y,2024,2016-01-15,14,0.55,0.07583757096850383,True,True
U56,W1260,R2Y,2528,2018-01-17,11,0.475,-0.06225973389643397,True,True
U56,W1260,R2Y,3032,2020-01-17,10,0.45,-0.05586884670499628,True,True
U56,W1260,R2Y,3536,2022-01-18,18,0.65,0.17310012651341905,True,True
U56,W1260,R2Y,4040,2024-01-22,17,0.625,0.20310068359849656,True,True
U56,W1260,R2Y,4544,2026-01-26,13,0.525,0.23488039061883675,True,True
U56,WEXP,R6M,1520,2014-01-15,19,0.675,0.037595150476445675,True,False
U56,WEXP,R6M,1646,2014-07-17,19,0.675,0.03146480226904374,True,False
U56,WEXP,R6M,1772,2015-01-15,19,0.675,0.031668162952959336,True,False
U56,WEXP,R6M,1898,2015-07-17,18,0.65,0.0826914211996105,True,True
U56,WEXP,R6M,2024,2016-01-15,17,0.625,0.10763652190918128,True,True
U56,WEXP,R6M,2150,2016-07-18,17,0.625,0.08499065404425014,True,False
U56,WEXP,R6M,2276,2017-01-17,17,0.625,0.10247981329849942,True,False
U56,WEXP,R6M,2402,2017-07-18,17,0.625,0.11706207907964786,True,False
U56,WEXP,R6M,2528,2018-01-17,17,0.625,0.11706207907964786,True,False
U56,WEXP,R6M,2654,2018-07-18,16,0.6,0.1327396375435099,True,True
U56,WEXP,R6M,2780,2019-01-17,13,0.525,-0.0331283631576836,True,True
U56,WEXP,R6M,2906,2019-07-19,13,0.525,-0.0675530129911868,True,False
U56,WEXP,R6M,3032,2020-01-17,14,0.55,-0.07964571293460943,True,True
U56,WEXP,R6M,3158,2020-07-20,18,0.65,0.17310012651342035,True,True
U56,WEXP,R6M,3284,2021-01-19,18,0.65,0.17310012651342035,True,False
U56,WEXP,R6M,3410,2021-07-20,18,0.65,0.148142973290679,True,False
U56,WEXP,R6M,3536,2022-01-18,18,0.65,0.15978292665859029,True,False
U56,WEXP,R6M,3662,2022-07-20,17,0.625,0.17822610156252106,True,True
U56,WEXP,R6M,3788,2023-01-19,17,0.625,0.18207373069923358,True,False
U56,WEXP,R6M,3914,2023-07-21,18,0.65,0.17310012651342035,True,True
U56,WEXP,R6M,4040,2024-01-22,17,0.625,0.1864080190695359,True,True
U56,WEXP,R6M,4166,2024-07-23,17,0.625,0.1913481410832034,True,False
U56,WEXP,R6M,4292,2025-01-23,17,0.625,0.20310068359849678,True,False
U56,WEXP,R6M,4418,2025-07-25,17,0.625,0.20310068359849678,True,False
U56,WEXP,R6M,4544,2026-01-26,17,0.625,0.20310068359849678,True,False
U56,WEXP,R6M,4670,2026-07-28,17,0.625,0.20310068359849678,True,False
U56,WEXP,R1Y,1520,2014-01-15,19,0.675,0.037595150476445675,True,False
U56,WEXP,R1Y,1772,2015-01-15,19,0.675,0.031668162952959336,True,False
U56,WEXP,R1Y,2024,2016-01-15,17,0.625,0.10763652190918128,True,True
U56,WEXP,R1Y,2276,2017-01-17,17,0.625,0.10247981329849942,True,False
U56,WEXP,R1Y,2528,2018-01-17,17,0.625,0.11706207907964786,True,False
U56,WEXP,R1Y,2780,2019-01-17,13,0.525,-0.0331283631576836,True,True
U56,WEXP,R1Y,3032,2020-01-17,14,0.55,-0.07964571293460943,True,True
U56,WEXP,R1Y,3284,2021-01-19,18,0.65,0.17310012651342035,True,True
U56,WEXP,R1Y,3536,2022-01-18,18,0.65,0.15978292665859029,True,False
U56,WEXP,R1Y,3788,2023-01-19,17,0.625,0.18207373069923358,True,True
U56,WEXP,R1Y,4040,2024-01-22,17,0.625,0.1864080190695359,True,False
U56,WEXP,R1Y,4292,2025-01-23,17,0.625,0.20310068359849678,True,False
U56,WEXP,R1Y,4544,2026-01-26,17,0.625,0.20310068359849678,True,False
U56,WEXP,R2Y,1520,2014-01-15,19,0.675,0.037595150476445675,True,False
U56,WEXP,R2Y,2024,2016-01-15,17,0.625,0.10763652190918128,True,True
U56,WEXP,R2Y,2528,2018-01-17,17,0.625,0.11706207907964786,True,False
U56,WEXP,R2Y,3032,2020-01-17,14,0.55,-0.07964571293460943,True,True
U56,WEXP,R2Y,3536,2022-01-18,18,0.65,0.15978292665859029,True,True
U56,WEXP,R2Y,4040,2024-01-22,17,0.625,0.1864080190695359,True,True
U56,WEXP,R2Y,4544,2026-01-26,17,0.625,0.20310068359849678,True,False
B136,W504,R6M,1520,2014-01-15,12,0.5,0.2552344447782156,True,False
B136,W504,R6M,1646,2014-07-17,8,0.4,-0.31961773706378,True,True
B136,W504,R6M,1772,2015-01-15,6,0.35,-0.1693606329018614,True,True
B136,W504,R6M,1898,2015-07-17,5,0.325,-0.1536323740163831,True,True
B136,W504,R6M,2024,2016-01-15,6,0.35,0.27256267255602934,True,True
B136,W504,R6M,2150,2016-07-18,7,0.375,0.047003708274305334,True,True
B136,W504,R6M,2276,2017-01-17,11,0.475,-0.18699558560379512,True,True
B136,W504,R6M,2402,2017-07-18,9,0.425,-0.047759462684537624,True,True
B136,W504,R6M,2528,2018-01-17,9,0.425,-0.19799394621821786,True,False
B136,W504,R6M,2654,2018-07-18,9,0.425,0.23438350186537277,True,False
B136,W504,R6M,2780,2019-01-17,6,0.35,0.22585455636983306,True,True
B136,W504,R6M,2906,2019-07-19,8,0.4,0.07958191447043764,True,True
B136,W504,R6M,3032,2020-01-17,11,0.475,-0.03865678281624544,True,True
B136,W504,R6M,3158,2020-07-20,28,0.9,-0.24063896323013875,True,True
B136,W504,R6M,3284,2021-01-19,24,0.8,-0.115202982112602,True,True
B136,W504,R6M,3410,2021-07-20,32,1.0,-0.5177756372760036,False,True
B136,W504,R6M,3536,2022-01-18,32,1.0,-0.4010295589293637,False,False
B136,W504,R6M,3662,2022-07-20,32,1.0,-0.46816836914662174,False,False
B136,W504,R6M,3788,2023-01-19,18,0.65,0.16525063715700325,True,True
B136,W504,R6M,3914,2023-07-21,12,0.5,0.36603593222436764,True,True
B136,W504,R6M,4040,2024-01-22,4,0.3,0.5728653034770136,True,True
B136,W504,R6M,4166,2024-07-23,17,0.625,0.2294611533546467,True,True
B136,W504,R6M,4292,2025-01-23,9,0.425,-0.19585307440852912,True,True
B136,W504,R6M,4418,2025-07-25,11,0.475,-0.0134425850077676,True,True
B136,W504,R6M,4544,2026-01-26,11,0.475,-0.013442585007766154,True,False
B136,W504,R6M,4670,2026-07-28,9,0.425,0.045509555967342005,True,True
B136,W504,R1Y,1520,2014-01-15,12,0.5,0.2552344447782156,True,False
B136,W504,R1Y,1772,2015-01-15,6,0.35,-0.1693606329018614,True,True
B136,W504,R1Y,2024,2016-01-15,6,0.35,0.27256267255602934,True,False
B136,W504,R1Y,2276,2017-01-17,11,0.475,-0.18699558560379512,True,True
B136,W504,R1Y,2528,2018-01-17,9,0.425,-0.19799394621821786,True,True
B136,W504,R1Y,2780,2019-01-17,6,0.35,0.22585455636983306,True,True
B136,W504,R1Y,3032,2020-01-17,11,0.475,-0.03865678281624544,True,True
B136,W504,R1Y,3284,2021-01-19,24,0.8,-0.115202982112602,True,True
B136,W504,R1Y,3536,2022-01-18,32,1.0,-0.4010295589293637,False,True
B136,W504,R1Y,3788,2023-01-19,18,0.65,0.16525063715700325,True,True
B136,W504,R1Y,4040,2024-01-22,4,0.3,0.5728653034770136,True,True
B136,W504,R1Y,4292,2025-01-23,9,0.425,-0.19585307440852912,True,True
B136,W504,R1Y,4544,2026-01-26,11,0.475,-0.013442585007766154,True,True
B136,W504,R2Y,1520,2014-01-15,12,0.5,0.2552344447782156,True,False
B136,W504,R2Y,2024,2016-01-15,6,0.35,0.27256267255602934,True,True
B136,W504,R2Y,2528,2018-01-17,9,0.425,-0.19799394621821786,True,True
B136,W504,R2Y,3032,2020-01-17,11,0.475,-0.03865678281624544,True,True
B136,W504,R2Y,3536,2022-01-18,32,1.0,-0.4010295589293637,False,True
B136,W504,R2Y,4040,2024-01-22,4,0.3,0.5728653034770136,True,True
B136,W504,R2Y,4544,2026-01-26,11,0.475,-0.013442585007766154,True,True
B136,W756,R6M,1520,2014-01-15,11,0.475,0.1611040959863696,True,False
B136,W756,R6M,1646,2014-07-17,14,0.55,0.11635327026645385,True,True
B136,W756,R6M,1772,2015-01-15,8,0.4,-0.020617776406249785,True,True
B136,W756,R6M,1898,2015-07-17,7,0.375,-0.2389737501634188,True,True
B136,W756,R6M,2024,2016-01-15,8,0.4,0.1679491261780045,True,True
B136,W756,R6M,2150,2016-07-18,8,0.4,-0.045416022251608706,True,False
B136,W756,R6M,2276,2017-01-17,10,0.45,-0.11592407113970257,True,True
B136,W756,R6M,2402,2017-07-18,7,0.375,0.017074562912400264,True,True
B136,W756,R6M,2528,2018-01-17,9,0.425,-0.04669462371906349,True,True
B136,W756,R6M,2654,2018-07-18,8,0.4,0.013031198404491141,True,True
B136,W756,R6M,2780,2019-01-17,10,0.45,0.01374637611557439,True,True
B136,W756,R6M,2906,2019-07-19,8,0.4,0.0703162516604253,True,True
B136,W756,R6M,3032,2020-01-17,10,0.45,0.013746376115578583,True,True
B136,W756,R6M,3158,2020-07-20,16,0.6,0.16752820332399565,True,True
B136,W756,R6M,3284,2021-01-19,21,0.725,-0.01337689344007888,True,True
B136,W756,R6M,3410,2021-07-20,25,0.825,-0.4029954548720478,True,True
B136,W756,R6M,3536,2022-01-18,24,0.8,-0.20457088061535472,True,True
B136,W756,R6M,3662,2022-07-20,32,1.0,-0.46064193184745533,False,True
B136,W756,R6M,3788,2023-01-19,28,0.9,-0.2341501233308787,True,True
B136,W756,R6M,3914,2023-07-21,32,1.0,-0.2483045357047564,False,True
B136,W756,R6M,4040,2024-01-22,20,0.7,0.11267503703166254,True,True
B136,W756,R6M,4166,2024-07-23,14,0.55,0.304865433189423,True,True
B136,W756,R6M,4292,2025-01-23,11,0.475,0.33118635903252547,True,True
B136,W756,R6M,4418,2025-07-25,12,0.5,-0.06431663698917717,True,True
B136,W756,R6M,4544,2026-01-26,12,0.5,-0.06431663698917567,True,False
B136,W756,R6M,4670,2026-07-28,10,0.45,0.03767252225497495,True,True
B136,W756,R1Y,1520,2014-01-15,11,0.475,0.1611040959863696,True,False
B136,W756,R1Y,1772,2015-01-15,8,0.4,-0.020617776406249785,True,True
B136,W756,R1Y,2024,2016-01-15,8,0.4,0.1679491261780045,True,False
B136,W756,R1Y,2276,2017-01-17,10,0.45,-0.11592407113970257,True,True
B136,W756,R1Y,2528,2018-01-17,9,0.425,-0.04669462371906349,True,True
B136,W756,R1Y,2780,2019-01-17,10,0.45,0.01374637611557439,True,True
B136,W756,R1Y,3032,2020-01-17,10,0.45,0.013746376115578583,True,False
B136,W756,R1Y,3284,2021-01-19,21,0.725,-0.01337689344007888,True,True
B136,W756,R1Y,3536,2022-01-18,24,0.8,-0.20457088061535472,True,True
B136,W756,R1Y,3788,2023-01-19,28,0.9,-0.2341501233308787,True,True
B136,W756,R1Y,4040,2024-01-22,20,0.7,0.11267503703166254,True,True
B136,W756,R1Y,4292,2025-01-23,11,0.475,0.33118635903252547,True,True
B136,W756,R1Y,4544,2026-01-26,12,0.5,-0.06431663698917567,True,True
B136,W756,R2Y,1520,2014-01-15,11,0.475,0.1611040959863696,True,False
B136,W756,R2Y,2024,2016-01-15,8,0.4,0.1679491261780045,True,True
B136,W756,R2Y,2528,2018-01-17,9,0.425,-0.04669462371906349,True,True
B136,W756,R2Y,3032,2020-01-17,10,0.45,0.013746376115578583,True,True
B136,W756,R2Y,3536,2022-01-18,24,0.8,-0.20457088061535472,True,True
B136,W756,R2Y,4040,2024-01-22,20,0.7,0.11267503703166254,True,True
B136,W756,R2Y,4544,2026-01-26,12,0.5,-0.06431663698917567,True,True
B136,W1260,R6M,1520,2014-01-15,15,0.575,0.1465452470800976,True,False
B136,W1260,R6M,1646,2014-07-17,13,0.525,0.07446077558857585,True,True
B136,W1260,R6M,1772,2015-01-15,11,0.475,0.15540379832418208,True,True
B136,W1260,R6M,1898,2015-07-17,12,0.5,0.11774009948787402,True,True
B136,W1260,R6M,2024,2016-01-15,10,0.45,0.20455125683118414,True,True
B136,W1260,R6M,2150,2016-07-18,12,0.5,0.10863895370731433,True,True
B136,W1260,R6M,2276,2017-01-17,9,0.425,-0.04669462371906471,True,True
B136,W1260,R6M,2402,2017-07-18,9,0.425,-0.07350897740215583,True,False
B136,W1260,R6M,2528,2018-01-17,9,0.425,-0.0466946237190626,True,False
B136,W1260,R6M,2654,2018-07-18,8,0.4,0.013031198404497102,True,True
B136,W1260,R6M,2780,2019-01-17,9,0.425,0.06639883863411791,True,True
B136,W1260,R6M,2906,2019-07-19,8,0.4,0.08292060935464052,True,True
B136,W1260,R6M,3032,2020-01-17,10,0.45,-0.016091163486473735,True,True
B136,W1260,R6M,3158,2020-07-20,15,0.575,0.2002429795876775,True,True
B136,W1260,R6M,3284,2021-01-19,18,0.65,0.1026015942045056,True,True
B136,W1260,R6M,3410,2021-07-20,19,0.675,0.04193852505928066,True,True
B136,W1260,R6M,3536,2022-01-18,20,0.7,0.037442774370641314,True,True
B136,W1260,R6M,3662,2022-07-20,21,0.725,-0.024507749865502734,True,True
B136,W1260,R6M,3788,2023-01-19,21,0.725,0.00642977921488284,True,False
B136,W1260,R6M,3914,2023-07-21,28,0.9,-0.217846833398011,True,True
B136,W1260,R6M,4040,2024-01-22,21,0.725,0.006465891759900771,True,True
B136,W1260,R6M,4166,2024-07-23,21,0.725,-0.04027769937813834,True,False
B136,W1260,R6M,4292,2025-01-23,18,0.65,0.0734604921855642,True,True
B136,W1260,R6M,4418,2025-07-25,18,0.65,-0.06826741709569753,True,False
B136,W1260,R6M,4544,2026-01-26,14,0.55,0.09421233039744656,True,True
B136,W1260,R6M,4670,2026-07-28,12,0.5,0.18513982812471214,True,True
B136,W1260,R1Y,1520,2014-01-15,15,0.575,0.1465452470800976,True,False
B136,W1260,R1Y,1772,2015-01-15,11,0.475,0.15540379832418208,True,True
B136,W1260,R1Y,2024,2016-01-15,10,0.45,0.20455125683118414,True,True
B136,W1260,R1Y,2276,2017-01-17,9,0.425,-0.04669462371906471,True,True
B136,W1260,R1Y,2528,2018-01-17,9,0.425,-0.0466946237190626,True,False
B136,W1260,R1Y,2780,2019-01-17,9,0.425,0.06639883863411791,True,False
B136,W1260,R1Y,3032,2020-01-17,10,0.45,-0.016091163486473735,True,True
B136,W1260,R1Y,3284,2021-01-19,18,0.65,0.1026015942045056,True,True
B136,W1260,R1Y,3536,2022-01-18,20,0.7,0.037442774370641314,True,True
B136,W1260,R1Y,3788,2023-01-19,21,0.725,0.00642977921488284,True,True
B136,W1260,R1Y,4040,2024-01-22,21,0.725,0.006465891759900771,True,False
B136,W1260,R1Y,4292,2025-01-23,18,0.65,0.0734604921855642,True,True
B136,W1260,R1Y,4544,2026-01-26,14,0.55,0.09421233039744656,True,True
B136,W1260,R2Y,1520,2014-01-15,15,0.575,0.1465452470800976,True,False
B136,W1260,R2Y,2024,2016-01-15,10,0.45,0.20455125683118414,True,True
B136,W1260,R2Y,2528,2018-01-17,9,0.425,-0.0466946237190626,True,True
B136,W1260,R2Y,3032,2020-01-17,10,0.45,-0.016091163486473735,True,True
B136,W1260,R2Y,3536,2022-01-18,20,0.7,0.037442774370641314,True,True
B136,W1260,R2Y,4040,2024-01-22,21,0.725,0.006465891759900771,True,True
B136,W1260,R2Y,4544,2026-01-26,14,0.55,0.09421233039744656,True,True
B136,WEXP,R6M,1520,2014-01-15,15,0.575,0.1465452470800976,True,False
B136,WEXP,R6M,1646,2014-07-17,15,0.575,0.13860207662139937,True,False
B136,WEXP,R6M,1772,2015-01-15,14,0.55,0.16303227178865787,True,True
B136,WEXP,R6M,1898,2015-07-17,14,0.55,0.1729565726097271,True,False
B136,WEXP,R6M,2024,2016-01-15,14,0.55,0.18290428003086853,True,False
B136,WEXP,R6M,2150,2016-07-18,15,0.575,0.1465452470800976,True,True
B136,WEXP,R6M,2276,2017-01-17,15,0.575,0.1465452470800976,True,False
B136,WEXP,R6M,2402,2017-07-18,14,0.55,0.1825681948748821,True,True
B136,WEXP,R6M,2528,2018-01-17,14,0.55,0.18290428003086853,True,False
B136,WEXP,R6M,2654,2018-07-18,13,0.525,0.1875892696960044,True,True
B136,WEXP,R6M,2780,2019-01-17,11,0.475,0.07996102949818405,True,True
B136,WEXP,R6M,2906,2019-07-19,11,0.475,0.061512686126289996,True,False
B136,WEXP,R6M,3032,2020-01-17,12,0.5,0.04324332399903042,True,True
B136,WEXP,R6M,3158,2020-07-20,15,0.575,0.20024297958767587,True,True
B136,WEXP,R6M,3284,2021-01-19,16,0.6,0.16752820332399343,True,True
B136,WEXP,R6M,3410,2021-07-20,17,0.625,0.13498107234373669,True,True
B136,WEXP,R6M,3536,2022-01-18,17,0.625,0.13498107234373669,True,False
B136,WEXP,R6M,3662,2022-07-20,16,0.6,0.16752820332399343,True,True
B136,WEXP,R6M,3788,2023-01-19,16,0.6,0.16752820332399343,True,False
B136,WEXP,R6M,3914,2023-07-21,16,0.6,0.15062784107648255,True,False
B136,WEXP,R6M,4040,2024-01-22,16,0.6,0.16752820332399343,True,False
B136,WEXP,R6M,4166,2024-07-23,16,0.6,0.16752820332399343,True,False
B136,WEXP,R6M,4292,2025-01-23,16,0.6,0.16752820332399343,True,False
