chooser,cells,abstain,share_deeper,med_d_OOS_MaxDD_pp,mean_d_OOS_MaxDD_pp,med_d_OOS_CAGR_pp,med_d_OOS_Sharpe,L4_DD_oos_rate,L4_DD_full_rate,pass4b_rate,pass4b_oos_rate,pass4a_rate
C_SHARPE,144,0,0.5555555555555556,-1.3430752782124966,-2.896338862739791,-0.48808000837216037,-0.057710623217695045,0.3194444444444444,0.3194444444444444,0.027777777777777776,0.034722222222222224,0.0
C_CALMAR,144,0,0.4861111111111111,0.0,-2.1442265356296577,0.0,-0.00397763746162344,0.3472222222222222,0.3472222222222222,0.034722222222222224,0.04861111111111111,0.0
C_DDB060,62,82,0.41935483870967744,0.0,-0.5514299632853262,-0.21092125460475675,0.0,0.8387096774193549,0.8387096774193549,0.16129032258064516,0.16129032258064516,0.0
C_LIVE,144,0,0.0,0.0,0.0,0.0,0.0,0.3680555555555556,0.3680555555555556,0.0625,0.08333333333333333,0.013888888888888888
