panel,q,c,start,end,days,d_pct,nf_pct,spy_pct
U56,0.2,0.35,2011-08-15,2011-08-26,10,-1.5757159808079748,-0.28882649241781333,0.09297380649224696
U56,0.2,0.35,2011-09-26,2011-10-07,10,-0.6370099282806058,-1.7867711830708108,2.083555421780836
U56,0.2,0.35,2011-11-21,2011-12-02,9,0.7003349485604204,1.0966725974461042,2.5015770023089634
U56,0.2,0.35,2014-10-13,2014-10-24,10,-1.1472607728737043,1.9099257878707576,3.1036529896558696
U56,0.2,0.35,2015-07-06,2015-07-10,5,0.7901377474616889,-0.31077744795687307,0.10658227648208118
U56,0.2,0.35,2015-07-20,2015-08-14,20,-1.8437793901742345,-1.6603524821359184,-1.4133328111498145
U56,0.2,0.35,2015-08-24,2015-10-23,44,3.0857329860062346,4.080566267307762,5.775349416162201
U56,0.2,0.35,2015-11-02,2015-11-20,15,1.608676371680285,2.272754025840695,0.7155962553169637
U56,0.2,0.35,2015-12-14,2015-12-24,9,-0.47050508598312213,1.9816026223741412,2.5185169616915415
U56,0.2,0.35,2016-01-04,2016-03-04,43,-3.968737610311733,-4.007891452577198,-1.325660639289139
U56,0.2,0.35,2018-10-15,2019-02-15,85,0.5477521212942328,-4.21030808180456,1.8793338908529744
U56,0.2,0.35,2019-06-03,2019-06-07,5,1.3419363386253922,3.219445324143237,4.433568530512922
U56,0.2,0.35,2020-03-02,2020-05-22,59,3.518027578053757,-0.5596240291650001,4.5783550885481255
U56,0.2,0.35,2022-01-24,2022-12-02,218,14.232369226706682,0.2578052662533612,-3.501498598890873
U56,0.2,0.35,2022-12-12,2023-01-06,18,-0.0407794134454896,1.8593406098445195,-0.7322963552823691
U56,0.2,0.35,2023-03-13,2023-03-17,5,-2.1474280054024484,1.1550004107659428,1.4703219438531479
U56,0.2,0.35,2023-10-30,2023-11-03,5,-0.5340209247092472,3.82556600370353,5.718853544179581
U56,0.2,0.35,2025-03-17,2025-05-16,44,3.9157411144123913,-1.7014785387744213,6.949997510088124
U56,0.2,0.35,2026-03-23,2026-04-02,9,-1.3381708648106097,3.0354570668141325,1.1964769880671078
B136,0.2,0.35,2011-08-15,2011-09-09,19,-1.3749810559036764,-1.0051363701609906,-1.4974900272498592
B136,0.2,0.35,2011-10-03,2011-10-07,5,-0.47284115982439595,0.04708232181958511,2.341443538963317
B136,0.2,0.35,2011-11-28,2011-12-02,5,0.018455542496425007,4.328457309697026,7.1832745758726
B136,0.2,0.35,2014-10-20,2014-10-24,5,-0.10037397286503562,4.091663140243532,4.173643999413779
B136,0.2,0.35,2015-08-24,2015-10-23,44,-0.7514355826935705,6.687049687076098,5.775267437979981
