panel,q,c,start,end,days,d_pct,nf_pct,spy_pct
B136,0.2,0.35,2015-11-16,2015-11-20,5,-0.5696419271616051,2.9356130142141406,3.316125726479846
B136,0.2,0.35,2015-12-14,2015-12-24,9,-0.19028620536313073,1.6351511607619638,2.5181826251638895
B136,0.2,0.35,2016-01-11,2016-03-04,38,-2.550505331223247,0.15135506939380808,4.6593057517770875
B136,0.2,0.35,2018-10-15,2019-02-08,80,2.506229517900477,-2.3848067447365575,-0.655052842741688
B136,0.2,0.35,2019-06-03,2019-06-07,5,0.8009168936548735,4.5205167767225305,4.4320269253891205
B136,0.2,0.35,2020-03-02,2020-05-29,63,-10.049974217176906,-5.140174792802327,7.555846066285032
B136,0.2,0.35,2020-06-15,2020-06-19,5,0.09116703776959369,3.389502549442354,1.9110413323249809
B136,0.2,0.35,2022-01-24,2022-11-11,204,10.810865962441115,0.9778318410466127,-5.670632151661881
B136,0.2,0.35,2023-03-13,2023-03-17,5,0.4422244171281182,-0.8105082283465586,1.4717702159400492
B136,0.2,0.35,2023-10-09,2023-11-03,20,-0.991988499771404,-0.7556292907972775,1.2839224420872708
B136,0.2,0.35,2023-11-13,2023-11-17,5,-0.3225549803880461,1.2396382375738308,2.3027094912831947
B136,0.2,0.35,2025-03-17,2025-05-16,44,2.6027149487161574,0.9369285737318729,6.950211801214056
B136,0.2,0.35,2026-03-23,2026-04-10,14,0.875001953236882,3.2755313866383604,4.770749863633217
B136,0.2,0.35,2026-06-08,2026-06-12,5,1.0292180735834502,1.2008438351989676,0.5969160666420392
SMALL439,0.2,0.35,2011-10-24,2011-10-28,5,-1.2209003035767856,2.5664264163906547,3.7577981955349005
SMALL439,0.2,0.35,2011-11-28,2011-12-02,5,-3.3409545346371488,4.845895892941094,7.1916103934871245
SMALL439,0.2,0.35,2014-05-19,2014-05-23,5,1.2610619581838112,2.12250986968879,1.2229905173984368
SMALL439,0.2,0.35,2014-08-04,2014-08-15,10,2.6415373341440898,2.4315031989354954,1.6782088138400209
SMALL439,0.2,0.35,2014-09-22,2014-10-31,30,-3.156453066514906,2.6074042789538723,0.6452127407565955
SMALL439,0.2,0.35,2015-07-27,2015-07-31,5,-1.943642014858611,0.6863836948536296,1.206389360545268
SMALL439,0.2,0.35,2015-08-10,2016-03-18,154,-4.778332429272396,-2.9416056503230905,1.0633888267825298
SMALL439,0.2,0.35,2017-08-21,2017-09-01,10,-0.5320374580636595,3.3238913465581867,2.1013799543195266
SMALL439,0.2,0.35,2018-10-29,2018-11-02,5,-2.2459693119432806,2.856538684214488,2.4677540375009244
SMALL439,0.2,0.35,2018-11-12,2019-02-01,55,-2.1530735756498878,-5.81785803494245,-1.6412061693703572
SMALL439,0.2,0.35,2019-02-11,2019-02-15,5,0.6673913309667101,2.208336843044407,2.5340384032688235
SMALL439,0.2,0.35,2019-03-25,2019-03-29,5,1.2038189896902436,0.96087048657051,1.1568047177984209
SMALL439,0.2,0.35,2019-05-28,2019-06-14,14,1.6989851393072668,-0.8408809871761607,2.318331601272028
SMALL439,0.2,0.35,2019-08-19,2019-08-30,10,-0.6138894379464246,2.7523189604415372,1.303036815979508
SMALL439,0.2,0.35,2020-03-02,2020-07-31,107,-13.01113377902538,-1.9347686608790944,15.469684323030064
SMALL439,0.2,0.35,2022-01-24,2022-08-05,135,-1.5690524364470313,7.500374142352793,-3.34919324318782
SMALL439,0.2,0.35,2022-09-19,2022-10-21,25,1.3782606687142553,-0.3799551902157021,-2.5981800466259974
SMALL439,0.2,0.35,2023-10-23,2023-11-03,10,0.9827625730358653,-0.32942860174299704,3.2135004933085076
SMALL439,0.2,0.35,2024-08-12,2024-08-16,5,0.6311577554457316,2.8652104449331013,3.9507950589896534
SMALL439,0.2,0.35,2025-03-10,2025-06-06,63,13.005731502145446,8.524819089610483,5.597045270737999
