ctrl,est,dropped_k,dropped_q,is284,breadth_mean,disp_mean,corr_mean,evol_mean,evol_gt_disp
REC,RANKPART,20,0.25,False,0.07219297868447866,0.012804661342473244,-0.1969262093430707,0.16752457522744946,True
REC,RANKPART,20,0.5,False,0.053493591963100294,0.029878693229806585,-0.21453482389737558,0.13387237558688003,True
REC,RANKPART,20,0.75,False,0.0642402462511838,0.01275623745980693,-0.2437461592246105,0.14909625933708273,True
REC,RANKPART,40,0.25,False,0.06505025483448292,-0.018301822107279635,-0.21593397972484563,0.15529986186941822,True
REC,RANKPART,40,0.5,True,0.05208205339011743,-0.0269610296160863,-0.21056041861276445,0.18150063339846198,True
REC,RANKPART,40,0.75,False,0.05779773789584452,0.013055742272117114,-0.22631733925859687,0.15386074659700136,True
REC,RANKPART,80,0.25,False,0.07408167773008223,0.02075300004141573,-0.22462953413498007,0.1491895824665773,True
REC,RANKPART,80,0.5,False,0.0742902562022404,0.011286343249115554,-0.21247959722633394,0.13831766867501252,True
REC,RANKPART,80,0.75,False,0.051732147393357124,-0.013749431893763467,-0.21715504729017665,0.1671459105955483,True
REC,OLSZ,20,0.25,False,0.06912049694702985,-8.348818660125952e-05,-0.20978495766896596,0.23689799613934404,True
REC,OLSZ,20,0.5,False,0.05118725937640355,0.03271659691909192,-0.23495069346500727,0.17905935874830237,True
REC,OLSZ,20,0.75,False,0.060856521638748384,-0.000895179224378632,-0.267817564302606,0.21143463657258432,True
REC,OLSZ,40,0.25,False,0.06263782110199446,-0.03802152371447728,-0.24070526583954055,0.22517400769955379,True
REC,OLSZ,40,0.5,True,0.05176395948150095,-0.05997963329346181,-0.2333338362066587,0.25614812245065277,True
REC,OLSZ,40,0.75,False,0.05426960336950349,0.001233343384030199,-0.2494567736992949,0.21215304921010855,True
REC,OLSZ,80,0.25,False,0.07114644400612014,0.011314124955014987,-0.24297480750080838,0.2129357489428496,True
REC,OLSZ,80,0.5,False,0.07130546971959906,-0.004096081938360668,-0.23498222539286448,0.19989319456824606,True
REC,OLSZ,80,0.75,False,0.04925577528510597,-0.037527908069935105,-0.2421291183823406,0.23684454206931738,True
PLUSN,RANKPART,20,0.25,False,0.05276562119754702,0.017425894853317334,-0.18441783934273012,0.16928501800358717,True
PLUSN,RANKPART,20,0.5,False,0.051557929918363186,0.03360497751818333,-0.2024435875620919,0.13582598242781238,True
PLUSN,RANKPART,20,0.75,False,0.030123045871269686,0.01641581628289214,-0.23386332259832296,0.14704549238802098,True
PLUSN,RANKPART,40,0.25,False,0.03559175232436853,-0.013314504817728575,-0.20617570154602657,0.15302203858503147,True
PLUSN,RANKPART,40,0.5,True,0.05341501247061977,-0.021736962564847348,-0.19542418120707808,0.18264629206598357,True
PLUSN,RANKPART,40,0.75,False,0.017251405657178795,0.014126134410433304,-0.21752782451135746,0.15679056853339923,True
PLUSN,RANKPART,80,0.25,False,0.06185872503124113,0.025774108129271323,-0.2102072079108844,0.15311228763672272,True
PLUSN,RANKPART,80,0.5,False,0.046515292881393035,0.016257750676447025,-0.19854268789247098,0.13952273374945112,True
