family,n_pools,obs,p_min,p_max,ratio,z_min,z_max,bars_crossed
ABS,7,0.14814814814814814,0.000999000999000999,0.016983016983016984,17.0,2.171192356112365,4.2231475199690856,0.01;0.001
QEXP,7,0.01851851851851849,0.8421578421578422,0.998001998001998,1.185053380782918,-2.4019206139906673,-0.6981212978056871,
QROLL,1,0.02314814814814814,0.997002997002997,0.997002997002997,1.0,-2.48634084054467,-2.48634084054467,
