panel,ladder,stat,gap,spread,floor_boot,floor_analytic,floor_boot_capped,floor_analytic_capped,ratio,tie_boot,tie_analytic
U56,N,S_FULL,0.007068668245825416,0.18322104889544333,0.18322104889544333,0.1761523806496179,0.18322104889544333,0.1761523806496179,1.0401281448468505,True,True
U56,N,S_OOS,0.014730064937639176,0.2902903436047862,0.27556027866714705,0.27556027866714705,0.27556027866714705,0.27556027866714705,1.0,True,True
U56,N,CAGR,0.12264140835065618,4.3700319617852035,4.247390553434547,inf,4.247390553434547,4.3700319617852035,1.0288745305635916,True,True
U56,H,S_FULL,0.025078881717488066,0.06337993535645858,inf,inf,0.06337993535645858,0.06337993535645858,1.0,True,True
U56,H,S_OOS,0.028770378742377645,0.08847533187304535,inf,inf,0.08847533187304535,0.08847533187304535,1.0,True,True
U56,H,CAGR,0.3049987073677549,1.5304197924899796,inf,inf,1.5304197924899796,1.5304197924899796,1.0,True,True
U56,GROSS,S_FULL,0.0001556639667841253,0.0017882751492677151,0.0013947738091630857,0.0016326111824835898,0.0013947738091630857,0.0016326111824835898,1.1705203895843264,True,True
U56,GROSS,S_OOS,0.00019477495026443137,0.0021154912506546886,inf,inf,0.0021154912506546886,0.0021154912506546886,1.0,True,True
U56,GROSS,CAGR,1.0495280990911553,9.401691141620727,1.0380692471477992,1.0380692471477992,1.0380692471477992,1.0380692471477992,1.0,False,False
U56,CADENCE,S_FULL,0.0008674369892938127,0.058865156398083096,inf,inf,0.058865156398083096,0.058865156398083096,1.0,True,True
U56,CADENCE,S_OOS,0.008308398644119697,0.09704441230057848,inf,inf,0.09704441230057848,0.09704441230057848,1.0,True,True
U56,CADENCE,CAGR,0.16042241106593025,0.906597672704823,inf,inf,0.906597672704823,0.906597672704823,1.0,True,True
B136,N,S_FULL,0.0013056747034598803,0.12053112976248326,inf,inf,0.12053112976248326,0.12053112976248326,1.0,True,True
B136,N,S_OOS,0.007302318218142201,0.3008648592605092,0.22338792431073118,0.22338792431073118,0.22338792431073118,0.22338792431073118,1.0,True,True
B136,N,CAGR,0.8113364217981811,3.5944231255558456,inf,inf,3.5944231255558456,3.5944231255558456,1.0,True,True
B136,H,S_FULL,0.002489675049586637,0.021394727541090397,inf,inf,0.021394727541090397,0.021394727541090397,1.0,True,True
B136,H,S_OOS,0.03755133008137168,0.05154960186986668,inf,inf,0.05154960186986668,0.05154960186986668,1.0,True,True
B136,H,CAGR,0.564914333987776,0.9107027373571412,inf,inf,0.9107027373571412,0.9107027373571412,1.0,True,True
B136,GROSS,S_FULL,0.00039966707365901577,0.003989077477571934,0.00039966707365901577,0.00039966707365901577,0.00039966707365901577,0.00039966707365901577,1.0,False,False
B136,GROSS,S_OOS,0.00046199462908180777,0.004535882691720783,0.00046199462908180777,0.00046199462908180777,0.00046199462908180777,0.00046199462908180777,1.0,False,False
B136,GROSS,CAGR,1.0724850854269423,9.652220143086685,1.0702988360427712,1.0702988360427712,1.0702988360427712,1.0702988360427712,1.0,False,False
B136,CADENCE,S_FULL,0.008627249572870754,0.07115495315410092,inf,inf,0.07115495315410092,0.07115495315410092,1.0,True,True
B136,CADENCE,S_OOS,0.055439762951079885,0.11325529524020728,inf,inf,0.11325529524020728,0.11325529524020728,1.0,True,True
B136,CADENCE,CAGR,0.09001606372775939,1.8463253895186096,inf,inf,1.8463253895186096,1.8463253895186096,1.0,True,True
