cell,panel,arm,book,n_bars,CAGR,Sharpe,MaxDD,obs_maxdd,B_MEANP_defined,B_MEANP_z,B_MEANP_zstar,B_MEANP_free,B_MEANP_paid,B_MEANP_free_stat,B_MEANP_paid_stat,B_SHARPE_defined,B_SHARPE_z,B_SHARPE_zstar,B_SHARPE_free,B_SHARPE_paid,B_SHARPE_free_stat,B_SHARPE_paid_stat,B_PERMT_defined,B_PERMT_z,B_PERMT_zstar,B_PERMT_free,B_PERMT_paid,B_PERMT_free_stat,B_PERMT_paid_stat,B_TSTAT_z,B_TSTAT_zstar,B_TSTAT_free,B_TSTAT_paid,B_TSTAT_defined,B_TSTAT_free_stat,B_TSTAT_paid_stat
U56/N5/H63/W,U56,POP,N5/H63/W,4446,0.18977511597180818,1.0083089004227346,-0.2626459628371727,26.26459628371725,True,4.23524033010028,1.959963984540054,True,True,2.283073951135225e-05,0.0,True,4.230975042895384,1.959963984540054,True,True,1.0083089004227348,0.6270206549745191,True,1.0337181315939337,1.959963984540054,False,False,0.3012679541472214,0.161,20.338865175565054,2.0,True,True,True,-6.647050084828511,2.246538705353089
U56/N5/H63/M,U56,POP,N5/H63/M,4446,0.1474694307717812,0.8395671766148002,-0.2694834261155111,26.948342611551094,True,3.526467697286681,1.959963984540054,True,True,0.0004211425360496122,0.0,True,3.5240042967441116,1.959963984540054,True,True,0.8395671766148004,0.47316446920760724,True,0.0427669556367214,1.959963984540054,False,False,0.9658873054591803,0.968,19.824653267493098,2.0,True,True,True,-6.513073616214815,2.8859514435940525
U56/N5/H126/W,U56,POP,N5/H126/W,4446,0.17793757695658097,0.9844672527247917,-0.2585359705801561,25.853597058015552,True,4.135097300693283,1.959963984540054,True,True,3.5480427406584794e-05,0.0,True,4.131127196082572,1.959963984540054,True,True,0.9844672527247919,0.5681509389332478,True,0.6360638918584103,1.959963984540054,False,False,0.5247347790725841,0.418,19.57248429541292,2.0,True,True,True,-5.410585742876641,2.6848831590582556
U56/N5/H126/M,U56,POP,N5/H126/M,4446,0.18282465592136465,0.981991741091729,-0.2694834261155109,26.948342611551094,True,4.1246993098577525,1.959963984540054,True,True,3.7121941180333463e-05,0.0,True,4.120759050822936,1.959963984540054,True,True,0.981991741091729,0.5749518837631112,True,0.8868298244720569,1.959963984540054,False,False,0.3751705278542895,0.287,17.93729970427102,2.0,True,True,True,-5.492991070867301,1.5668004867048637
U56/N5/H252/W,U56,POP,N5/H252/W,4446,0.17682565255928706,1.0178689742992235,-0.30642338630654453,30.642338630654486,True,4.275395891975682,1.959963984540054,True,True,1.9079794482872897e-05,0.0,True,4.271008255756461,1.959963984540054,True,True,1.0178689742992237,0.6075269742823796,True,0.6550887693324997,1.959963984540054,False,False,0.5124106024064452,0.48,2.4531816770177444,2.0,True,False,True,1.052396158758409,2.4319855410832254
U56/N5/H252/M,U56,POP,N5/H252/M,4446,0.1615631474127277,0.9252133235961741,-0.3260644482299847,32.60644482299841,True,3.886210644771459,1.959963984540054,True,True,0.0001018211627708401,0.0,True,3.8829145721608533,1.959963984540054,True,True,0.9252133235961741,0.4957094547458214,True,0.28344824092241144,1.959963984540054,False,False,0.7768332530283235,0.782,2.5194024589883877,2.0,True,False,True,0.8843870084155334,2.89395817839528
U56/N10/H63/W,U56,POP,N10/H63/W,4446,0.1916912172617915,1.169065355310175,-0.27687075051048815,27.687075051048822,True,4.910472117479911,1.959963984540054,True,True,9.085737514660335e-07,0.0,True,4.903827681426098,1.959963984540054,True,True,1.1690653553101753,0.7554799195152372,True,1.1625187936409882,1.959963984540054,False,False,0.24502479525588206,0.126,7.812914181867856,2.0,True,True,True,1.8757921454997373,1.6765158082320326
U56/N10/H63/M,U56,POP,N10/H63/M,4446,0.15924767452332755,1.010818545285542,-0.27635183891688375,27.635183891688325,True,4.245781692110209,1.959963984540054,True,True,2.178326452694874e-05,0.0,True,4.24148450947065,1.959963984540054,True,True,1.010818545285542,0.6316656589281009,True,0.1608039824565747,1.959963984540054,False,False,0.8722477885124804,0.838,0.2921307820411434,2.0,False,False,True,-0.0702923971322526,2.084506715741302
U56/N10/H126/W,U56,POP,N10/H126/W,4446,0.1706480647095283,1.1092301119509238,-0.20771054445737913,20.77105444573783,True,4.659143744071503,1.959963984540054,True,True,3.175274211309241e-06,0.0,True,4.653467061628209,1.959963984540054,True,True,1.109230111950924,0.7056213515294377,True,0.4396599156908791,1.959963984540054,False,False,0.6601834385287109,0.539,14.990938942403282,2.0,True,True,True,-4.527061432208352,1.1021894105674477
U56/N10/H126/M,U56,POP,N10/H126/M,4446,0.17662260306676658,1.1188258041783514,-0.24802819358493478,24.802819358493462,True,4.699448915135443,1.959963984540054,True,True,2.608644635886219e-06,0.0,True,4.6936238164852995,1.959963984540054,True,True,1.1188258041783514,0.7429033620269553,True,0.7131732496595462,1.959963984540054,False,False,0.47573855715734503,0.39,6.277700256624737,2.0,True,False,True,-1.310293786086376,1.4918924645638931
U56/N10/H252/W,U56,POP,N10/H252/W,4446,0.14771395201550463,0.9958036202653912,-0.2329895245962078,23.298952459620786,True,4.182713900115004,1.959963984540054,True,True,2.880497902592295e-05,0.0,True,4.178605197131449,1.959963984540054,True,True,0.9958036202653912,0.594063091721023,True,0.2606376301213182,1.959963984540054,False,False,0.7943719677306866,0.751,10.445228168853314,2.0,True,True,True,-2.6479734627825597,2.3620294636184127
