panel,cell,bar,pad,mode,n_ep,n_days,day_share,book_oSharpe0,book_oSharpe,d_book,spy_oSharpe0,spy_oSharpe,d_spy,margin0,margin,d_margin,share,conc,base_DDcap0,base_DDcap,base_CAGRfloor0,base_CAGRfloor,k4b_oos0,k4b_oos
B136,C_GXDD,0.05,0,E1_2020-03-23,1,23,0.009422367882015567,1.1816366561124734,1.4439326450911925,0.2622959889787191,0.8736721309012504,1.2120340554999585,0.33836192459870806,0.307964525211223,0.231898589591234,-0.07606593561998898,0.24699577189229116,26.2137686603949,-0.20229571984435804,-0.1469799105653065,0.106800269687641,0.1432669516476591,True,False
B136,C_GXDD,0.05,0,E2_2022-10-12,1,195,0.07988529291274069,1.1816366561124734,1.386700753274179,0.2050640971617057,0.8736721309012504,1.149991627762945,0.27631949686169455,0.307964525211223,0.23670912551123413,-0.07125539969998884,0.23137534964820072,2.8963447614936304,-0.20229571984435804,-0.20229571984435804,0.106800269687641,0.14297023194564978,True,False
B136,C_GXDD,0.05,0,E3_2018-12-24,1,65,0.02662843097091356,1.1816366561124734,1.370027574182271,0.18839091806979757,0.8736721309012504,1.0252915945624712,0.1516194636612208,0.307964525211223,0.34473597961979974,0.036771454408576765,-0.11940159141172642,-4.483988994400372,-0.20229571984435804,-0.20229571984435793,0.106800269687641,0.1286235244398948,True,True
B136,C_GXDD,0.05,0,E4_2025-04-08,1,34,0.013928717738631708,1.1816366561124734,1.3178579205621235,0.1362212644496501,0.8736721309012504,1.0130985270107136,0.13942639610946317,0.307964525211223,0.3047593935514099,-0.0032051316598130652,0.010407470333197527,0.7471951495098578,-0.20229571984435804,-0.20229571984435804,0.106800269687641,0.12619198579049098,True,False
B136,C_GXDD,0.05,0,E5_2018-02-08,1,9,0.0036870135190495697,1.1816366561124734,1.3099417653606695,0.12830510924819616,0.8736721309012504,0.9411969196687998,0.06752478876754942,0.307964525211223,0.3687448456918697,0.06078032048064674,-0.19736143453197888,-53.52880685472894,-0.20229571984435804,-0.20229571984435799,0.106800269687641,0.11618285359876443,True,True
B136,C_GXDD,0.05,0,E6_2020-09-23,1,14,0.005735354362965997,1.1816366561124734,1.295489080005471,0.11385242389299766,0.8736721309012504,0.9375671116071425,0.06389498070589206,0.307964525211223,0.35792196839832857,0.0499574431871056,-0.16221817481361334,-28.283897480002153,-0.20229571984435804,-0.20229571984435804,0.106800269687641,0.11581877352828272,True,True
B136,C_GXDD,0.05,0,E7_2026-03-30,1,43,0.017615731257681278,1.1816366561124734,1.2534686810949822,0.07183202498250885,0.8736721309012504,0.9389449950083316,0.06527286410708122,0.307964525211223,0.3145236860866506,0.006559160875427628,-0.021298429976403646,-1.2090573854046813,-0.20229571984435804,-0.20229571984435804,0.106800269687641,0.11680410690965569,True,True
B136,C_GXDD,0.05,0,E8_2024-08-05,1,14,0.005735354362965997,1.1816366561124734,1.2447774610440563,0.06314080493158292,0.8736721309012504,0.9296878171179388,0.0560156862166884,0.307964525211223,0.3150896439261175,0.007125118714894518,-0.02313616709589401,-4.03395599150552,-0.20229571984435804,-0.20229571984435804,0.106800269687641,0.11485586775725519,True,True
B136,C_GXDD,0.05,0,E9_2019-06-03,1,20,0.00819336337566571,1.1816366561124734,1.2691173358107872,0.08748067969831386,0.8736721309012504,0.918616579471827,0.044944448570576556,0.307964525211223,0.3505007563389603,0.0425362311277373,-0.13812055495211037,-16.857613731905072,-0.20229571984435804,-0.20229571984435812,0.106800269687641,0.11352332647583334,True,True
B136,C_GXDD,0.05,0,E10_2019-08-05,1,6,0.0024580090126997134,1.1816366561124734,1.2452013143489176,0.0635646582364442,0.8736721309012504,0.911569822219899,0.03789769131864862,0.307964525211223,0.33363149212901855,0.025666966917795575,-0.08334390754971348,-33.9070797214751,-0.20229571984435804,-0.20229571984435812,0.106800269687641,0.11228678806609828,True,True
