panel,anchor,window,fold,rule,widest,spread,moved,N,H,gross,cadence,pick,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,n_days,partial
U56,A_REC,2,2013,M_NONE,N,0.507759153784016,True,5,126,0.75,W,N=5/H=126/g=0.75/W,1.0010465883675945,2.6912639138610377,0.489907566555118,-0.06409023555581372,252,False
U56,A_REC,2,2013,M_SUBSAMPLE,CADENCE,0.303607693120048,False,20,126,0.75,W,N=20/H=126/g=0.75/W,0.5967176933269197,2.1211602800157348,0.22657012294086853,-0.05103274285211168,252,False
U56,A_REC,2,2013,M_PAIRWISE,CADENCE,0.303607693120048,False,20,126,0.75,W,N=20/H=126/g=0.75/W,0.5967176933269197,2.1211602800157348,0.22657012294086853,-0.05103274285211168,252,False
U56,A_REC,2,2013,M_D2,CADENCE,0.2690653522620041,False,20,126,0.75,W,N=20/H=126/g=0.75/W,0.5967176933269197,2.1211602800157348,0.22657012294086853,-0.05103274285211168,252,False
U56,A_REC,2,2013,C_ANCHOR,(none),0.0,False,20,126,0.75,W,N=20/H=126/g=0.75/W,0.5967176933269197,2.1211602800157348,0.22657012294086853,-0.05103274285211168,252,False
U56,A_REC,2,2013,C_RANDOM,N,0.0,True,5,126,0.75,W,N=5/H=126/g=0.75/W,1.0010465883675945,2.6912639138610377,0.489907566555118,-0.06409023555581372,252,False
U56,A_REC,2,2013,C_BEST_IS,(all),0.0,True,5,126,0.75,W,N=5/H=126/g=0.75/W,1.0010465883675945,2.6912639138610377,0.489907566555118,-0.06409023555581372,252,False
U56,A_REC,2,2014,M_NONE,N,1.2105365892370121,True,5,126,0.75,W,N=5/H=126/g=0.75/W,2.9690296514388828,0.6788111709850493,0.09656369648622798,-0.12355354011261654,252,False
U56,A_REC,2,2014,M_SUBSAMPLE,N,0.5475498538567314,True,5,126,0.75,W,N=5/H=126/g=0.75/W,2.9690296514388828,0.6788111709850493,0.09656369648622798,-0.12355354011261654,252,False
U56,A_REC,2,2014,M_PAIRWISE,N,0.5475498538567314,True,5,126,0.75,W,N=5/H=126/g=0.75/W,2.9690296514388828,0.6788111709850493,0.09656369648622798,-0.12355354011261654,252,False
U56,A_REC,2,2014,M_D2,N,0.47763982793530974,True,5,126,0.75,W,N=5/H=126/g=0.75/W,2.9690296514388828,0.6788111709850493,0.09656369648622798,-0.12355354011261654,252,False
U56,A_REC,2,2014,C_ANCHOR,(none),0.0,False,20,126,0.75,W,N=20/H=126/g=0.75/W,1.7584930622018706,1.040959571696618,0.12114349442852945,-0.07609307610969296,252,False
U56,A_REC,2,2014,C_RANDOM,H,0.0,True,20,252,0.75,W,N=20/H=252/g=0.75/W,2.2248761141674445,1.085852432711334,0.1255487332388836,-0.07458836794779644,252,False
U56,A_REC,2,2014,C_BEST_IS,(all),0.0,True,5,126,0.75,W,N=5/H=126/g=0.75/W,2.9690296514388828,0.6788111709850493,0.09656369648622798,-0.12355354011261654,252,False
U56,A_REC,2,2015,M_NONE,H,0.6416378447377191,True,20,21,0.75,W,N=20/H=21/g=0.75/W,1.9492699995754783,0.9893573091249236,0.1184673852521998,-0.09658712008098191,252,False
U56,A_REC,2,2015,M_SUBSAMPLE,CADENCE,0.4185602092792309,True,20,126,0.75,M,N=20/H=126/g=0.75/M,1.94921795040148,0.8462000481210108,0.10546730638566326,-0.09084924870123534,252,False
