universe,tilt,n,days,days_selection_differs,pct_days,mean_belowMA_held_gateOFF,mean_shortfall_gateMA
U56,0.0,5,4439,84,1.8923180896598333,0.02072538860103627,0.056544266726740254
U56,0.0,10,4439,332,7.479161973417436,0.1617481414733048,0.1360666816850642
U56,0.0,20,4439,866,19.508898400540662,0.906510475332282,0.7585041676053165
U56,0.25,5,4439,2,0.04505519261094841,0.0004505519261094841,0.056544266726740254
U56,0.25,10,4439,114,2.5681459788240595,0.06217616580310881,0.1360666816850642
U56,0.25,20,4439,485,10.92588420815499,0.689119170984456,0.7585041676053165
U56,0.5,5,4439,2,0.04505519261094841,0.0004505519261094841,0.056544266726740254
U56,0.5,10,4439,98,2.207704437936472,0.05744537057895922,0.1360666816850642
U56,0.5,20,4439,439,9.889614778103176,0.6695201621986934,0.7585041676053165
U56,0.75,5,4439,2,0.04505519261094841,0.0004505519261094841,0.056544266726740254
U56,0.75,10,4439,98,2.207704437936472,0.057220094615904486,0.1360666816850642
U56,0.75,20,4439,438,9.867087181797702,0.6690696102725839,0.7585041676053165
U56,1.0,5,4439,0,0.0,0.0,0.056544266726740254
U56,1.0,10,4439,0,0.0,0.0,0.1360666816850642
U56,1.0,20,4439,0,0.0,0.0,0.7585041676053165
B136,0.0,5,4439,44,0.991214237440865,0.012390177968010813,0.04370353683261996
B136,0.0,10,4439,114,2.5681459788240595,0.05136291957648119,0.05789592250506871
B136,0.0,20,4439,274,6.172561387699933,0.2561387699932417,0.18675377337238117
B136,0.25,5,4439,0,0.0,0.0,0.04370353683261996
B136,0.25,10,4439,19,0.4280243298040099,0.011263798152737103,0.05789592250506871
B136,0.25,20,4439,82,1.847262897048885,0.12773147105203875,0.18675377337238117
B136,0.5,5,4439,0,0.0,0.0,0.04370353683261996
B136,0.5,10,4439,17,0.3829691371930615,0.010587970263572877,0.05789592250506871
B136,0.5,20,4439,79,1.7796801081324622,0.12660509123676503,0.18675377337238117
B136,0.75,5,4439,0,0.0,0.0,0.04370353683261996
B136,0.75,10,4439,17,0.3829691371930615,0.010587970263572877,0.05789592250506871
B136,0.75,20,4439,79,1.7796801081324622,0.12660509123676503,0.18675377337238117
B136,1.0,5,4439,0,0.0,0.0,0.04370353683261996
B136,1.0,10,4439,0,0.0,0.0,0.05789592250506871
B136,1.0,20,4439,0,0.0,0.0,0.18675377337238117
