panel,cost,band,gross,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,FULL_H1,FULL_H2,FULL_4b,FULL_4a,FULL_minmarg,FULL_legs,FULL_L1_H1,FULL_L2_H2,FULL_L4_DD,FULL_L5_CAGR,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2,IS_4b,IS_4a,IS_minmarg,IS_legs,IS_L1_H1,IS_L2_H2,IS_L4_DD,IS_L5_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,OOS_4b,OOS_4a,OOS_minmarg,OOS_legs,OOS_L1_H1,OOS_L2_H2,OOS_L4_DD,OOS_L5_CAGR
U56,0.0,0.0,0.5,0.056479802030608095,1.212506841470002,-0.0806552493035455,1.2282741822027632,1.2012376111033216,False,False,-0.4664578871945775,3,True,True,True,False,0.04958348728168582,1.1008534414951747,-0.05674328388368666,0.9133473722846047,1.3514179352058413,False,False,-0.5264755337768954,3,True,True,True,False,0.062183910569309386,1.3004748908158397,-0.0806552493035454,1.4741406296559576,1.1092566749113482,False,False,-0.41776549553067854,3,True,True,True,False
U56,0.0,0.01,0.5,0.05737025063665424,1.2226020261963646,-0.08076920565503787,1.23921906173782,1.2105754105211088,False,False,-0.4580461751571125,3,True,True,True,False,0.05067399097778558,1.116052657443444,-0.05154465139296516,0.9401202849070223,1.347942558229928,False,False,-0.5160611759146422,3,True,True,True,False,0.06290790019949744,1.306633353872402,-0.08076920565503742,1.5013432742673332,1.0922366581340626,False,False,-0.41098670436566115,3,True,True,True,False
U56,0.0,0.02,0.5,0.05779075842171277,1.2246340307184795,-0.07962225765826603,1.235897746851027,1.217869725630295,False,False,-0.4540738062035232,3,True,True,True,False,0.050781605533616325,1.1158213765575535,-0.049683062268671474,0.9485918541834155,1.3368965263923858,False,False,-0.5150334522126343,3,True,True,True,False,0.06358872220379186,1.3101278876202846,-0.07962225765826647,1.4947206105768467,1.1070349213203865,False,False,-0.40461209622871624,3,True,True,True,False
U56,0.0,0.03,0.5,0.058495603290503295,1.2264624373615147,-0.08099983338624461,1.252757165590777,1.206609826330424,False,False,-0.4474154184795231,3,True,True,True,False,0.05186831087014787,1.1299229315179777,-0.05191384017586853,0.9442756508516169,1.373524653345602,False,False,-0.5046553688499306,3,True,True,True,False,0.06397585740093614,1.3022203375746273,-0.0809998333862445,1.4558270351610196,1.133860293652836,False,False,-0.4009873086010436,3,True,True,True,False
U56,0.0,0.05,0.5,0.05615674826774608,1.1647144770723852,-0.08452654014132244,1.207546721735205,1.1309355844374034,False,False,-0.4695096469563014,3,True,True,True,False,0.04996568518140543,1.0822914817809415,-0.05165820193639126,0.9180594987924129,1.2946864896653643,False,False,-0.5228255271642471,3,True,True,True,False,0.06127440216564506,1.229186873382766,-0.08452654014132244,1.372995110898188,1.071143852669176,False,False,-0.4262813185123798,3,True,True,True,False
U56,0.0,0.08,0.5,0.057330590976113704,1.1609512367988621,-0.09755533288486218,1.2531436240821159,1.0854848904030034,False,False,-0.45842082411686763,3,True,True,True,False,0.0535669218142063,1.1376183834299198,-0.05649772186318047,0.9038445564642978,1.4520661119051466,False,False,-0.4884335602458576,3,True,True,True,False,0.06043516454708797,1.180315627951411,-0.09755533288486218,1.2865394015543805,1.064127892628913,False,False,-0.43413918873152557,3,True,True,True,False
U56,0.0,0.12,0.5,0.058279414325616674,1.1593851492280542,-0.0817589548928902,1.245491873026555,1.0818754735553093,False,False,-0.44945766921241903,3,True,True,True,False,0.056115146508993075,1.1318898564721094,-0.06579608745553078,0.8620258003921065,1.462105341355442,False,False,-0.46409790326472533,3,True,True,True,False,0.0600622060515521,1.1816238636331127,-0.08175895489289009,1.313531810166379,1.0399794693368778,False,False,-0.4376312384088118,3,True,True,True,False
U56,0.0,0.2,0.5,0.0573095777018775,1.1221185315269184,-0.08144384266845217,1.2071962779970575,1.0504310431452493,False,False,-0.45861932811882694,3,True,True,True,False,0.054931036118610166,1.1084319295269796,-0.06652143975594493,0.8494051275206108,1.4983823735412753,False,False,-0.47540620914022597,3,True,True,True,False,0.059269240994693106,1.1334778203532303,-0.08144384266845217,1.3022618996427389,0.9713627316677398,False,False,-0.44505585375890605,3,True,True,True,False
U56,0.0,0.0,0.75,0.08504452649201588,1.2122633312939428,-0.11966697137614024,1.2286432334932036,1.200472287308783,False,False,-0.19661835353996282,3,True,True,True,False,0.0745076100208526,1.1011523505083605,-0.08440488681515057,0.9129797291347751,1.352572781945118,False,False,-0.288449074502371,3,True,True,True,False,0.09378538079934695,1.2997847448073938,-0.11966697137614046,1.4719629629371784,1.1101483895163076,False,False,-0.12187760119537251,3,True,True,True,False
U56,0.0,0.01,0.75,0.08640377171328262,1.2223355058606553,-0.11985003468643884,1.2395588063203604,1.2097945564415886,False,False,-0.18377810727312371,3,True,True,True,False,0.0761680789436383,1.1163163751831557,-0.0768445950231118,0.9396462222522782,1.3491250548021598,False,False,-0.2725915238650931,3,True,True,True,False,0.0948924875278625,1.3059296964566551,-0.11985003468643884,1.4991649426701497,1.093064075527771,False,False,-0.1115116442851289,3,True,True,True,False
