panel,cost,k,share,n,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,turnover,pass4a,pass4b,failing,oosw_fail_pub,oosw_pass_pub,oosw_fail_cor,oosw_pass_cor,mg_DD_pub,mg_CAGR_pub,mg_DD_cor,mg_CAGR_cor,mg_H1,mg_H2
u56,10.0,-1.0,0.05,2,0.012426753543788749,0.19207617509584032,-0.18552608231016965,0.4761717688605024,-0.053209057605305074,0.0032432153408816777,0.08081571534399412,-0.18120232938499892,0.023667711555810156,0.3481797922487984,30.764738610969403,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.05481831759878905,-0.08946109082607791,0.02110108231539079,-0.10491180852057118,-0.6164877800709712,-0.9857073714929587
u56,10.0,-1.0,0.1,4,0.030371414284320997,0.434019350880839,-0.15650596653499105,0.5520160994667638,0.3348737317779715,0.03607020999491395,0.4852297234194899,-0.10341921239440355,0.023507836853096986,0.36562429633613097,24.841479786941665,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.13260143458938442,-0.056634096172045637,0.09888419930598616,-0.07208481386653891,-0.27964593659819426,-0.5034270880424541
u56,10.0,-1.0,0.15,6,0.04346492022492243,0.5906217279644141,-0.12310228705768966,0.7788929837542798,0.431978878320632,0.04417818777888449,0.5747804963253739,-0.12310228705768955,0.04260126483821791,0.6142245965462798,21.376988614745347,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.11291835992609842,-0.04852611838807509,0.07920112464270015,-0.06397683608256836,-0.28472334461999915,-0.3268633584473054
u56,10.0,-1.0,0.2,7,0.0457454662319452,0.6094050471828271,-0.14694556990820873,0.9071980288734385,0.3587918300619815,0.038192495574599805,0.49577778077034534,-0.14694556990820895,0.054971517541869463,0.7665973854885971,19.89538396502449,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.08907507707557902,-0.05451181059235978,0.055357841792180756,-0.06996252828685305,-0.30961352778319284,-0.45941709762378646
u56,10.0,-1.0,0.27,10,0.06131920033339133,0.7657924755662215,-0.14182925976165206,1.0273476291474755,0.5416465848857616,0.052269932691271004,0.6386882737806772,-0.14182925976165117,0.07238907906833258,0.9367400009100326,16.95711034360733,False,False,H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.0941913872221368,-0.04043437347568858,0.060474151938738535,-0.05588509117018185,-0.26754951738647703,-0.2128550091368313
u56,10.0,-1.0,0.35,13,0.06763048576776898,0.8071679510005402,-0.14253446468853836,0.9943752019555295,0.6451349459387615,0.06337087295490873,0.7386993322510343,-0.14253446468853703,0.0728149811609129,0.8977692928243847,14.811770993088091,False,False,H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.09348618229525094,-0.029333433212050855,0.059768947011852674,-0.044784150906544126,-0.10498537143767794,-0.1777914682624948
u56,10.0,-1.0,0.53,20,0.07837839999213281,0.8749836538747994,-0.15466693007392562,0.9910179099516772,0.7748568748471188,0.07805299631974538,0.8506044871855268,-0.15466693007392562,0.07877284239492188,0.9071752098869222,11.947507436236753,False,False,H2|OOS|CAGR,H2|CAGR,False,H2|CAGR,False,0.08135371690986234,-0.014651309847214203,0.04763648162646408,-0.030102027541707474,0.04465060781329555,-0.1104439013710512
u56,10.0,-1.0,0.75,28,0.08923296403856495,0.9520776299743628,-0.1586340388610512,0.9867655877849102,0.9238452178904115,0.09792194752679984,1.0149015045067733,-0.15863403886105154,0.07879610885698085,0.8724053089811349,9.767253304373247,False,False,CAGR,(none),True,CAGR,False,0.07738660812273643,0.00521764135984025,0.043669372839338166,-0.010233076334653021,0.14186033326332326,0.12674658837546293
u56,10.0,-0.75,0.05,2,0.012432397416554553,0.1802317292832463,-0.25752885163835104,0.20910052031724902,0.15613193193206754,0.01811192158745656,0.23328245895433153,-0.21400725558520073,0.005592624334325391,0.10799939417255633,30.903587243934314,False,False,H1|H2|OOS|DD|CAGR,H1|H2|CAGR,False,H1|H2|DD|CAGR,False,0.02201339139858724,-0.07459238457950303,-0.011703843884811022,-0.0900431022739963,-0.38029828865639514,-0.9410728604707751
u56,10.0,-0.75,0.1,4,0.045021598562171805,0.5576005567640849,-0.16151165766658748,0.6104073631854176,0.5147476251598938,0.053505369698309435,0.6250405668671014,-0.12300979565067482,0.03483281315951592,0.46788396639929447,25.59919395033861,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.11301085133311314,-0.03919893646865015,0.07929361604971488,-0.05464965416314342,-0.16742597131254233,-0.34241728203310157
u56,10.0,-0.75,0.15,6,0.05619932408789041,0.680741966649031,-0.13583624540745687,0.8664985663523678,0.5223061675250666,0.05357258517235719,0.6278055594761133,-0.13583624540745942,0.059391075677080796,0.7535321946107244,21.555305023240653,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.10018440157632855,-0.039131720994602395,0.06646716629293029,-0.054582438689095666,-0.016072670262382127,-0.4935585629964275
u56,10.0,-0.75,0.2,7,0.06195183066129473,0.7345733730398989,-0.1529950835047964,0.9102687922385848,0.5864117574514587,0.061060696929911895,0.6965998529797146,-0.1529950835047964,0.06303267282840985,0.7879907016620687,20.25316537729514,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.08302556347899157,-0.03164360923704769,0.049308328195593304,-0.04709432693154096,-0.06683898544730038,-0.3016571656058608
u56,10.0,-0.75,0.27,10,0.07161981115403515,0.8202863697072285,-0.1443838927432205,1.0536969467779358,0.6234296266203727,0.06433369672119338,0.7160769720886215,-0.14438389274322005,0.08051569727259356,0.9622729665155612,17.169721540257687,False,False,H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.09163675424056791,-0.028370609445766207,0.05791951895716965,-0.04382132714025948,-0.08005811402816543,-0.2476871428523646
u56,10.0,-0.75,0.35,13,0.07729249526357762,0.8543770884706648,-0.1484297663309624,1.024212653233958,0.7117073636191649,0.07393256394793912,0.7913646509701765,-0.1484297663309624,0.08137801151089263,0.9403570446324383,14.991102472788882,False,False,H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.08759088065282558,-0.018771742219020462,0.05387364536942732,-0.034222459913513734,-0.03238542922530219,-0.146097799061227
u56,10.0,-0.75,0.53,20,0.08344426609730049,0.8838733985873207,-0.15970276313607146,1.0079539884194344,0.7787098965736774,0.08452455443288409,0.8679813106826311,-0.15970276313607146,0.08213665904681022,0.9059510197276058,11.703610569467132,False,False,H2|OOS|CAGR,H2|CAGR,False,H2|CAGR,False,0.07631788384771651,-0.008179751734075494,0.04260064856431825,-0.023630469428568765,0.07503733113371491,-0.10751469448904694
u56,10.0,-0.75,0.75,28,0.09528155544310613,0.9714065490441389,-0.16718217221556908,1.0080744128223316,0.9419857503598914,0.10408545867495378,1.0271160205828522,-0.16718217221556897,0.0847073692820064,0.9004327980609668,9.953218627853058,False,False,CAGR,(none),True,CAGR,False,0.068838474768219,0.011381152507994194,0.03512123948482074,-0.004069565186499077,0.10365200643787875,0.19174982894776216
u56,10.0,-0.5,0.05,2,0.053957036866183916,0.514319105637004,-0.18024488979756215,0.5203963140574044,0.5103845528905515,0.055151498522853615,0.5101688924956821,-0.1802448897975617,0.052511449225776996,0.5206108163142948,32.2175950205466,False,False,H1|H2|OOS|CAGR,H1|H2|CAGR,False,H1|H2|CAGR,False,0.055775757186226266,-0.03755280764410597,0.022058521902828004,-0.05300352533859924,-0.28561941881113917,-0.46462124136321287
u56,10.0,-0.5,0.1,4,0.06333634007726907,0.6435747363799144,-0.14804682611756415,0.6433607058124011,0.6484221868617541,0.07391070521921184,0.7019809686428197,-0.14804682611756326,0.050662191406738,0.5655900329709331,25.804818402563555,False,False,H1|H2|OOS|CAGR,H2|CAGR,False,H2|CAGR,False,0.08797382086622471,-0.01879360094774775,0.05425658558282645,-0.03424431864224102,0.003939119583759254,-0.3707510662890311
u56,10.0,-0.5,0.15,6,0.07106420550692549,0.7301990319974027,-0.1325538926199965,0.8070568131639853,0.6678024576219622,0.0740168056181374,0.728076299861354,-0.13255389261999606,0.06749724142376223,0.7353191726989502,21.99866773104498,False,False,H1|H2|OOS|CAGR,H2|CAGR,False,H2|CAGR,False,0.10346675436379191,-0.018687500548822192,0.06974951908039365,-0.03413821824331546,0.05451342136564463,-0.37185965375609975
u56,10.0,-0.5,0.2,7,0.07667223047925309,0.7777200576023623,-0.14429666211262193,0.820893170459567,0.7447943063948729,0.08293042802797213,0.8011717880386965,-0.1442966621126216,0.0691372487611106,0.7485294953546486,20.142316502539646,False,False,H1|H2|OOS|CAGR,H2|CAGR,False,H2|CAGR,False,0.09172398487116637,-0.00977387813898746,0.05800674958776811,-0.02522459583348073,0.13476091213592412,-0.30048899359232345
u56,10.0,-0.5,0.27,10,0.09071269015002659,0.905944565616294,-0.1362679539686643,0.9795695451057075,0.8480774528945186,0.09421760671822454,0.8982846916632804,-0.1362679539686632,0.08648061752401137,0.9194775998995606,16.68752026052242,True,False,CAGR,H2,False,H2|CAGR,False,0.09975269301512477,0.0015133005512649594,0.0660354577317265,-0.013937417143228312,0.08061382649870596,-0.044658834899352184
