arm,selector,q,draw,IS_Sharpe,disp_IS,bookvol_IS,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_S,anchor_OOS_CAGR,best_OOS_S,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,beats_anchor,beats_v2,beats_spy,pass4a,pass4b
EWall,SEL-S   argmax IS Sharpe,0.15,2,1.1837718970195836,0.094224939594575,0.1080107562966839,0.1212964704494576,0.9843722836431054,-0.1932794605898545,0.6572426538692143,0.07970361990876171,1.1775305459008114,0.882010501050508,0.1545072390908963,-0.3371728920067377,1.0615700306445304,0.0791704182114025,-0.1141386488411339,True,False,True,False,True
EWall,SEL-DISP+ argmax IS disp,0.9,2,0.3809504517610376,0.1485661768558504,0.1375452068182178,0.1027687986861962,0.6788300100482391,-0.3329217288998671,0.6572426538692143,0.07970361990876171,1.1775305459008114,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.8225096347889486,0.0684497821391318,-0.1464229695525148,True,False,False,False,False
EWall,SEL-DISP- argmin IS disp,0.0,7,1.001858927208433,0.0732282310501847,0.1092210410841128,0.1129316717810098,0.971946206670566,-0.2122363848816076,0.6572426538692143,0.07970361990876171,1.1775305459008114,0.882010501050508,0.1545072390908963,-0.3371728920067377,1.054247639935105,0.0838097777721391,-0.1297158830035739,True,False,True,False,False
EWall,SEL-DISP|v argmax IS disp|log(vol),0.9,2,0.3809504517610376,0.1485661768558504,0.1375452068182178,0.1027687986861962,0.6788300100482391,-0.3329217288998671,0.6572426538692143,0.07970361990876171,1.1775305459008114,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.8225096347889486,0.0684497821391318,-0.1464229695525148,True,False,False,False,False
top10,SEL-S   argmax IS Sharpe,0.05,3,1.236276621294487,0.0972422699507578,0.1390519785357743,0.1282535715950565,0.826198657318701,-0.2877409399759615,0.6450631404689786,0.08607479264171888,1.1107553408425717,0.882010501050508,0.1545072390908963,-0.3371728920067377,1.130587704563584,0.100089383331551,-0.1335834884637476,True,False,False,False,False
top10,SEL-DISP+ argmax IS disp,0.9,2,0.5685458690323038,0.1485661768558504,0.1401234042914693,0.1211618064262625,0.8092190840484961,-0.2381833766813633,0.6450631404689786,0.08607479264171888,1.1107553408425717,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.8225096347889486,0.0684497821391318,-0.1464229695525148,True,False,False,False,False
top10,SEL-DISP- argmin IS disp,0.0,7,0.9316661914951796,0.0732282310501847,0.1204308628550056,0.0904216941076678,0.6862752119189414,-0.2467639898324225,0.6450631404689786,0.08607479264171888,1.1107553408425717,0.882010501050508,0.1545072390908963,-0.3371728920067377,1.054247639935105,0.0838097777721391,-0.1297158830035739,True,False,False,False,False
top10,SEL-DISP|v argmax IS disp|log(vol),0.8,6,0.9022843467883048,0.1327391905794434,0.1257874395981488,0.0402705295508813,0.3494066444133376,-0.2335650477928906,0.6450631404689786,0.08607479264171888,1.1107553408425717,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.6046768549343828,0.0432859665979086,-0.0854437212098598,False,False,False,False,False
top20,SEL-S   argmax IS Sharpe,0.1,7,1.200280108463454,0.0825514238130004,0.1021435991904949,0.0908758557014834,0.8713583746906923,-0.1581640252070677,0.6860258605456052,0.07253161076663031,1.138534751125219,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.8892536249535197,0.0632297399679773,-0.1164591464449377,True,False,False,False,False
top20,SEL-DISP+ argmax IS disp,0.9,2,0.6376803193675307,0.1485661768558504,0.092365012689857,0.0627354594086302,0.596958571098268,-0.179895581156586,0.6860258605456052,0.07253161076663031,1.138534751125219,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.8225096347889486,0.0684497821391318,-0.1464229695525148,False,False,False,False,False
top20,SEL-DISP- argmin IS disp,0.0,7,0.8804263210415623,0.0732282310501847,0.1040750781176864,0.113768096702761,1.011996108638403,-0.1814568562156466,0.6860258605456052,0.07253161076663031,1.138534751125219,0.882010501050508,0.1545072390908963,-0.3371728920067377,1.054247639935105,0.0838097777721391,-0.1297158830035739,True,False,True,False,True
top20,SEL-DISP|v argmax IS disp|log(vol),0.9,7,0.6450221944000488,0.147585362333124,0.0860596008887033,0.0249007715751101,0.2852101976209272,-0.2032053749017639,0.6860258605456052,0.07253161076663031,1.138534751125219,0.882010501050508,0.1545072390908963,-0.3371728920067377,0.5504118569096815,0.0437866635136698,-0.1686867880604199,False,False,False,False,False
