uni,book,cost,sel,tau,arm,n_elig,IS_rate,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,v1_OOS_Sharpe,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,OOS_rate,OOS_dMaxDD,sign_held_OOS
universe.json(56),ALL,10.0,S1,,band3-rw,9,0.6659226105746371,1.2025269424250273,0.13410612540663402,-0.17714790237343914,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08453393735964286,4.811100274196855,True
universe.json(56),ALL,10.0,S2,0.8,band3-rw,9,0.6659226105746371,1.2025269424250273,0.13410612540663402,-0.17714790237343914,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08453393735964286,4.811100274196855,True
universe.json(56),ALL,10.0,S2,0.9,band3-rw,9,0.6659226105746371,1.2025269424250273,0.13410612540663402,-0.17714790237343914,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08453393735964286,4.811100274196855,True
universe.json(56),ALL,10.0,S2,0.95,band3-rw,9,0.6659226105746371,1.2025269424250273,0.13410612540663402,-0.17714790237343914,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08453393735964286,4.811100274196855,True
universe.json(56),ALL,10.0,S2,1.0,band3-rw,8,0.6659226105746371,1.2025269424250273,0.13410612540663402,-0.17714790237343914,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.08453393735964286,4.811100274196855,True
universe.json(56),ALL,25.0,S1,,band3-rw,7,1.1456671816075013,1.1426969456337832,0.12679061450189266,-0.1789056935800939,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.21302619782276355,4.657048392079854,True
universe.json(56),ALL,25.0,S2,0.8,band3-rw,7,1.1456671816075013,1.1426969456337832,0.12679061450189266,-0.1789056935800939,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.21302619782276355,4.657048392079854,True
universe.json(56),ALL,25.0,S2,0.9,band3-rw,7,1.1456671816075013,1.1426969456337832,0.12679061450189266,-0.1789056935800939,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.21302619782276355,4.657048392079854,True
universe.json(56),ALL,25.0,S2,0.95,band3-rw,7,1.1456671816075013,1.1426969456337832,0.12679061450189266,-0.1789056935800939,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.21302619782276355,4.657048392079854,True
universe.json(56),ALL,25.0,S2,1.0,band3-rw,7,1.1456671816075013,1.1426969456337832,0.12679061450189266,-0.1789056935800939,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.21302619782276355,4.657048392079854,True
universe.json(56),TOP10,10.0,S1,,band3-dg,8,0.13880541330794482,1.0195514135946309,0.16929271945877544,-0.23141692183774099,1.0442432489520044,0.1774159608732273,-0.2409174494743055,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8550305546386809,0.9500527636564504,True
universe.json(56),TOP10,10.0,S2,0.8,band3-dg,8,0.13880541330794482,1.0195514135946309,0.16929271945877544,-0.23141692183774099,1.0442432489520044,0.1774159608732273,-0.2409174494743055,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8550305546386809,0.9500527636564504,True
universe.json(56),TOP10,10.0,S2,0.9,band3-dg,7,0.13880541330794482,1.0195514135946309,0.16929271945877544,-0.23141692183774099,1.0442432489520044,0.1774159608732273,-0.2409174494743055,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8550305546386809,0.9500527636564504,True
universe.json(56),TOP10,10.0,S2,0.95,band3-dg,6,0.13880541330794482,1.0195514135946309,0.16929271945877544,-0.23141692183774099,1.0442432489520044,0.1774159608732273,-0.2409174494743055,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8550305546386809,0.9500527636564504,True
universe.json(56),TOP10,10.0,S2,1.0,band3-dg,4,0.13880541330794482,1.0195514135946309,0.16929271945877544,-0.23141692183774099,1.0442432489520044,0.1774159608732273,-0.2409174494743055,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8550305546386809,0.9500527636564504,True
universe.json(56),TOP10,25.0,S1,,band3-dg,6,0.11614509389272071,0.9059656535665211,0.14729544978649245,-0.23268069913406653,0.9305864184715728,0.15483044412488955,-0.24207777084199955,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.801844933463267,0.9397071707933025,True
universe.json(56),TOP10,25.0,S2,0.8,band3-dg,6,0.11614509389272071,0.9059656535665211,0.14729544978649245,-0.23268069913406653,0.9305864184715728,0.15483044412488955,-0.24207777084199955,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.801844933463267,0.9397071707933025,True
universe.json(56),TOP10,25.0,S2,0.9,band3-dg,6,0.11614509389272071,0.9059656535665211,0.14729544978649245,-0.23268069913406653,0.9305864184715728,0.15483044412488955,-0.24207777084199955,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.801844933463267,0.9397071707933025,True
universe.json(56),TOP10,25.0,S2,0.95,band3-dg,6,0.11614509389272071,0.9059656535665211,0.14729544978649245,-0.23268069913406653,0.9305864184715728,0.15483044412488955,-0.24207777084199955,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.801844933463267,0.9397071707933025,True
universe.json(56),TOP10,25.0,S2,1.0,band3-dg,4,0.11614509389272071,0.9059656535665211,0.14729544978649245,-0.23268069913406653,0.9305864184715728,0.15483044412488955,-0.24207777084199955,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.801844933463267,0.9397071707933025,True
universe.json(56),TOP20,10.0,S1,,ddctl-8/.5/recover,2,2.114821497577796,1.0513995671478398,0.11916531684602782,-0.16561879723114092,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8360454879002536,5.648528996750491,True
universe.json(56),TOP20,10.0,S2,0.8,ddctl-8/.5/recover,2,2.114821497577796,1.0513995671478398,0.11916531684602782,-0.16561879723114092,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8360454879002536,5.648528996750491,True
universe.json(56),TOP20,10.0,S2,0.9,ddctl-8/.5/recover,2,2.114821497577796,1.0513995671478398,0.11916531684602782,-0.16561879723114092,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8360454879002536,5.648528996750491,True
universe.json(56),TOP20,10.0,S2,0.95,ddctl-8/.5/recover,2,2.114821497577796,1.0513995671478398,0.11916531684602782,-0.16561879723114092,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8360454879002536,5.648528996750491,True
universe.json(56),TOP20,10.0,S2,1.0,ddctl-8/.5/recover,2,2.114821497577796,1.0513995671478398,0.11916531684602782,-0.16561879723114092,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8360454879002536,5.648528996750491,True
universe.json(56),TOP20,25.0,S1,,ddctl-8/.5/recover,2,1.8334742867399463,0.9253098353893306,0.10248478192926624,-0.16679038072120722,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8547183503370704,5.66123206460839,True
universe.json(56),TOP20,25.0,S2,0.8,ddctl-8/.5/recover,2,1.8334742867399463,0.9253098353893306,0.10248478192926624,-0.16679038072120722,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8547183503370704,5.66123206460839,True
universe.json(56),TOP20,25.0,S2,0.9,ddctl-8/.5/recover,2,1.8334742867399463,0.9253098353893306,0.10248478192926624,-0.16679038072120722,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8547183503370704,5.66123206460839,True
universe.json(56),TOP20,25.0,S2,0.95,ddctl-8/.5/recover,2,1.8334742867399463,0.9253098353893306,0.10248478192926624,-0.16679038072120722,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8547183503370704,5.66123206460839,True
universe.json(56),TOP20,25.0,S2,1.0,ddctl-8/.5/recover,2,1.8334742867399463,0.9253098353893306,0.10248478192926624,-0.16679038072120722,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.39920030769495,1.2482435320727505,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.8547183503370704,5.66123206460839,True
universe.json(56),TOP3,10.0,S1,,g200-dg,10,-0.2578482276059539,0.9689990292870246,0.2543239155317154,-0.3449502080274848,0.9662120706673085,0.25344365795822466,-0.34495020802748455,0.747063834691694,1.285072363206482,0.8820107671822842,0.15450717694493266,-0.33717235283398284,,-2.220446049250313e-14,False
