panel,book,cost,pick,pick_IS,pick_OOS_S,pick_OOS_CAGR,pick_OOS_DD,ctl_IS,ctl_OOS_S,ctl_OOS_CAGR,ctl_OOS_DD,regret,IS_margin,best_possible,best_OOS_S,spear_IS_OOS
broad,EWall,10.0,band3-dg/hivol80,1.1832704431276864,1.2220170361988185,0.11077863077652972,-0.13297358521192204,1.1458535010857955,1.1022031339130582,0.13933574083806333,-0.2537106610635026,0.11981390228576028,0.03741694204189083,gross50/spy200,1.257919286349079,0.3955278592375366
broad,EWall,25.0,band3-dg/hivol80,1.1664879284658705,1.1884190062583146,0.10744039084071177,-0.13390731452250293,1.1359109440642108,1.0913501695849346,0.13778891144087635,-0.25391347869315706,0.09706883667338007,0.03057698440165968,gross50/spy200,1.2297693779432628,0.41568914956011727
broad,TOP20,10.0,g200-dg/always,1.093625365192249,0.9217135320015324,0.14279203951730723,-0.23309317722911127,1.0502048070115417,0.9301240819488711,0.14862653950160798,-0.2596966291762923,-0.008410549947338697,0.043420558180707225,ddctl8/spy200,0.9632533382381105,0.15264026402640268
broad,TOP20,25.0,g200-dg/always,0.9521801761832903,0.795080634153901,0.12011696216268697,-0.2344093171709819,0.9096489511984301,0.8066189970303554,0.1257100029253504,-0.26149610286554237,-0.011538362876454489,0.04253122498486017,ddctl8/spy200,0.8295672846119374,0.12605427209387607
broad,V1u,10.0,ddctl8/hivol80,0.7053046455959951,0.543918817894439,0.053072756882055705,-0.22939597811716006,0.6997883642829793,0.5726795060813383,0.05825091721868203,-0.23464470864180642,-0.028760688186899364,0.005516281313015847,ddctl8/spy200,0.5981719379505658,0.3508900550338307
broad,V1u,25.0,g200-dg/breadth20,0.29192357914930134,0.12582757768896002,0.007794565863746383,-0.28802792936609223,0.2853647584069271,0.14599987578246443,0.01003251284669271,-0.28896691802049135,-0.020172298093504404,0.006558820742374238,ddctl8/spy200,0.15443721301851107,0.38391946784199216
small,EWall,10.0,ddctl8/spy200,0.8004987958471853,0.6516645282730028,0.0865760297135878,-0.28742696085929453,0.7737298887497327,0.6366624355474834,0.10089643214031607,-0.36166373582084055,0.015002092725519445,0.02676890709745261,ddctl8/always,0.7042019824504229,0.3094692468772689
small,EWall,25.0,ddctl8/always,0.8017717052033965,0.6830863344772166,0.07553049086706154,-0.23421384151565972,0.7571055453583596,0.6206770724346838,0.09782050310343715,-0.36426007858274967,0.06240926204253272,0.04466615984503686,ddctl8/always,0.6830863344772166,0.4646131279794647
small,TOP20,10.0,vol60-dg/breadth20,0.7046501347954851,0.632655344004941,0.11190079979294887,-0.2369474000861641,0.7008257001354418,0.8091056551333645,0.17097711041046781,-0.30849894580592385,-0.17645031112842358,0.003824434660043341,ddctl8/spy200,0.82310420438429,0.2558032943955001
small,TOP20,25.0,abs12-dg/spy200,0.5683294572790051,0.6889965569127572,0.1386942897491672,-0.3097889357986777,0.566314092974559,0.6962918593916119,0.14135706840808382,-0.3097889357986777,-0.007295302478854682,0.0020153643044460434,ddctl8/always,0.7264140476438068,0.2727356256426794
small,V1u,10.0,g200-dg/spy200,0.5727918746417787,0.5680163636988143,0.07518421318546942,-0.33530828859219375,0.5487617712918087,0.5310569496765438,0.07075009526850029,-0.3402453037647646,0.03695941402227043,0.024030103349970022,ddctl8/spy200,0.6204095129763894,-0.10366859464854475
small,V1u,25.0,g200-dg/spy200,0.2208821148392831,0.2300230528567851,0.023274130514942648,-0.4353483787271816,0.19511263243065874,0.19789328807651987,0.01861917757130116,-0.440945755537582,0.03212976478026522,0.025769482408624367,ddctl8/spy200,0.26308789123703524,-0.10924222522273933
u56,EWall,10.0,band3-dg/hivol80,1.1522035666342914,1.2831117911568428,0.11767392371024066,-0.15495651937696053,1.1099714775734477,1.1357379992068701,0.1381731378987332,-0.2252589051154077,0.1473737919499727,0.042232089060843636,band3-dg/spy200,1.3218148722597132,-0.06011730205278592
u56,EWall,25.0,band3-dg/hivol80,1.1341232611890621,1.2514253632442807,0.11448412517116213,-0.1609115727845548,1.0993258136003343,1.1250416500196643,0.13671134762230652,-0.22547617750089244,0.1263837132246164,0.034797447588727826,band3-dg/spy200,1.2874389331906506,0.0018328445747800585
u56,TOP20,10.0,vol60-dg/hivol80,1.2065320487885074,1.1496798179025065,0.15109798569469213,-0.1769510926757334,1.1869259287603628,1.1676752607259366,0.16638958865609776,-0.22210408719864583,-0.01799544282343013,0.019606120028144547,gross50/spy200,1.217108430096167,0.03922287390029325
u56,TOP20,25.0,vol60-dg/hivol80,1.0883375051070516,1.044705600739048,0.1355120398030336,-0.1780818875476181,1.0692805043296694,1.0721876011978528,0.15087237124064035,-0.22340270136729112,-0.02748200045880478,0.01905700077738226,ddctl8/spy200,1.1258596769981393,0.0439882697947214
u56,V1u,10.0,vol60-dg/always,0.5961099815679317,0.7135835570891119,0.07167644913632909,-0.15672092223908363,0.5961099815679317,0.7135835570891119,0.07167644913632909,-0.15672092223908363,0.0,0.0,abs12-dg/always,0.7450062488279505,0.1954818238863876
u56,V1u,25.0,vol60-dg/always,0.25045220562899934,0.3592038657013107,0.032674555494910607,-0.19948029385500987,0.25045220562899934,0.3592038657013107,0.032674555494910607,-0.19948029385500987,0.0,0.0,abs12-dg/always,0.4021914824024414,0.05997306441562959
