panel,family,shp,gross,turnover_yr,mean_risk_gross,mean_tot_gross,max_tot_gross,mean_names,max_name_w,max_w_spread
U56,KINK,CAP0.015,0.5,2.5253681494177367,0.4576022471910112,1.0,1.000000000000001,38.55662921348315,0.9261435117926569,0.0
U56,KINK,CAP0.015,0.75,3.0004287848382387,0.5756898876404494,1.0,1.0000000000000007,38.55662921348315,0.9261435117926569,0.0
U56,KINK,CAP0.015,1.0,3.0161501053649626,0.5766303370786515,1.0,1.0000000000000007,38.55662921348315,0.9261435117926569,0.0
U56,KINK,CAP0.020,0.5,2.7400466264482253,0.4741348314606741,1.0,1.000000000000001,38.55662921348315,0.901484086314871,0.0
U56,KINK,CAP0.020,0.75,3.506382942083226,0.6719752808988764,1.0,1.0000000000000007,38.55662921348315,0.901484086314871,0.0
U56,KINK,CAP0.020,1.0,3.9918738682526245,0.7675865168539326,1.0,1.0000000000000007,38.545842696629215,0.901484086314871,0.0
U56,KINK,CAP0.030,0.5,2.914061011926053,0.4883640449438203,1.0,1.000000000000001,38.55662921348315,0.8521041905018047,0.0
U56,KINK,CAP0.030,0.75,3.963810322834365,0.7112022471910113,1.0,1.0000000000000009,38.55662921348315,0.8521041905018047,0.0
U56,KINK,CAP0.030,1.0,4.746284143092728,0.9152044943820224,1.0,1.0000000000000009,38.47797752808989,0.8521041905018047,0.0
U56,KINK,CAND,0.5,3.0503439058316064,0.5,1.0,1.000000000000001,38.55662921348315,0.587362320994214,0.0
U56,KINK,CAND,0.75,4.394572810632718,0.75,1.0,1.0000000000000004,38.55662921348315,0.37889855859683386,0.0
U56,KINK,CAND,1.0,5.679032812388822,1.0,1.0,1.0000000000000007,38.43685393258427,0.22277389017616123,0.0
U56,SMOOTH,A0.25,0.5,2.5395788811614155,0.45384491005717914,1.0,1.0000000000000009,38.55662921348315,0.757823606960209,0.0
U56,SMOOTH,A0.25,0.75,3.733300073609205,0.6807673650857688,1.0,1.0000000000000009,38.55662921348315,0.6359976484754225,0.0
U56,SMOOTH,A0.25,1.0,4.931815213749034,0.9076898201143583,1.0,1.0000000000000007,38.55662921348315,0.5136758449846114,0.0
U56,SMOOTH,A0.50,0.5,2.2265049048947945,0.41551650761322534,1.0,1.0000000000000009,38.55662921348315,0.8577004888040318,0.0
U56,SMOOTH,A0.50,0.75,3.295655989490693,0.6232747614198381,1.0,1.0000000000000007,38.55662921348315,0.786296228474502,0.0
U56,SMOOTH,A0.50,1.0,4.366037644967036,0.8310330152264507,1.0,1.0000000000000007,38.55662921348315,0.7147214881394539,0.0
U56,SMOOTH,A1.00,0.5,1.870328195004679,0.3550613657941608,1.0,1.0000000000000009,38.55662921348315,0.9553571428571429,0.0
U56,SMOOTH,A1.00,0.75,2.789877261919385,0.5325920486912413,1.0,1.0000000000000009,38.55662921348315,0.9330357142857143,0.0
U56,SMOOTH,A1.00,1.0,3.7126178503948917,0.7101227315883216,1.0,1.0000000000000007,38.55662921348315,0.9107142857142857,0.0
U56,SMOOTH,A2.00,0.5,1.9417321444255167,0.2721185794044213,1.0,1.000000000000001,38.55662921348315,0.9960140306122449,0.0
U56,SMOOTH,A2.00,0.75,2.919341014262934,0.408177869106632,1.0,1.0000000000000009,38.55662921348315,0.9940210459183674,0.0
U56,SMOOTH,A2.00,1.0,3.906760798036958,0.5442371588088426,1.0,1.0000000000000007,38.55662921348315,0.9920280612244898,0.0
B136,KINK,CAP0.015,0.5,3.273498281364507,0.49208183453237403,1.0,1.0000000000000009,93.29361510791367,0.9111365343681626,0.0
B136,KINK,CAP0.015,0.75,4.518014645463427,0.7245121402877698,1.0,1.0000000000000009,93.29361510791367,0.9111365343681626,0.0
B136,KINK,CAP0.015,1.0,5.533606859547995,0.9434251348920862,1.0,1.0000000000000009,93.20098920863309,0.9111365343681626,0.0
B136,KINK,CAP0.020,0.5,3.3254513325893997,0.49507194244604313,1.0,1.0000000000000009,93.29361510791367,0.8814660319309914,0.0
B136,KINK,CAP0.020,0.75,4.6751254264368125,0.7356632194244604,1.0,1.0000000000000009,93.29361510791367,0.8814660319309914,0.0
B136,KINK,CAP0.020,1.0,5.829629100658772,0.9660161870503597,1.0,1.0000000000000009,93.19671762589928,0.8814660319309914,0.0
B136,KINK,CAP0.030,0.5,3.3785970629533617,0.49784847122302156,1.0,1.0000000000000009,93.29361510791367,0.8220508210905928,0.0
B136,KINK,CAP0.030,0.75,4.792014636346087,0.7426079136690648,1.0,1.0000000000000009,93.29361510791367,0.8220508210905928,0.0
B136,KINK,CAP0.030,1.0,6.075522236622382,0.9841636690647481,1.0,1.0000000000000009,93.18570143884892,0.8220508210905928,0.0
B136,KINK,CAND,0.5,3.4081453709963627,0.5,1.0,1.0000000000000009,93.29361510791367,0.5748430872574826,0.0
