panel,family,shp,gross,turnover_yr,mean_risk_gross,mean_tot_gross,max_tot_gross,mean_names,max_name_w,max_w_spread
B136,KINK,CAND,0.75,4.906022705624986,0.75,1.0,1.0000000000000009,93.29361510791367,0.3603535583487896,0.0
B136,KINK,CAND,1.0,6.3167439960259175,1.0,1.0,1.0000000000000009,93.17378597122303,0.14834160644380268,0.0
B136,SMOOTH,A0.25,0.5,2.788251941789055,0.45378355034915857,1.0,1.000000000000001,93.29361510791367,0.792975415055003,0.0
B136,SMOOTH,A0.25,0.75,4.110417219727711,0.6806753255237378,1.0,1.0000000000000009,93.29361510791367,0.6890106884889822,0.0
B136,SMOOTH,A0.25,1.0,5.452888558578929,0.9075671006983171,1.0,1.0000000000000009,93.29361510791367,0.5847425788424168,0.0
B136,SMOOTH,A0.50,0.5,2.4333684077605495,0.41541257269822973,1.0,1.0000000000000013,93.29361510791367,0.8990342238717127,0.0
B136,SMOOTH,A0.50,0.75,3.6153554776056183,0.6231188590473448,1.0,1.0000000000000009,93.29361510791367,0.8484438042783561,0.0
B136,SMOOTH,A0.50,1.0,4.81270846757087,0.8308251453964595,1.0,1.0000000000000007,93.29361510791367,0.7977814932555292,0.0
B136,SMOOTH,A1.00,0.5,2.0237237076660994,0.35470893700906836,1.0,1.000000000000001,93.29361510791367,0.9759396662767708,0.0
B136,SMOOTH,A1.00,0.75,3.032322982069205,0.5320634055136026,1.0,1.000000000000001,93.29361510791367,0.9639033962386853,0.0
B136,SMOOTH,A1.00,1.0,4.060172545585134,0.7094178740181367,1.0,1.000000000000001,93.29361510791367,0.951863054663572,0.0
B136,SMOOTH,A2.00,0.5,2.017523727570069,0.27102243444104523,1.0,1.000000000000001,93.29361510791367,0.9986311492594713,0.0
B136,SMOOTH,A2.00,0.75,3.0478703328823213,0.40653365166156785,1.0,1.0000000000000009,93.29361510791367,0.997946704137913,0.0
B136,SMOOTH,A2.00,1.0,4.098192305803122,0.5420448688820905,1.0,1.0000000000000009,93.29361510791367,0.9972622458483176,0.0
