panel,N,gross,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is_CAGR,is_Sharpe,is_MaxDD,turnover,wdev,pass4a,fail4a,pass4b,fail4b,m4b_DD,m4b_CAGR,m4b_OOS,spy_sharpe,live_sharpe,is_sharpe
U56,10,0.3,0.0680180053350734,1.1061557840775056,-0.08740564749881763,0.06999153808979575,1.223952936211425,-0.07644377043238848,0.06604811263860921,1.0097898430073613,-0.08740564749881741,0.07076055996205399,1.0978592263509495,-0.08740564749881741,0.06469185760805907,1.1214363513631458,-0.07644377043238848,1.211317582862491,5.551115123125783e-17,False,"H1,H2",False,CAGR,11.489808770522487,-3.7840184065630402,0.22401907929623588,0.8844382267420076,1.2011323521926403,1.1214363513631458
U56,10,0.35,0.07942372497005246,1.1064135059752307,-0.10140057651278267,0.08181750756361272,1.22434093217922,-0.08899413330672123,0.07703523919879851,1.0099297532804168,-0.10140057651278267,0.08261286496455056,1.0980628022027952,-0.10140057651278245,0.07555761401271144,1.1217611325129058,-0.08899413330672123,1.4044866140433974,5.551115123125783e-17,False,"H1,H2",False,CAGR,10.090315869125982,-2.643446443065135,0.2242226551480816,0.8844382267420076,1.2011323521926403,1.1217611325129058
U56,10,0.4,0.09084314874749055,1.1066612301831331,-0.11523538544188927,0.0936848414454945,1.224717984646896,-0.10148556020688615,0.08800883954524652,1.0100607069001928,-0.11523538544188983,0.0944749192602885,1.0982565691951196,-0.11523538544188994,0.0864422708288608,1.1220757300479627,-0.10148556020688615,1.5957718402980974,5.551115123125783e-17,False,"H1,H2",False,CAGR,8.706834976215323,-1.5015040653213254,0.22441642214040602,0.8844382267420076,1.2011323521926403,1.1220757300479627
U56,10,0.45,0.10227383774995791,1.1068985289567639,-0.12891138400800894,0.10559176819366556,1.2250844489069783,-0.11391590394774698,0.09896586456420553,1.0101815971079713,-0.12891138400800894,0.10634391216004957,1.0984401181277708,-0.12891138400800928,0.09734381233364986,1.1223796869072142,-0.11391590394774698,1.7854401451653155,5.551115123125783e-17,False,"H1,H2,DD",False,CAGR,7.339235119603354,-0.3584351650745901,0.22459997107305718,0.8844382267420076,1.2011323521926403,1.1223796869072142
U56,10,0.5,0.11371326836163798,1.1071248159112683,-0.14243006902914235,0.11753649752486806,1.2254406751718812,-0.12628382570064522,0.10990311893340321,1.0102909996340304,-0.1424300690291419,0.11821686051572988,1.0986122453318101,-0.14243006902914213,0.10826024371043363,1.122673242994608,-0.12628382570064522,1.9737921124921092,1.1102230246251565e-16,False,"H1,H2,DD",True,-,5.987366617490014,0.7855078960934168,0.22477209827709654,0.8844382267420076,1.2011323521926403,1.122673242994608
U56,10,0.55,0.12515874738607335,1.1073386060595407,-0.15579296007839705,0.1295169359547268,1.2257846914622899,-0.13858812728035397,0.12081737468533205,1.010387881768966,-0.15579296007839694,0.13009070991556104,1.098771813439767,-0.15579296007839738,0.11918928170140064,1.122954454114716,-0.13858812728035397,2.161230012760726,0.0,False,"H1,H2,DD",True,-,4.6510775125645445,1.9300557985369546,0.22493166638505346,0.8844382267420076,1.2011323521926403,1.122954454114716
U56,10,0.6,0.1366076371500513,1.10753992080054,-0.16900105162716828,0.14153111188311795,1.2261164822827948,-0.1508271455549306,0.13170539758367816,1.0104722376546973,-0.16900105162716794,0.14196234244005157,1.0989184523900637,-0.16900105162716828,0.13012884183098783,1.123223842786581,-0.1508271455549306,2.34807005995168,1.1102230246251565e-16,False,"H1,H2,DD",True,-,3.3302683576874212,3.07494477493475,0.22507830533535012,0.8844382267420076,1.2011323521926403,1.123223842786581
U56,10,0.65,0.14805717792229456,1.1077281777578203,-0.18205584346141002,0.15357676590507108,1.2264344800670683,-0.16299975853126025,0.14256399984339252,1.0105443685906523,-0.1820558434614098,0.15382867565650749,1.099052186167782,-0.1820558434614099,0.14107652771720547,1.1234800199669397,-0.16299975853126025,2.534689238907434,1.1102230246251565e-16,False,"H1,H2,DD",True,-,2.0247891742632476,4.219898852159075,0.22521203911306842,0.8844382267420076,1.2011323521926403,1.1234800199669397
U56,10,0.7,0.15950452378362234,1.1079027545715572,-0.1949584277285763,0.1656516080050099,1.2267376670188372,-0.17510435500387378,0.1533898563188063,1.010603997805986,-0.1949584277285763,0.16568658878736686,1.099173179996725,-0.1949584277285763,0.15202979952841056,1.1237212931574725,-0.17510435500387378,2.721494658688243,1.1102230246251565e-16,False,"H1,H2,DD",True,-,0.734530747546619,5.364633438291853,0.22533303294201146,0.8844382267420076,1.2011323521926403,1.1237212931574725
U56,10,0.75,0.17094663738700344,1.108062300968185,-0.20771054704131287,0.17775336069022107,1.2270253265899154,-0.1871393096766969,0.16417925295020108,1.0106491570602887,-0.2077105470413132,0.17753250655932518,1.099279437937749,-0.20771054704131287,0.16298624244411353,1.123947156881482,-0.1871393096766969,2.909004383996069,1.1102230246251565e-16,False,"H1,H2,DD",False,DD,-0.5406811837270376,6.508844798629963,0.2254392908830355,0.8844382267420076,1.2011323521926403,1.123947156881482
