panel,book,arm,kind,conv,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,gross,TO,m_H1,m_H2,m_OOS,m_DD,m_CAGR,IS_m_H1,IS_m_H2,IS_m_DD,IS_m_CAGR,pass4b,fail4b,n_fail,floor_only,pass4a,pareto,book129
u56,EWall,g200-dg,gate,dg,10.0,0.0820244315824139,1.1711820871541068,-0.12011675258999577,1.1807379505267899,1.165188193687011,1.05475910131451,0.07117759167810656,-0.08704843210640845,0.09105842375708106,1.2628581235218095,-0.12011675258999555,0.5323201557601879,3.1357133438424674,0.22411791792309843,0.331172256044569,0.38084735633952527,0.0821866591103938,-0.024571883323552313,0.032622886531967876,0.2396961256406105,0.045323237564476565,-0.033533971965416645,False,CAGR,1,True,True,False,EWall
u56,EWall,g200-dg,gate,dg,25.0,0.0769481395725482,1.1033152355178564,-0.12079145061483709,1.1121595073728183,1.097803688098919,0.9855097575873483,0.06620293718889725,-0.09099645885623775,0.08589709240623744,1.196046729815989,-0.12079145061483687,0.5323201557601879,3.1357133438424674,0.15553947476912688,0.26378775045647707,0.3140359626337047,0.08151196108555248,-0.029648175333418014,-0.030715857171509042,0.1618740941861927,0.04137521081464726,-0.03850862645462595,False,CAGR,1,True,True,False,EWall
u56,EWall,g200-rw,gate,rw,25.0,0.1028300216789182,0.9816354478187442,-0.18898692082638613,1.0530504697277103,0.9301972371783876,0.9507261387853186,0.09250596399028632,-0.11876817045770038,0.11142335315888863,1.0071789681137022,-0.18898692082638602,0.7502393824020653,7.615898615619929,0.09643043712401889,0.09618129953594567,0.125168200931418,0.01331649087400344,-0.003766293227048023,-0.04598801894572058,0.07584677607879597,0.013603499213184628,-0.012205599653236879,False,CAGR,1,True,False,False,EWall
u56,EWall,band3-dg,gate,dg,10.0,0.08660009294734339,1.2056219490390438,-0.12054942313126804,1.225930875264405,1.1908384783945227,1.1042593710951487,0.07609422682833555,-0.07887438111081335,0.09534722887472857,1.285072363206482,-0.12054942313126815,0.532752804375372,1.7745075061261604,0.2693108426607135,0.35682254075208075,0.4030615960241978,0.08175398856912153,-0.01999622195862283,0.0796354129105985,0.28799031206842196,0.05349728856007166,-0.028617336815187647,False,CAGR,1,True,True,False,EWall
u56,EWall,band3-dg,gate,dg,25.0,0.08371217051382152,1.168046810053237,-0.12092631068492754,1.1881013684970718,1.1533810545401453,1.0656908015460567,0.07326122788597633,-0.0818492041209703,0.0924133776660172,1.2482435320727505,-0.12092631068492765,0.532752804375372,1.7745075061261604,0.23148133589338038,0.3193651168977033,0.3662327648904663,0.08137710101546203,-0.0228841443921447,0.04087487080662178,0.24901670629545425,0.050522465549914714,-0.03145033575754687,False,CAGR,1,True,True,True,EWall
u56,EWall,abs12-dg,gate,dg,10.0,0.08680915467375638,1.0901036422767063,-0.14824441053505055,1.162900881815403,1.0329358341115729,1.03934373677004,0.0782161480390442,-0.09447867388571762,0.09395205869126277,1.1301177607725499,-0.14824441053505044,0.5508016705431703,2.3454947069194434,0.20628084921171153,0.19891989646913089,0.24810699359026567,0.054059001165339016,-0.019787160232209833,-0.06567787602218977,0.35048362039039294,0.03789299578516739,-0.026495415604479003,False,CAGR,1,True,False,False,EWall
u56,EWall,abs12-dg,gate,dg,25.0,0.08299326988038236,1.0457035034033249,-0.14876270941568925,1.1184106606552584,0.9883902287946185,0.995025244645093,0.0746295495972733,-0.0958988230818536,0.08994440513063529,1.0855802355757702,-0.1487627094156898,0.5508016705431703,2.3454947069194434,0.16179062805156696,0.1543742911521765,0.203569468393486,0.053540702284700314,-0.023603045025583858,-0.10680691367443662,0.3008538297939698,0.03647284658903141,-0.030082014046249897,False,CAGR,1,True,True,False,EWall
u56,EWall,v1gate-dg,gate,dg,10.0,0.07328024505513198,1.1133618338459916,-0.10885885983995469,1.0702454003427224,1.1548248222092872,0.9453712093664672,0.06152074806364327,-0.08863630532652222,0.08308278066691521,1.2517314653291065,-0.10885885983995414,0.519140508290779,3.293645131359147,0.11362536773903098,0.3208088845668452,0.3697206981468223,0.09344455186043488,-0.03331606985083424,-0.03525337823543506,0.0776879553439449,0.04373536434436279,-0.04319081557987993,False,CAGR,1,True,True,False,EWall
u56,EWall,v1gate-dg,gate,dg,25.0,0.06799192649466024,1.0378221315184895,-0.10954609064330223,0.9955485328490933,1.0784556692600797,0.8701406668142179,0.056319280177012265,-0.09261768099281498,0.07772182177855003,1.1759731141087129,-0.10954609064330245,0.519140508290779,3.293645131359147,0.03892850024540184,0.24443973161763777,0.29396234692642864,0.09275732105708734,-0.03860438841130598,-0.10311930914140777,-0.008003535613186452,0.039753988678070035,-0.048392283466510935,False,CAGR,1,True,True,False,EWall
u56,EWall,v1gate-rw,gate,rw,10.0,0.1040491811310249,1.0490288480160836,-0.15874704847794507,1.06846717048947,1.0344959688835331,0.9696219470490614,0.09295248819931046,-0.11203585762622337,0.11329149227062874,1.111874408264675,-0.1587470484779454,0.750208588560075,8.208759352934159,0.11184713788577849,0.20048003124109115,0.22986364108239077,0.043556363222444494,-0.0025471337749413125,-0.007686416020020181,0.07099070208391778,0.020335812044661644,-0.011759075444212744,False,CAGR,1,True,False,False,EWall
