cell,source,N,phi,inband,r_in,r_out,avoided,disp,rho,negdrift,ewvol,IS_ctl,IS_bestgated,IS_argmax,D_is,ctl_wins_is,OOS_ctl,OOS_bestgated,D_oos,ctl_wins_oos,OOS_CAGR_ctl,OOS_MaxDD_ctl
broad|k0|N24|s0,broad136,24,0.0,0.749581976590689,0.2363974512765502,0.1481874950484458,0.0882099562281044,0.20615659479876475,0.36693895713409924,0.0,0.17051956495045242,1.2599696916179028,1.090292234017981,control,0.1696774575999218,True,1.1300656038664851,1.1161641693485436,0.013901434517941569,True,0.2046947166688282,-0.3148754869153175
broad|k0|N24|s1,broad136,24,0.0,0.7437640602210082,0.23903508104339408,0.10685447927833988,0.1321806017650542,0.1754935858996869,0.4600535349253471,0.0,0.17282785496888925,1.1825496269412084,1.2121684223543843,b0-g1.00-M,-0.029618795413175913,False,1.0714459128407394,1.1817935337224594,-0.11034762088172001,False,0.1988733552764943,-0.3505869524518618
broad|k0|N24|s2,broad136,24,0.0,0.7253152876038143,0.2171819912346666,0.10773251220351354,0.10944947903115307,0.1933180075580143,0.4039600966991767,0.0,0.17216929332850173,1.0882091681473398,1.0208895186462552,control,0.0673196495010846,True,1.0707082605860843,1.1262264872480765,-0.05551822666199224,False,0.19407150568174902,-0.3412270129445014
broad|k0|N56|s0,broad136,56,0.0,0.726002134391792,0.23076817295749602,0.12094557975646625,0.10982259320102977,0.2076729424028262,0.4411359371117594,0.017857142857142856,0.18570088478975424,1.0783696706371408,0.9971303790117386,control,0.08123929162540222,True,1.125085094358587,1.1575389356695018,-0.03245384131091478,False,0.21286866510259883,-0.363098927156431
broad|k0|N56|s1,broad136,56,0.0,0.7315503046653332,0.26738582835645763,0.1096196139236531,0.15776621443280453,0.21784868417578457,0.40924487531463183,0.017857142857142856,0.18281076102025245,1.2263145030670575,1.1656853128359312,control,0.06062919023112623,True,1.1118042945259146,1.1458717606331517,-0.0340674661072371,False,0.20560582632606317,-0.33974755956366465
broad|k0|N56|s2,broad136,56,0.0,0.7273254214642197,0.28838350117671807,0.10395244476183013,0.18443105641488794,0.23309561729845754,0.39403887863965636,0.017857142857142856,0.18744997723228188,1.2713974354995605,1.253774458250769,control,0.01762297724879147,True,1.0858183295948332,1.1873850811675186,-0.10156675157268547,False,0.20685794041299777,-0.35497892776426465
broad|k0|N120|s0,broad136,120,0.0,0.7256951555029248,0.2500377960514064,0.1089470562810275,0.14109073977037892,0.21738930958570318,0.42882015348666025,0.008333333333333333,0.18246603005724185,1.1553849295136367,1.098410554840397,control,0.056974374673239625,True,1.0946236868799502,1.1443717148145198,-0.04974802793456967,False,0.2013871942166785,-0.3479838392337967
broad|k0|N120|s1,broad136,120,0.0,0.7281970920552385,0.24794762135678627,0.11289756548897065,0.13505005586781563,0.21394718845319216,0.4271587199243389,0.008333333333333333,0.1808953723588809,1.1655230932325404,1.1036439170747436,control,0.06187917615779681,True,1.0830709501290434,1.125025351842213,-0.041954401713169664,False,0.19684414349014157,-0.34665575743991695
broad|k0|N120|s2,broad136,120,0.0,0.7258598737456928,0.24736208739191765,0.11036305589912743,0.13699903149279022,0.21389748505463715,0.4278038976918896,0.008333333333333333,0.1808764158460052,1.1577294019863213,1.0931612097946257,control,0.06456819219169563,True,1.0772192832507275,1.1197569181715923,-0.04253763492086482,False,0.1952622044598875,-0.34678054429198657
broad|k2|N24|s0,broad136,24,0.08333333333333333,0.7084786580302276,0.22110672866567543,0.10911545243073356,0.11199127623494187,0.17948673338380042,0.4069716778511035,0.0,0.18439315541973944,1.0117462248710964,1.011872596680878,b0-g1.00-M,-0.0001263718097814781,False,0.9621028014330002,0.9416169553415783,0.0204858460914219,True,0.17300592812158744,-0.3530974078015412
broad|k2|N24|s1,broad136,24,0.08333333333333333,0.7161241656761452,0.20904320272015292,0.11226334971732754,0.09677985300282538,0.19061771443545053,0.3078441563100899,0.0,0.15475868284553182,1.1838138715336672,1.239141788714076,b0.045-g1.00-M,-0.05532791718040886,False,1.1272178529546226,1.103844112874172,0.023373740080450567,True,0.18274116632439252,-0.31637561161241423
broad|k2|N24|s2,broad136,24,0.08333333333333333,0.7181438742941321,0.23339808987508123,0.045128715183272515,0.1882693746918087,0.20541998854439683,0.33628184132513994,0.041666666666666664,0.14740784759411452,1.2247406423781997,1.2801689285035316,b0.06-g1.00-W,-0.055428286125331905,False,1.0554590814026519,1.0656421575709147,-0.010183076168262861,False,0.1695368264922683,-0.3081675251992281
broad|k2|N56|s0,broad136,56,0.03571428571428571,0.7285968369946643,0.23552894623443243,0.11339376803236083,0.1221351782020716,0.20521775392052138,0.4151991843274779,0.017857142857142856,0.17940086493090648,1.1217547314365852,1.0367572216652077,control,0.08499750977137754,True,1.065576919194503,1.0910026995251276,-0.025425780330624592,False,0.19302134163421836,-0.35406963962310123
broad|k2|N56|s1,broad136,56,0.03571428571428571,0.7179494395197223,0.27145334312607156,0.11330596131124096,0.1581473818148306,0.23339029399157493,0.38408011703109235,0.0,0.18714602503174493,1.2099217429375502,1.196150108277613,control,0.013771634659937249,True,1.0851164380780765,1.1871388544309143,-0.10202241635283782,False,0.1997352585411578,-0.33865981127522005
broad|k2|N56|s2,broad136,56,0.03571428571428571,0.7440425891499071,0.23661060727314415,0.11897637853643657,0.11763422873670758,0.20081297460212377,0.39836303118019784,0.017857142857142856,0.16410636444613944,1.2544911264394303,1.1566879707636666,control,0.0978031556757637,True,1.0838915866436258,1.147241748205263,-0.0633501615616372,False,0.18660408969873088,-0.3234316082453782
broad|k2|N120|s0,broad136,120,0.016666666666666666,0.7239810618930165,0.24775056385548944,0.10406707108797845,0.14368349276751097,0.2184320492975432,0.39896495452135483,0.008333333333333333,0.17580436598345583,1.1796552130904205,1.1211001204354243,control,0.058555092654996255,True,1.098493161112956,1.1529257215115096,-0.0544325603985536,False,0.19616579962122982,-0.3370077376567896
broad|k2|N120|s1,broad136,120,0.016666666666666666,0.7265479151977935,0.24574198563971517,0.10544602286353533,0.14029596277617984,0.21717420124285763,0.4111890212897121,0.008333333333333333,0.1776681181853937,1.1632698222872364,1.0985890534636262,control,0.06468076882361018,True,1.0906105580046939,1.146590558668873,-0.055980000664179075,False,0.19604039134037965,-0.3397054247342294
broad|k2|N120|s2,broad136,120,0.016666666666666666,0.7254770151273673,0.24735380281233485,0.10366890661600793,0.1436848961963269,0.21658830362088896,0.39917936864171155,0.008333333333333333,0.1736173857356661,1.1948341689306372,1.130586272871182,control,0.06424789605945525,True,1.1095658565717457,1.1576041577593392,-0.04803830118759356,False,0.19741999966575996,-0.33309893309125493
broad|k4|N24|s0,broad136,24,0.16666666666666666,0.70865015922532,0.2181478030896179,0.09836885392424291,0.11977894916537499,0.20797226171031,0.2912861860133597,0.041666666666666664,0.16797986653226057,1.0719834889066855,1.1159684575812316,b0-g1.00-M,-0.043984968674546154,False,1.0137113904453576,1.0871235237965742,-0.07341213335121655,False,0.16150672884078676,-0.326187724192498
broad|k4|N24|s1,broad136,24,0.16666666666666666,0.6889659694168905,0.24584834029202296,0.05994351149296683,0.18590482879905612,0.20734399140417895,0.33243091424476284,0.08333333333333333,0.17435604836247068,1.0750808640518756,1.054640140839202,control,0.02044072321267354,True,1.028939348386479,1.0227978602979568,0.006141488088522218,True,0.1786318179131181,-0.3281762670051209
broad|k4|N24|s2,broad136,24,0.16666666666666666,0.7523450531834233,0.19724412431539665,0.07906713225451463,0.11817699206088202,0.1854066138465599,0.28974668885943144,0.041666666666666664,0.14595430817538582,1.133464703743372,1.1474879033752345,b0.03-g1.00-M,-0.014023199631862493,False,0.995525523408633,1.0742075115275114,-0.07868198811887839,False,0.1507998897746088,-0.3132693117804959
broad|k4|N56|s0,broad136,56,0.07142857142857142,0.7218345505821101,0.2422809587199821,0.09237656854002585,0.14990439017995624,0.2118669981687605,0.3861165289083639,0.0,0.1715840519537776,1.161333960680279,1.1099888266229478,control,0.05134513405733121,True,1.0394862856746796,1.0954870157339167,-0.056000730059237114,False,0.18205576734830387,-0.3183088514618446
broad|k4|N56|s1,broad136,56,0.07142857142857142,0.7147659861419231,0.23452335006102898,0.09361111168588104,0.14091223837514794,0.21001352529455733,0.36285171999163013,0.017857142857142856,0.16725851126853467,1.164196004060175,1.0481037435343,control,0.11609226052587518,True,1.099810450563015,1.184505680604384,-0.08469523004136903,False,0.19556938970117344,-0.3378745731977185
broad|k4|N56|s2,broad136,56,0.07142857142857142,0.7198995701297219,0.2304825641547991,0.11572640066101372,0.11475616349378537,0.2130365075318157,0.3335195581859066,0.017857142857142856,0.1658343234632881,1.1888704549663118,1.0994891389597208,control,0.08938131600659105,True,1.110023419547913,1.1295167876087908,-0.019493368060877758,False,0.19143614343929238,-0.33062729173197114
broad|k4|N120|s0,broad136,120,0.03333333333333333,0.716568874484699,0.24860193231011576,0.08972806282824582,0.15887386948186993,0.22183578808267487,0.40372028159631057,0.025,0.17548518541025257,1.1563333803168543,1.1193057760879692,control,0.03702760422888507,True,1.0896801394889353,1.1369363456686699,-0.04725620617973458,False,0.19231382310656664,-0.3377806797888432
