panel,dial,book_dTurn,null_dTurn,null_vol,predicted,observed
U56,D1_CADENCE,-5.8729338519550085,-27.126363013863607,0.10170808730867154,0.2667080242256295,0.2879812389812889
U56,D2_GROSS,-6.9246869322952165,-24.30339937340145,0.1357372520323831,0.17904738021072755,-0.0012134126843315052
U56,D3_WIDTH,-7.144909376023961,-26.833555521041447,0.11560330855906024,0.23211753932918386,0.1899829094491169
U56,D4_ELIG,1.5101994924712159,-1.9931713603923313,0.10170808730867154,0.019596980074389772,-0.027420343816649595
U56,D5_BAND,-1.7447563212448725,0.6403869643793669,0.06996294258863783,-0.009153230848860371,-0.00874707087839427
B136,D1_CADENCE,-7.381904252532426,-43.50050320644863,0.10789006103268377,0.40319286864867715,0.4275838988369496
B136,D2_GROSS,-9.009242748712195,-38.07993785414085,0.14402951772382622,0.2643898171426109,-0.0020344611589039052
B136,D3_WIDTH,-7.1111409997210835,-12.322595922387258,0.12713138052206707,0.09692804303535694,0.03629849964907195
B136,D4_ELIG,2.1991566367015825,-2.327256993992762,0.10789006103268377,0.02157063377031321,-0.04151036747517747
B136,D5_BAND,-1.7913406058850188,-0.023267876621661188,0.07176134215062231,0.00032423970795896563,0.0054858946789375085
SMALL,D1_CADENCE,-10.607716693238894,-51.44171608465377,0.13448197176823298,0.3825175628247683,0.41127093029608397
SMALL,D2_GROSS,-13.450558855442479,-44.789904762773745,0.17968694712519173,0.24926632390035355,-0.002006005088531093
SMALL,D3_WIDTH,-9.331833037255251,-4.583286544338904,0.16169166086198286,0.02834584368733225,-0.07743618889463648
SMALL,D4_ELIG,5.170289186368215,-3.3961121081962915,0.13448197176823298,0.02525328907319392,-0.055111511683324454
SMALL,D5_BAND,-1.6242150225317085,-0.08327497302622788,0.07000364136141254,0.0011895805904766944,0.007040187443936169
