panel,pair_kind,pair,se_basis,L,n_units,dS,se,t
U56,P_NULL,0,S_IID,21,600,-0.121092861878076,0.07003453434090622,-1.7290450064054657
U56,P_NULL,0,S_IID,63,600,-0.121092861878076,0.07347911796215041,-1.64799013973537
U56,P_NULL,0,S_IID,126,600,-0.121092861878076,0.07067563013916589,-1.7133609086984383
U56,P_NULL,0,S_IID,252,600,-0.121092861878076,0.0714050227633518,-1.6958591593675143
U56,P_NULL,0,S_IID,504,600,-0.121092861878076,0.07449610131986541,-1.6254926060913866
U56,P_NULL,0,S_BLOCK,21,600,-0.121092861878076,0.0676906567812295,-1.788915452090204
U56,P_NULL,0,S_BLOCK,63,600,-0.121092861878076,0.06424345270093398,-1.8849058820326374
U56,P_NULL,0,S_BLOCK,126,600,-0.121092861878076,0.06580596974375637,-1.8401501011170072
U56,P_NULL,0,S_BLOCK,252,600,-0.121092861878076,0.06648369755559966,-1.8213918047624718
U56,P_NULL,0,S_BLOCK,504,600,-0.121092861878076,0.058240894853076895,-2.079172412847613
U56,P_NULL,0,S_FOLD,21,211,-0.121092861878076,0.09543310791409951,-1.268876855473188
U56,P_NULL,0,S_FOLD,63,71,-0.121092861878076,0.08766787652579107,-1.381268335414188
U56,P_NULL,0,S_FOLD,126,36,-0.121092861878076,0.09592569583993847,-1.262361047452097
U56,P_NULL,0,S_FOLD,252,18,-0.121092861878076,0.09041049631508535,-1.3393672948775879
U56,P_NULL,0,S_FOLD,504,9,-0.121092861878076,0.04765508055446405,-2.541027325296017
U56,P_NULL,1,S_IID,21,600,-0.05636976300069707,0.07211772605213392,-0.7816353355338376
U56,P_NULL,1,S_IID,63,600,-0.05636976300069707,0.07207471347707105,-0.7821017979992365
U56,P_NULL,1,S_IID,126,600,-0.05636976300069707,0.06908695755596875,-0.8159248141015731
U56,P_NULL,1,S_IID,252,600,-0.05636976300069707,0.07507379515516187,-0.7508580441976129
U56,P_NULL,1,S_IID,504,600,-0.05636976300069707,0.07509766229471475,-0.7506194104881515
U56,P_NULL,1,S_BLOCK,21,600,-0.05636976300069707,0.06835925199169186,-0.8246105883011717
U56,P_NULL,1,S_BLOCK,63,600,-0.05636976300069707,0.07342531987272274,-0.7677155931824309
U56,P_NULL,1,S_BLOCK,126,600,-0.05636976300069707,0.08354695985620722,-0.6747075309229102
U56,P_NULL,1,S_BLOCK,252,600,-0.05636976300069707,0.07501719386182627,-0.7514245748051334
U56,P_NULL,1,S_BLOCK,504,600,-0.05636976300069707,0.061042230146689164,-0.9234551697281735
U56,P_NULL,1,S_FOLD,21,211,-0.05636976300069707,0.0857606183723639,-0.6572919373778916
U56,P_NULL,1,S_FOLD,63,71,-0.05636976300069707,0.08309906627911706,-0.6783441201536448
U56,P_NULL,1,S_FOLD,126,36,-0.05636976300069707,0.08877511595169502,-0.6349725640614134
U56,P_NULL,1,S_FOLD,252,18,-0.05636976300069707,0.06696341726983746,-0.8417993779132876
U56,P_NULL,1,S_FOLD,504,9,-0.05636976300069707,0.07832057762951262,-0.7197311958978188
U56,P_NULL,2,S_IID,21,600,-0.0047763930707157565,0.06854049346304933,-0.06968717074222328
U56,P_NULL,2,S_IID,63,600,-0.0047763930707157565,0.07157010408780053,-0.06673726595194258
U56,P_NULL,2,S_IID,126,600,-0.0047763930707157565,0.07401011785202381,-0.06453702830558519
U56,P_NULL,2,S_IID,252,600,-0.0047763930707157565,0.07558252079970376,-0.06319441347257204
U56,P_NULL,2,S_IID,504,600,-0.0047763930707157565,0.07096074742149146,-0.06731035458723422
U56,P_NULL,2,S_BLOCK,21,600,-0.0047763930707157565,0.07065106392270909,-0.06760539481671556
U56,P_NULL,2,S_BLOCK,63,600,-0.0047763930707157565,0.06460793456720024,-0.0739288928320053
U56,P_NULL,2,S_BLOCK,126,600,-0.0047763930707157565,0.06435905309071946,-0.07421478162494143
U56,P_NULL,2,S_BLOCK,252,600,-0.0047763930707157565,0.06331306515925439,-0.07544087557128162
U56,P_NULL,2,S_BLOCK,504,600,-0.0047763930707157565,0.05735440296536391,-0.0832785771233675
U56,P_NULL,2,S_FOLD,21,211,-0.0047763930707157565,0.08858546659864504,-0.053918472793694286
U56,P_NULL,2,S_FOLD,63,71,-0.0047763930707157565,0.08087911011838868,-0.05905595479134476
U56,P_NULL,2,S_FOLD,126,36,-0.0047763930707157565,0.08397330523070629,-0.05687989841049136
U56,P_NULL,2,S_FOLD,252,18,-0.0047763930707157565,0.05618508940705169,-0.0850117552739229
U56,P_NULL,2,S_FOLD,504,9,-0.0047763930707157565,0.037884917023988864,-0.12607637671982566
U56,P_NULL,3,S_IID,21,600,-0.020758608483346985,0.07327013645934866,-0.2833160887432517
U56,P_NULL,3,S_IID,63,600,-0.020758608483346985,0.06981200126957954,-0.29735014189304604
U56,P_NULL,3,S_IID,126,600,-0.020758608483346985,0.07320911360483202,-0.28355224453881184
U56,P_NULL,3,S_IID,252,600,-0.020758608483346985,0.07302535986093474,-0.2842657471716466
U56,P_NULL,3,S_IID,504,600,-0.020758608483346985,0.0746827646355466,-0.27795715095242407
U56,P_NULL,3,S_BLOCK,21,600,-0.020758608483346985,0.0708255540597123,-0.29309489715880815
U56,P_NULL,3,S_BLOCK,63,600,-0.020758608483346985,0.06564348514137718,-0.3162325772106541
U56,P_NULL,3,S_BLOCK,126,600,-0.020758608483346985,0.06319837860445644,-0.328467421819002
U56,P_NULL,3,S_BLOCK,252,600,-0.020758608483346985,0.0634769401861699,-0.3270259786067916
U56,P_NULL,3,S_BLOCK,504,600,-0.020758608483346985,0.06367476601859287,-0.32600996880436944
U56,P_NULL,3,S_FOLD,21,211,-0.020758608483346985,0.09434173708756759,-0.2200363182212655
U56,P_NULL,3,S_FOLD,63,71,-0.020758608483346985,0.07534402630479227,-0.2755176422264897
U56,P_NULL,3,S_FOLD,126,36,-0.020758608483346985,0.08368499911423528,-0.24805650598155807
U56,P_NULL,3,S_FOLD,252,18,-0.020758608483346985,0.07447337713632318,-0.2787386483809972
U56,P_NULL,3,S_FOLD,504,9,-0.020758608483346985,0.05921735220922525,-0.35054942021053553
U56,P_NULL,4,S_IID,21,600,-0.1123189007157197,0.07400255238451606,-1.5177706321818811
U56,P_NULL,4,S_IID,63,600,-0.1123189007157197,0.06701045926177071,-1.676139843736265
U56,P_NULL,4,S_IID,126,600,-0.1123189007157197,0.07332975418245409,-1.53169613028097
U56,P_NULL,4,S_IID,252,600,-0.1123189007157197,0.07392741371985384,-1.5193132704648573
U56,P_NULL,4,S_IID,504,600,-0.1123189007157197,0.06997286982372801,-1.6051778496246845
U56,P_NULL,4,S_BLOCK,21,600,-0.1123189007157197,0.06842261939328892,-1.6415463440549933
U56,P_NULL,4,S_BLOCK,63,600,-0.1123189007157197,0.06869235754796753,-1.6351003914414786
U56,P_NULL,4,S_BLOCK,126,600,-0.1123189007157197,0.07313191281683407,-1.5358397775952235
U56,P_NULL,4,S_BLOCK,252,600,-0.1123189007157197,0.07950729912635231,-1.4126866583308721
U56,P_NULL,4,S_BLOCK,504,600,-0.1123189007157197,0.08801405642712412,-1.2761473027745296
U56,P_NULL,4,S_FOLD,21,211,-0.1123189007157197,0.08260563933161656,-1.3597001563636668
U56,P_NULL,4,S_FOLD,63,71,-0.1123189007157197,0.07926453728819326,-1.4170132641706599
U56,P_NULL,4,S_FOLD,126,36,-0.1123189007157197,0.07374558284560274,-1.5230593668352435
U56,P_NULL,4,S_FOLD,252,18,-0.1123189007157197,0.09339775919028032,-1.2025866754136052
U56,P_NULL,4,S_FOLD,504,9,-0.1123189007157197,0.07918261200522612,-1.4184793589318139
U56,P_NULL,5,S_IID,21,600,0.08478986740653394,0.07244050359559981,1.1704759519601717
U56,P_NULL,5,S_IID,63,600,0.08478986740653394,0.07064754785409445,1.2001813223814513
U56,P_NULL,5,S_IID,126,600,0.08478986740653394,0.06614169354872111,1.2819427936793946
U56,P_NULL,5,S_IID,252,600,0.08478986740653394,0.07349367297878842,1.1537029511507173
U56,P_NULL,5,S_IID,504,600,0.08478986740653394,0.07028486101759901,1.20637454750466
U56,P_NULL,5,S_BLOCK,21,600,0.08478986740653394,0.07098960918622817,1.1943982841785103
U56,P_NULL,5,S_BLOCK,63,600,0.08478986740653394,0.0723910657892485,1.1712753014768695
U56,P_NULL,5,S_BLOCK,126,600,0.08478986740653394,0.0635557372439301,1.3341024915045228
U56,P_NULL,5,S_BLOCK,252,600,0.08478986740653394,0.06236096396483599,1.3596625519506902
U56,P_NULL,5,S_BLOCK,504,600,0.08478986740653394,0.07328733307539138,1.1569511926339273
U56,P_NULL,5,S_FOLD,21,211,0.08478986740653394,0.09390806578664913,0.9029029263489364
U56,P_NULL,5,S_FOLD,63,71,0.08478986740653394,0.08756598107974262,0.9682968929374457
U56,P_NULL,5,S_FOLD,126,36,0.08478986740653394,0.0859712755539132,0.9862581060968625
U56,P_NULL,5,S_FOLD,252,18,0.08478986740653394,0.06389913166225822,1.3269330145939175
U56,P_NULL,5,S_FOLD,504,9,0.08478986740653394,0.07747566720989159,1.094406417654039
U56,P_NULL,6,S_IID,21,600,0.03154621492198906,0.07117005776546775,0.44325121985914023
U56,P_NULL,6,S_IID,63,600,0.03154621492198906,0.06986556898550372,0.4515273457306921
U56,P_NULL,6,S_IID,126,600,0.03154621492198906,0.07224584178867512,0.4366509426835148
U56,P_NULL,6,S_IID,252,600,0.03154621492198906,0.07377489838409637,0.4276009267779549
U56,P_NULL,6,S_IID,504,600,0.03154621492198906,0.0692460696762343,0.4555668656645205
U56,P_NULL,6,S_BLOCK,21,600,0.03154621492198906,0.06748127451238266,0.4674810182519656
U56,P_NULL,6,S_BLOCK,63,600,0.03154621492198906,0.0636480532520347,0.49563518929749184
U56,P_NULL,6,S_BLOCK,126,600,0.03154621492198906,0.06229091299125282,0.5064336579304741
U56,P_NULL,6,S_BLOCK,252,600,0.03154621492198906,0.0634501598971586,0.49718101535315035
U56,P_NULL,6,S_BLOCK,504,600,0.03154621492198906,0.055388676727733156,0.5695426716376822
U56,P_NULL,6,S_FOLD,21,211,0.03154621492198906,0.08824912027431919,0.35746775519040636
U56,P_NULL,6,S_FOLD,63,71,0.03154621492198906,0.0671966174473691,0.4694613526744442
U56,P_NULL,6,S_FOLD,126,36,0.03154621492198906,0.06701311360727251,0.47074689152431126
U56,P_NULL,6,S_FOLD,252,18,0.03154621492198906,0.05400040269773159,0.5841848087424397
U56,P_NULL,6,S_FOLD,504,9,0.03154621492198906,0.05439599765713926,0.5799363240072635
U56,P_NULL,7,S_IID,21,600,0.1296745719142144,0.07204125898225086,1.8000042440424717
U56,P_NULL,7,S_IID,63,600,0.1296745719142144,0.07142616256143614,1.8155052331514627
U56,P_NULL,7,S_IID,126,600,0.1296745719142144,0.07805197741080074,1.661387401266149
