panel,family,thr,n_on,share,stat_pp,se_nw_pp,se_bb_pp,t_nw,t_bb
U56,NARROW,0.2,1147,0.25833333333333336,7.446463800301141,1.7589806698259287,1.6932288802839757,4.233397176012204,4.397789269370527
U56,NARROW,0.35,1829,0.41193693693693695,7.456957272491257,1.5127571028803912,1.5162429061793532,4.929381761482203,4.9180492400662805
U56,NARROW,0.5,2462,0.5545045045045045,7.080988146418261,1.4902351950978334,1.4193159161547868,4.751591003696163,4.989014824551596
U56,GATEON,0.5,2270,0.5112612612612613,4.478951460630128,2.3580187864881754,2.1445592987577617,1.8994553759686885,2.088518355834024
U56,GATEON,0.65,1476,0.3324324324324324,5.241158765284454,2.952265937771532,2.8774886024595743,1.7753003542901198,1.8214351086584666
U56,GATEON,0.8,842,0.18963963963963965,2.5556711441418303,3.6919476646810625,3.636898907942513,0.6922284323232972,0.7027061265191006
U56,DDYEAR,0.05,1510,0.3400900900900901,-2.3952156260668622,3.7293554656005665,3.551945378310206,-0.6422599422769538,-0.6743390933580055
U56,DDYEAR,0.1,942,0.21216216216216216,-4.449146112213756,5.102507064997522,4.6091173722189085,-0.871952954800253,-0.9652924308308211
U56,DDYEAR,0.2,358,0.08063063063063063,-10.852040975819108,8.569884416108211,6.841225550483843,-1.2662995728882045,-1.5862714795379902
U56,HIVOL,0.5,1574,0.3545045045045045,-2.546933369977472,3.6292745827471258,3.541008665699602,-0.7017747794793769,-0.7192677596778123
U56,HIVOL,0.7,880,0.1981981981981982,-5.279333657578797,5.383922079613054,4.8046072769451635,-0.9805739346729598,-1.098806489952176
U56,HIVOL,0.85,320,0.07207207207207207,-1.203463973701692,9.907972506721311,8.858768138741395,-0.12146420197323854,-0.13585003635422763
B136,NARROW,0.2,1194,0.26897949988736203,11.266027607278971,2.3616825193043978,2.21058390520814,4.770339584254208,5.096403525211682
B136,NARROW,0.35,1850,0.4167605316512728,8.761059254864017,2.228001682959343,2.0725732474261234,3.9322498370948895,4.22714095424331
B136,NARROW,0.5,2513,0.5661184951565668,9.22079684313434,2.1101265327082186,2.016836740455149,4.369783849549538,4.571910387279756
B136,GATEON,0.5,1969,0.4435683712547871,3.390896767880427,3.5255149540494704,3.07487315591513,0.9618160217943712,1.102776145857387
B136,GATEON,0.65,1165,0.2624464969587745,0.8438292462122545,4.877006425779999,4.131657189282289,0.17302196727725194,0.20423505812660034
B136,GATEON,0.8,548,0.12345122775399865,-1.9676627976475614,6.35163999006356,6.617673822930431,-0.309788149316673,-0.2973345091185294
B136,DDYEAR,0.05,1510,0.3401667042126605,-4.949713790796723,4.970257491294531,4.50777004327342,-0.9958666727963711,-1.0980404375735138
B136,DDYEAR,0.1,942,0.21220995719756702,-10.108233224318948,6.800131637940689,6.728811189882654,-1.486476109950728,-1.5022316630785457
B136,DDYEAR,0.2,358,0.08064879477359765,-19.74372302112197,12.295995103112588,11.421218983225597,-1.6057035527058787,-1.7286878966351733
B136,HIVOL,0.5,1573,0.3543590898851093,-6.250890249216905,5.300796711786296,4.896362288194791,-1.1792359883030565,-1.2766396523165582
B136,HIVOL,0.7,882,0.1986933994142825,-8.969133606213447,7.632110098224356,7.677470686175998,-1.175183991161259,-1.1682406840527841
B136,HIVOL,0.85,321,0.0723135841405722,1.5159935073622801,13.335773021516967,11.67937446305592,0.11367871250629859,0.12980091632113136
SMALL,NARROW,0.2,582,0.14794102694458566,24.900508784731965,6.96313160455342,6.979798031818256,3.5760502887018113,3.5675113622514543
SMALL,NARROW,0.35,1127,0.28647686832740216,22.6855906397265,5.2941890765896495,5.455333871719078,4.284998195481874,4.158423878936276
SMALL,NARROW,0.5,1657,0.4211997966446365,18.116383530129692,4.931220061243855,5.0614085507002065,3.6738136414784135,3.579316577323803
SMALL,GATEON,0.5,1417,0.3601931875953228,0.890289379764332,7.5847662676661685,8.23989989290654,0.11737861765887664,0.10804614028512083
SMALL,GATEON,0.65,678,0.17234367056431113,-6.171551067775484,12.285023738211558,12.455825155335223,-0.5023637885679765,-0.49547508822665304
SMALL,GATEON,0.8,296,0.07524148449415353,-9.185107382424144,20.207897174025767,19.26331330816922,-0.4545305878847319,-0.47681866745784107
SMALL,DDYEAR,0.05,996,0.2531774275546518,14.202583155494834,10.480526265989257,10.631230826918209,1.3551402663417926,1.3359302781324232
SMALL,DDYEAR,0.1,465,0.11820030503304525,-2.307805284985159,15.895589386412395,14.41223011528876,-0.14518526044450286,-0.16012825680163104
SMALL,DDYEAR,0.2,56,0.014234875444839857,-58.05267399892746,55.4241513648151,57.04847213634962,-1.0474255819779863,-1.017602607483996
SMALL,HIVOL,0.5,1826,0.4641586171835282,2.34351885534462,7.838315816934322,8.116841552550214,0.2989824485358902,0.2887230014497837
SMALL,HIVOL,0.7,1071,0.2722419928825623,2.0354385812550846,11.22325203585695,10.682429326725472,0.1813590726424125,0.19054079545022515
SMALL,HIVOL,0.85,574,0.14590747330960854,13.788832286871,16.019168934208007,16.046003146717794,0.8607707642951281,0.8593312715192569
