panel,ladder,rung,N,H,maxvol,gross,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is_CAGR,is_Sharpe,is_MaxDD,turnover,keep4a,keep4b,fail4a,fail4b,is_anchor
U56,GROSS,0.3,20,126,0.6,0.3,0.06252355116553265,1.1505227896873804,-0.07990333123577342,0.05920805721517919,1.211316313805986,-0.056833405210360066,0.06584792536958606,1.1106556470045978,-0.07990333123577364,0.06825950253472968,1.1810751122539387,-0.07990333123577398,0.055591564186017406,1.11463464464699,-0.056833405210360066,1.1454714221247337,False,False,"H1,H2",CAGR,False
U56,GROSS,0.45,20,126,0.6,0.45,0.09413087722886404,1.1511737475286998,-0.1180941619097664,0.08921293005777287,1.2118710626165172,-0.08474957582170428,0.09906880331580536,1.111439570076004,-0.11809416190976518,0.10287872623664751,1.181866865800349,-0.11809416190976607,0.08358912704393173,1.1151064401760997,-0.08474957582170428,1.6902049028564252,False,False,"H1,H2",CAGR,False
U56,GROSS,0.6,20,126,0.6,0.6,0.12591068407521866,1.1517373610135737,-0.15513469778683742,0.11944110667114738,1.2123353579763128,-0.11231599631903555,0.1324147168293972,1.1121427410281963,-0.15513469778683786,0.13775891877085966,1.1825724390649999,-0.15513469778683764,0.11167231256556054,1.115490424647164,-0.11231599631903555,2.2240731046491784,False,True,"H1,H2,DD",-,False
U56,GROSS,0.75,20,126,0.6,0.75,0.1578143852165539,1.152200994598872,-0.19127563591226449,0.14985422354517652,1.2126878654965827,-0.13952247957155728,0.1658260367270643,1.1127597044294906,-0.19127563591226415,0.17284600189211563,1.1831862943616596,-0.19127563591226437,0.1397990134833147,1.1157639886864141,-0.13952247957155728,2.7545467683703984,False,True,"H1,H2,DD",-,True
U56,N,10.0,10,126,0.6,0.75,0.17057239764149146,1.1059017686043204,-0.20771055519190817,0.17877098302520533,1.2330655008470013,-0.18713951068128565,0.16243448306100272,1.0014369375917649,-0.20771055519190829,0.17684943562424715,1.095526853155757,-0.20771055519190795,0.1629861976706839,1.1239476420411478,-0.18713951068128565,2.9096218434805983,False,False,"H1,H2,DD",DD,False
U56,N,12.0,12,126,0.6,0.75,0.17661496933452625,1.1699094128888599,-0.20169232195329856,0.17732098194579882,1.2776769011906661,-0.16104858578491632,0.17590969726919825,1.087851454374645,-0.2016923219532989,0.18802051277182996,1.1746902025855754,-0.20169232195329845,0.16289611854882757,1.169687696858419,-0.16104858578491632,2.918731117581113,False,True,"H2,DD",-,False
U56,N,16.0,16,126,0.6,0.75,0.1692566067614647,1.1772937329887911,-0.20230838077764768,0.16461329225634302,1.2870665047853869,-0.1412151550745152,0.17391633385007488,1.1036472311312435,-0.2023083807776479,0.18371672592557786,1.184636873841214,-0.202308380777648,0.15191449970139947,1.1781981025946802,-0.1412151550745152,2.907468116016724,False,False,"H2,DD",DD,False
U56,N,20.0,20,126,0.6,0.75,0.1578143852165539,1.152200994598872,-0.19127563591226449,0.14985422354517652,1.2126878654965827,-0.13952247957155728,0.1658260367270643,1.1127597044294906,-0.19127563591226415,0.17284600189211563,1.1831862943616596,-0.19127563591226437,0.1397990134833147,1.1157639886864141,-0.13952247957155728,2.7545467683703984,False,True,"H1,H2,DD",-,True
U56,N,25.0,25,126,0.6,0.75,0.14692760641838842,1.1200862383844534,-0.22973630797228772,0.1417412138265517,1.2135307774607291,-0.14650567089683608,0.1521352104345297,1.058140763949316,-0.2297363079722884,0.16079298784496987,1.1407363677193139,-0.22973630797228795,0.13029371764809894,1.099812948776019,-0.14650567089683608,2.6098556015130248,False,False,"H1,H2,DD",DD,False
U56,N,30.0,30,126,0.6,0.75,0.14593154909599915,1.1488076300824583,-0.22073939857267888,0.13745603164973974,1.2278827334409097,-0.14620005783946566,0.15446636650806345,1.1008899394258345,-0.220739398572679,0.16089446740646518,1.1736468884312028,-0.2207393985726791,0.12799997607443991,1.1236242415725988,-0.14620005783946566,2.5110245867982393,False,False,"H1,H2,DD",DD,False
