panel,book,cost,dial,val,is_control,is_published,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,pass4a,pass4b
u56,EWall,10.0,band,0.0,False,False,0.0820244315824139,1.1711820871541068,-0.12011675258999577,1.1807379505267899,1.165188193687011,1.05475910131451,0.07117759167810656,-0.08704843210640845,1.2628581235218095,0.09105842375708106,-0.12011675258999555,True,False
u56,EWall,10.0,band,2.0,False,False,0.08513392419438714,1.1984684068826579,-0.1185854931463185,1.2034578166011403,1.197027997566596,1.084534300746407,0.07404358202224426,-0.07565593402895343,1.287928123489205,0.0943723877456164,-0.11858549314631872,True,False
u56,EWall,10.0,band,3.0,False,True,0.08660009294734339,1.2056219490390438,-0.12054942313126804,1.225930875264405,1.1908384783945227,1.1042593710951487,0.07609422682833555,-0.07887438111081335,1.285072363206482,0.09534722887472857,-0.12054942313126815,True,False
u56,EWall,10.0,band,5.0,False,False,0.08340616468153605,1.1496871545531961,-0.12567306207701867,1.1871102085364371,1.1204468074080431,1.0624927300983478,0.07358393841239286,-0.07760042165072845,1.2177718137194093,0.09157956845512194,-0.12567306207701867,True,False
u56,EWall,10.0,band,8.0,False,False,0.0855087800160641,1.1499756731624722,-0.1446692468590921,1.2358292821516677,1.0799258006905519,1.1222405970705507,0.07940308575157706,-0.08467836827104969,1.1725661294839487,0.09057348685330435,-0.14466924685909244,False,False
u56,EWall,10.0,band,nogate,True,False,0.13269504597354542,1.1240306130524902,-0.2252589051154078,1.1901347982102557,1.0719486149777597,1.1099714775734477,0.12609224011202858,-0.12568116248617456,1.1357379992068701,0.1381731378987332,-0.2252589051154077,False,False
u56,EWall,10.0,gross,0.1,False,False,0.013102542962036834,1.1215520309072176,-0.024336523428843404,1.1849757301474129,1.0713576300805916,1.1045727063954083,0.01245746846425888,-0.013150715038904637,1.135457599744519,0.013635198098998158,-0.02433652342884296,True,False
u56,EWall,10.0,gross,0.15,False,False,0.019671274576545272,1.1217337714759128,-0.036349395932677164,1.1852952279495077,1.0714404997524172,1.104904683800401,0.01870181729838616,-0.01967641823837607,1.1355255813370193,0.02047201080917649,-0.036349395932677275,True,False
u56,EWall,10.0,gross,0.2,False,False,0.026251121761787122,1.1219103824097505,-0.04825938788135242,1.1856113317787251,1.0715171196312498,1.1052333508195913,0.024956144414781667,-0.026169200508675772,1.1355871158552533,0.02732102970450745,-0.04825938788135187,True,False
u56,EWall,10.0,gross,0.25,False,False,0.03284168721929337,1.1220819388157457,-0.06006702597402691,1.1859239454861745,1.0715877303593668,1.1055586538191362,0.03122011914678091,-0.032629184294348135,1.1356423824473045,0.03418180117303371,-0.060067025974027244,True,False
u56,EWall,10.0,gross,0.3,False,False,0.03944255676731223,1.1222481589755182,-0.07177286418289686,1.1862327787710987,1.0716520706925796,1.1058802940129133,0.0374933960820123,-0.03905648913121096,1.1356911164032129,0.04105385285273866,-0.07177286418289763,True,False
u56,EWall,10.0,gross,0.35,False,False,0.04605332808557927,1.1224093638176607,-0.08337737262374678,1.1865374167046638,1.071711094393716,1.10619788708847,0.043775617473452044,-0.04545125830877983,1.13573418642097,0.0479367441923686,-0.08337737262374612,True,False
u56,EWall,10.0,gross,0.4,False,False,0.0526735718330944,1.1225652655100105,-0.09488113136133347,1.1868381277282534,1.0717640419991497,1.1065117759699319,0.05006644367479507,-0.0518135967473361,1.1357708193316947,0.054829970163212005,-0.09488113136133369,True,False
u56,EWall,10.0,gross,0.45,False,False,0.059302876073277666,1.122716167283884,-0.10628468831530458,1.1871353436161038,1.071811118186477,1.106822252613793,0.05636553417065682,-0.05814365918960318,1.1358013310005237,0.06173305816660846,-0.10628468831530424,True,False
u56,EWall,10.0,gross,0.5,False,False,0.06594083073658052,1.1228623419462813,-0.11758852416982957,1.1874292330137455,1.0718526850730474,1.1071294563535108,0.0626725476205443,-0.06444153987690893,1.1358260995091347,0.06864553960995212,-0.11758852416982979,True,False
u56,EWall,10.0,gross,0.55,False,False,0.07258698886294734,1.1230034759104839,-0.1287931636811369,1.1877194352688614,1.0718884809176699,1.107433005645656,0.06898710604109537,-0.07070739629588452,1.135844867532355,0.07556690871708471,-0.12879316368113736,True,False
u56,EWall,10.0,gross,0.6,False,False,0.0792408880003106,1.1231392190772265,-0.1398992838578479,1.1880057667750508,1.0719180310442324,1.107732711468028,0.07530882924033677,-0.07694136862311751,1.135857165257688,0.08249663309919053,-0.1398992838578471,False,False
u56,EWall,10.0,gross,0.65,False,False,0.08590210114447783,1.1232699401966737,-0.15090723594412925,1.188288173973282,1.0719420713956964,1.1080286017664116,0.08163734360289521,-0.08314357962202723,1.1358636277412024,0.0894342397067962,-0.15090723594412903,False,False
u56,EWall,10.0,gross,0.7,False,False,0.09257015852422845,1.123395370584649,-0.16181763586104192,1.1885661183730922,1.0719605762925133,1.108320118288571,0.08797222770708624,-0.08931412824686236,1.1358642140204676,0.09637921686126139,-0.16181763586104214,False,False
u56,EWall,10.0,gross,0.75,False,True,0.09924459603265157,1.1235155334020004,-0.1726308810717211,1.1888398151774429,1.0719733964461586,1.1086074813418747,0.09431311122338282,-0.09545314891439494,1.1358587957840058,0.10333102070718181,-0.17263088107172053,False,False
u56,EWall,10.0,gross,0.8,False,False,0.1059249119172172,1.1236301225401744,-0.18334751452463727,1.1891084672135028,1.0719806717104006,1.108889859421648,0.1006595114249369,-0.1015608738323257,1.1358474788025172,0.11028913185493128,-0.18334751452463782,False,False
