panel,s,gross,max_group_w,max_named_group_w,p99_group_w,max_name_w,mean_book_gross,mean_gross,mean_sweep_w,turnover_yr,days_binding,max_row_sum
U56,0.10,0.75,0.10000000000000003,0.10000000000000003,0.10000000000000002,0.02,0.37163879773644515,1.0,0.6400849151069347,2.269839019673519,4393,1.000000000000001
U56,0.20,0.75,0.20000000000000007,0.20000000000000007,0.20000000000000004,0.02,0.6002608754751706,1.0,0.41545785168179655,3.476582878542118,3876,1.0000000000000007
U56,0.30,0.75,0.30000000000000004,0.30000000000000004,0.3,0.02,0.6697245602933874,0.9999999999999998,0.3460015526125757,3.5300393136735644,619,1.0000000000000004
U56,0.40,0.75,0.4,0.4,0.3214285714285714,0.02,0.6721168539325844,0.9999999999999998,0.3436092589733788,3.5063829420832278,12,1.0000000000000004
U56,0.60,0.75,0.4,0.4,0.3214285714285714,0.02,0.6721168539325844,0.9999999999999998,0.3436092589733788,3.5063829420832278,0,1.0000000000000004
U56,INF,0.75,0.4,0.4,0.3214285714285714,0.02,0.6721168539325844,0.9999999999999998,0.3436092589733788,3.5063829420832278,0,1.0000000000000004
U56,0.10,1.0,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.02,0.37203146067415727,1.0,0.6397643294907339,2.269649490036625,4393,1.000000000000001
U56,0.20,1.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.02,0.6342658729739077,1.0,0.38323604630008257,3.472702401851879,3876,1.0000000000000002
U56,0.30,1.0,0.30000000000000004,0.30000000000000004,0.3,0.02,0.7482174774830804,0.9999999999999996,0.2693529758956635,3.9409592119481633,2489,1.0000000000000002
U56,0.40,1.0,0.4,0.4,0.38,0.02,0.7677528089887644,0.9999999999999996,0.24981764438997936,3.9918738682526254,66,1.0000000000000009
U56,0.60,1.0,0.4,0.4,0.38,0.02,0.7677528089887644,0.9999999999999996,0.24981764438997936,3.9918738682526254,0,1.0000000000000009
U56,INF,1.0,0.4,0.4,0.38,0.02,0.7677528089887644,0.9999999999999996,0.24981764438997936,3.9918738682526254,0,1.0000000000000009
B136,0.10,0.75,0.10000000000000003,0.10000000000000003,0.1,0.02,0.7178161115219752,1.0000000000000004,0.2895661740316194,4.699748256391571,3641,1.0000000000000002
B136,0.20,0.75,0.20000000000000004,0.20000000000000004,0.10256410256410256,0.02,0.7355674491048496,1.0000000000000004,0.2720936288028564,4.672838739175397,49,1.0000000000000002
B136,0.30,0.75,0.26,0.26,0.10256410256410256,0.02,0.7357823741007191,1.0000000000000004,0.27187870380698675,4.675125426436814,0,1.0000000000000002
B136,0.40,0.75,0.26,0.26,0.10256410256410256,0.02,0.7357823741007191,1.0000000000000004,0.27187870380698675,4.675125426436814,0,1.0000000000000002
B136,0.60,0.75,0.26,0.26,0.10256410256410256,0.02,0.7357823741007191,1.0000000000000004,0.27187870380698675,4.675125426436814,0,1.0000000000000002
B136,INF,0.75,0.26,0.26,0.10256410256410256,0.02,0.7357823741007191,1.0000000000000004,0.27187870380698675,4.675125426436814,0,1.0000000000000002
B136,0.10,1.0,0.10000000000000002,0.10000000000000002,0.1,0.02,0.8958237208730946,1.0000000000000004,0.11339087154297409,5.855499564859956,4391,1.0000000000000002
B136,0.20,1.0,0.20000000000000004,0.20000000000000004,0.13580246913580246,0.02,0.9650449160542066,1.0000000000000009,0.04479844870456606,5.828391562856285,184,1.0000000000000022
B136,0.30,1.0,0.3,0.3,0.13580246913580246,0.02,0.9661868371843875,1.0000000000000009,0.043656527574385394,5.829629100658773,4,1.0000000000000022
B136,0.40,1.0,0.3157894736842105,0.3157894736842105,0.13580246913580246,0.02,0.9661915467625894,1.0000000000000009,0.0436518179961833,5.829629100658773,0,1.0000000000000022
B136,0.60,1.0,0.3157894736842105,0.3157894736842105,0.13580246913580246,0.02,0.9661915467625894,1.0000000000000009,0.0436518179961833,5.829629100658773,0,1.0000000000000022
B136,INF,1.0,0.3157894736842105,0.3157894736842105,0.13580246913580246,0.02,0.9661915467625894,1.0000000000000009,0.0436518179961833,5.829629100658773,0,1.0000000000000022
