panel,N,med_elig,era,gross,kmax_cover,decay_slope_bp_per_rank,decay_r2,pred_width_slope,real_width_slope_0bps,real_width_slope_10bps,vol_slope_10bps,sharpe_slope_10bps,err_0bps,err_10bps
U56,55,40.0,FULL,0.75,29,13.04512820601585,0.028304217723060576,0.0015145265634620292,0.0013593659262122128,0.0022503413489044564,-0.0001932399518624293,0.023842097170210262,-0.0001551606372498164,0.0007358147854424272
U56,55,40.0,FULL,1.0,29,13.04512820601585,0.028304217723060576,0.0020193687512827054,0.0018217575566006727,0.0030106331566621966,-0.000252882518296869,0.02387346823121864,-0.00019761119468203274,0.0009912644053794912
U56,55,40.0,IS,0.75,28,-10.607052299022746,0.005963187846799611,0.002079031004993329,0.0018999729622688792,0.0027317051511965137,-6.823048639597318e-05,0.02923265272868856,-0.0001790580427244498,0.0006526741462031848
U56,55,40.0,IS,1.0,28,-10.607052299022746,0.005963187846799611,0.002772041339991106,0.0025286010242759737,0.0036385811964788667,-9.24829700418702e-05,0.029196922411570216,-0.00024344031571513214,0.0008665398564877609
U56,55,40.0,OOS,0.75,30,32.593478903658145,0.039717799691355804,0.0010431802364273567,0.0009139643164561654,0.0018537497433214662,-0.00028610672673551053,0.01993514502642538,-0.00012921591997119136,0.0008105695068941095
U56,55,40.0,OOS,1.0,30,32.593478903658145,0.039717799691355804,0.0013909069819031423,0.0012393951429617892,0.0024932720253354043,-0.00037204810733624063,0.020013210135028697,-0.00015151183894135303,0.001102365043432262
B136,135,98.0,FULL,0.75,40,34.175400235523924,0.1476269273573707,0.0006876663228940435,0.0007075991911841985,0.0014953901259665845,-0.00019869277030816203,0.01556534744867996,1.993286829015501e-05,0.000807723803072541
B136,135,98.0,FULL,1.0,40,34.175400235523924,0.1476269273573707,0.0009168884305253913,0.0009499921511138061,0.0020011365507050572,-0.0002564364398205362,0.015562442911653903,3.310372058841482e-05,0.001084248120179666
B136,135,98.0,IS,0.75,40,34.23836892609197,0.09270554539436593,0.0014631891362212957,0.0010463830847263886,0.0017315313742376473,-0.00011947608598275039,0.018305797168206763,-0.0004168060514949071,0.0002683422380163516
B136,135,98.0,IS,1.0,40,34.23836892609197,0.09270554539436593,0.001950918848295061,0.001393874295056291,0.0023082195613034584,-0.0001595477260399066,0.018297001535952862,-0.0005570445532387699,0.0003573007130083974
B136,135,98.0,OOS,0.75,40,34.40716569216305,0.0651144693766289,5.358736108930888e-05,0.0004284779784012862,0.001300835329053599,-0.00025883872251008616,0.013390662943738762,0.0003748906173119773,0.00124724796796429
B136,135,98.0,OOS,1.0,40,34.40716569216305,0.0651144693766289,7.144981478574517e-05,0.000584281369959221,0.0017481334299041566,-0.0003300071974187302,0.013404770615465656,0.0005128315551734758,0.0016766836151184115
SMALL716,715,268.0,FULL,0.75,40,-72.3171276795896,0.2659233767998447,-0.012713841100751902,-0.010213277715907704,-0.009757234434518737,-0.018010252533862386,0.006193240715768863,0.0025005633848441972,0.0029566066662331646
SMALL716,715,268.0,FULL,1.0,40,-72.3171276795896,0.2659233767998447,-0.016951788134335868,-0.013234533395535994,-0.012626411562258069,-0.023482892915115326,0.0062564973202317836,0.0037172547387998734,0.004325376572077799
SMALL716,715,268.0,IS,0.75,40,-113.08629202700558,0.2515200081042741,-0.002440143943384398,-0.0010457454241263385,-0.00044670570695809025,-0.003433993704407105,0.01653161389779718,0.0013943985192580595,0.001993438236426308
SMALL716,715,268.0,IS,1.0,40,-113.08629202700558,0.2515200081042741,-0.003253525257845864,-0.001421767538004039,-0.000621937947043084,-0.004599158797655403,0.016429195704440933,0.001831757719841825,0.00263158731080278
SMALL716,715,268.0,OOS,0.75,40,-46.931943921876474,0.08368158096703082,-0.019096018289255712,-0.015865836624879632,-0.01549796273862222,-0.022999567816690415,0.0008006284875975582,0.0032301816643760806,0.003598055550633493
SMALL716,715,268.0,OOS,1.0,40,-46.931943921876474,0.08368158096703082,-0.025461357719007614,-0.020518102491600458,-0.02002818470267388,-0.029981004273946756,0.0008950035554584254,0.004943255227407156,0.005433173016333736
