book,set,panel,episode,leg,bar,rung,days,CAGR,Sharpe,MaxDD,H1,H2,cap,floor,dd_margin,SPY_MaxDD,SPY_CAGR,V2_Sharpe,V2_MaxDD,pass4a,pass4b,fail4b
u56-v2band-gross100,SHELF,U56,NONE,FULL,FIXED,10.0,4443,0.11544485987825248,1.201665107711654,-0.15910990262743974,1.2353972967586033,1.1749351988336658,-0.2023,0.10614169999999999,0.04319009737256027,-0.33717235283398306,0.15163101010956526,1.201840627126638,-0.12054943679771146,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,FULL,FIXED,25.0,4443,0.11151608279647607,1.164302861157589,-0.159589704540126,1.197734308850856,1.137731493562293,-0.2023,0.10614169999999999,0.04271029545987401,-0.33717235283398306,0.15163101010956526,1.1642615600830166,-0.12092632430399441,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,FULL,REPRICED,10.0,4443,0.11544485987825248,1.201665107711654,-0.15910990262743974,1.2353972967586033,1.1749351988336658,-0.20230341170038982,0.10614170707669568,0.04319350907295008,-0.33717235283398306,0.15163101010956526,1.201840627126638,-0.12054943679771146,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,FULL,REPRICED,25.0,4443,0.11151608279647607,1.164302861157589,-0.159589704540126,1.197734308850856,1.137731493562293,-0.20230341170038982,0.10614170707669568,0.04271370716026382,-0.33717235283398306,0.15163101010956526,1.1642615600830166,-0.12092632430399441,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,OOS,FIXED,10.0,2436,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.407734847593379,1.1347851685972878,-0.2023,0.10614169999999999,0.04319009737256005,-0.33717235283398306,0.15331699963496637,1.2782424661570655,-0.12054943679771168,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,OOS,FIXED,25.0,2436,0.12295477798744359,1.240902849798815,-0.15958970454012644,1.3764952707949825,1.0918534632263097,-0.2023,0.10614169999999999,0.042710295459873565,-0.33717235283398306,0.15331699963496637,1.241406438552039,-0.12092632430399464,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,OOS,REPRICED,10.0,2436,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.407734847593379,1.1347851685972878,-0.20230341170038982,0.10732189974447645,0.04319350907294986,-0.33717235283398306,0.15331699963496637,1.2782424661570655,-0.12054943679771168,False,True,-
u56-v2band-gross100,SHELF,U56,NONE,OOS,REPRICED,25.0,2436,0.12295477798744359,1.240902849798815,-0.15958970454012644,1.3764952707949825,1.0918534632263097,-0.20230341170038982,0.10732189974447645,0.042713707160263376,-0.33717235283398306,0.15331699963496637,1.241406438552039,-0.12092632430399464,False,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,FULL,FIXED,10.0,4408,0.12488936675809503,1.3264898241232443,-0.10451949838088259,1.217649860040171,1.4303153586081823,-0.2023,0.10614169999999999,0.09778050161911742,-0.24496397555877691,0.16839596651190702,1.326039004172316,-0.07887203754149852,False,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,FULL,FIXED,25.0,4408,0.12098727201117154,1.2886139132749121,-0.10872888876761333,1.1800839592789667,1.3921281489626227,-0.2023,0.10614169999999999,0.09357111123238668,-0.24496397555877691,0.16839596651190702,1.2879486461840841,-0.0818452479470454,False,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,FULL,REPRICED,10.0,4408,0.12488936675809503,1.3264898241232443,-0.10451949838088259,1.217649860040171,1.4303153586081823,-0.14697838533526614,0.1178771765583349,0.042458886954383546,-0.24496397555877691,0.16839596651190702,1.326039004172316,-0.07887203754149852,False,True,-
u56-v2band-gross100,SHELF,U56,COVID_TIGHT,FULL,REPRICED,25.0,4408,0.12098727201117154,1.2886139132749121,-0.10872888876761333,1.1800839592789667,1.3921281489626227,-0.14697838533526614,0.1178771765583349,0.03824949656765281,-0.24496397555877691,0.16839596651190702,1.2879486461840841,-0.0818452479470454,False,True,-
