panel,a_N,a_g,b_N,b_g,crosses_fine,crosses_coarse,both_4b,c_sweep_fine,c_sweep_coarse,c_exact,c_lin,err_exact,err_lin,err_coarse,d_sharpe0,d_turnover,u_disp
U56,10,0.55,10,0.6,False,False,True,,,,-13.905362955652926,,,,-0.00011746914405574849,-0.18687974749386704,0.020803511946750675
U56,10,0.55,10,0.65,False,False,True,,,,-14.739874573960725,,,,-0.00023284702044490402,-0.3735384749342998,0.03885050631647502
U56,10,0.55,10,0.7,False,False,True,,,,-15.746253517755793,,,,-0.00034615224420297963,-0.5603835182770323,0.05393699313646305
U56,10,0.55,10,0.75,False,False,False,,,,-17.01525306724656,,,,-0.0004574027518280399,-0.7479329586355274,0.06565587834760667
U56,10,0.55,10,0.8,False,False,False,,,,-18.54922438741649,,,,-0.0005666158337658267,-0.9364794519597797,0.074060011720122
U56,10,0.55,10,0.85,False,False,False,,,,-20.330344582189575,,,,-0.0006738081663972828,-1.126110674535859,0.0795513865617572
U56,10,0.55,15,0.55,False,False,True,,,,476.65325953649113,,,,-0.06674781508905103,-0.01071501671872932,1.1695666349151157
U56,10,0.55,15,0.6,False,False,True,,,,509.772697255804,,,,-0.06685507484908682,-0.19884155448374807,1.1557321980421493
U56,10,0.55,15,0.65,False,False,True,,,,543.1839174679594,,,,-0.06695980751673725,-0.38661043900139047,1.1436043380753294
U56,10,0.55,15,0.7,False,False,True,,,,575.4761382370555,,,,-0.06706204929953818,-0.574453156625371,1.133466991771284
U56,10,0.55,15,0.75,False,False,True,,,,605.6027508169119,,,,-0.06716183553554256,-0.7626441715116252,1.1253057711903747
U56,10,0.55,15,0.8,False,False,False,,,,632.1202665099498,,,,-0.06725920071057656,-0.9515263786278667,1.1192414478432315
U56,10,0.55,15,0.85,False,False,False,,,,653.1469383246391,,,,-0.06735417847314906,-1.1415411650918843,1.1154501931045244
U56,10,0.55,20,0.55,False,False,True,,,,331.2833574367311,,,,-0.04801266160478601,0.11481352140979872,2.0820732151944483
U56,10,0.55,20,0.6,False,False,True,,,,353.9813216657,,,,-0.04809983421047748,-0.06238421980410758,2.072971419533554
U56,10,0.55,20,0.65,False,False,True,,,,376.96663095999827,,,,-0.048185691873269265,-0.23920361099664333,2.0648872686777477
U56,10,0.55,20,0.7,False,False,True,,,,399.74173659917085,,,,-0.04827024867592833,-0.41589604000762126,2.057980837539342
U56,10,0.55,20,0.75,False,False,True,,,,421.2715019684763,,,,-0.04835351824392431,-0.5928578835253275,2.052428680164068
U56,10,0.55,20,0.8,False,False,False,,,,440.17350379048213,,,,-0.04843551373168298,-0.7705539751864143,2.048478576751143
