panel,N,H,seed,null_CAGR_cash,null_CAGR_rebuilt,null_IS_CAGR_rebuilt,lam_cash,lam_rebuilt
B136,5,21,0,0.08214991847063358,0.08240487544561548,0.10158607325091995,0.6846564675649014,0.6878568212285723
B136,5,21,1,0.11822928524809129,0.11828007426282627,0.14816400660789886,0.9497920954396104,0.9506242926467003
B136,5,21,2,0.14263262816296773,0.14263262816296773,0.12384014522715159,1.0,1.0
B136,5,21,3,0.1287002455075117,0.1285213180341087,0.13209760618472766,0.9494604700847267,0.9488202558378949
B136,5,21,4,0.10143221418116233,0.10129858447814755,0.10830109886772665,0.7564121029091153,0.7562140906456303
B136,5,21,5,0.15826999983632883,0.15826999983632883,0.1864023478177761,1.0,1.0
B136,5,21,6,0.09636745999678742,0.09639623423012478,0.08394148288800385,0.8744876109824662,0.8754914531569955
B136,5,21,7,0.12730372095615117,0.12730372095615117,0.15158310838108457,1.0,1.0
B136,5,21,8,0.11224935411680681,0.11221165335405003,0.10326358425842508,0.9319074998041585,0.9318441877842445
B136,5,21,9,0.13729960128904595,0.13729960128904595,0.11617349366572371,1.0,1.0
B136,5,21,10,0.09562236271896452,0.09562236271896452,0.057546810853616126,1.0,1.0
B136,5,21,11,0.12172268121444585,0.12158541972976766,0.13340034979425353,0.9707726713205949,0.9701570197053515
B136,5,21,12,0.10956730498942235,0.10956730498942235,0.12867982034896008,1.0,1.0
B136,5,21,13,0.1424935010080357,0.1424935010080357,0.1768344169795779,1.0,1.0
B136,5,21,14,0.10833609486106477,0.10833609486106477,0.0969975538266532,1.0,1.0
B136,5,21,15,0.12226244840817047,0.12224966235189028,0.07943959261328803,0.9750393927554453,0.9750700332305948
B136,5,21,16,0.13934275255162176,0.13934275255162176,0.13484187417323534,1.0,1.0
B136,5,21,17,0.1226303963915707,0.1226303963915707,0.1337085463729426,1.0,1.0
B136,5,21,18,0.14687399809129342,0.14687399809129342,0.14987880390475783,1.0,1.0
B136,5,21,19,0.18824882489983308,0.18824882489983308,0.1289621414170954,1.0,1.0
B136,5,21,20,0.11468335461535029,0.11468335461535029,0.14331029862337386,1.0,1.0
B136,5,21,21,0.13458550901153776,0.13455722863857078,0.16956842848671827,0.9796954173941603,0.9796973367744446
B136,5,21,22,0.15087860532862818,0.1507378319715027,0.1746546515466907,0.9547879230245571,0.9541093785590522
B136,5,21,23,0.13374270890659457,0.13374270890659457,0.1172107472854218,1.0,1.0
B136,5,21,24,0.1138887037672709,0.1138887037672709,0.07889835774754261,1.0,1.0
B136,5,21,25,0.09296211465942061,0.09296211465942061,0.0763715198224646,1.0,1.0
B136,5,21,26,0.12222225274310161,0.12222225274310161,0.10827003686054315,1.0,1.0
B136,5,21,27,0.09980005702378336,0.09980005702378336,0.08469675516111907,1.0,1.0
B136,5,21,28,0.13536521327232687,0.13536521327232687,0.10690475644647623,1.0,1.0
B136,5,21,29,0.10913955348684912,0.10913955348684912,0.13174712839922065,1.0,1.0
B136,5,21,30,0.12101290381664409,0.12100348883592904,0.09559673772736765,0.9163069079814625,0.9165967260815406
B136,5,21,31,0.1348676226136709,0.13487392935536135,0.1446683958707613,0.9499964293541647,0.9500926807637122
B136,5,21,32,0.10107344686694764,0.10077798501579904,0.12218125990142137,0.8053577655085391,0.8041358638540987
B136,5,21,33,0.0865284605403791,0.08621934291132782,0.11840394384143904,0.7767109086040087,0.7755425900080852
B136,5,21,34,0.1277335265551045,0.1277335265551045,0.0907399033267049,1.0,1.0
B136,5,21,35,0.10895063840859254,0.10884035736999964,0.15691176295604814,0.9446419485274031,0.9441968400605634
B136,5,21,36,0.13818883481508437,0.13816010191415762,0.11381194383802695,0.9887410824948137,0.9885955405870657
B136,5,21,37,0.08058434327275288,0.08049123003129832,0.11850148502239488,0.8688979699275252,0.8684341713365662
B136,5,21,38,0.17417646394939812,0.17417646394939812,0.13081982350817833,1.0,1.0
B136,5,21,39,0.13562980253965407,0.13562980253965407,0.12073810993149592,1.0,1.0
B136,5,42,0,0.11599898451346213,0.11609054945849406,0.15351043078570248,0.9255727932471405,0.9268575807676214
B136,5,42,1,0.08615542118777908,0.08583838870375682,0.07316789745273788,0.8723233032116984,0.8711210470645836
B136,5,42,2,0.17478908376741886,0.17478908376741886,0.15372256332215284,1.0,1.0
B136,5,42,3,0.15446007777223802,0.15434300999265216,0.18937106924464508,0.8920930565077259,0.8916379220172965
B136,5,42,4,0.09773303582043025,0.09838578963990274,0.1567867326167003,0.7614258255810449,0.7666937114983647
B136,5,42,5,0.10797437150856459,0.10796472441856686,0.09348175891886368,0.9487504396459405,0.948889082191154
B136,5,42,6,0.12151977072351272,0.12151977072351272,0.0952775473573606,1.0,1.0
B136,5,42,7,0.08237660537157021,0.08236683894707086,0.05970768672027216,0.8268089209604745,0.8274087680988331
B136,5,42,8,0.1679691702321393,0.1679691702321393,0.15878683508828662,1.0,1.0
B136,5,42,9,0.13187905071283756,0.13187905071283756,0.12382855710697838,1.0,1.0
B136,5,42,10,0.15929907381452968,0.15929907381452968,0.17316867388359247,1.0,1.0
B136,5,42,11,0.12453045729949386,0.12453045729949386,0.12020177916624375,1.0,1.0
B136,5,42,12,0.07655449151845639,0.07655449151845639,0.07434852288738769,1.0,1.0
B136,5,42,13,0.09085502852621774,0.09073083602154064,0.09489987447681103,0.8323150543643829,0.8312944264299442
B136,5,42,14,0.12148114730336057,0.12148114730336057,0.16720140296354757,1.0,1.0
B136,5,42,15,0.11853830529586817,0.11799655788660557,0.14235049120215115,0.8067275593192345,0.8042145264347462
B136,5,42,16,0.08773214716824018,0.08752556277219514,0.1241527479689033,0.895819440788924,0.8944905663057607
B136,5,42,17,0.15859110320263903,0.15859110320263903,0.13516228946470132,1.0,1.0
B136,5,42,18,0.1091984952439784,0.10870288584102172,0.11214036974164299,0.8853657873855934,0.883043394570306
B136,5,42,19,0.06856934855395269,0.06805981929862348,0.09650941851273709,0.7675454952543164,0.7655225208162357
B136,5,42,20,0.13060776024547627,0.1306605963754266,0.18510654482893218,0.7740568551635223,0.774598207939285
B136,5,42,21,0.13120391493898964,0.13120391493898964,0.15351971237908302,1.0,1.0
B136,5,42,22,0.15514243689821683,0.15513015751865344,0.12714954515111088,0.9937045636504742,0.9936522401379801
B136,5,42,23,0.08599550140084933,0.08589227420917056,0.1638437186454209,0.7363300603063458,0.7356975519831499
B136,5,42,24,0.08938080651500879,0.08913690783151984,0.09540323070843493,0.9430024593790438,0.9417127340726468
B136,5,42,25,0.11047814969554359,0.11036972491879515,0.12912781642925064,0.8661588901753918,0.8665085004808992
B136,5,42,26,0.1127311991977209,0.11203640939074955,0.09814970461387862,0.838420916349502,0.8348328306406416
B136,5,42,27,0.11060919376474199,0.11035028189914908,0.09237753931149939,0.8997418226769107,0.8988352662168295
B136,5,42,28,0.09071873263829944,0.09033152778893738,0.13383152762096895,0.8109468800114319,0.8089494777158572
B136,5,42,29,0.10451620287912755,0.10442407831139588,0.14386692379387767,0.9145598624145292,0.9142761868784584
B136,5,42,30,0.12330914549284522,0.12295044085903983,0.17546879138676186,0.8774998058377852,0.8763975641401922
B136,5,42,31,0.11826393776106237,0.11810323168280412,0.11037393534813611,0.9030188755403534,0.9023148292983678
B136,5,42,32,0.11891347113775885,0.11872718302015595,0.14814291306149618,0.8998042297164124,0.8992344703103268
B136,5,42,33,0.10141497014872147,0.10141497014872147,0.1021752201715822,1.0,1.0
B136,5,42,34,0.1408361075712279,0.14043862898504345,0.173547470558423,0.9060737801864132,0.9045045198810548
B136,5,42,35,0.1382670372245154,0.1382670372245154,0.09934373557550646,1.0,1.0
B136,5,42,36,0.10763556973913269,0.1077676820145419,0.11679624401377375,0.8162573642629691,0.8181698804551298
B136,5,42,37,0.10759595268830902,0.10751138910154245,0.13008116502626188,0.9379412279418464,0.9373610418507043
B136,5,42,38,0.10621377867896609,0.10592574511862107,0.11556308788793124,0.8660527734957373,0.8650903673064749
B136,5,42,39,0.12731455175338469,0.12731455175338469,0.12782107665130393,1.0,1.0
B136,5,52,0,0.08699548740816421,0.08710935287054333,0.13901287268331575,0.72757791133429,0.7297242205352028
B136,5,52,1,0.12325147078816356,0.12327709296032219,0.13099990526803107,0.974652332126684,0.9749419538537536
B136,5,52,2,0.11384604040553281,0.11374452029443605,0.14073503075731209,0.9607103932230414,0.9602332688551658
B136,5,52,3,0.09124489779899103,0.09120808627399057,0.0973614046249458,0.9853285435465544,0.9851263885342896
B136,5,52,4,0.11283081499935088,0.11270929940185481,0.11876779872926568,0.8619171270282386,0.8612558381860991
B136,5,52,5,0.12326753109498179,0.12326753109498179,0.15694294550708032,1.0,1.0
B136,5,52,6,0.09970475984386695,0.09955567874577942,0.11998502535582123,0.8283192920619535,0.8287352437349531
B136,5,52,7,0.1741311196238886,0.1739865926625772,0.18818542326510213,0.9633320317888778,0.9627287846154213
B136,5,52,8,0.12259574223540093,0.12252909359390896,0.17258846049796106,0.9084398082016996,0.9082054191479021
B136,5,52,9,0.1360773828162316,0.1360528338022573,0.12237685180553659,0.9381210198864658,0.9382152670574462
B136,5,52,10,0.13138699911895801,0.13138699911895801,0.1846025605999031,1.0,1.0
B136,5,52,11,0.10208295674195966,0.10192587452251756,0.13816212300974162,0.9476812522866152,0.9468324360096858
B136,5,52,12,0.15452426398825425,0.15452426398825425,0.14337104294084413,1.0,1.0
