book,filt,CAGR,Sharpe,MaxDD,H1,H2,IS,OOS_CAGR,OOS,OOS_DD,verdict,fail4b,ddmargin
CAND20,TERMINAL,0.05498492575756142,0.47454681882128646,-0.3151619671392387,0.8102223357632955,0.2117193036865028,0.7928031773378456,0.033279447790481864,0.3067334972274612,-0.3151619671392397,KILL,H1/H2/OOS/DD/CAGR,-0.1128585554388489
CAND20,OFF,0.07082802069772143,0.5241790512906273,-0.3497999642589129,0.7209986420035235,0.4186468107978545,0.6648315762144815,0.06814473072188809,0.47165598422029026,-0.34979996425891213,KILL,H1/H2/OOS/DD/CAGR,-0.1474965525585231
CAND20,CAUSAL,0.08188469031544221,0.5906575233071797,-0.30502583289541807,0.7928082122559106,0.4860281861582164,0.758414364810579,0.07886942812787412,0.5289261020502831,-0.30502583289541807,KILL,H1/H2/OOS/DD/CAGR,-0.10272242119502825
CAND20_NOVOL,TERMINAL,0.1378340627164123,0.7298840040213498,-0.307927657233222,0.8912516430139946,0.6417098766708486,0.7279633260502104,0.1528863359606858,0.741208848677764,-0.30792765723322213,KILL,H2/OOS/DD,-0.1056242455328322
CAND20_NOVOL,OFF,0.15070595092684158,0.7656442308311379,-0.32414449483409513,1.0697655641268093,0.5925447366711454,0.8518294374644294,0.15818417955730246,0.7403808745169738,-0.32414449483409546,KILL,H2/OOS/DD,-0.12184108313370531
CAND20_NOVOL,CAUSAL,0.13642293920119175,0.72263339660073,-0.3079276572332219,0.8331427962708623,0.6672062507063292,0.6911856623570886,0.1545115302830964,0.7470265024700509,-0.3079276572332219,KILL,H1/H2/OOS/DD,-0.10562424553283209
MOM20,TERMINAL,0.13593877980171087,0.6810164843685551,-0.3489287796293389,0.7220668929976602,0.672982675848852,0.711109789531919,0.14609566675071073,0.6768456875351697,-0.348928779629339,KILL,H1/H2/OOS/DD,-0.14662536792894906
MOM20,OFF,0.15066487488670544,0.7176967691213414,-0.3718871097615003,0.7712297697804577,0.70523681266607,0.5927356777169166,0.18406246099905488,0.7850464171019109,-0.3718871097615002,KILL,H1/H2/OOS/DD,-0.16958369806111048
MOM20,CAUSAL,0.13158155904321078,0.659242423863038,-0.3763648730804464,0.7025410397642904,0.6472624333443678,0.6810972163523441,0.14136662927373211,0.6574566904818766,-0.37636487308044664,KILL,H1/H2/OOS/DD,-0.1740614613800566
R6_20,TERMINAL,0.13654801590527144,0.6929391990480718,-0.3260357169156737,0.6446122087226386,0.7474182376525618,0.42623911455561597,0.18611442415113566,0.8225065247721954,-0.32603571691567357,KILL,H1/H2/OOS/DD,-0.12373230521528386
R6_20,OFF,0.1576479043919785,0.7508231206095972,-0.38868083091060457,0.7662822743671976,0.7646553609016422,0.5062733796839973,0.20914126512301023,0.8719792329620232,-0.3886808309106049,KILL,H1/H2/OOS/DD,-0.18637741921021475
R6_20,CAUSAL,0.12982921738664488,0.6632332422873427,-0.3474878562709469,0.6607862989016543,0.6841387663173889,0.472886770380242,0.16821987675907013,0.7590572278062548,-0.3474878562709458,KILL,H1/H2/OOS/DD,-0.1451844445705571
LOWVOL20,TERMINAL,0.04722640531693045,0.5292885587046977,-0.25653580038549695,0.8383158617687343,0.29303224123118676,0.7629428577713052,0.03603819093369465,0.40342100102173073,-0.25653580038549695,KILL,H1/H2/OOS/DD/CAGR,-0.05423238868510713
LOWVOL20,OFF,0.0783519729913349,0.6572131799902234,-0.24403019234445933,0.8528366921203738,0.5697929889232701,0.8403753329923846,0.07818114292049128,0.5963170038460247,-0.24403019234445922,KILL,H1/H2/OOS/DD/CAGR,-0.04172678064406951
LOWVOL20,CAUSAL,0.0775667894298584,0.6638305503235732,-0.2440301923444591,0.8796175576513701,0.5879369523298363,0.8391465175545764,0.08022672163977362,0.6147590856442688,-0.24403019234445922,KILL,H1/H2/OOS/DD/CAGR,-0.04172678064406929
EWALL,TERMINAL,0.1018177783174512,0.6781352696586781,-0.3616637358208411,0.7970199840580422,0.6139801956312066,0.7737298887497327,0.10089643214031607,0.6366624355474834,-0.36166373582084044,KILL,H1/H2/OOS/DD,-0.15936032412045129
EWALL,OFF,0.1381171774836467,0.780803575618316,-0.3617582856070598,0.8424482183019656,0.7215899992731171,0.8474096177032143,0.12134242462723299,0.7365163949263334,-0.3617582856070598,KILL,H1/H2/OOS/DD,-0.15945487390666999
EWALL,CAUSAL,0.11006217305338595,0.720952495059018,-0.36422597550472,0.8112257171512886,0.6800784900447405,0.7945280953059642,0.11247852880465792,0.6917711498868606,-0.3642259755047197,KILL,H1/H2/OOS/DD,-0.1619225638043302
MABAND,TERMINAL,0.03803686076484847,0.5710244752159079,-0.14703625800009057,0.5682458981113392,0.5757362229674686,0.5789899663564636,0.03837588361212907,0.5664863714962137,-0.1470362580000889,KILL,H1/H2/OOS/CAGR,0.05526715370029925
MABAND,OFF,0.040608406890810356,0.6133786643604032,-0.12098779909245838,0.5399346942273169,0.6792397004476826,0.5294758162100925,0.04539845843857959,0.6616852758507112,-0.12098779909245927,KILL,H1/H2/OOS/CAGR,0.08131561260793144
MABAND,CAUSAL,0.038934021133008256,0.5881234786187342,-0.1223903119379719,0.5693080158452603,0.6072449635766463,0.586296967001651,0.039905550148601865,0.589492710832425,-0.1223903119379719,KILL,H1/H2/OOS/CAGR,0.07991309976241792
