panel,family,gross,cost_bps,dev_realised_gross,unmatched_realised_gross,twin_g,dMaxDD_unmatched_pp,dMaxDD_matched_pp,dSharpe_unmatched,dSharpe_matched,dCAGR_unmatched_pp,dCAGR_matched_pp,dMaxDD_OOS_unmatched_pp,dMaxDD_OOS_matched_pp,dSharpe_OOS_unmatched,dSharpe_OOS_matched
U56,BAND,0.5,0,0.3553132978191471,0.500314819060522,0.35501965113853456,7.343334074556762,3.0479468098719043,0.1006984998935816,0.10096121098920463,-2.975633895707941,-0.4010444826026527,7.343334074556839,3.0479468098719265,0.1678052029862307,0.16761131736503332
U56,BAND,0.5,10,0.3553132978191471,0.500314819060522,0.35501965113853456,7.337898199056125,3.0402280502117573,0.08283559229619586,0.08336815694466893,-3.0393074659464725,-0.48239890092600657,7.337898199056192,3.0402280502117685,0.15045465667219826,0.15051815554429537
U56,BAND,0.5,25,0.3553132978191471,0.500314819060522,0.35501965113853456,7.329744610243649,3.028651067778765,0.05600332245685502,0.05694079365704763,-3.1346106532610607,-0.6041921000574435,7.329744610243649,3.0286510677787204,0.12439072927307104,0.12484046554499306
U56,BAND,0.5,50,0.3553132978191471,0.500314819060522,0.35501965113853456,7.316155894663179,3.009359182706639,0.011193583718653421,0.012806210193577083,-3.292898043751391,-0.8065462485243202,7.316155894663245,3.009359182706639,0.0808598803641809,0.08195374901898522
U56,BAND,0.75,0,0.5328263552938667,0.7502277249615616,0.5325161229829498,10.4815603208529,4.356863420891077,0.09999002796418455,0.10034288734316932,-4.474574567713008,-0.5927593342711424,10.481560320852934,4.356863420891033,0.16740887326887277,0.16705306710881063
U56,BAND,0.75,10,0.5328263552938667,0.7502277249615616,0.5325161229829498,10.470918035737842,4.344301044602128,0.08207847679546343,0.08269775607801066,-4.573534947733093,-0.7188557689115749,10.470918035737853,4.344301044602106,0.15001347127222098,0.14990822164714013
U56,BAND,0.75,25,0.5328263552938667,0.7502277249615616,0.5325161229829498,10.454956517544723,4.325460590031294,0.05517385660818719,0.05619288023317459,-4.7214994614033,-0.9074564151138054,10.454956517544678,4.325460590031282,0.12388284246256354,0.12415358824545564
U56,BAND,0.75,50,0.5328263552938667,0.7502277249615616,0.5325161229829498,10.428359080171944,4.294068125582529,0.010244959478898696,0.011930506395346763,-4.966841544099676,-1.220344495263026,10.428359080171933,4.294068125582506,0.08024218444785336,0.08113999551256024
U56,BAND,1.0,0,0.7102501067593335,1.0,0.7100013195437861,13.28394960219943,5.529879059809362,0.09932011229709814,0.09973657150839443,-5.96885134885885,-0.7768078617343521,13.283949602199407,5.5298790598094065,0.1670714828349369,0.1665121139510659
U56,BAND,1.0,10,0.7102501067593335,1.0,0.7100013195437861,13.267974295936757,5.512099648814117,0.08145662825148237,0.08200681321165182,-6.103001111970929,-0.950662806291791,13.267974295936746,5.512099648814129,0.14972408960404104,0.14928445525212286
U56,BAND,1.0,25,0.7102501067593335,1.0,0.7100013195437861,13.244015987045021,5.485436719572556,0.054624435486965606,0.05537527951372212,-6.303366175228398,-1.210457051402658,13.24401598704501,5.485436719572556,0.12366583130518816,0.12340591902747478
U56,BAND,1.0,50,0.7102501067593335,1.0,0.7100013195437861,13.204097874737652,5.441015003401494,0.009817023185977547,0.010902475687149193,-6.635025406941386,-1.640822772506545,13.204097874737686,5.44101500340155,0.08014665502446872,0.08018658953318147
U56,MA200,0.5,0,0.3549652105095191,0.500314819060522,0.35467163796945156,7.377792482826672,3.0719178987967277,0.08674447283978903,0.08700783731774231,-3.177214021697461,-0.5964577842257235,7.3777924828267505,3.0719178987967055,0.166060113791056,0.16586579867396622
