panel,book,cut,stat,pre,post,D,k,n,p,sd,t,sign,claimset,sign_nat,p_nat,D_nat,reversed,both_sig,pathology
U56,BAND075,2020-01-01,MaxDD,-0.0788718418803602,-0.12054947951644897,-0.04167763763608877,2761,4444,0.505,0.04822889884618854,-0.8641631601212162,-1,LIVE,-1,0.392,-0.04167763763608878,False,False,False
U56,BAND100,CALMID,SH,1.2275247338311837,1.1814336016774336,-0.04609113215375005,2226,4444,0.935,0.4772268766642365,-0.09658117429580246,-1,SHELF,-1,0.898,-0.05652751497745312,False,False,False
U56,BAND100,CALMID,EXSH,0.2702660728783345,0.35606143231341636,0.08579535943508187,2226,4444,0.7515,0.2690570225666628,0.31887426173321615,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,CALMID,CAGR,0.11111038436040017,0.11966292538561564,0.008552541025215465,2226,4444,0.876,0.04680487143088732,0.18272758291504462,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,CALMID,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,2226,4444,0.388,0.059756079684556235,-0.9135590647903009,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2013-01-01,SH,0.8808222411867455,1.3026678579006625,0.42184561671391707,999,4444,0.4635,0.5645829842993945,0.7471808900464759,1,SHELF,-1,0.898,-0.05652751497745312,True,False,False
U56,BAND100,2013-01-01,EXSH,0.06995516968103177,0.386769871892616,0.31681470221158425,999,4444,0.377,0.358100719283011,0.8847083659756685,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2013-01-01,CAGR,0.08701418202754427,0.12373126827811226,0.03671708625056799,999,4444,0.542,0.05817227289213774,0.6311784708609947,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2013-01-01,MaxDD,-0.10451924613333277,-0.1591099544054906,-0.05459070827215784,999,4444,0.4685,0.06376301282470224,-0.8561500759419732,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2014-01-01,SH,1.2159983013300668,1.1955259465018002,-0.020472354828266592,1251,4444,0.962,0.520534668658449,-0.039329474213560235,-1,SHELF,-1,0.898,-0.05652751497745312,False,False,False
U56,BAND100,2014-01-01,EXSH,0.2143163780196129,0.360413246380036,0.14609686836042313,1251,4444,0.667,0.3265954580903332,0.4473328233487378,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2014-01-01,CAGR,0.12084865773623014,0.11323185536089463,-0.0076168023753355185,1251,4444,0.879,0.05319652209443718,-0.14318233740570074,-1,SHELF,1,0.8625,0.007276028196424991,True,False,False
U56,BAND100,2014-01-01,MaxDD,-0.10451924613333277,-0.15910995440549056,-0.054590708272157784,1251,4444,0.383,0.058170559364238685,-0.9384594005764079,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2015-01-01,SH,1.1796775060910933,1.2124596834137005,0.03278217732260713,1503,4444,0.953,0.5023375265243084,0.06525926412352309,1,SHELF,-1,0.898,-0.05652751497745312,True,False,False
U56,BAND100,2015-01-01,EXSH,0.17260569300134665,0.391954970867075,0.21934927786572833,1503,4444,0.47,0.3014408364686918,0.7276694174397647,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2015-01-01,CAGR,0.11432861879725056,0.11590372238710653,0.001575103589855964,1503,4444,0.9775,0.05013046584066385,0.031420086836262795,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2015-01-01,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,1503,4444,0.401,0.05847770819855326,-0.933530228079432,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2016-01-01,SH,1.1086480062627155,1.260512687128829,0.1518646808661135,1755,4444,0.7545,0.4751667846179182,0.3196028968822556,1,SHELF,-1,0.898,-0.05652751497745312,True,False,False
U56,BAND100,2016-01-01,EXSH,0.20957928058433717,0.3853044332318982,0.17572515264756106,1755,4444,0.524,0.28366165852259206,0.6194885609948075,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2016-01-01,CAGR,0.10429912286592011,0.12265655873312643,0.018357435867206326,1755,4444,0.688,0.04634539313075984,0.3961005534123377,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2016-01-01,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,1755,4444,0.4425,0.059229119235513716,-0.9216869839831311,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2017-01-01,SH,1.105018903001435,1.276744694904281,0.1717257919028461,2007,4444,0.728,0.46678430648819097,0.36789109984182927,1,SHELF,-1,0.898,-0.05652751497745312,True,False,False
U56,BAND100,2017-01-01,EXSH,0.2061562692146608,0.40260776828701283,0.19645149907235204,2007,4444,0.454,0.2760898063135714,0.7115492661443305,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2017-01-01,CAGR,0.10163036180711747,0.12681530813545208,0.02518494632833461,2007,4444,0.587,0.045469497186462746,0.5538866248081739,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2017-01-01,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,2007,4444,0.428,0.05971031401478767,-0.9142592728391636,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2018-01-01,SH,1.2378123155286263,1.1722606591022917,-0.06555165642633454,2258,4444,0.894,0.46436256653705077,-0.14116481635283637,-1,SHELF,-1,0.898,-0.05652751497745312,False,False,False
U56,BAND100,2018-01-01,EXSH,0.26255405401972776,0.3630901128824532,0.10053605886272543,2258,4444,0.706,0.2667599860626282,0.3768783330162651,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2018-01-01,CAGR,0.11163918512400141,0.11923839253774206,0.0075992074137406496,2258,4444,0.8765,0.045418461571132794,0.16731538565741683,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2018-01-01,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,2258,4444,0.3755,0.05906721242255913,-0.9242133839264852,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2019-01-01,SH,1.1055829229781748,1.3167446295962206,0.21116170661804579,2509,4444,0.6785,0.4978216889441006,0.4241713675953494,1,SHELF,-1,0.898,-0.05652751497745312,True,False,False
U56,BAND100,2019-01-01,EXSH,0.251594070329625,0.39226225676819615,0.14066818643857115,2509,4444,0.6175,0.2712642042262608,0.5185652373110025,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2019-01-01,CAGR,0.10050232097578853,0.1349492866721708,0.03444696569638227,2509,4444,0.492,0.04875988206489846,0.7064612184773955,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2019-01-01,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,2509,4444,0.505,0.06192681676907597,-0.8815358373049547,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,BAND100,2020-01-01,SH,1.1469982233553864,1.2859295508446373,0.13893132748925097,2761,4444,0.7895,0.5023014745972196,0.27658952743600007,1,SHELF,-1,0.898,-0.05652751497745312,True,False,False
U56,BAND100,2020-01-01,EXSH,0.1969974903712406,0.47474922807422004,0.27775173770297945,2761,4444,0.3185,0.2664529354065736,1.042404495484973,1,SHELF,1,0.7765,0.0787167069243847,False,False,False
U56,BAND100,2020-01-01,CAGR,0.10284151280871741,0.13623432618167666,0.033392813372959254,2761,4444,0.504,0.05114056412709422,0.6529613809103012,1,SHELF,1,0.8625,0.007276028196424991,False,False,False
U56,BAND100,2020-01-01,MaxDD,-0.10451924613333277,-0.15910995440549067,-0.054590708272157895,2761,4444,0.4995,0.0621334541473999,-0.8786041114445647,-1,SHELF,-1,0.3875,-0.054590708272157895,False,False,False
U56,V1,CALMID,SH,0.6539746306663775,0.6623152001857283,0.008340569519350804,2226,4444,0.9905,0.45469335938449335,0.01834328420947519,1,LIVE,1,0.974,0.01575031891602685,False,False,False
U56,V1,CALMID,EXSH,-0.30328403028647166,-0.16305696917828894,0.14022706110818273,2226,4444,0.741,0.4006777388435071,0.3499746741930958,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,CALMID,CAGR,0.05837360022143144,0.06898631385750799,0.010612713636076548,2226,4444,0.834,0.048863454761310966,0.21719122579272612,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,CALMID,MaxDD,-0.13103594167780602,-0.13827776363091054,-0.007241821953104521,2226,4444,0.9375,0.08333990404695002,-0.08689501189040005,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2013-01-01,SH,0.6295693030871518,0.6641792773313927,0.03460997424424095,999,4444,0.9515,0.5190649556772146,0.06667753980633492,1,LIVE,1,0.974,0.01575031891602685,False,False,False
U56,V1,2013-01-01,EXSH,-0.18129776841856193,-0.2517187086766538,-0.07042094025809187,999,4444,0.8865,0.4879215617578605,-0.144328403943418,-1,LIVE,1,0.7075,0.15099454081786468,True,False,False
U56,V1,2013-01-01,CAGR,0.0555596650518574,0.06601692483719485,0.010457259785337444,999,4444,0.8515,0.05120595572292364,0.20421959980440296,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,2013-01-01,MaxDD,-0.09943686721389398,-0.13827776363091068,-0.0388408964170167,999,4444,0.669,0.07598892147780577,-0.5111389352770461,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2014-01-01,SH,0.7463348729320356,0.6264555282702188,-0.11987934466181682,1251,4444,0.8015,0.4740108873938114,-0.25290420083161563,-1,LIVE,1,0.974,0.01575031891602685,True,False,False
U56,V1,2014-01-01,EXSH,-0.2553470503784183,-0.20865717185154542,0.0466898785268729,1251,4444,0.9195,0.43929787028615436,0.10628296125464838,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,2014-01-01,CAGR,0.0672620523099717,0.062248117169908614,-0.00501393514006309,1251,4444,0.9285,0.04777440259711227,-0.1049502425461236,-1,LIVE,1,0.8095,0.011359733743681509,True,False,False
U56,V1,2014-01-01,MaxDD,-0.09943686721389398,-0.13827776363091068,-0.0388408964170167,1251,4444,0.6765,0.07828973392021403,-0.49611736395221245,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2015-01-01,SH,0.7362162820198138,0.6213048823115882,-0.11491139970822561,1503,4444,0.8015,0.46969354644726896,-0.2446518598720546,-1,LIVE,1,0.974,0.01575031891602685,True,False,False
U56,V1,2015-01-01,EXSH,-0.2708555310699329,-0.1991998302350373,0.07165570083489559,1503,4444,0.8575,0.4238304737033042,0.1690668917899873,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,2015-01-01,CAGR,0.06707145015497157,0.06191651834788319,-0.005154931807088377,1503,4444,0.916,0.048165351238798795,-0.10702572854770147,-1,LIVE,1,0.8095,0.011359733743681509,True,False,False
U56,V1,2015-01-01,MaxDD,-0.09943686721389398,-0.13827776363091057,-0.03884089641701659,1503,4444,0.628,0.07651831676641946,-0.5076025984155229,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2016-01-01,SH,0.6692497423456125,0.6495062160851248,-0.019743526260487698,1755,4444,0.968,0.44103710852863626,-0.0447661339118492,-1,LIVE,1,0.974,0.01575031891602685,True,False,False
U56,V1,2016-01-01,EXSH,-0.22981898333276585,-0.22570203781180598,0.004116945520959869,1755,4444,0.9895,0.4060708039482289,0.010138491812094794,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,2016-01-01,CAGR,0.06182612142027479,0.06485392084465207,0.003027799424377274,1755,4444,0.9525,0.04606282269610085,0.06573195577598794,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,2016-01-01,MaxDD,-0.09943686721389398,-0.13827776363091052,-0.03884089641701653,1755,4444,0.5545,0.07638558712232571,-0.508484622299437,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2017-01-01,SH,0.5577537386467133,0.7302674824997514,0.17251374385303808,2007,4444,0.7105,0.45162797975541913,0.3819819665434891,1,LIVE,1,0.974,0.01575031891602685,False,False,False
U56,V1,2017-01-01,EXSH,-0.34110889514006093,-0.1438694441175169,0.19723945102254403,2007,4444,0.6315,0.40796670556512105,0.48346948006290186,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,2017-01-01,CAGR,0.04966115873849576,0.07532365585455832,0.025662497116062555,2007,4444,0.6005,0.04785003216924719,0.5363109689308762,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,2017-01-01,MaxDD,-0.13103594167780602,-0.13827776363091057,-0.007241821953104549,2007,4444,0.92,0.08336197029312147,-0.08687201043402043,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2018-01-01,SH,0.673621390088666,0.6455757753880226,-0.028045614700643373,2258,4444,0.9525,0.45394088748957584,-0.06178252603713166,-1,LIVE,1,0.974,0.01575031891602685,True,False,False
U56,V1,2018-01-01,EXSH,-0.30163687142023254,-0.16359477083181595,0.1380421005884166,2258,4444,0.7185,0.39607324852278664,0.3485266957646468,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,2018-01-01,CAGR,0.06017600517487974,0.06726499305719368,0.007088987882313935,2258,4444,0.885,0.048947753758782304,0.14482764453807065,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,2018-01-01,MaxDD,-0.13103594167780602,-0.13827776363091054,-0.007241821953104521,2258,4444,0.9375,0.08377800870584676,-0.08644060732609803,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2019-01-01,SH,0.673868186630576,0.638714644626569,-0.035153542004007,2509,4444,0.932,0.47701818651524475,-0.07369434331385508,-1,LIVE,1,0.974,0.01575031891602685,True,False,False
U56,V1,2019-01-01,EXSH,-0.18012066601797383,-0.28576772820145546,-0.10564706218348163,2509,4444,0.792,0.4160364708175757,-0.25393702137668095,-1,LIVE,1,0.7075,0.15099454081786468,True,False,False
U56,V1,2019-01-01,CAGR,0.062168749463653875,0.06559022004421437,0.0034214705805604984,2509,4444,0.939,0.05197533405923313,0.06582873669770466,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,2019-01-01,MaxDD,-0.13103594167780602,-0.13827776363091054,-0.007241821953104521,2509,4444,0.915,0.08522146739763352,-0.08497649916440675,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,V1,2020-01-01,SH,0.6910959241605634,0.6152173266655685,-0.07587859749499493,2761,4444,0.868,0.497546495670757,-0.15250554100014466,-1,LIVE,1,0.974,0.01575031891602685,True,False,False
U56,V1,2020-01-01,EXSH,-0.25890480882358236,-0.1959629961048488,0.06294181271873356,2761,4444,0.889,0.4124699691593951,0.15259732204748777,1,LIVE,1,0.7075,0.15099454081786468,False,False,False
U56,V1,2020-01-01,CAGR,0.06263603161585618,0.0653344934452615,0.0026984618294053214,2761,4444,0.961,0.056131458763143724,0.048073965809296744,1,LIVE,1,0.8095,0.011359733743681509,False,False,False
U56,V1,2020-01-01,MaxDD,-0.13103594167780602,-0.13827776363091054,-0.007241821953104521,2761,4444,0.924,0.08708705319526532,-0.0831561258235138,-1,LIVE,-1,0.9325,-0.007241821953104521,False,False,False
U56,EWELIG075,CALMID,SH,1.0693995458752672,1.0264909857952491,-0.04290856008001809,2226,4444,0.9305,0.4594406118313531,-0.09339305010278137,-1,SHELF,-1,0.9045,-0.05147398021085858,False,False,False
U56,EWELIG075,CALMID,EXSH,0.11214088492241803,0.20111881643123186,0.08897793150881383,2226,4444,0.6715,0.21902671589015674,0.40624236704273475,1,SHELF,1,0.707,0.08377024169097924,False,False,False
U56,EWELIG075,CALMID,CAGR,0.10007016835874628,0.10707690267195369,0.007006734313207405,2226,4444,0.8875,0.04628699135892457,0.15137588569701754,1,SHELF,1,0.898,0.005906329717271619,False,False,False
U56,EWELIG075,CALMID,MaxDD,-0.11203327732367777,-0.15874699031285738,-0.04671371298917962,2226,4444,0.459,0.06314141470674255,-0.7398268348300295,-1,SHELF,-1,0.4525,-0.04671371298917962,False,False,False
U56,EWELIG075,2013-01-01,SH,0.7942087559018479,1.1212253402749683,0.3270165843731204,999,4444,0.5495,0.5449365005048623,0.6001003494354891,1,SHELF,-1,0.9045,-0.05147398021085858,True,False,False
U56,EWELIG075,2013-01-01,EXSH,-0.01665831560386577,0.20532735426692184,0.2219856698707876,999,4444,0.443,0.2885369599090286,0.7693491674022502,1,SHELF,1,0.707,0.08377024169097924,False,False,False
U56,EWELIG075,2013-01-01,CAGR,0.07892025955389827,0.11081201760930462,0.03189175805540635,999,4444,0.5685,0.05680647713022453,0.5614105937655124,1,SHELF,1,0.898,0.005906329717271619,False,False,False
U56,EWELIG075,2013-01-01,MaxDD,-0.11203327732367777,-0.15874699031285736,-0.04671371298917959,999,4444,0.4395,0.06472766084161503,-0.7216962946256537,-1,SHELF,-1,0.4525,-0.04671371298917962,False,False,False
U56,EWELIG075,2014-01-01,SH,1.081223591740158,1.031009555430201,-0.05021403630995702,1251,4444,0.921,0.5004551619824231,-0.10033673368668466,-1,SHELF,-1,0.9045,-0.05147398021085858,False,False,False
U56,EWELIG075,2014-01-01,EXSH,0.07954166842970412,0.1958968553084368,0.1163551868787327,1251,4444,0.6585,0.26188072564865933,0.444306035087269,1,SHELF,1,0.707,0.08377024169097924,False,False,False
U56,EWELIG075,2014-01-01,CAGR,0.10719878162596029,0.10213992643241512,-0.005058855193545167,1251,4444,0.9245,0.05152218301871943,-0.0981879046488994,-1,SHELF,1,0.898,0.005906329717271619,True,False,False
U56,EWELIG075,2014-01-01,MaxDD,-0.11203327732367777,-0.1587469903128573,-0.046713712989179534,1251,4444,0.394,0.06197619587122466,-0.7537363714004356,-1,SHELF,-1,0.4525,-0.04671371298917962,False,False,False
U56,EWELIG075,2015-01-01,SH,1.0690277664971313,1.0339586451149554,-0.03506912138217588,1503,4444,0.943,0.4939339767116713,-0.07099961338081245,-1,SHELF,-1,0.9045,-0.05147398021085858,False,False,False
U56,EWELIG075,2015-01-01,EXSH,0.06195595340738458,0.2134539325683299,0.15149797916094532,1503,4444,0.5235,0.23951536589369807,0.6325188306631788,1,SHELF,1,0.707,0.08377024169097924,False,False,False
U56,EWELIG075,2015-01-01,CAGR,0.10251794859778571,0.10409544293857084,0.001577494340785135,1503,4444,0.9755,0.04949053874452553,0.031874664952190115,1,SHELF,1,0.898,0.005906329717271619,False,False,False
U56,EWELIG075,2015-01-01,MaxDD,-0.11203327732367777,-0.15874699031285738,-0.04671371298917962,1503,4444,0.4195,0.06198511096831443,-0.7536279641906062,-1,SHELF,-1,0.4525,-0.04671371298917962,False,False,False
U56,EWELIG075,2016-01-01,SH,1.00102841380222,1.0734554275432702,0.0724270137410501,1755,4444,0.873,0.4561589090659126,0.1587758395190847,1,SHELF,-1,0.9045,-0.05147398021085858,True,False,False
U56,EWELIG075,2016-01-01,EXSH,0.10195968812384171,0.19824717364633937,0.09628748552249766,1755,4444,0.6875,0.23061223913597104,0.4175298149103253,1,SHELF,1,0.707,0.08377024169097924,False,False,False
U56,EWELIG075,2016-01-01,CAGR,0.09778472234183173,0.10734842878453682,0.009563706442705086,1755,4444,0.8265,0.04582206372995832,0.2087140050929737,1,SHELF,1,0.898,0.005906329717271619,False,False,False
U56,EWELIG075,2016-01-01,MaxDD,-0.11203327732367777,-0.15874699031285738,-0.04671371298917962,1755,4444,0.436,0.06047727393835828,-0.772417636363583,-1,SHELF,-1,0.4525,-0.04671371298917962,False,False,False
U56,EWELIG075,2017-01-01,SH,0.9698966976851524,1.1047472105410194,0.13485051285586702,2007,4444,0.7795,0.4572992784050065,0.29488459576452,1,SHELF,-1,0.9045,-0.05147398021085858,True,False,False
U56,EWELIG075,2017-01-01,EXSH,0.07103406389837819,0.23061028392375116,0.15957622002537297,2007,4444,0.4555,0.22049999145789417,0.7237017061555988,1,SHELF,1,0.707,0.08377024169097924,False,False,False
U56,EWELIG075,2017-01-01,CAGR,0.09295495946011403,0.11237410933899665,0.019419149878882616,2007,4444,0.683,0.04582334855515572,0.42378286378413765,1,SHELF,1,0.898,0.005906329717271619,False,False,False
