panel,family,form,window,trim,end,rho,gap,full_rho,full_gap,d1_share,sign_survives,mag_ratio
B136,volQ,MA-RS,IS,1,HIGH,-0.11666666666666665,0.12066477546330634,-0.11515151515151514,-0.11192100882922285,,True,1.013157894736842
B136,volQ,MA-RS,IS,2,LOW,0.3571428571428572,-0.0493010725547226,-0.11515151515151514,-0.11192100882922285,,False,3.101503759398497
B136,volQ,MA-RS,IS,2,HIGH,-0.5952380952380953,-0.263043565056701,-0.11515151515151514,-0.11192100882922285,,True,5.169172932330828
B136,volQ,MA-RS,OOS,0,LOW,0.7696969696969697,0.6881418243541344,0.7696969696969697,0.6881418243541344,,True,1.0
B136,volQ,MA-RS,OOS,1,LOW,0.8166666666666667,0.7442782640541393,0.7696969696969697,0.6881418243541344,-0.08157684609955607,True,1.0610236220472442
B136,volQ,MA-RS,OOS,1,HIGH,0.6833333333333333,0.40512652282863176,0.7696969696969697,0.6881418243541344,,True,0.8877952755905513
B136,volQ,MA-RS,OOS,2,LOW,0.7619047619047621,0.7445943501914377,0.7696969696969697,0.6881418243541344,,True,0.989876265466817
B136,volQ,MA-RS,OOS,2,HIGH,0.5714285714285715,0.45555125529146884,0.7696969696969697,0.6881418243541344,,True,0.7424071991001127
SMALL663,advQ,MA-DG,FULL,0,LOW,-0.9878787878787878,-2.024368073684287,-0.9878787878787878,-2.024368073684287,,True,1.0
SMALL663,advQ,MA-DG,FULL,1,LOW,-0.9833333333333333,-1.1486269001738967,-0.9878787878787878,-2.024368073684287,0.43259977515678194,True,0.995398773006135
SMALL663,advQ,MA-DG,FULL,1,HIGH,-0.9833333333333333,-1.798403505229939,-0.9878787878787878,-2.024368073684287,,True,0.995398773006135
SMALL663,advQ,MA-DG,FULL,2,LOW,-0.9761904761904763,-1.0346869615046363,-0.9878787878787878,-2.024368073684287,,True,0.9881682734443472
SMALL663,advQ,MA-DG,FULL,2,HIGH,-0.9761904761904763,-1.6146022725966327,-0.9878787878787878,-2.024368073684287,,True,0.9881682734443472
SMALL663,advQ,MA-DG,IS,0,LOW,-0.9515151515151514,-1.0979116550842425,-0.9515151515151514,-1.0979116550842425,,True,1.0
SMALL663,advQ,MA-DG,IS,1,LOW,-0.9333333333333332,-1.0760497890698963,-0.9515151515151514,-1.0979116550842425,0.019912226920178466,True,0.9808917197452229
SMALL663,advQ,MA-DG,IS,1,HIGH,-0.9500000000000001,-1.3242925974473352,-0.9515151515151514,-1.0979116550842425,,True,0.9984076433121021
SMALL663,advQ,MA-DG,IS,2,LOW,-0.9047619047619048,-0.928951202887644,-0.9515151515151514,-1.0979116550842425,,True,0.950864422202002
SMALL663,advQ,MA-DG,IS,2,HIGH,-0.9285714285714287,-0.9320553742142468,-0.9515151515151514,-1.0979116550842425,,True,0.9758871701546863
SMALL663,advQ,MA-DG,OOS,0,LOW,-0.9636363636363635,-2.5524297796375905,-0.9636363636363635,-2.5524297796375905,,True,1.0
SMALL663,advQ,MA-DG,OOS,1,LOW,-0.9500000000000001,-1.2927571953768386,-0.9636363636363635,-2.5524297796375905,0.49351899680453026,True,0.9858490566037738
SMALL663,advQ,MA-DG,OOS,1,HIGH,-0.9500000000000001,-2.0500158900638867,-0.9636363636363635,-2.5524297796375905,,True,0.9858490566037738
SMALL663,advQ,MA-DG,OOS,2,LOW,-0.9285714285714287,-1.1497960633557327,-0.9636363636363635,-2.5524297796375905,,True,0.9636118598382752
SMALL663,advQ,MA-DG,OOS,2,HIGH,-0.9761904761904763,-1.9916601336173076,-0.9636363636363635,-2.5524297796375905,,True,1.0130278526504943
SMALL663,advQ,MA-RS,FULL,0,LOW,-0.9636363636363635,-1.4927630079955374,-0.9636363636363635,-1.4927630079955374,,True,1.0
SMALL663,advQ,MA-RS,FULL,1,LOW,-0.9500000000000001,-0.9597159274076387,-0.9636363636363635,-1.4927630079955374,0.3570875468730079,True,0.9858490566037738
SMALL663,advQ,MA-RS,FULL,1,HIGH,-0.9500000000000001,-1.22632731454633,-0.9636363636363635,-1.4927630079955374,,True,0.9858490566037738
SMALL663,advQ,MA-RS,FULL,2,LOW,-0.9523809523809524,-1.022328581726454,-0.9636363636363635,-1.4927630079955374,,True,0.9883198562443848
SMALL663,advQ,MA-RS,FULL,2,HIGH,-0.9285714285714287,-1.0740065068850104,-0.9636363636363635,-1.4927630079955374,,True,0.9636118598382752
SMALL663,advQ,MA-RS,IS,0,LOW,-0.8909090909090909,-0.7381359454072117,-0.8909090909090909,-0.7381359454072117,,True,1.0
SMALL663,advQ,MA-RS,IS,1,LOW,-0.9,-0.8996878202951858,-0.8909090909090909,-0.7381359454072117,-0.21886466292987516,True,1.0102040816326532
SMALL663,advQ,MA-RS,IS,1,HIGH,-0.8666666666666667,-0.8519828938754985,-0.8909090909090909,-0.7381359454072117,,True,0.9727891156462586
SMALL663,advQ,MA-RS,IS,2,LOW,-0.880952380952381,-0.9349311620403538,-0.8909090909090909,-0.7381359454072117,,True,0.9888241010689992
SMALL663,advQ,MA-RS,IS,2,HIGH,-0.8095238095238096,-0.4566410771160362,-0.8909090909090909,-0.7381359454072117,,True,0.9086491739552965
SMALL663,advQ,MA-RS,OOS,0,LOW,-0.9393939393939393,-1.8582872032853233,-0.9393939393939393,-1.8582872032853233,,True,1.0
SMALL663,advQ,MA-RS,OOS,1,LOW,-0.9166666666666666,-1.0841265117477903,-0.9393939393939393,-1.8582872032853233,0.4165990543167226,True,0.9758064516129032
SMALL663,advQ,MA-RS,OOS,1,HIGH,-0.9166666666666666,-1.4029235379253686,-0.9393939393939393,-1.8582872032853233,,True,0.9758064516129032
SMALL663,advQ,MA-RS,OOS,2,LOW,-0.9047619047619048,-1.1174511019801507,-0.9393939393939393,-1.8582872032853233,,True,0.9631336405529954
SMALL663,advQ,MA-RS,OOS,2,HIGH,-0.9285714285714287,-1.3725111467854354,-0.9393939393939393,-1.8582872032853233,,True,0.9884792626728113
SMALL663,capQ,MA-DG,FULL,0,LOW,-0.4545454545454545,-0.05625679107984449,-0.4545454545454545,-0.05625679107984449,,True,1.0
SMALL663,capQ,MA-DG,FULL,1,LOW,-0.5833333333333334,-0.27295159700907023,-0.4545454545454545,-0.05625679107984449,-3.8518870658952764,True,1.2833333333333337
SMALL663,capQ,MA-DG,FULL,1,HIGH,-0.43333333333333335,0.004023890775838979,-0.4545454545454545,-0.05625679107984449,,True,0.9533333333333335
SMALL663,capQ,MA-DG,FULL,2,LOW,-0.4047619047619048,-0.24658625709204474,-0.4545454545454545,-0.05625679107984449,,True,0.8904761904761908
SMALL663,capQ,MA-DG,FULL,2,HIGH,-0.5714285714285715,-0.11065997519079224,-0.4545454545454545,-0.05625679107984449,,True,1.2571428571428576
SMALL663,capQ,MA-DG,IS,0,LOW,-0.28484848484848485,0.1029736356849531,-0.28484848484848485,0.1029736356849531,,True,1.0
SMALL663,capQ,MA-DG,IS,1,LOW,-0.7666666666666667,-0.6698196935182301,-0.28484848484848485,0.1029736356849531,7.504768808664164,True,2.6914893617021276
SMALL663,capQ,MA-DG,IS,1,HIGH,-0.16666666666666669,0.1313799422506015,-0.28484848484848485,0.1029736356849531,,True,0.5851063829787234
SMALL663,capQ,MA-DG,IS,2,LOW,-0.6904761904761906,-0.6966613785848228,-0.28484848484848485,0.1029736356849531,,True,2.4240121580547114
SMALL663,capQ,MA-DG,IS,2,HIGH,0.0,0.4298978563088051,-0.28484848484848485,0.1029736356849531,,False,0.0
SMALL663,capQ,MA-DG,OOS,0,LOW,-0.38181818181818183,-0.14187309632436784,-0.38181818181818183,-0.14187309632436784,,True,1.0
SMALL663,capQ,MA-DG,OOS,1,LOW,-0.15,-0.04186296537339429,-0.38181818181818183,-0.14187309632436784,0.7049266812526458,True,0.39285714285714285
SMALL663,capQ,MA-DG,OOS,1,HIGH,-0.48333333333333334,-0.05869913485031908,-0.38181818181818183,-0.14187309632436784,,True,1.2658730158730158
SMALL663,capQ,MA-DG,OOS,2,LOW,0.04761904761904763,-0.03603549414589757,-0.38181818181818183,-0.14187309632436784,,False,0.12471655328798188
SMALL663,capQ,MA-DG,OOS,2,HIGH,-0.9285714285714287,-0.43019663277059494,-0.38181818181818183,-0.14187309632436784,,True,2.4319727891156466
SMALL663,capQ,MA-RS,FULL,0,LOW,-0.22424242424242422,-0.0775572982829506,-0.22424242424242422,-0.0775572982829506,,True,1.0
SMALL663,capQ,MA-RS,FULL,1,LOW,-0.3666666666666667,-0.23986539325344058,-0.22424242424242422,-0.0775572982829506,-2.092750760584064,True,1.6351351351351355
SMALL663,capQ,MA-RS,FULL,1,HIGH,-0.03333333333333333,0.10635768134424645,-0.22424242424242422,-0.0775572982829506,,True,0.14864864864864866
SMALL663,capQ,MA-RS,FULL,2,LOW,-0.09523809523809526,-0.18041386677116067,-0.22424242424242422,-0.0775572982829506,,True,0.42471042471042486
SMALL663,capQ,MA-RS,FULL,2,HIGH,-0.30952380952380953,-0.012863633456227319,-0.22424242424242422,-0.0775572982829506,,True,1.3803088803088805
SMALL663,capQ,MA-RS,IS,0,LOW,-0.33333333333333326,0.14338652843185337,-0.33333333333333326,0.14338652843185337,,True,1.0
SMALL663,capQ,MA-RS,IS,1,LOW,-0.8333333333333333,-0.6512515027399672,-0.33333333333333326,0.14338652843185337,5.541929495485934,True,2.5000000000000004
SMALL663,capQ,MA-RS,IS,1,HIGH,-0.2333333333333333,0.19847332290296713,-0.33333333333333326,0.14338652843185337,,True,0.7000000000000001
SMALL663,capQ,MA-RS,IS,2,LOW,-0.7619047619047621,-0.5675553462104297,-0.33333333333333326,0.14338652843185337,,True,2.285714285714287
SMALL663,capQ,MA-RS,IS,2,HIGH,-0.09523809523809526,0.5867651502233554,-0.33333333333333326,0.14338652843185337,,True,0.28571428571428586
SMALL663,capQ,MA-RS,OOS,0,LOW,-0.24848484848484845,-0.16776852106727702,-0.24848484848484845,-0.16776852106727702,,True,1.0
SMALL663,capQ,MA-RS,OOS,1,LOW,-0.09999999999999999,-0.06204239481872831,-0.24848484848484845,-0.16776852106727702,0.6301904885133449,True,0.4024390243902439
SMALL663,capQ,MA-RS,OOS,1,HIGH,-0.09999999999999999,0.07845939635725108,-0.24848484848484845,-0.16776852106727702,,True,0.4024390243902439
SMALL663,capQ,MA-RS,OOS,2,LOW,0.023809523809523815,-0.0401924728381447,-0.24848484848484845,-0.16776852106727702,,False,0.09581881533101048
SMALL663,capQ,MA-RS,OOS,2,HIGH,-0.5714285714285715,-0.3018603471992742,-0.24848484848484845,-0.16776852106727702,,True,2.2996515679442515
SMALL663,momQ,MA-DG,FULL,0,LOW,0.2121212121212121,0.10146882274982438,0.2121212121212121,0.10146882274982438,,True,1.0
SMALL663,momQ,MA-DG,FULL,1,LOW,0.5166666666666667,0.5107859661473715,0.2121212121212121,0.10146882274982438,-4.0339202949731225,True,2.4357142857142864
SMALL663,momQ,MA-DG,FULL,1,HIGH,-0.08333333333333334,-0.21561718482504533,0.2121212121212121,0.10146882274982438,,False,0.39285714285714296
SMALL663,momQ,MA-DG,FULL,2,LOW,0.6904761904761906,0.5411901979205664,0.2121212121212121,0.10146882274982438,,True,3.255102040816327
SMALL663,momQ,MA-DG,FULL,2,HIGH,-0.3571428571428572,-0.4461300445729769,0.2121212121212121,0.10146882274982438,,False,1.6836734693877555
SMALL663,momQ,MA-DG,IS,0,LOW,0.4787878787878787,0.6164938379529619,0.4787878787878787,0.6164938379529619,,True,1.0
SMALL663,momQ,MA-DG,IS,1,LOW,0.2833333333333333,0.43371937887971457,0.4787878787878787,0.6164938379529619,0.2964741053700408,True,0.5917721518987342
SMALL663,momQ,MA-DG,IS,1,HIGH,0.2833333333333333,0.08816631149520368,0.4787878787878787,0.6164938379529619,,True,0.5917721518987342
SMALL663,momQ,MA-DG,IS,2,LOW,0.523809523809524,0.5017840909394097,0.4787878787878787,0.6164938379529619,,True,1.0940325497287526
SMALL663,momQ,MA-DG,IS,2,HIGH,0.523809523809524,0.13656904277989948,0.4787878787878787,0.6164938379529619,,True,1.0940325497287526
SMALL663,momQ,MA-DG,OOS,0,LOW,0.07878787878787878,-0.16331170816221952,0.07878787878787878,-0.16331170816221952,,True,1.0
SMALL663,momQ,MA-DG,OOS,1,LOW,0.48333333333333334,0.5695652646204453,0.07878787878787878,-0.16331170816221952,4.48759602743662,True,6.134615384615385
SMALL663,momQ,MA-DG,OOS,1,HIGH,-0.11666666666666665,-0.3782368811040925,0.07878787878787878,-0.16331170816221952,,False,1.4807692307692308
SMALL663,momQ,MA-DG,OOS,2,LOW,0.6428571428571429,0.5764860418769562,0.07878787878787878,-0.16331170816221952,,True,8.15934065934066
SMALL663,momQ,MA-DG,OOS,2,HIGH,-0.4047619047619048,-0.7568251387316447,0.07878787878787878,-0.16331170816221952,,False,5.137362637362639
SMALL663,momQ,MA-RS,FULL,0,LOW,0.6242424242424242,0.3627962440777199,0.6242424242424242,0.3627962440777199,,True,1.0
SMALL663,momQ,MA-RS,FULL,1,LOW,0.9500000000000001,0.6760423769831819,0.6242424242424242,0.3627962440777199,-0.8634216533905379,True,1.521844660194175
SMALL663,momQ,MA-RS,FULL,1,HIGH,0.48333333333333334,0.045761554362409196,0.6242424242424242,0.3627962440777199,,True,0.7742718446601943
SMALL663,momQ,MA-RS,FULL,2,LOW,0.9523809523809524,0.7907816971548767,0.6242424242424242,0.3627962440777199,,True,1.5256588072122055
SMALL663,momQ,MA-RS,FULL,2,HIGH,0.261904761904762,-0.16372237150124566,0.6242424242424242,0.3627962440777199,,True,0.4195561719833566
SMALL663,momQ,MA-RS,IS,0,LOW,0.7696969696969697,0.7999214836056908,0.7696969696969697,0.7999214836056908,,True,1.0
SMALL663,momQ,MA-RS,IS,1,LOW,0.75,0.8707202951207957,0.7696969696969697,0.7999214836056908,-0.08850720097674492,True,0.9744094488188977
SMALL663,momQ,MA-RS,IS,1,HIGH,0.6833333333333333,0.2713209312898177,0.7696969696969697,0.7999214836056908,,True,0.8877952755905513
SMALL663,momQ,MA-RS,IS,2,LOW,0.6428571428571429,0.6288078308092385,0.7696969696969697,0.7999214836056908,,True,0.8352080989876266
SMALL663,momQ,MA-RS,IS,2,HIGH,0.7857142857142858,0.352218070066507,0.7696969696969697,0.7999214836056908,,True,1.0208098987626548
SMALL663,momQ,MA-RS,OOS,0,LOW,0.3939393939393939,0.15988328797136897,0.3939393939393939,0.15988328797136897,,True,1.0
SMALL663,momQ,MA-RS,OOS,1,LOW,0.7666666666666667,0.5896977191711381,0.3939393939393939,0.15988328797136897,-2.6883011767730096,True,1.9461538461538463
SMALL663,momQ,MA-RS,OOS,1,HIGH,0.16666666666666669,-0.06121337385166109,0.3939393939393939,0.15988328797136897,,True,0.42307692307692313
SMALL663,momQ,MA-RS,OOS,2,LOW,0.9047619047619048,0.868901591134383,0.3939393939393939,0.15988328797136897,,True,2.296703296703297
SMALL663,momQ,MA-RS,OOS,2,HIGH,0.0,-0.39861246271058826,0.3939393939393939,0.15988328797136897,,False,0.0
SMALL663,volQ,MA-DG,FULL,0,LOW,-0.16363636363636364,-0.10161372467057228,-0.16363636363636364,-0.10161372467057228,,True,1.0
SMALL663,volQ,MA-DG,FULL,1,LOW,0.15,0.2899585310523709,-0.16363636363636364,-0.10161372467057228,3.853537078700787,False,0.9166666666666666
SMALL663,volQ,MA-DG,FULL,1,HIGH,-0.45,-0.4251990501986247,-0.16363636363636364,-0.10161372467057228,,True,2.75
SMALL663,volQ,MA-DG,FULL,2,LOW,0.4523809523809524,0.533989827461898,-0.16363636363636364,-0.10161372467057228,,False,2.7645502645502646
SMALL663,volQ,MA-DG,FULL,2,HIGH,-0.7142857142857144,-0.6817286893352401,-0.16363636363636364,-0.10161372467057228,,True,4.365079365079366
SMALL663,volQ,MA-DG,IS,0,LOW,-0.8909090909090909,-1.2432189524454422,-0.8909090909090909,-1.2432189524454422,,True,1.0
SMALL663,volQ,MA-DG,IS,1,LOW,-0.8499999999999999,-0.636420790299089,-0.8909090909090909,-1.2432189524454422,0.4880863189486987,True,0.9540816326530611
SMALL663,volQ,MA-DG,IS,1,HIGH,-0.8499999999999999,-1.1361805087140315,-0.8909090909090909,-1.2432189524454422,,True,0.9540816326530611
SMALL663,volQ,MA-DG,IS,2,LOW,-0.7857142857142858,-0.49662816825430145,-0.8909090909090909,-1.2432189524454422,,True,0.881924198250729
SMALL663,volQ,MA-DG,IS,2,HIGH,-0.9047619047619048,-1.204481921841048,-0.8909090909090909,-1.2432189524454422,,True,1.0155490767735667
SMALL663,volQ,MA-DG,OOS,0,LOW,0.11515151515151514,0.4001305202154348,0.11515151515151514,0.4001305202154348,,True,1.0
SMALL663,volQ,MA-DG,OOS,1,LOW,0.38333333333333336,0.7268558006760758,0.11515151515151514,0.4001305202154348,-0.8165467615035422,True,3.328947368421053
SMALL663,volQ,MA-DG,OOS,1,HIGH,-0.21666666666666667,-0.107055685353947,0.11515151515151514,0.4001305202154348,,False,1.8815789473684212
SMALL663,volQ,MA-DG,OOS,2,LOW,0.6190476190476191,1.0365106665984665,0.11515151515151514,0.4001305202154348,,True,5.375939849624061
SMALL663,volQ,MA-DG,OOS,2,HIGH,-0.5476190476190477,-0.4694350990193177,0.11515151515151514,0.4001305202154348,,False,4.755639097744361
SMALL663,volQ,MA-RS,FULL,0,LOW,-0.09090909090909088,-0.049076381141556324,-0.09090909090909088,-0.049076381141556324,,True,1.0
SMALL663,volQ,MA-RS,FULL,1,LOW,0.25,0.1373749227659734,-0.09090909090909088,-0.049076381141556324,3.7992064526870477,False,2.750000000000001
SMALL663,volQ,MA-RS,FULL,1,HIGH,-0.35,-0.1262865219970048,-0.09090909090909088,-0.049076381141556324,,True,3.850000000000001
SMALL663,volQ,MA-RS,FULL,2,LOW,0.4285714285714286,0.5186427078854574,-0.09090909090909088,-0.049076381141556324,,False,4.714285714285716
SMALL663,volQ,MA-RS,FULL,2,HIGH,-0.7380952380952381,-0.5930969981358747,-0.09090909090909088,-0.049076381141556324,,True,8.119047619047622
SMALL663,volQ,MA-RS,IS,0,LOW,-0.9636363636363635,-1.3702350298431365,-0.9636363636363635,-1.3702350298431365,,True,1.0
SMALL663,volQ,MA-RS,IS,1,LOW,-0.9500000000000001,-0.838375750107546,-0.9636363636363635,-1.3702350298431365,0.3881518631124745,True,0.9858490566037738
SMALL663,volQ,MA-RS,IS,1,HIGH,-0.9500000000000001,-1.121194458359839,-0.9636363636363635,-1.3702350298431365,,True,0.9858490566037738
SMALL663,volQ,MA-RS,IS,2,LOW,-0.9285714285714287,-0.568141102688332,-0.9636363636363635,-1.3702350298431365,,True,0.9636118598382752
SMALL663,volQ,MA-RS,IS,2,HIGH,-0.9523809523809524,-1.1870961073645403,-0.9636363636363635,-1.3702350298431365,,True,0.9883198562443848
SMALL663,volQ,MA-RS,OOS,0,LOW,0.18787878787878787,0.48181954031667745,0.18787878787878787,0.48181954031667745,,True,1.0
SMALL663,volQ,MA-RS,OOS,1,LOW,0.35,0.5899332731156084,0.18787878787878787,0.48181954031667745,-0.22438635993856293,True,1.8629032258064515
SMALL663,volQ,MA-RS,OOS,1,HIGH,-0.11666666666666665,0.2330937245097247,0.18787878787878787,0.48181954031667745,,False,0.6209677419354839
SMALL663,volQ,MA-RS,OOS,2,LOW,0.5714285714285715,1.0323239627991838,0.18787878787878787,0.48181954031667745,,True,3.041474654377881
SMALL663,volQ,MA-RS,OOS,2,HIGH,-0.5952380952380953,-0.43114566150384226,0.18787878787878787,0.48181954031667745,,False,3.168202764976959
U56,momQ,MA-DG,FULL,0,LOW,0.8545454545454544,0.7308605696938169,0.8545454545454544,0.7308605696938169,,True,1.0
U56,momQ,MA-DG,FULL,1,LOW,0.9,0.8773767692736198,0.8545454545454544,0.7308605696938169,-0.20047079519036548,True,1.0531914893617023
U56,momQ,MA-DG,FULL,1,HIGH,0.7999999999999999,0.24283607213890168,0.8545454545454544,0.7308605696938169,,True,0.9361702127659576
U56,momQ,MA-DG,FULL,2,LOW,0.9047619047619048,0.7430921970405797,0.8545454545454544,0.7308605696938169,,True,1.0587639311043568
U56,momQ,MA-DG,FULL,2,HIGH,0.7142857142857144,0.20271463335611972,0.8545454545454544,0.7308605696938169,,True,0.8358662613981765
U56,momQ,MA-DG,IS,0,LOW,0.5030303030303029,0.5217783930892178,0.5030303030303029,0.5217783930892178,,True,1.0
