panel,cadence,n,corr_REC,legagree_REC,corr_DISJ,legagree_DISJ
U56,W,100,0.9844006270346913,0.96,0.93573988675027,0.96
U56,M,100,0.9964681791249149,0.92,-0.5778030711850375,0.76
U56,Q,100,0.9995924158052677,0.97,-0.788379614989812,0.63
B136,W,100,0.9930651275277989,0.88,0.873785931954314,0.8
B136,M,100,0.9476105080637749,1.0,0.6051828814086544,0.92
B136,Q,100,0.9944679121486728,0.83,-0.0789734766473112,0.33
SMALL663,W,100,0.9651929018262368,1.0,0.7323856621784648,1.0
SMALL663,M,100,0.9632367382215049,1.0,0.5138468245627551,0.68
SMALL663,Q,100,0.7738107762104994,1.0,0.790745857535389,0.6
