panel,book,cadence,arm,stat,n_vint,n_draw,sigma_seed,sigma_vint,ratio,mean,tape_share
B136,BAND03,M,LIVE,OOS_Sharpe,4,100,0.03419721789390537,0.007577966766086416,0.22159600203725818,1.0816794884659107,0.046806371179512155
B136,BAND03,M,LIVE,OOS_MaxDD,4,100,0.003713883723601873,9.888862773636357e-07,0.0002662674307973687,-0.1719848800811747,7.089833967685659e-08
B136,BAND03,M,LIVE,OOS_CAGR,4,100,0.0027012179611259814,0.0006369726648216552,0.23580942892743764,0.08256712821988808,0.05267692889226665
B136,BAND03,M,LIVE_CP,OOS_Sharpe,4,100,0.03426880737586363,1.4862017927503299e-05,0.0004336893830151494,1.0865647576282442,1.880864455635433e-07
B136,BAND03,M,LIVE_CP,OOS_MaxDD,4,100,0.003713883723601873,9.888862773636357e-07,0.0002662674307973687,-0.1719848800811747,7.089833967685659e-08
B136,BAND03,M,LIVE_CP,OOS_CAGR,4,100,0.002707106244623851,1.0744076482396672e-06,0.0003968841822789097,0.08297934884366126,1.5751702933158038e-07
B136,BAND03,M,PINKEY,OOS_Sharpe,4,100,0.026169976439873913,0.00753576559250123,0.2879546189051723,1.0763273326974292,0.07656893049456436
B136,BAND03,M,PINKEY,OOS_MaxDD,4,100,0.003760672500567557,9.699174722319997e-07,0.0002579106455256661,-0.17170375639466268,6.651789665083494e-08
B136,BAND03,M,PINKEY,OOS_CAGR,4,100,0.0020478860047404477,0.0006327973540834801,0.30900028254438017,0.08203846268392045,0.08715911950406663
B136,BAND03,M,PINSET,OOS_Sharpe,4,100,0.03419721789390537,0.007577966766086416,0.22159600203725818,1.0816794884659107,0.046806371179512155
B136,BAND03,M,PINSET,OOS_MaxDD,4,100,0.003713883723601873,9.888862773636357e-07,0.0002662674307973687,-0.1719848800811747,7.089833967685659e-08
B136,BAND03,M,PINSET,OOS_CAGR,4,100,0.0027012179611259814,0.0006369726648216552,0.23580942892743764,0.08256712821988808,0.05267692889226665
B136,BAND03,Q,LIVE,OOS_Sharpe,4,100,0.029774128792495184,0.006599066668449366,0.2216376074154927,0.9491055443549726,0.046823125884563895
B136,BAND03,Q,LIVE,OOS_MaxDD,4,100,0.0030095851051829604,1.5097534020547256e-06,0.0005016483499518595,-0.21961281672809288,2.516510036811797e-07
B136,BAND03,Q,LIVE,OOS_CAGR,4,100,0.0027295347033236272,0.000634763487308611,0.23255373398832008,0.08112177076011529,0.05130651906239277
B136,BAND03,Q,LIVE_CP,OOS_Sharpe,4,100,0.02984956019889009,9.498343008461986e-06,0.000318207134214834,0.9535688044305718,1.0125577001248537e-07
B136,BAND03,Q,LIVE_CP,OOS_MaxDD,4,100,0.0030095851051829604,1.5097534020547256e-06,0.0005016483499518595,-0.21961281672809288,2.516510036811797e-07
B136,BAND03,Q,LIVE_CP,OOS_CAGR,4,100,0.002738721768913483,8.949226521403833e-07,0.0003267665457288933,0.0815507622286929,1.067763640063998e-07
B136,BAND03,Q,PINKEY,OOS_Sharpe,4,100,0.022076719020089876,0.006630735986886412,0.30034970236530273,0.9461721793544382,0.08274547873216381
B136,BAND03,Q,PINKEY,OOS_MaxDD,4,100,0.003288626395619526,1.5701848418384993e-06,0.0004774591738149389,-0.2199555319509175,2.27967210690983e-07
B136,BAND03,Q,PINKEY,OOS_CAGR,4,100,0.0021492016795745103,0.0006373972321081534,0.29657395030248745,0.08084325075808906,0.08084527248059
B136,BAND03,Q,PINSET,OOS_Sharpe,4,100,0.029774128792495184,0.006599066668449366,0.2216376074154927,0.9491055443549726,0.046823125884563895
B136,BAND03,Q,PINSET,OOS_MaxDD,4,100,0.0030095851051829604,1.5097534020547256e-06,0.0005016483499518595,-0.21961281672809288,2.516510036811797e-07
B136,BAND03,Q,PINSET,OOS_CAGR,4,100,0.0027295347033236272,0.000634763487308611,0.23255373398832008,0.08112177076011529,0.05130651906239277
B136,BAND03,W,LIVE,OOS_Sharpe,4,100,0.03155273503171353,0.008048197399890314,0.2550713081386162,0.9744923598893493,0.0610869701329814
B136,BAND03,W,LIVE,OOS_MaxDD,4,100,0.0024296433315795715,6.977407515425783e-07,0.00028717826294650406,-0.13816813623569182,8.247134790744764e-08
B136,BAND03,W,LIVE,OOS_CAGR,4,100,0.0024261163553281288,0.0006260166330116084,0.2580324029541199,0.06961946324701586,0.06242445570688598
B136,BAND03,W,LIVE_CP,OOS_Sharpe,4,100,0.03154505292018164,2.842149589302767e-05,0.0009009810814057755,0.9796467490406647,8.11766250086141e-07
B136,BAND03,W,LIVE_CP,OOS_MaxDD,4,100,0.0024296433315795715,6.977407515425783e-07,0.00028717826294650406,-0.13816813623569182,8.247134790744764e-08
B136,BAND03,W,LIVE_CP,OOS_CAGR,4,100,0.0024267279420578268,2.2110580623013104e-06,0.0009111272936620857,0.07002199709848257,8.30152256102656e-07
B136,BAND03,W,PINKEY,OOS_Sharpe,4,100,0.029042888530147776,0.007989673349290771,0.27509912937885445,0.9704586674514684,0.07035509071712434
B136,BAND03,W,PINKEY,OOS_MaxDD,4,100,0.0024594770684170284,6.47591090035299e-07,0.000263304382200279,-0.13811948307118688,6.932919287933328e-08
B136,BAND03,W,PINKEY,OOS_CAGR,4,100,0.0022051680040732023,0.0006215330286469937,0.28185291438065024,0.0693093954077885,0.07359462956829965
B136,BAND03,W,PINSET,OOS_Sharpe,4,100,0.03157150901309254,0.007910614312332375,0.25056180586907917,0.9745626331981307,0.05907257059493063
B136,BAND03,W,PINSET,OOS_MaxDD,4,100,0.0024296433315795715,6.977407515425783e-07,0.00028717826294650406,-0.13816813623569182,8.247134790744764e-08
B136,BAND03,W,PINSET,OOS_CAGR,4,100,0.0024276361857251266,0.000616140162503577,0.25380251214188343,0.06962451374401118,0.06051744093168646
B136,EWELIG,M,LIVE,OOS_Sharpe,4,100,0.03992872251945433,0.006009553062267006,0.15050702058747292,1.03926399513373,0.022150599813033762
B136,EWELIG,M,LIVE,OOS_MaxDD,4,100,0.011666937817596403,1.5119178112837914e-06,0.00012958994338715637,-0.24918373214430958,1.6793553145062963e-08
B136,EWELIG,M,LIVE,OOS_CAGR,4,100,0.005235563651101881,0.00088538645043908,0.16911005374803165,0.1299808577857055,0.027803091618168855
B136,EWELIG,M,LIVE_CP,OOS_Sharpe,4,100,0.0398766218672955,1.8046093249207207e-05,0.00045254819501166344,1.043104230455992,2.047998268653369e-07
B136,EWELIG,M,LIVE_CP,OOS_MaxDD,4,100,0.011666937817596403,1.5119178112837914e-06,0.00012958994338715637,-0.24918373214430958,1.6793553145062963e-08
B136,EWELIG,M,LIVE_CP,OOS_CAGR,4,100,0.005231221144643838,2.269662819545787e-06,0.0004338686430547211,0.13054836838800393,1.882419639911013e-07
B136,EWELIG,M,PINKEY,OOS_Sharpe,4,100,0.0480058632278894,0.006033399539504141,0.12568047179701558,1.0388710933287268,0.015549960333267594
B136,EWELIG,M,PINKEY,OOS_MaxDD,4,100,0.01072092320233492,1.5108688566334291e-06,0.00014092712242396956,-0.25221333258501816,1.986045344026289e-08
B136,EWELIG,M,PINKEY,OOS_CAGR,4,100,0.006447842678367547,0.0008911343117670441,0.13820658415826298,0.13027836809907734,0.018743047825385765
B136,EWELIG,M,PINSET,OOS_Sharpe,4,100,0.03992872251945433,0.006009553062267006,0.15050702058747292,1.03926399513373,0.022150599813033762
B136,EWELIG,M,PINSET,OOS_MaxDD,4,100,0.011666937817596403,1.5119178112837914e-06,0.00012958994338715637,-0.24918373214430958,1.6793553145062963e-08
B136,EWELIG,M,PINSET,OOS_CAGR,4,100,0.005235563651101881,0.00088538645043908,0.16911005374803165,0.1299808577857055,0.027803091618168855
B136,EWELIG,Q,LIVE,OOS_Sharpe,4,100,0.056727904354183366,0.0070121576841023344,0.12361037771326074,1.0933960077059781,0.015049575112051083
B136,EWELIG,Q,LIVE,OOS_MaxDD,4,100,0.0032006755854134825,1.661898506134703e-06,0.0005192336623269519,-0.24455261708184695,2.696035234073796e-07
B136,EWELIG,Q,LIVE,OOS_CAGR,4,100,0.008217989063449376,0.0010344949377829502,0.12588176131603862,0.1382853698160063,0.015599032170288905
B136,EWELIG,Q,LIVE_CP,OOS_Sharpe,4,100,0.056763414613971566,1.697240092830165e-05,0.00029900246565019216,1.098138927650241,8.940246647209261e-08
B136,EWELIG,Q,LIVE_CP,OOS_MaxDD,4,100,0.0032006755854134825,1.661898506134703e-06,0.0005192336623269519,-0.24455261708184695,2.696035234073796e-07
B136,EWELIG,Q,LIVE_CP,OOS_CAGR,4,100,0.008225644639667297,2.2808886121359884e-06,0.000277289952587624,0.13898465522772002,7.68897118940185e-08
B136,EWELIG,Q,PINKEY,OOS_Sharpe,4,100,0.0563826546016913,0.007008989939278735,0.12431110221384446,1.0930867018531953,0.015218081316483483
B136,EWELIG,Q,PINKEY,OOS_MaxDD,4,100,0.0029747040629620985,1.6723880336124338e-06,0.0005622031631432717,-0.24414758341531503,3.1607229674657184e-07
B136,EWELIG,Q,PINKEY,OOS_CAGR,4,100,0.007782995798271597,0.0010327896775559767,0.13269821856839917,0.13808050359147933,0.01730411226141287
B136,EWELIG,Q,PINSET,OOS_Sharpe,4,100,0.056727904354183366,0.0070121576841023344,0.12361037771326074,1.0933960077059781,0.015049575112051083
B136,EWELIG,Q,PINSET,OOS_MaxDD,4,100,0.0032006755854134825,1.661898506134703e-06,0.0005192336623269519,-0.24455261708184695,2.696035234073796e-07
B136,EWELIG,Q,PINSET,OOS_CAGR,4,100,0.008217989063449376,0.0010344949377829502,0.12588176131603862,0.1382853698160063,0.015599032170288905
B136,EWELIG,W,LIVE,OOS_Sharpe,4,100,0.0516580268756225,0.00607929614779808,0.11768347564716818,0.8754845891206192,0.013660214657504065
