panel,window,book,leg,margin,passes,text_halfwidth,SD_L42,SD_L63,SD_L126,ratio,inside_b1,inside_b2,inside_text
U56,FULL,N=5,L_H1,0.23467263678805095,True,0.005,0.2979440648779882,0.2802432861585422,0.2420588872634589,0.8373889701510617,True,True,False
U56,FULL,N=5,L_H2,0.011709284609277448,True,0.005,0.2794483122928066,0.263771919232414,0.24268770240158735,0.04439170266248165,True,True,False
U56,FULL,N=5,L_CAGR,0.0730446683527902,True,0.0005,0.03853241809227203,0.0367517023648157,0.036153334322542474,1.987517955704812,False,True,False
U56,FULL,N=5,L_DD,-0.05623234408579603,False,0.0005,0.06969161690325128,0.06916238362056092,0.05361748437939455,0.8130480926495861,True,True,False
U56,FULL,N=10,L_H1,0.27304892665365266,True,0.005,0.2348393324726771,0.215051185687543,0.18406891988633345,1.2696927281785697,False,True,False
U56,FULL,N=10,L_H2,0.17782220754805822,True,0.005,0.2274706505149299,0.20412647610618176,0.18046627780289493,0.8711373994207362,True,True,False
U56,FULL,N=10,L_CAGR,0.06463415934979776,True,0.0005,0.02694131348119463,0.024676394438545853,0.023223094184333805,2.6192707978778182,False,False,False
U56,FULL,N=10,L_DD,-0.005406948941134138,False,0.0005,0.050478990652926096,0.04967999651332865,0.04168361772476556,0.10883553382866094,True,True,False
U56,FULL,N=15,L_H1,0.29954276676085434,True,0.005,0.18625003373406013,0.16955392278777878,0.14551194493413316,1.7666519407856778,False,True,False
U56,FULL,N=15,L_H2,0.29186343472559884,True,0.005,0.18947290501279104,0.1658145513188113,0.1441119607582514,1.7601798660265566,False,True,False
U56,FULL,N=15,L_CAGR,0.0653131059230757,True,0.0005,0.020846458759352437,0.018280584340201304,0.0152645092790508,3.572812810991165,False,False,False
U56,FULL,N=15,L_DD,0.0008578572927785411,True,0.0005,0.0430945242609377,0.04126252769583657,0.035969289959694076,0.020790226403534163,True,True,False
U56,FULL,N=20,L_H1,0.25267129130323407,True,0.005,0.16146809117178787,0.15350301562755958,0.13279118416293956,1.646034706681489,False,True,False
U56,FULL,N=20,L_H2,0.2891449743857839,True,0.005,0.16560673061683445,0.14940868623023784,0.13430895902883533,1.935262143595944,False,True,False
U56,FULL,N=20,L_CAGR,0.051876146924860186,True,0.0005,0.017181820632118913,0.015560340351615349,0.01361201431302118,3.3338696810365605,False,False,False
U56,FULL,N=20,L_DD,0.011027970338509552,True,0.0005,0.03704574892854513,0.0365764634100197,0.03210718592033869,0.3015045553991031,True,True,False
U56,FULL,N=30,L_H1,0.2678661592475611,True,0.005,0.1303603687096988,0.11810890033465321,0.10032599346821308,2.267959133380984,False,False,False
U56,FULL,N=30,L_H2,0.2772752093821278,True,0.005,0.12878285119201285,0.11663822484161013,0.10105610056027976,2.377224188370974,False,False,False
U56,FULL,N=30,L_CAGR,0.039993310804305446,True,0.0005,0.013301247996114162,0.011894533511419706,0.010374929160953002,3.362326968595167,False,False,False
U56,FULL,N=30,L_DD,-0.018435792321904843,False,0.0005,0.027462020214436663,0.02585315467853007,0.019919137090924157,0.7130964306346326,True,True,False
U56,FULL,N=40,L_H1,0.3062781650896653,True,0.005,0.11618308697025648,0.10870928047266316,0.0874453900788103,2.8174058714948838,False,False,False
U56,FULL,N=40,L_H2,0.21910313661719494,True,0.005,0.11658054710226654,0.110385789578415,0.09334965529023655,1.984885350315406,False,True,False
U56,FULL,N=40,L_CAGR,0.02849665723971727,True,0.0005,0.011421281639606318,0.010654333781818301,0.008724611584681732,2.6746540725377894,False,False,False
U56,FULL,N=40,L_DD,-0.022251604604432762,False,0.0005,0.025879212476354437,0.0244887725838412,0.018834987789346985,0.9086451568060776,True,True,False
U56,FULL,H=21,L_H1,0.22824875486030227,True,0.005,0.1771078583676622,0.16160875706691516,0.14029955526122329,1.4123538786069272,False,True,False
U56,FULL,H=21,L_H2,0.23117156681380657,True,0.005,0.17147773775047306,0.16941139820883605,0.14449556700696678,1.3645573394585753,False,True,False
U56,FULL,H=21,L_CAGR,0.03586867911124113,True,0.0005,0.018187132647767147,0.016397642045453662,0.014585681814929334,2.187429083511792,False,False,False
U56,FULL,H=21,L_DD,0.0003806608490762864,True,0.0005,0.03303514328719545,0.034359560580810966,0.026383990301985714,0.011078746137658024,True,True,True
U56,FULL,H=63,L_H1,0.2545920534514987,True,0.005,0.1714243570193817,0.15433975509726028,0.1251634194470772,1.6495558988742884,False,True,False
U56,FULL,H=63,L_H2,0.23950218331283657,True,0.005,0.17348108929396164,0.15640254231892187,0.12573675774438114,1.5313189911226983,False,True,False
U56,FULL,H=63,L_CAGR,0.046661306981071834,True,0.0005,0.018245466945722447,0.016413766650778906,0.014187225961895205,2.842815300950897,False,False,False
U56,FULL,H=63,L_DD,-0.05302926393366347,False,0.0005,0.03413026827538382,0.031791644448200596,0.025421043594833555,1.6680251951127028,False,True,False
U56,FULL,H=126,L_H1,0.25267129130323407,True,0.005,0.16146809117178787,0.15350301562755958,0.13279118416293956,1.646034706681489,False,True,False
U56,FULL,H=126,L_H2,0.2891449743857839,True,0.005,0.16560673061683445,0.14940868623023784,0.13430895902883533,1.935262143595944,False,True,False
U56,FULL,H=126,L_CAGR,0.051876146924860186,True,0.0005,0.017181820632118913,0.015560340351615349,0.01361201431302118,3.3338696810365605,False,False,False
U56,FULL,H=126,L_DD,0.011027970338509552,True,0.0005,0.03704574892854513,0.0365764634100197,0.03210718592033869,0.3015045553991031,True,True,False
U56,FULL,H=252,L_H1,0.2649611522046478,True,0.005,0.17812175353821416,0.17275231520133583,0.1526396720266756,1.5337632488215645,False,True,False
U56,FULL,H=252,L_H2,0.3070145247862859,True,0.005,0.16885700288158959,0.16937521707671643,0.1490392261807142,1.812629557529821,False,True,False
U56,FULL,H=252,L_CAGR,0.05367318697741906,True,0.0005,0.01767868435261693,0.01742535254944362,0.015170750759695279,3.0801779662778075,False,False,False
U56,FULL,H=252,L_DD,-0.016131672355529925,False,0.0005,0.041537769709611524,0.04282704148243139,0.04012945437932209,0.37667024844916025,True,True,False
U56,FULL,G=0.30,L_H1,0.2512997396126373,True,0.005,0.1617991513449804,0.15370926412146813,0.13276048022385195,1.634903016737161,False,True,False
U56,FULL,G=0.30,L_H2,0.2870409169608912,True,0.005,0.16606079401035573,0.1498050123339382,0.13448011253374328,1.9160968814650423,False,True,False
U56,FULL,G=0.30,L_CAGR,-0.04341468712616105,False,0.0005,0.020455138102356694,0.01807488486972107,0.015354741097997423,2.401934365783378,False,False,False
