bin,n_CAGR,rate_CAGR,n_DD,rate_DD,gap_pp,populated
"[0,.25)",7,0.6462585034013606,17,0.33613445378151263,31.012404961984796,True
"[.25,.5)",8,0.27380952380952384,20,0.2261904761904762,4.7619047619047645,True
"[.5,.75)",6,0.1349206349206349,19,0.14035087719298245,-0.5430242272347535,True
"[.75,1)",11,0.025974025974025976,14,0.05442176870748299,-2.8447742733457018,True
"[1,1.5)",10,0.0,20,0.0,0.0,True
"[1.5,2)",14,0.0,13,0.0,0.0,True
>=2,54,0.0,7,0.0,0.0,True
