panel,numeraire,cost_bps,chooser,pick_cap,pick_gross,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_turn,committed_turn,committed_OOS_Sharpe,committed_OOS_CAGR,base_OOS_Sharpe,base_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR
U56,TOTAL,0.0,C_ISSHARPE,0.020,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,3.506382942083226,3.506382942083226,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,0.0,C_ISCALMAR,INF,0.75,True,0.14353853330986377,1.2803390722324455,-0.17274816551070737,4.394572810632718,3.506382942083226,1.3693466954314064,0.13168913356431755,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,10.0,C_ISSHARPE,0.020,0.75,True,0.12773946456006335,1.3318413815124672,-0.14809080759214632,3.506382942083226,3.506382942083226,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,10.0,C_ISCALMAR,INF,0.75,True,0.13852464950781207,1.2397071765466101,-0.17392304314971785,4.394572810632718,3.506382942083226,1.3318413815124672,0.12773946456006335,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,25.0,C_ISSHARPE,0.020,0.75,True,0.12183969460699817,1.275468963789105,-0.14875179387181792,3.506382942083226,3.506382942083226,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,25.0,C_ISCALMAR,INF,0.75,True,0.13104300062203,1.1786655678511138,-0.1756836938565105,4.394572810632718,3.506382942083226,1.275468963789105,0.12183969460699817,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,50.0,C_ISSHARPE,0.020,0.75,False,0.1120723488705766,1.181260845927782,-0.14985301432639275,3.506382942083226,3.506382942083226,1.181260845927782,0.1120723488705766,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,TOTAL,50.0,C_ISCALMAR,INF,0.75,False,0.11867736655768191,1.0767540132346374,-0.17861367175230713,4.394572810632718,3.506382942083226,1.181260845927782,0.1120723488705766,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,EXCESS,0.0,C_ISSHARPE,0.020,0.75,True,0.11223066656121228,1.1757622831105101,-0.1614857216502963,3.506382942083226,3.506382942083226,1.1757622831105101,0.11223066656121228,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,0.0,C_ISCALMAR,INF,1.0,False,0.16537954945766176,1.1136202175775383,-0.24218682830739457,5.679032812388822,3.506382942083226,1.1757622831105101,0.11223066656121228,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,10.0,C_ISSHARPE,0.020,0.75,True,0.10834872228269954,1.138568989558701,-0.1619197326861832,3.506382942083226,3.506382942083226,1.138568989558701,0.10834872228269954,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,10.0,C_ISCALMAR,INF,1.0,False,0.15879297606593124,1.0747216913835727,-0.24363756438634587,5.679032812388822,3.506382942083226,1.138568989558701,0.10834872228269954,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,25.0,C_ISSHARPE,0.020,0.75,False,0.10255011608548181,1.082684005796506,-0.16257059228672266,3.506382942083226,3.506382942083226,1.082684005796506,0.10255011608548181,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,25.0,C_ISCALMAR,INF,1.0,False,0.14897927564525837,1.0163040796711384,-0.24581097518095674,5.679032812388822,3.506382942083226,1.082684005796506,0.10255011608548181,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,50.0,C_ISSHARPE,0.020,0.75,False,0.09295025373748955,0.9893387048170733,-0.16365493977064405,3.506382942083226,3.506382942083226,0.9893387048170733,0.09295025373748955,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
U56,EXCESS,50.0,C_ISCALMAR,INF,1.0,False,0.13279803806275092,0.9188237344840138,-0.2592617040217351,5.679032812388822,3.506382942083226,0.9893387048170733,0.09295025373748955,1.0178786573299385,0.07620025520808449,0.7819752791047172,0.13448343503777194
B136,TOTAL,0.0,C_ISSHARPE,0.015,0.75,True,0.12041840957916072,1.1502675890058949,-0.16605233181474677,4.518014645463427,4.6751254264368125,1.1392361336091132,0.12186816399359102,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,0.0,C_ISCALMAR,0.020,0.75,True,0.12186816399359102,1.1392361336091132,-0.1660523318147471,4.6751254264368125,4.6751254264368125,1.1392361336091132,0.12186816399359102,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,10.0,C_ISSHARPE,0.015,0.75,True,0.11524960870490153,1.1053250447515872,-0.16663605360180467,4.518014645463427,4.6751254264368125,1.0935817708519633,0.11650054279398914,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,10.0,C_ISCALMAR,0.020,0.75,True,0.11650054279398914,1.0935817708519633,-0.17096216935248387,4.6751254264368125,4.6751254264368125,1.0935817708519633,0.11650054279398914,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,25.0,C_ISSHARPE,0.015,0.75,True,0.10753921313561854,1.0378098417311061,-0.1675113773008159,4.518014645463427,4.6751254264368125,1.025005402259087,0.10849512786676208,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,25.0,C_ISCALMAR,0.020,0.75,True,0.10849512786676208,1.025005402259087,-0.17934700448984042,4.6751254264368125,4.6751254264368125,1.025005402259087,0.10849512786676208,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,50.0,C_ISSHARPE,0.015,0.75,False,0.09480189651354931,0.9251000370711348,-0.17917740298592133,4.518014645463427,4.6751254264368125,0.9105523613820907,0.09527458603872074,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,TOTAL,50.0,C_ISCALMAR,0.020,0.75,False,0.09527458603872074,0.9105523613820907,-0.1931402003715541,4.6751254264368125,4.6751254264368125,0.9105523613820907,0.09527458603872074,1.1016867720596069,0.07847283605551292,0.8736721309012504,0.15257181383948715
B136,EXCESS,0.0,C_ISSHARPE,0.020,0.75,True,0.10263604929032621,0.9682883929713811,-0.17963173133837085,4.6751254264368125,4.6751254264368125,0.9682883929713811,0.10263604929032621,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,0.0,C_ISCALMAR,0.030,1.0,False,0.13777571856829307,0.9693729367792794,-0.235930943778504,6.075522236622382,4.6751254264368125,0.9682883929713811,0.10263604929032621,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,10.0,C_ISSHARPE,0.020,1.0,False,0.12775434516003603,0.9309666184252329,-0.23661431017710943,5.829629100658772,4.6751254264368125,0.9231294843622152,0.09736050402770058,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,10.0,C_ISCALMAR,0.030,1.0,False,0.13067959867156054,0.9256053836015911,-0.23661431017710965,6.075522236622382,4.6751254264368125,0.9231294843622152,0.09736050402770058,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,25.0,C_ISSHARPE,0.020,1.0,False,0.11769100564347412,0.8664058253942508,-0.23763896381075578,5.829629100658772,4.6751254264368125,0.8553165239831427,0.08949241250088913,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,25.0,C_ISCALMAR,0.030,1.0,False,0.12011449000356,0.8598861081882563,-0.2376389638107561,6.075522236622382,4.6751254264368125,0.8553165239831427,0.08949241250088913,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,50.0,C_ISSHARPE,0.020,1.0,False,0.10110925167851859,0.7586807244993874,-0.2393456640443291,5.829629100658772,4.6751254264368125,0.7421867848269141,0.07649865040033843,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
B136,EXCESS,50.0,C_ISCALMAR,0.030,1.0,False,0.10271483745414889,0.7502602642108253,-0.23957537466108147,6.075522236622382,4.6751254264368125,0.7421867848269141,0.07649865040033843,0.8318728362922154,0.05991194804587208,0.7731622183563693,0.13264482757971163
