panel,ladder,rung,N,H,gross,cadence,CAGR,Sharpe,MaxDD,Vol,Calmar,Ulcer,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
U56,N,5,5,126,0.75,W,0.1946945319887261,1.075236249348071,-0.2616429494681285,0.18067187358947506,0.7441229828073102,0.06137317400118998,1.3506348105953305,0.8414384092645719,1.2455800930859424,0.17550478445594941,0.9511765429040249,-0.22872489722708123,False,False,False
U56,N,10,10,126,0.75,W,0.17770958516846047,1.1561327919664883,-0.23448126030521232,0.1514612783368258,0.7578839560020487,0.051937297724210185,1.2173543483349585,1.111244312353334,1.0887423659830457,0.1977015671632063,1.208977456658087,-0.23448126030521255,False,False,False
U56,N,15,15,126,0.75,W,0.17244460273177298,1.1777662756385738,-0.19676765841313115,0.14392885560221222,0.8763869231482657,0.046146703302325516,1.2876485141357792,1.1010128311819896,1.1729275493105984,0.18695775355005595,1.188177355516405,-0.19676765841313104,False,True,True
U56,N,20,20,126,0.75,W,0.1506705308693872,1.1029062101298557,-0.194719346525985,0.1356418942271163,0.7737830552408949,0.050686834376498444,1.2340132900920389,1.0077257942721995,1.1096150791361885,0.16133522165270242,1.1042482424315454,-0.19471934652598477,False,True,True
U56,N,30,30,126,0.75,W,0.13937237226761656,1.105334128646809,-0.22141357734180234,0.12517699745654143,0.6294662411441171,0.04894517057191232,1.2147855713479307,1.0329054559849629,1.1182764670056176,0.14952463171180685,1.1034796061146015,-0.22141357734180223,False,False,False
U56,N,40,40,126,0.75,W,0.134837385519744,1.1341184750907287,-0.2301683269369198,0.11767909644096407,0.5858207656724971,0.04424957321918568,1.265104880628894,1.0418760061606334,1.1678172245342038,0.14118593444269667,1.1159761734350304,-0.23016832693691935,False,False,False
U56,H,21,20,21,0.75,W,0.14540800334972426,1.1436497374141457,-0.19992624011230342,0.1256627023532787,0.7273082476219482,0.045777337321056676,1.273006787983832,1.046257280041311,1.1878855553843823,0.15067808061904642,1.1175069003211013,-0.19992624011230353,False,True,True
U56,H,63,20,63,0.75,W,0.1560884155538531,1.1403684069528262,-0.25006697450555304,0.13526977835609322,0.6241864439015996,0.05183919887221749,1.2007698660334427,1.1055907925168298,1.0909513837290594,0.17502115139575292,1.181887646226454,-0.2500669745055527,False,False,False
U56,H,126,20,126,0.75,W,0.1506705308693872,1.1029062101298557,-0.194719346525985,0.1356418942271163,0.7737830552408949,0.050686834376498444,1.2340132900920389,1.0077257942721995,1.1096150791361885,0.16133522165270242,1.1042482424315454,-0.19471934652598477,False,True,True
U56,H,252,20,252,0.75,W,0.1612284245178579,1.1772465896091362,-0.2111775849459423,0.13473622167412788,0.7634731903915347,0.044418970705853614,1.2769647346220618,1.1050376401189035,1.168813724937515,0.1730194621219916,1.188262573981591,-0.21117758494594285,False,False,False
U56,GROSS,0.3,20,126,0.3,W,0.05989696955017765,1.1007339361664015,-0.08112039612621591,0.0541889641589613,0.7383712655567343,0.020066908821040667,1.2319134743325089,1.0052702329398997,1.1077075597351085,0.06410759067959981,1.1018225791568694,-0.08112039612621591,False,False,False
U56,GROSS,0.35,20,126,0.35,W,0.06994317640142422,1.101015483625125,-0.09421718938621604,0.06322807980022442,0.7423611005281898,0.02344009513362235,1.2321880344437042,1.0055795012616573,1.1079591685200254,0.07486549624750949,1.1021317408730427,-0.09421718938621626,False,False,False
U56,GROSS,0.4,20,126,0.4,W,0.08000339031310189,1.1012884558416804,-0.1071943056609519,0.07226970122202009,0.7463399274784897,0.026820940111300227,1.2324543024217836,1.0058806685818016,1.108202632736766,0.08563948010609312,1.1024322475661148,-0.10719430566095278,False,False,False
U56,GROSS,0.45,20,126,0.45,W,0.09007588460772498,1.10155157747108,-0.1200522624226007,0.08131394418143947,0.7503055984954728,0.030209311633902582,1.2327106459857933,1.0061727401268994,1.108436622102232,0.09642750482806894,1.1027228580063781,-0.12005226242260036,False,False,False
U56,GROSS,0.5,20,126,0.5,W,0.10015894214140308,1.1018043408974862,-0.1327913838004957,0.09036094096445585,0.7542578386853831,0.03360505056152269,1.2329572089530894,1.0064547126058567,1.1086615821565362,0.10722746871622024,1.1030024049845197,-0.13279138380049615,False,False,True
U56,GROSS,0.55,20,126,0.55,W,0.11025087797978328,1.1020469828429218,-0.1454120974961085,0.09941082744306096,0.7581960502477023,0.03700794660656089,1.2331927512452956,1.0067280484646115,1.1088759987660133,0.11803749393031038,1.103272362529768,-0.14541209749610862,False,True,True
U56,GROSS,0.6,20,126,0.6,W,0.12034992336679529,1.1022792901314569,-0.15791481322860257,0.10846373280519525,0.7621192775156113,0.04041775012036074,1.233416606852509,1.0069928751955177,1.1090789605952032,0.12885555832649453,1.1035329996177303,-0.1579148132286029,False,True,True
U56,GROSS,0.65,20,126,0.65,W,0.13045425536330169,1.102500957138228,-0.17029996726996266,0.11751978607264914,0.7660263090744063,0.04383424695845443,1.2336290461510673,1.0072484398059676,1.1092709343641407,0.13967946089107142,1.1037834750771292,-0.17029996726996277,False,True,True
