panel,pair_kind,pair,dS,persist,pair_corr
U56,P_SPLIT,15,-0.2898070075224809,0.2432075256433983,0.8189034235522112
U56,P_SPLIT,16,-0.11476142874261497,0.15579348508141486,0.8056587214321078
U56,P_SPLIT,17,-0.2638951126958109,0.32765605798281244,0.8141251908859969
U56,P_SPLIT,18,0.10318054525005038,0.23290440762574122,0.820435156969196
U56,P_SPLIT,19,-0.16941304687168657,0.3189728152860096,0.8135377719597982
U56,P_SPLIT,20,-0.03726278795017712,0.2568588776676239,0.8048358312878754
U56,P_SPLIT,21,-0.07257505545361242,0.4510631048091923,0.8265731433804772
U56,P_SPLIT,22,0.2659808790971324,0.03998171552960192,0.8186107662730495
U56,P_SPLIT,23,-0.11569582574271875,0.16656216476438587,0.8140380092114796
U56,P_SPLIT,24,0.025242190667727704,0.2917908666525022,0.8174853143039144
U56,P_SPLIT,25,-0.12214407399123728,0.24291614686858984,0.8284196765748062
U56,P_SPLIT,26,-0.03094015063387323,0.18360428228063186,0.8229120482862095
U56,P_SPLIT,27,0.180648376950305,0.2478799936427488,0.8043217029514709
U56,P_SPLIT,28,-0.0717401710842771,0.274922610252962,0.8117260658329455
U56,P_SPLIT,29,0.2640132519184224,0.5897089165563288,0.8120216610392808
U56,P_SPY,0,0.25580166246645797,0.3881025531434895,0.8550333487754082
B136,P_NULL,0,-0.060281542507712726,0.1839097950747822,0.9221802056949047
B136,P_NULL,1,-0.18666840354368414,0.027520435276064036,0.9235888247616276
B136,P_NULL,2,0.06055479298065364,0.0020056635099262947,0.9183702034932612
B136,P_NULL,3,0.1217335962088581,0.2851638868616795,0.9259363183454562
B136,P_NULL,4,-0.06410056850132817,0.19229727643819006,0.9229671758944437
B136,P_NULL,5,-0.13360829348997644,0.3213370993197691,0.9234095444927629
B136,P_NULL,6,0.08543233169132158,0.188242701904356,0.9236829641626838
B136,P_NULL,7,-0.05307917706989462,0.1814461730951666,0.9184822199034554
B136,P_NULL,8,-0.03668747672541206,0.09789315236932983,0.9230124175367095
B136,P_NULL,9,-0.11943119050979178,0.11336709234009085,0.9195921967538997
B136,P_NULL,10,-0.09284770986606172,0.2086419466645795,0.9229440402135017
B136,P_NULL,11,0.02123468331975542,0.10601693677686275,0.9242179757236042
B136,P_NULL,12,-0.023094365423112717,0.07323405951106346,0.922794818440009
B136,P_NULL,13,-0.021915198276755754,0.2809515500989264,0.9216503813145654
B136,P_NULL,14,-0.0580165087280996,0.4024250466702887,0.9276961668595678
B136,P_NULL,15,0.06975240409958017,0.07367830552232531,0.9193939827060427
B136,P_NULL,16,0.06309255691890658,0.10194110318694943,0.922538624741415
B136,P_NULL,17,0.010828064210297805,0.04439961965278362,0.9235889481875046
B136,P_NULL,18,0.01616284064335033,0.15745062642911328,0.92366852837295
B136,P_NULL,19,0.0523074366840342,0.04029647805125523,0.9222728988292809
B136,P_NULL,20,0.07434325770471212,0.010197322110306216,0.9256549684363659
B136,P_NULL,21,0.07283985042035246,0.2826284454755995,0.9235465088146747
B136,P_NULL,22,0.12193005152206277,0.23681374926710602,0.9228602768907466
B136,P_NULL,23,-0.05450426412990711,0.2566423059474354,0.922151029671323
B136,P_NULL,24,-0.055288768629491725,0.09362076502687554,0.9218678362238204
B136,P_NULL,25,-0.053812270240807536,0.05243871161056404,0.9228467773485701
B136,P_NULL,26,0.12277500042575945,0.05911328192097384,0.924414148254655
B136,P_NULL,27,0.14380559234165113,0.0006093485956933949,0.9265768613456945
B136,P_NULL,28,-0.11682123418182883,0.028107029322663464,0.9226201971203702
B136,P_NULL,29,-0.04709419753483324,0.09267036362024515,0.9242716266781894
B136,P_SPLIT,0,0.08406373300880654,0.2319030090856945,0.878109540756743
B136,P_SPLIT,1,0.16347853042832816,0.10931773862566936,0.8791887070491523
B136,P_SPLIT,2,-0.13287041588845194,0.2948732406249801,0.8808501961026631
B136,P_SPLIT,3,-0.0023848851916552505,0.20283084196173362,0.881609577090495
B136,P_SPLIT,4,0.023817028601434864,0.3872779259091715,0.8827645257378083
B136,P_SPLIT,5,0.03481351997308946,0.4010690851749101,0.8836945039902206
B136,P_SPLIT,6,0.267300858844179,0.08177773599636841,0.8834910115480155
B136,P_SPLIT,7,0.030474095736768625,0.018606204322227177,0.8771668511970524
B136,P_SPLIT,8,-0.030516583807040698,0.14237295017361204,0.8895448640914945
B136,P_SPLIT,9,-0.0545853331211098,0.14742958386512575,0.8836470809928058
B136,P_SPLIT,10,0.01606007965860612,0.03281252651047675,0.8668753024753559
B136,P_SPLIT,11,0.058934994166290666,0.20745052117758025,0.8712322744891752
B136,P_SPLIT,12,0.0011561546497987907,0.147793336536458,0.8833874723904175
B136,P_SPLIT,13,-0.18211468543433817,0.4068659970216755,0.8863437085027329
B136,P_SPLIT,14,-0.13028238006386772,0.1505547976527286,0.8831656628095178
B136,P_SPLIT,15,-0.07227976205656539,0.022926445013779717,0.8855909806795964
B136,P_SPLIT,16,-0.41275972204132344,0.18831608769821354,0.8772141741399241
B136,P_SPLIT,17,-0.08586381996327375,0.046830948190882446,0.8800488642042013
B136,P_SPLIT,18,-0.10023566911697601,0.29726771682714653,0.886270391914544
B136,P_SPLIT,19,-0.11043330398884721,0.1788517612504039,0.8832056238529932
B136,P_SPLIT,20,0.1209766652648383,0.22484651468032837,0.8842503014059884
B136,P_SPLIT,21,-0.010905610840786895,0.1313588044706217,0.880140674451542
B136,P_SPLIT,22,-0.1823000717981288,0.16863345503480867,0.883742665220578
B136,P_SPLIT,23,-0.13567340211896306,0.26315455855611886,0.8825862992473529
B136,P_SPLIT,24,0.12489464068362932,0.054822799218660914,0.8862741487711617
B136,P_SPLIT,25,0.24978452669141182,0.5626137798728638,0.8752984958136933
B136,P_SPLIT,26,-0.09160593847361653,0.016752737881775115,0.8746058329699375
B136,P_SPLIT,27,0.0301746364030816,0.32989119447646326,0.8917869803465357
B136,P_SPLIT,28,-0.1273233961616217,0.004171401219664115,0.888721584155779
B136,P_SPLIT,29,-0.049390543373329154,0.1570688679173851,0.8640219840181205
B136,P_SPY,0,0.17735613518124183,0.07755653830863561,0.8116873484463977
SMALL,P_NULL,0,-0.15089197586423453,0.31820988095223496,0.8328477018102891
SMALL,P_NULL,1,-0.061710516865612255,0.2370716235480716,0.8347493642321208
SMALL,P_NULL,2,0.21669439525536682,0.20306528504834234,0.8289471151584075
SMALL,P_NULL,3,0.17437667625470227,0.3592553052768782,0.8295896684400244
SMALL,P_NULL,4,-0.03902610084260316,0.25935963162363396,0.8333456840223032
SMALL,P_NULL,5,0.04592425925304666,0.5160735582337742,0.829326089960209
SMALL,P_NULL,6,-0.03306847809652015,0.08237141889940414,0.8366524709341963
SMALL,P_NULL,7,0.19714987635106068,0.23913019621438353,0.8373367778619525
SMALL,P_NULL,8,-0.08271205585005743,0.16624627954154977,0.8256423748013656
SMALL,P_NULL,9,0.08449386925349969,0.30606536825933395,0.8369509584484985
SMALL,P_NULL,10,0.08265716628632784,0.04219078068513217,0.8346877770575676
SMALL,P_NULL,11,-0.04965828135496466,0.3594789187310179,0.8409313842123665
SMALL,P_NULL,12,0.0974083022122681,0.24696968237519534,0.8331793976792895
SMALL,P_NULL,13,-0.06430916143814025,0.21958815028655018,0.8257862490497149
SMALL,P_NULL,14,-0.18547193754341998,0.10318900126432942,0.8316375558651414
SMALL,P_NULL,15,0.14265785753839905,0.2652943374113408,0.836402263124485
SMALL,P_NULL,16,0.021720602818695638,0.17919564566631824,0.8285647231809663
SMALL,P_NULL,17,-0.12445338086091087,0.4570549184232994,0.8397002933821833
SMALL,P_NULL,18,0.09190441114047651,0.10485147432711181,0.8358305120008255
SMALL,P_NULL,19,-0.1329488269811203,0.17356473827551996,0.8297447707132926
SMALL,P_NULL,20,-0.058118251847735614,0.12604060325760705,0.8300538103946467
SMALL,P_NULL,21,-0.05465415181620996,0.32966954225879525,0.8350547217595332
SMALL,P_NULL,22,-0.09463810369240858,0.18482073674266528,0.8371030724089971
SMALL,P_NULL,23,0.18589234516724995,0.24566697472865606,0.8236736828728977
SMALL,P_NULL,24,-0.004493040442524559,0.08518823109267434,0.8361905382671576
SMALL,P_NULL,25,0.10377152553611935,0.4004429383899448,0.8326941337217978
SMALL,P_NULL,26,-0.1515526705507185,0.39145640770370055,0.836392414634734
SMALL,P_NULL,27,-0.1256284811942837,0.27738568684937565,0.8350889098083402
SMALL,P_NULL,28,-0.016101051358349078,0.15391290833169627,0.8417056201359293
SMALL,P_NULL,29,-0.07672915628924344,0.32732885975155024,0.8403532896042867
SMALL,P_SPLIT,0,0.025849711816674947,0.16479506968632682,0.7670600527185993
SMALL,P_SPLIT,1,-0.22377957719821986,0.359531907982686,0.7681624968845212
SMALL,P_SPLIT,2,0.1667739573708285,0.12041253402158324,0.773870191555533
SMALL,P_SPLIT,3,-0.17207209698011988,0.09524800114204368,0.7806396615865913
SMALL,P_SPLIT,4,0.19396864479617582,0.048159827817451505,0.7751986102323073
SMALL,P_SPLIT,5,-0.1327990675966788,0.2309831367363458,0.7897248419698716
SMALL,P_SPLIT,6,0.0045667777340407945,0.15328041214076812,0.7680000512597892
SMALL,P_SPLIT,7,-0.021257233896649963,0.3126268018628915,0.7845138662010993
SMALL,P_SPLIT,8,0.058692915747947605,0.4291804416305359,0.7840168625137024
SMALL,P_SPLIT,9,0.0018706840663868518,0.057332778272799395,0.7748811941250062
SMALL,P_SPLIT,10,-0.03953223631102826,0.12592689491183745,0.773252405346285
SMALL,P_SPLIT,11,-0.20356941037464182,0.42964491386990095,0.7695393840254209
SMALL,P_SPLIT,12,-0.18575621801637282,0.4692651863683217,0.766855284676831
SMALL,P_SPLIT,13,-0.04618919776471821,0.07058043916769886,0.7700558392962962
SMALL,P_SPLIT,14,-0.24176838098541154,0.0036587609235857574,0.7693301784952041
SMALL,P_SPLIT,15,0.041288018935467935,0.43199779132400334,0.7837880377442973
SMALL,P_SPLIT,16,-0.014964731219839711,0.19960653243864884,0.779567049036648
SMALL,P_SPLIT,17,-0.04056991752143374,0.4147354260185909,0.7719903378029802
SMALL,P_SPLIT,18,0.3619950206344436,0.45305386528989167,0.7773471222852781
SMALL,P_SPLIT,19,-0.19804390576637243,0.1197782972917799,0.7740267006480989
SMALL,P_SPLIT,20,-0.12735017736545307,0.3279355885367692,0.7797674443610568
SMALL,P_SPLIT,21,0.009542856805350247,0.10522219936322466,0.7781570764028981
SMALL,P_SPLIT,22,0.07293475986554232,0.2603304167347946,0.7697896575143458
SMALL,P_SPLIT,23,0.188209885114707,0.09457740058186435,0.7711546610680804
SMALL,P_SPLIT,24,-0.06683697618498219,0.4759454260249941,0.7782034707837417
SMALL,P_SPLIT,25,-0.0779510552117686,0.10355115384761614,0.7820404734170763
SMALL,P_SPLIT,26,-0.19672521858998346,0.1947376517017686,0.7747363765280049
SMALL,P_SPLIT,27,0.15542286434994163,0.23336638977934748,0.7585641289591394
SMALL,P_SPLIT,28,0.2829343950882297,0.41175884923239525,0.7849876269973861
SMALL,P_SPLIT,29,-0.04002728952049672,0.16557196745629177,0.7767799019337299
SMALL,P_SPY,0,-0.35084094483929873,0.182121649705008,0.753029973414627
