key,sigma,moved,frac
DV,0.1,15692,0.011465027720058099
VOLSH,0.1,0,0.0
DV,0.25,38548,0.028164280432882972
VOLSH,0.25,0,0.0
OVERLAP,,167210,0.15548358360787748
