file,selector,n,a,gain
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,cash,6,0.0,-0.006846638837255596
2026-09-04_earnings-season-avoidance_cloud.walkforward.csv,replace,6,0.0,0.14666473914371117
2026-09-05_cagr-floor-calibration_B.walkforward.csv,S0,18,0.2777777777777778,-0.0668688968491627
2026-09-05_cagr-floor-calibration_B.walkforward.csv,S1,18,0.7222222222222222,-0.029368721360931493
2026-09-05_cagr-floor-calibration_B.walkforward.csv,S2,18,0.7222222222222222,-0.029368721360931493
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,abs12,18,0.0,-0.029951189331767485
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,band3,18,0.0,0.031045567488541908
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,g200,18,0.0,-0.02375400983500023
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,v1gate,18,0.0,-0.08890255916002948
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,vol60,18,0.0,-0.052259916915380594
2026-09-05_defensive-class-census_B.walkforward.csv,S0,18,0.0,0.005921280690938187
2026-09-05_defensive-class-census_B.walkforward.csv,S1,18,0.3888888888888889,-0.0432332663426354
2026-09-05_defensive-class-census_B.walkforward.csv,S2,18,0.3333333333333333,0.07853852429422141
2026-09-05_defensive-class-census_B.walkforward.csv,S3,18,0.3333333333333333,0.11885492417020349
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,S0 do-nothing,24,1.0,0.3139141880001086
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,S1 IS-argmax,24,0.5,0.3836440667387629
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,S2 clause-gated,24,0.5,0.28375731657316855
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,S3 clause+positive,24,0.5,0.309797046391404
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,S4 sign-only,24,0.5,0.3869019371360012
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.walkforward.csv,S0 do-nothing,6,1.0,0.35070188362099414
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.walkforward.csv,S1 IS-argmax,6,0.16666666666666666,0.7593338969607069
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.walkforward.csv,S2 clause-gated,6,0.16666666666666666,0.33826029951873965
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.walkforward.csv,S1 idea94,36,0.0,-0.04906430396660895
2026-09-05_execution-lag-sensitivity-of-the-price-list_C.walkforward.csv,S2 lag-screened,28,0.0,-0.04980324730150166
2026-09-05_four-way-gate-spread-is-a-weighting-convention_cloud.walkforward.csv,200d,54,0.0,0.16829954735589261
