panel,tot,flip,flip_nofire,nofire_cells,flip_rate,share_nofire,kind,gross,rung,n,max_dtwin,med_dtwin,p99_dtwin,max_dgross
U56,570240.0,84221.0,83888.0,7302.0,0.14769395342312008,0.9960461167642275,flips,,,,,,,
B136,570240.0,84026.0,83733.0,7962.0,0.14735199214365882,0.9965129840763574,flips,,,,,,,
SMALL663,502200.0,67368.0,67045.0,5826.0,0.1341457586618877,0.9952054387839924,flips,,,,,,,
U56,,,,,,,invariance,0.75,10.0,15357.0,0.0016264632174909366,5.4354966726011256e-05,0.0006920070062045271,0.19617737371788696
U56,,,,,,,invariance,1.0,10.0,15357.0,0.002124150307202477,7.274187270112087e-05,0.0009154658166514642,0.26156983162384917
B136,,,,,,,invariance,0.75,10.0,15027.0,0.0013656844679678093,4.73589192341306e-05,0.0007452333181324138,0.20348287300515533
B136,,,,,,,invariance,1.0,10.0,15027.0,0.0018105305992225373,6.291597977892138e-05,0.0009955653015072397,0.27131049734020707
SMALL663,,,,,,,invariance,0.75,10.0,13827.0,0.002501466497215832,8.41617152273974e-05,0.0013531637638416198,0.25753746563802427
SMALL663,,,,,,,invariance,1.0,10.0,13827.0,0.0032307271218189326,0.00010989494417197598,0.0018003056306000896,0.3433832875173658
