panel,capmode,gross,rung,f,n,pass4b,pass4a,med_Sharpe,med_CAGR,med_MaxDD,med_OOS_Sharpe,med_turn,med_risk_gross,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,ABS,0.75,0.0,0.25,30,0.0,0.8666666666666667,1.4236438200636243,0.04422103315845283,-0.06838911722576801,1.4988992705354014,1.1524624575468516,0.18830522153652673,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,0.0,0.5,30,0.0,0.7,1.3341803685706353,0.07227924738766267,-0.08259886864543475,1.4229057443252584,2.135683274208276,0.38119236489314107,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,0.0,0.75,30,0.23333333333333334,0.23333333333333334,1.289716824580235,0.09999671035066715,-0.12601194019088446,1.3836728087938592,3.0477888196533076,0.5594650239755965,1.0,1.0,1.0,1.0,0.23333333333333334
U56,ABS,0.75,0.0,1.0,1,1.0,0.0,1.3079825948559494,0.12193227502190451,-0.14932245597742266,1.370483852815115,3.5545009474264035,0.6665207138570861,1.0,1.0,1.0,1.0,1.0
U56,ABS,0.75,10.0,0.25,30,0.0,0.8,1.3853406761588725,0.04303291752509186,-0.06950904838816035,1.4623602008219327,1.1524624575468516,0.18830522153652673,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,10.0,0.5,30,0.0,0.6,1.2954680291596696,0.07002779288505878,-0.08457292636744779,1.3847193454121831,2.135683274208276,0.38119236489314107,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,10.0,0.75,30,0.1,0.13333333333333333,1.2505252572590986,0.096681890022701,-0.12634657683347383,1.3452509447087375,3.0477888196533076,0.5594650239755965,1.0,1.0,1.0,1.0,0.1
U56,ABS,0.75,10.0,1.0,1,1.0,0.0,1.2688202417845724,0.11795184345696397,-0.1497701744127925,1.33296028395705,3.5545009474264035,0.6665207138570861,1.0,1.0,1.0,1.0,1.0
U56,ABS,0.75,25.0,0.25,30,0.0,0.6666666666666666,1.329404162961674,0.04125176521129381,-0.07149761563332702,1.4069540900553066,1.1524624575468516,0.18830522153652673,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,25.0,0.5,30,0.0,0.3333333333333333,1.2372746168042452,0.06662480419584693,-0.0872705734314308,1.3273158919637906,2.135683274208276,0.38119236489314107,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,25.0,0.75,30,0.0,0.0,1.1926887469706988,0.09172762883666485,-0.12687051590156695,1.286867499108924,3.0477888196533076,0.5594650239755965,1.0,1.0,1.0,1.0,0.0
U56,ABS,0.75,25.0,1.0,1,1.0,0.0,1.2099637882037688,0.1120065338752132,-0.15044158972431065,1.27656056714528,3.5545009474264035,0.6665207138570861,1.0,1.0,1.0,1.0,1.0
U56,ABS,0.75,50.0,0.25,30,0.0,0.3333333333333333,1.235636339190177,0.038194079517372304,-0.07488684705328652,1.3142892330916687,1.1524624575468516,0.18830522153652673,0.9333333333333333,1.0,1.0,1.0,0.0
U56,ABS,0.75,50.0,0.5,30,0.0,0.1,1.1368504953947354,0.06104781962330974,-0.09326796473350746,1.2353859079736065,2.135683274208276,0.38119236489314107,0.8666666666666667,1.0,1.0,1.0,0.0
U56,ABS,0.75,50.0,0.75,30,0.0,0.0,1.09646346546013,0.0835182232257643,-0.128819505330537,1.1890152688349005,3.0477888196533076,0.5594650239755965,0.9666666666666667,1.0,1.0,1.0,0.0
U56,ABS,0.75,50.0,1.0,1,0.0,0.0,1.1116267518433178,0.10216488557029746,-0.15156018235910151,1.1823067702054186,3.5545009474264035,0.6665207138570861,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,0.0,0.25,30,0.0,0.8666666666666667,1.4236438200636243,0.04422103315845283,-0.06838911722576801,1.4988992705354014,1.1524624575468516,0.18830522153652673,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,0.0,0.5,30,0.0,0.7,1.3341803685706353,0.07227924738766267,-0.08259886864543475,1.4229057443252584,2.135683274208276,0.38119236489314107,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,0.0,0.75,30,0.23333333333333334,0.23333333333333334,1.288209369901093,0.10002703884615516,-0.12601194019088452,1.381305505082494,3.0569928058708564,0.56001644666906,1.0,1.0,1.0,1.0,0.23333333333333334
U56,ABS,1.0,0.0,1.0,1,1.0,0.0,1.2571994771268127,0.13119911910477522,-0.1721952699101721,1.3320057336561324,4.002480736710644,0.7506957284699993,1.0,1.0,1.0,1.0,1.0
U56,ABS,1.0,10.0,0.25,30,0.0,0.8,1.3853406761588725,0.04303291752509186,-0.06950904838816035,1.4623602008219327,1.1524624575468516,0.18830522153652673,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,10.0,0.5,30,0.0,0.6,1.2954680291596696,0.07002779288505878,-0.08457292636744779,1.3847193454121831,2.135683274208276,0.38119236489314107,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,10.0,0.75,30,0.13333333333333333,0.13333333333333333,1.2489091237686312,0.09670293880420511,-0.12634657683347383,1.3426633591329817,3.0569928058708564,0.56001644666906,1.0,1.0,1.0,1.0,0.13333333333333333
U56,ABS,1.0,10.0,1.0,1,1.0,0.0,1.2179544984917805,0.1266816043199417,-0.17276601457826812,1.2940722048604512,4.002480736710644,0.7506957284699993,1.0,1.0,1.0,1.0,1.0
U56,ABS,1.0,25.0,0.25,30,0.0,0.6666666666666666,1.329404162961674,0.04125176521129381,-0.07149761563332702,1.4069540900553066,1.1524624575468516,0.18830522153652673,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,25.0,0.5,30,0.0,0.3333333333333333,1.2372746168042452,0.06662480419584693,-0.0872705734314308,1.3273158919637906,2.135683274208276,0.38119236489314107,1.0,1.0,1.0,1.0,0.0
U56,ABS,1.0,25.0,0.75,30,0.0,0.0,1.1902563058601618,0.09173485952516958,-0.12687051590156706,1.2843655296255352,3.0569928058708564,0.56001644666906,1.0,1.0,1.0,1.0,0.0
