panel,book,dial,value,bps,turn_yr,mean_invested,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,f4a,f4b
U56,V1C,N,3.0,0,37.174074474507485,0.9981206964555284,0.12353205768173336,0.8924346358230936,-0.17143308661681678,0.9414607165433824,0.8576610172121772,0.8726475572258797,0.9101702646648079,0.13377733883874954,-0.171433086616817,"H1,H2,DD",H1
U56,V1C,N,3.0,5,37.174074474507485,0.9981206964555284,0.10285108543696708,0.7614374106496884,-0.17311521428198484,0.8017463676270693,0.733029056803739,0.7377130984830782,0.7814632225628604,0.11202413844895065,-0.17311521428198506,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,3.0,10,37.174074474507485,0.9981206964555284,0.08254008149597825,0.6301542687944189,-0.17915452749599736,0.6617034841884563,0.6081401469760146,0.6025268675429348,0.6524507130448441,0.09067695573493517,-0.1747952410337793,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,3.0,15,37.174074474507485,0.9981206964555284,0.06259261737146193,0.49875241972015066,-0.18850907259304706,0.5215405679304729,0.48313448981019386,0.4672801675120165,0.523285544622204,0.06972842274270485,-0.1837595110077488,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,3.0,20,37.174074474507485,0.9981206964555284,0.04300237300175347,0.3673989601982184,-0.20391250790431303,0.38146573175246046,0.35815230837185685,0.332163615282918,0.3941206959848774,0.0491713014363917,-0.20391250790431248,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
U56,V1C,N,3.0,25,37.174074474507485,0.9981206964555284,0.023763134976858336,0.2362598194998972,-0.22357686400935484,0.24168516956424835,0.23333306462414272,0.1973658132504359,0.26510841470311897,0.02899848147372497,-0.22357686400935584,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
U56,V1C,N,3.0,30,37.174074474507485,0.9981206964555284,0.0048687947926138175,0.10549872713191652,-0.2522167974931565,0.10240166818151436,0.10881469070852207,0.0630720613598195,0.13639933021379463,0.009202978018451935,-0.2522167974931572,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
U56,V1C,N,5.0,0,31.454748454312277,0.9991055468110555,0.11898338774224348,0.8942937693032427,-0.1794576720213149,0.8791050288583854,0.9123153446305745,0.7863751630686784,0.9758263118154081,0.13829346112098118,-0.17945767202131524,"H1,H2,DD",H1
U56,V1C,N,5.0,5,31.454748454312277,0.9991055468110555,0.10153748517508432,0.7790880777735764,-0.180953718760422,0.7610477647871862,0.7988865100714151,0.6708835793194982,0.8604775572336052,0.11958452260110963,-0.1809537187604221,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,5.0,10,31.454748454312277,0.9991055468110555,0.08435646528372498,0.6635837017763401,-0.18244812819037848,0.642660019873494,0.6851815685895155,0.5551250030325622,0.7448101586921568,0.10117537100759066,-0.1824481281903786,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,5.0,15,31.454748454312277,0.9991055468110555,0.0674364132617602,0.5478849925100412,-0.18394090117679007,0.5240600565395838,0.5712952540087526,0.43921104209610917,0.6289239749574603,0.08306132504636876,-0.1839409011767904,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,5.0,20,31.454748454312277,0.9991055468110555,0.05077347059650239,0.432096812496971,-0.19419527074231524,0.4053667672842639,0.45732273081727637,0.32325368678908695,0.5129194425703122,0.0652377746301398,-0.18543203858522983,"H1,H2,DD","H1,H2,OOS,CAGR"
U56,V1C,N,5.0,25,31.454748454312277,0.9991055468110555,0.03436383428177581,0.3163240610990348,-0.20473233158732018,0.2866990797061024,0.3433591971560518,0.20736476987894975,0.3968971411721575,0.047700179823765954,-0.18692154128123484,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
