panel,v,cost_bps,k_anchor,dev_gross,anc_gross,base_gross,dev_turnover,anc_turnover,in_1534_ladder,in_fine_ladder,dev_CAGR,dev_Sharpe,dev_MaxDD,dev_H1,dev_H2,dev_OOS_CAGR,dev_OOS_Sharpe,dev_OOS_MaxDD,anc_CAGR,anc_Sharpe,anc_MaxDD,anc_H1,anc_H2,anc_OOS_CAGR,anc_OOS_Sharpe,anc_OOS_MaxDD,base_CAGR,base_Sharpe,base_MaxDD,base_H1,base_H2,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,v2_CAGR,v2_Sharpe,v2_MaxDD,v2_H1,v2_H2,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_H1,spy_H2,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,dev_4a,dev_4b,anc_4a,anc_4b,dev_4b_oos,anc_4b_oos,dSharpe,dCAGR,dMaxDD,dOOS_Sharpe,dOOS_MaxDD
U56,0.06,0,0.6274595578205995,0.45174676710304884,0.4517467672210364,0.7196429358596218,8.173257392390505,6.312732805568288,False,True,0.07851884272700338,1.1811678992766208,-0.08072301598628595,1.2053625141813034,1.157670943456834,0.0824261007270981,1.2266057940432393,-0.07633865023868824,0.08354018362329296,1.1516803171595897,-0.11454304407635407,1.1773421953407184,1.1342486191220724,0.09082043802203588,1.1968667364627052,-0.1145430440763544,0.1336967481111495,1.1515580016051519,-0.1790859777113608,1.1770171331246118,1.1343509865189698,0.14567317301314553,1.1969719512249068,-0.17908597771136092,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,0.029487582117031064,-0.005021340896289583,0.03382002809006812,0.02973905758053408,0.03820439383766616
U56,0.06,10,0.6274595578205995,0.45174676710304884,0.4517467672210364,0.7196429358596218,8.173257392390505,6.312732805568288,False,True,0.06974171842517252,1.056933929211555,-0.08440738279397186,1.0767498625148384,1.0377001971668567,0.07381071420675367,1.1059710664670865,-0.0826828737297064,0.0767243976594214,1.0640609943721195,-0.11509931178169308,1.0850329073595906,1.050352831987807,0.08396139673421232,1.1127927965435198,-0.11509931178169275,0.1224034974833299,1.0643795900473585,-0.17990546913754213,1.0851411426120192,1.0508994495933264,0.13426543601500995,1.1133413290228635,-0.17990546913754235,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,-0.007127065160564605,-0.00698267923424889,0.030691928987721218,-0.0068217300764332744,0.03241643805198635
U56,0.06,25,0.6274595578205995,0.45174676710304884,0.4517467672210364,0.7196429358596218,8.173257392390505,6.312732805568288,False,True,0.056706380448710236,0.8700808765816417,-0.09613549192523574,0.8832081868507115,0.8573498599712429,0.06101275120042082,0.9245637364748586,-0.09613549192523585,0.06657906485325182,0.9323089529794395,-0.11593334486670892,0.9461735542380548,0.9242376703123896,0.07375164462580974,0.9863928802992922,-0.11593334486670881,0.1056690815877479,0.9332923645269618,-0.1811338369239125,0.9469364117191019,0.9254531687549803,0.11736126970940308,0.9876088499841087,-0.18113383692391227,0.08330351576993,1.1634688271693323,-0.12092630671374727,1.189790934573022,1.1432012948488115,0.09163013641609163,1.2398733886368856,-0.12092630671374771,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,-0.062228076397797816,-0.009872684404541587,0.019797852941473182,-0.06182914382443361,0.01979785294147296
U56,0.06,50,0.6274595578205995,0.45174676710304884,0.4517467672210364,0.7196429358596218,8.173257392390505,6.312732805568288,False,True,0.035323952524319635,0.5583660378825548,-0.11812770475757772,0.5601230573010313,0.5566695275913272,0.040012271285607026,0.6219674916874374,-0.1181277047575775,0.049877021520553955,0.7122101128868682,-0.11923648023904176,0.7140965291491965,0.7136275689751513,0.05694346096974212,0.7752648617729595,-0.11732241767197094,0.07831766346429991,0.7143065978611338,-0.18510282101344977,0.7159579943004932,0.7159609860256315,0.08973213389730939,0.7775962088531985,-0.183178799272256,0.07851114701170414,1.1007438563030478,-0.1215542982343577,1.126595636968293,1.0807131422584972,0.08676558828999292,1.1783814389985978,-0.1215542982343576,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,-0.1538440750043134,-0.01455306899623432,0.0011087754814640416,-0.15329737008552213,-0.0008052870856065653
U56,0.08,0,0.7778787371705004,0.5599408823473541,0.5599408824734264,0.7196429358596218,9.445299556848553,7.809420305000938,True,True,0.09664248010750542,1.1534154311247022,-0.10152853314338162,1.1858895751214964,1.1226167130021845,0.10194752316505973,1.1954641849847099,-0.10038633427843069,0.10375538076956481,1.1516349796824423,-0.14091282125944693,1.1772120435203668,1.134295479563732,0.1128995021108481,1.1969155907524534,-0.14091282125944682,0.1336967481111495,1.1515580016051519,-0.1790859777113608,1.1770171331246118,1.1343509865189698,0.14567317301314553,1.1969719512249068,-0.17908597771136092,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,True,0.0017804514422599116,-0.007112900662059385,0.039384288116065314,-0.0014514057677434966,0.04052648698101613
U56,0.08,10,0.7778787371705004,0.5599408823473541,0.5599408824734264,0.7196429358596218,9.445299556848553,7.809420305000938,True,True,0.08633622226234872,1.0395544215104537,-0.10781385333008087,1.0686186328030236,1.012002253597205,0.09173196554774155,1.0846749404273242,-0.10781385333007987,0.09517351126367624,1.064227184844427,-0.1415809595452482,1.0851155817023181,1.0506090075617627,0.10424993040630848,1.1130525740541315,-0.1415809595452482,0.1224034974833299,1.0643795900473585,-0.17990546913754213,1.0851411426120192,1.0508994495933264,0.13426543601500995,1.1133413290228635,-0.17990546913754235,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,-0.02467276333397317,-0.00883728900132752,0.03376710621516732,-0.02837763362680734,0.03376710621516832
U56,0.08,25,0.7778787371705004,0.5599408823473541,0.5599408824734264,0.7196429358596218,9.445299556848553,7.809420305000938,True,True,0.07105376197471114,0.8683473439901831,-0.12322502017164494,0.8922121397741596,0.8457391021448379,0.07658159377407348,0.9181063319535377,-0.12322502017164505,0.08242261197929168,0.9327940222457898,-0.1425826174136252,0.9465776327151009,0.9248089676439984,0.09139838329027183,0.9869701851250979,-0.1425826174136251,0.1056690815877479,0.9332923645269618,-0.1811338369239125,0.9469364117191019,0.9254531687549803,0.11736126970940308,0.9876088499841087,-0.18113383692391227,0.08330351576993,1.1634688271693323,-0.12092630671374727,1.189790934573022,1.1432012948488115,0.09163013641609163,1.2398733886368856,-0.12092630671374771,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,-0.06444667825560668,-0.011368850004580544,0.019357597241980273,-0.06886385317156019,0.01935759724198005
U56,0.08,50,0.7778787371705004,0.5599408823473541,0.5599408824734264,0.7196429358596218,9.445299556848553,7.809420305000938,True,True,0.04604779448295537,0.5826576142567166,-0.14833151274993972,0.5976956646192413,0.5684290828580538,0.051785460593506416,0.6401739608787235,-0.14833151274993972,0.06149219829972563,0.713228858683245,-0.14625518094227663,0.7150396263717546,0.7147254245710435,0.07030261020740514,0.77637269492832,-0.14425058217888997,0.07831766346429991,0.7143065978611338,-0.18510282101344977,0.7159579943004932,0.7159609860256315,0.08973213389730939,0.7775962088531985,-0.183178799272256,0.07851114701170414,1.1007438563030478,-0.1215542982343577,1.126595636968293,1.0807131422584972,0.08676558828999292,1.1783814389985978,-0.1215542982343576,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,False,False,False,-0.13057124442652845,-0.015444403816770258,-0.00207633180766309,-0.13619873404959648,-0.004080930571049746
U56,0.1,0,0.8773158655673264,0.6314443221388065,0.6314443222346633,0.7196429358596218,9.983886518844374,8.797782146425256,True,True,0.10853091205111465,1.1283929850983323,-0.11801685615373725,1.157282781115416,1.1021740341686308,0.11575469639554559,1.1757632363258967,-0.11191464768652482,0.11714764679640455,1.1516020075538775,-0.15811469393924227,1.1771251892123396,1.1343223543409047,0.1275480827698665,1.1969431654321498,-0.15811469393924216,0.1336967481111495,1.1515580016051519,-0.1790859777113608,1.1770171331246118,1.1343509865189698,0.14567317301314553,1.1969719512249068,-0.17908597771136092,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,0.09651574458861623,1.3012453352065745,-0.12029812214763824,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,False,True,True,True,-0.023209022455545236,-0.0086167347452899,0.04009783778550502,-0.021179929106253104,0.04620004625271734
U56,0.1,10,0.8773158655673264,0.6314443221388065,0.6314443222346633,0.7196429358596218,9.983886518844374,8.797782146425256,True,True,0.09752270167966981,1.0237164680539135,-0.12719983082871178,1.0501248416076066,0.999746483563438,0.10473495739761884,1.0735888211574276,-0.12212140422816053,0.10736773498213181,1.0643102490064882,-0.15885263764636448,1.0851420520068884,1.0507533947754861,0.117681167452238,1.1131972102574377,-0.15885263764636426,0.1224034974833299,1.0643795900473585,-0.17990546913754213,1.0851411426120192,1.0508994495933264,0.13426543601500995,1.1133413290228635,-0.17990546913754235,0.08618880526313721,1.201049296027575,-0.12054941914043871,1.227649981048117,1.1806425080695122,0.09455896847608769,1.2767122316543114,-0.12054941914043871,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.9570474592489958,0.8263998129294376,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,False,False,True,False,True,-0.04059378095257471,-0.009845033302462003,0.0316528068176527,-0.03960838910001008,0.036731233418203724
