panel,band,con,gross,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,isH1,isH2,oCAGR,oSharpe,oMaxDD,oH1,oH2,pass4a,pass4b,fail4b,bar_CAGR,bar_DD,bar_H1,bar_H2,bar_OOS
U56,0.0,DEGROSS,0.05,0.005414692679676758,1.1742735178113115,-0.008292380395197974,1.1914034395363018,1.1614620913151485,0.004741348574666571,1.060199069925764,-0.00585481186953396,0.8777932074385312,1.3029707118912996,0.005970478936637491,1.2640300812561271,-0.008292380395198085,1.405857003634526,1.1082622926547436,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.06,0.0064987134839025185,1.1742838061845307,-0.009946537508117581,1.1914377194000019,1.1614519181154324,0.005690092587555373,1.060230398194215,-0.007023338676259594,0.8777988981261529,1.3030349342297751,0.0071662402955559035,1.264023055943258,-0.009946537508116915,1.4057978328149703,1.1083116109532536,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.07,0.00758309058460549,1.174293893506046,-0.011599255369927564,1.1914718116374792,1.1614415344837505,0.006638990853970572,1.0602615766845922,-0.008191053555410388,0.877804498902775,1.3030989348781639,0.008362551983253974,1.2640157880414213,-0.011599255369927675,1.4057383568011823,1.1083607565989233,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.08,0.00866782196419269,1.1743037672642338,-0.013250534153770088,1.1915057501112898,1.1614308861172482,0.007588041815400404,1.0602926197372622,-0.009357956248716381,0.8778099884491148,1.3031627724842263,0.009559411647339866,1.264008243954515,-0.013250534153769644,1.4056785629993886,1.108409672276583,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.09,0.00975290582825128,1.1743134481281254,-0.014900374032726593,1.1915395741386654,1.1614199769053,0.008537244096195717,1.0603235581714603,-0.010524047398660419,0.8778153850684703,1.3032264959246387,0.010756817191547308,1.2640004364173298,-0.014900374032727037,1.4056184596565318,1.1084583757292765,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.1,0.010838340371256194,1.1743229469696148,-0.016548775179824782,1.1915732446846357,1.1614088626484635,0.009486595762182137,1.0603543466890515,-0.011689327294474028,0.8778206238495861,1.3032900834896677,0.011954766960822871,1.263992420412979,-0.016548775179824338,1.4055581236646164,1.1085068976375219,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.11,0.011924123507427664,1.1743322451834977,-0.01819573776802985,1.191606750087959,1.1613975185082115,0.01043609500600251,1.0603849725465149,-0.012853795652309485,0.8778256709930237,1.303353549312633,0.01315325868325079,1.2639841726603667,-0.018195737768030185,1.4054975291940097,1.108555217801829,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.12,0.013010253673455097,1.1743413780461007,-0.019841261970254265,1.1916401120409286,1.161385992222645,0.011385740370536634,1.0604154607624927,-0.01401745308168545,0.8778305845528683,1.3034168780204833,0.014352290751637353,1.263975736388623,-0.019841261970254376,1.4054366707644943,1.1086034349930642,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.13,0.014096728644955814,1.1743503125745318,-0.021485348152156303,1.1916733434587916,1.161374208871577,0.012335530330364719,1.0604458156676038,-0.01518030025189987,0.8778354044718599,1.3034800298208506,0.015551860407095663,1.2639670497780107,-0.021485348152156192,1.4053755235207455,1.108651445424296,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.14,0.015183546166600559,1.174359028146587,-0.023128000533699455,1.1917063866120894,1.1613621815898427,0.013285462381329882,1.0604759728404047,-0.016342336611491315,0.8778400323607357,1.3035429778960725,0.016751965643726052,1.2639581262347892,-0.02312800053370012,1.4053141133242393,1.1086992488694813,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.15,0.01627070470543912,1.174367555475925,-0.024769215669764977,1.1917392943605598,1.1613499211832592,0.014235535745096728,1.0605060054110833,-0.017503561775047416,0.8778445327995047,1.3036058105195842,0.017952604347423184,1.2639489632701186,-0.024769215669764755,1.4052524429827713,1.108746836539488,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.16,0.017358202019138513,1.1743758770946346,-0.026408993731231956,1.1917720733566728,1.1613373879953264,0.015185748779577013,1.0605359112574275,-0.01866397516708862,0.8778488985317638,1.3036685327175954,0.01915377382192318,1.2639395317268687,-0.026408993731231845,1.4051905246874818,1.108794132054473,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.17,0.01844603651560006,1.1743840153495064,-0.02804733488892741,1.1918046853093247,1.1613246594709927,0.01613609927867321,1.0605656517380098,-0.01982357641085053,0.8778530689901843,1.3037311312279491,0.02035547302650409,1.263929901519576,-0.028047334888927633,1.4051283979983786,1.1088412397517,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.18,0.019534205968571916,1.174391950690297,-0.029684239313621852,1.1918371184699033,1.1613117087360163,0.01708658540966601,1.0605952170188144,-0.020982366063722613,0.8778570485923967,1.3037935782107413,0.021557699452003476,1.2639200456750543,-0.02968423931362152,1.4050660461235782,1.1088881205530605,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.19,0.020622708734975737,1.1743997016180063,-0.031319707176026834,1.1918693864679593,1.1612985589278786,0.018037205598617545,1.0606246189915178,-0.02214034476318938,0.8778608698828627,1.3038558571126977,0.02276045144094274,1.2639099876619095,-0.031319707176026945,1.4050034937571263,1.1089347967984013,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.2,0.021711542054083877,1.1744072282733502,-0.03295373864680151,1.1919014498139255,1.1612851703585154,0.01898795716208146,1.0606538132764785,-0.023297513176858464,0.8778644810052993,1.3039179276244002,0.02396372621139542,1.2638996906824944,-0.032953738646801845,1.4049406645168305,1.1089812768778085,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.21,0.0228007047405403,1.1744145672245987,-0.03458633389654664,1.1919333485449952,1.1612715764570076,0.019938839411138165,1.0606828541010624,-0.02445387168169655,0.8778679571502626,1.3039798245983871,0.025167522209189608,1.2638891775698946,-0.03458633389654697,1.4048775361930315,1.109027633837799,False,False,CAGR,False,True,True,True,True
U56,0.0,DEGROSS,0.22,0.02389019475696874,1.1744217191906277,-0.03621749309580935,1.1919650877060923,1.161257773915757,0.02088985070257454,1.060711748538747,-0.025609418282794394,0.8778712915717746,1.3040415758296078,0.026371837112555196,1.2638784441603128,-0.036217493095808906,1.4048141622267,1.1090737987767822,False,False,CAGR,False,True,True,True,True
