panel,cost,chooser,cell,band,gross,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4a_full,keep4a_oos,reach_g100
U56,0,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.12170465828317001,1.1777857388709299,-0.1903739696994654,True,True,False,False,1.0
U56,0,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.12170465828317001,1.1777857388709299,-0.1903739696994654,True,True,False,False,1.0
U56,0,IS_CALMAR,b0.02_g1.00,0.02,1.0,0.12860370064341264,1.3084082999126037,-0.15610173599687793,True,True,False,False,1.0
U56,0,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.12170465828317001,1.1777857388709299,-0.1903739696994654,True,True,False,False,1.0
U56,0,IS_LEGS,b0.08_g1.00,0.08,1.0,0.12170465828317001,1.1777857388709299,-0.1903739696994654,True,True,False,False,1.0
U56,0,IS_DD,b0.02_g0.50,0.02,0.5,0.06359337212109084,1.3099520698956153,-0.07962215523564675,False,False,False,True,0.0
U56,0,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.0621885384938925,1.3003020125806317,-0.08065515191319317,False,False,False,False,0.0
U56,0,MAXGROSS,b0.03_g1.00,0.03,1.0,0.1293747247195809,1.3004188149455909,-0.15878994540852176,True,True,False,False,1.0
U56,0,RANDCELL,MEAN-OF-25,,,0.09270669763203658,1.2634761932371523,-0.12380161108940334,,,,,0.2
U56,10,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,True,True,False,False,1.0
U56,10,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,True,True,False,False,1.0
U56,10,IS_CALMAR,b0.02_g1.00,0.02,1.0,0.125349374215179,1.2783977144506264,-0.15652425865807706,True,True,False,False,1.0
U56,10,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,True,True,False,False,1.0
U56,10,IS_LEGS,b0.08_g1.00,0.08,1.0,0.1199715972458204,1.1625197276472643,-0.1905060740936313,True,True,False,False,1.0
U56,10,IS_DD,b0.02_g0.50,0.02,0.5,0.062041305203349495,1.2795746426691983,-0.07985033371788619,False,False,False,True,0.0
U56,10,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.05994580162379615,1.2556257270850602,-0.08096494706348678,False,False,False,False,0.0
U56,10,MAXGROSS,b0.03_g1.00,0.03,1.0,0.12670148748914545,1.2760185412281244,-0.15910987917823627,True,True,False,False,1.0
U56,10,RANDCELL,MEAN-OF-25,,,0.09059837864986338,1.2366162662730442,-0.12406408875598858,,,,,0.2
U56,25,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.11737679993225902,1.1396060315762024,-0.19070420745340522,True,True,False,False,1.0
U56,25,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.11737679993225902,1.1396060315762024,-0.19070420745340522,True,True,False,False,1.0
U56,25,IS_CALMAR,b0.08_g1.00,0.08,1.0,0.11737679993225902,1.1396060315762024,-0.19070420745340522,True,True,False,False,1.0
U56,25,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.11737679993225902,1.1396060315762024,-0.19070420745340522,True,True,False,False,1.0
U56,25,IS_LEGS,b0.08_g1.00,0.08,1.0,0.11737679993225902,1.1396060315762024,-0.19070420745340522,True,True,False,False,1.0
U56,25,IS_DD,b0.02_g0.50,0.02,0.5,0.05971732264451868,1.2339443410354303,-0.0801925596710038,False,False,False,False,0.0
U56,25,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.05659032765131289,1.1884982271953985,-0.08142955278371466,False,False,False,False,0.0
U56,25,MAXGROSS,b0.03_g1.00,0.03,1.0,0.12270310220667491,1.2393793945502616,-0.15958968117256078,True,True,False,False,1.0
U56,25,RANDCELL,MEAN-OF-25,,,0.08744466995018815,1.1962745139718205,-0.12445772536606209,,,,,0.2
U56,50,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.11306489215664883,1.1013809884946906,-0.19103436777251492,True,True,False,False,1.0
U56,50,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.11306489215664883,1.1013809884946906,-0.19103436777251492,True,True,False,False,1.0
U56,50,IS_CALMAR,b0.08_g1.00,0.08,1.0,0.11306489215664883,1.1013809884946906,-0.19103436777251492,True,True,False,False,1.0
U56,50,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.11306489215664883,1.1013809884946906,-0.19103436777251492,True,True,False,False,1.0
U56,50,IS_LEGS,b0.08_g1.00,0.08,1.0,0.11306489215664883,1.1013809884946906,-0.19103436777251492,True,True,False,False,1.0
U56,50,IS_DD,b0.02_g0.50,0.02,0.5,0.05585497411861695,1.157741197645428,-0.08076282487597553,False,False,False,False,0.0
U56,50,CELL_ALPHA,b0.00_g0.50,0.0,0.5,0.051020811402772814,1.0763705910486334,-0.08220366364518561,False,False,False,False,0.0
U56,50,MAXGROSS,b0.03_g1.00,0.03,1.0,0.11606960208680461,1.1782213798635122,-0.16038908808615815,False,True,False,False,1.0
U56,50,RANDCELL,MEAN-OF-25,,,0.08221177693595116,1.1289182674412015,-0.12511357335528353,,,,,0.2
B136,0,IS_SHARPE,b0.08_g1.00,0.08,1.0,0.11171801542586124,1.1094569299478036,-0.1947971965028923,True,True,False,False,1.0
B136,0,IS_MINMARG,b0.08_g1.00,0.08,1.0,0.11171801542586124,1.1094569299478036,-0.1947971965028923,True,True,False,False,1.0
B136,0,IS_CALMAR,b0.03_g1.00,0.03,1.0,0.10781635410691504,1.1301111094183593,-0.16120589976447586,True,True,False,False,1.0
B136,0,IS_CAGRSLACK,b0.08_g1.00,0.08,1.0,0.11171801542586124,1.1094569299478036,-0.1947971965028923,True,True,False,False,1.0
B136,0,IS_LEGS,b0.08_g1.00,0.08,1.0,0.11171801542586124,1.1094569299478036,-0.1947971965028923,True,True,False,False,1.0
