period,D,est,bar,n,inside,share,nz_share,two_share,three_share,two_nz,three_nz,mean_bar
FULL,6,PAIR_DIRECT,2.0,607,359,0.5914332784184514,0.4666666666666667,0.48695652173913045,0.7290076335877863,0.33955223880597013,0.6395939086294417,0.105550152172931
FULL,12,RSS_INDEP,1.0,607,302,0.4975288303130148,0.34408602150537637,0.3884057971014493,0.6412213740458015,0.2126865671641791,0.5228426395939086,0.11106540656461583
FULL,12,RSS_INDEP,2.0,607,360,0.5930807248764415,0.46881720430107526,0.4753623188405797,0.7480916030534351,0.3246268656716418,0.6649746192893401,0.11106540656461583
FULL,12,PAIR_INDEP,1.0,607,280,0.4612850082372323,0.2967741935483871,0.3884057971014493,0.5572519083969466,0.2126865671641791,0.41116751269035534,0.09755874328769625
FULL,12,PAIR_INDEP,2.0,607,355,0.5848434925864909,0.45806451612903226,0.4753623188405797,0.7290076335877863,0.3246268656716418,0.6395939086294417,0.09755874328769625
FULL,12,PAIR_SEED,1.0,607,277,0.45634266886326197,0.2903225806451613,0.3739130434782609,0.5648854961832062,0.19402985074626866,0.4213197969543147,0.09474947638845704
FULL,12,PAIR_SEED,2.0,607,348,0.5733113673805601,0.443010752688172,0.46956521739130436,0.7099236641221374,0.31716417910447764,0.6142131979695431,0.09474947638845704
FULL,12,PAIR_COUPLED,1.0,607,286,0.471169686985173,0.3096774193548387,0.391304347826087,0.5763358778625954,0.21641791044776118,0.4365482233502538,0.10553911405625772
FULL,12,PAIR_COUPLED,2.0,607,359,0.5914332784184514,0.4666666666666667,0.48405797101449277,0.732824427480916,0.3358208955223881,0.6446700507614214,0.10553911405625772
FULL,12,PAIR_DIRECT,1.0,607,293,0.4827018121911038,0.3247311827956989,0.39710144927536234,0.5954198473282443,0.22388059701492538,0.4619289340101523,0.10893179927580132
FULL,12,PAIR_DIRECT,2.0,607,361,0.5947281713344317,0.47096774193548385,0.4927536231884058,0.7290076335877863,0.34701492537313433,0.6395939086294417,0.10893179927580132
FULL,24,RSS_INDEP,1.0,607,303,0.49917627677100496,0.34623655913978496,0.391304347826087,0.6412213740458015,0.21641791044776118,0.5228426395939086,0.10814451620972419
FULL,24,RSS_INDEP,2.0,607,358,0.5897858319604613,0.4645161290322581,0.46956521739130436,0.7480916030534351,0.31716417910447764,0.6649746192893401,0.10814451620972419
FULL,24,PAIR_INDEP,1.0,607,281,0.46293245469522243,0.2989247311827957,0.391304347826087,0.5572519083969466,0.21641791044776118,0.41116751269035534,0.09489636393095863
FULL,24,PAIR_INDEP,2.0,607,352,0.5799011532125206,0.45161290322580644,0.46956521739130436,0.7251908396946565,0.31716417910447764,0.6345177664974619,0.09489636393095863
FULL,24,PAIR_SEED,1.0,607,278,0.45799011532125206,0.2924731182795699,0.3826086956521739,0.5572519083969466,0.20522388059701493,0.41116751269035534,0.09349800096268734
FULL,24,PAIR_SEED,2.0,607,349,0.5749588138385503,0.44516129032258067,0.4666666666666667,0.7175572519083969,0.31343283582089554,0.6243654822335025,0.09349800096268734
FULL,24,PAIR_COUPLED,1.0,607,276,0.4546952224052718,0.28817204301075267,0.3855072463768116,0.5458015267175572,0.208955223880597,0.39593908629441626,0.09198324801747444
FULL,24,PAIR_COUPLED,2.0,607,349,0.5749588138385503,0.44516129032258067,0.4579710144927536,0.7290076335877863,0.30223880597014924,0.6395939086294417,0.09198324801747444
FULL,24,PAIR_DIRECT,1.0,607,277,0.45634266886326197,0.2903225806451613,0.3884057971014493,0.5458015267175572,0.2126865671641791,0.39593908629441626,0.0941645739339841
FULL,24,PAIR_DIRECT,2.0,607,351,0.5782537067545305,0.44946236559139785,0.463768115942029,0.7290076335877863,0.30970149253731344,0.6395939086294417,0.0941645739339841
IS,3,RSS_INDEP,1.0,607,336,0.5535420098846787,0.4172043010752688,0.43478260869565216,0.7099236641221374,0.27238805970149255,0.6142131979695431,0.1859561972741746
IS,3,RSS_INDEP,2.0,607,386,0.6359143327841845,0.524731182795699,0.5304347826086957,0.7748091603053435,0.39552238805970147,0.700507614213198,0.1859561972741746
IS,3,PAIR_INDEP,1.0,607,334,0.5502471169686985,0.4129032258064516,0.43478260869565216,0.7022900763358778,0.27238805970149255,0.6040609137055838,0.16682859620264498
IS,3,PAIR_INDEP,2.0,607,378,0.6227347611202636,0.5075268817204301,0.5304347826086957,0.7442748091603053,0.39552238805970147,0.6598984771573604,0.16682859620264498
IS,3,PAIR_SEED,1.0,607,265,0.43657331136738053,0.2645161290322581,0.3681159420289855,0.5267175572519084,0.1865671641791045,0.37055837563451777,0.0887735115786153
IS,3,PAIR_SEED,2.0,607,328,0.5403624382207578,0.4,0.4492753623188406,0.6603053435114504,0.291044776119403,0.5482233502538071,0.0887735115786153
IS,3,PAIR_COUPLED,1.0,607,300,0.4942339373970346,0.33978494623655914,0.3855072463768116,0.6374045801526718,0.208955223880597,0.5177664974619289,0.12137930924952466
IS,3,PAIR_COUPLED,2.0,607,347,0.57166392092257,0.44086021505376344,0.46956521739130436,0.7061068702290076,0.31716417910447764,0.6091370558375635,0.12137930924952466
IS,3,PAIR_DIRECT,1.0,607,269,0.443163097199341,0.2731182795698925,0.36231884057971014,0.549618320610687,0.1791044776119403,0.4010152284263959,0.08374860118594475
IS,3,PAIR_DIRECT,2.0,607,322,0.5304777594728172,0.3870967741935484,0.4318840579710145,0.6603053435114504,0.26865671641791045,0.5482233502538071,0.08374860118594475
IS,6,RSS_INDEP,1.0,607,335,0.5518945634266886,0.4150537634408602,0.4318840579710145,0.7099236641221374,0.26865671641791045,0.6142131979695431,0.18259031167035233
IS,6,RSS_INDEP,2.0,607,386,0.6359143327841845,0.524731182795699,0.527536231884058,0.7786259541984732,0.3917910447761194,0.7055837563451777,0.18259031167035233
IS,6,PAIR_INDEP,1.0,607,333,0.5485996705107083,0.410752688172043,0.4318840579710145,0.7022900763358778,0.26865671641791045,0.6040609137055838,0.16479471498711099
IS,6,PAIR_INDEP,2.0,607,379,0.6243822075782537,0.5096774193548387,0.527536231884058,0.7519083969465649,0.3917910447761194,0.6700507614213198,0.16479471498711099
IS,6,PAIR_SEED,1.0,607,286,0.471169686985173,0.3096774193548387,0.391304347826087,0.5763358778625954,0.21641791044776118,0.4365482233502538,0.10560697479664412
IS,6,PAIR_SEED,2.0,607,359,0.5914332784184514,0.4666666666666667,0.48695652173913045,0.7290076335877863,0.33955223880597013,0.6395939086294417,0.10560697479664412
IS,6,PAIR_COUPLED,1.0,607,341,0.5617792421746294,0.42795698924731185,0.45217391304347826,0.7061068702290076,0.2947761194029851,0.6091370558375635,0.18315120145498615
IS,6,PAIR_COUPLED,2.0,607,388,0.6392092257001647,0.5290322580645161,0.5449275362318841,0.7633587786259542,0.4141791044776119,0.6852791878172588,0.18315120145498615
IS,6,PAIR_DIRECT,1.0,607,324,0.5337726523887973,0.3913978494623656,0.4260869565217391,0.6755725190839694,0.26119402985074625,0.5685279187817259,0.15902679203933295
IS,6,PAIR_DIRECT,2.0,607,376,0.6194398682042833,0.5032258064516129,0.527536231884058,0.7404580152671756,0.3917910447761194,0.6548223350253807,0.15902679203933295
IS,12,RSS_INDEP,1.0,607,332,0.5469522240527183,0.40860215053763443,0.42318840579710143,0.7099236641221374,0.2574626865671642,0.6142131979695431,0.17085469435699988
IS,12,RSS_INDEP,2.0,607,384,0.6326194398682042,0.5204301075268817,0.5217391304347826,0.7786259541984732,0.3843283582089552,0.7055837563451777,0.17085469435699988
IS,12,PAIR_INDEP,1.0,607,324,0.5337726523887973,0.3913978494623656,0.42318840579710143,0.6793893129770993,0.2574626865671642,0.5736040609137056,0.14893256851541237
IS,12,PAIR_INDEP,2.0,607,378,0.6227347611202636,0.5075268817204301,0.5217391304347826,0.7557251908396947,0.3843283582089552,0.6751269035532995,0.14893256851541237
IS,12,PAIR_SEED,1.0,607,304,0.500823723228995,0.34838709677419355,0.41739130434782606,0.6106870229007634,0.25,0.48223350253807107,0.1267784601218407
IS,12,PAIR_SEED,2.0,607,366,0.6029654036243822,0.4817204301075269,0.4985507246376812,0.7404580152671756,0.35447761194029853,0.6548223350253807,0.1267784601218407
IS,12,PAIR_COUPLED,1.0,607,323,0.5321252059308073,0.38924731182795697,0.41739130434782606,0.683206106870229,0.25,0.5786802030456852,0.1564868457006474
IS,12,PAIR_COUPLED,2.0,607,381,0.627677100494234,0.513978494623656,0.5304347826086957,0.7557251908396947,0.39552238805970147,0.6751269035532995,0.1564868457006474
IS,12,PAIR_DIRECT,1.0,607,325,0.5354200988467874,0.3935483870967742,0.4260869565217391,0.6793893129770993,0.26119402985074625,0.5736040609137056,0.14930602908980642
IS,12,PAIR_DIRECT,2.0,607,373,0.6144975288303131,0.4967741935483871,0.5101449275362319,0.7519083969465649,0.3694029850746269,0.6700507614213198,0.14930602908980642
IS,24,RSS_INDEP,1.0,607,327,0.5387149917627677,0.3978494623655914,0.4115942028985507,0.7061068702290076,0.24253731343283583,0.6091370558375635,0.15113285073554675
IS,24,RSS_INDEP,2.0,607,377,0.6210873146622735,0.5053763440860215,0.5101449275362319,0.767175572519084,0.3694029850746269,0.6903553299492385,0.15113285073554675
IS,24,PAIR_INDEP,1.0,607,319,0.5255354200988468,0.38064516129032255,0.4115942028985507,0.6755725190839694,0.24253731343283583,0.5685279187817259,0.13238686792186086
IS,24,PAIR_INDEP,2.0,607,368,0.6062602965403624,0.4860215053763441,0.5101449275362319,0.732824427480916,0.3694029850746269,0.6446700507614214,0.13238686792186086
IS,24,PAIR_SEED,1.0,607,292,0.48105436573311366,0.3225806451612903,0.39710144927536234,0.5916030534351145,0.22388059701492538,0.45685279187817257,0.11723377921001596
IS,24,PAIR_SEED,2.0,607,365,0.6013179571663921,0.47956989247311826,0.5014492753623189,0.732824427480916,0.3582089552238806,0.6446700507614214,0.11723377921001596
IS,24,PAIR_COUPLED,1.0,607,313,0.515650741350906,0.36774193548387096,0.4115942028985507,0.6526717557251909,0.24253731343283583,0.5380710659898477,0.12831390272191512
IS,24,PAIR_COUPLED,2.0,607,366,0.6029654036243822,0.4817204301075269,0.4985507246376812,0.7404580152671756,0.35447761194029853,0.6548223350253807,0.12831390272191512
IS,24,PAIR_DIRECT,1.0,607,312,0.514003294892916,0.3655913978494624,0.4144927536231884,0.6450381679389313,0.2462686567164179,0.5279187817258884,0.1285556865091872
IS,24,PAIR_DIRECT,2.0,607,368,0.6062602965403624,0.4860215053763441,0.5014492753623189,0.7442748091603053,0.3582089552238806,0.6598984771573604,0.1285556865091872
OOS,3,RSS_INDEP,1.0,607,306,0.5041186161449753,0.35268817204301073,0.3565217391304348,0.6984732824427481,0.17164179104477612,0.5989847715736041,0.1175217486070531
OOS,3,RSS_INDEP,2.0,607,354,0.5831960461285008,0.4559139784946237,0.4405797101449275,0.7709923664122137,0.2798507462686567,0.6954314720812182,0.1175217486070531
OOS,3,PAIR_INDEP,1.0,607,258,0.42504118616144976,0.24946236559139784,0.3565217391304348,0.5152671755725191,0.17164179104477612,0.3553299492385787,0.08829039774024841
OOS,3,PAIR_INDEP,2.0,607,320,0.5271828665568369,0.3827956989247312,0.4405797101449275,0.6412213740458015,0.2798507462686567,0.5228426395939086,0.08829039774024841
OOS,3,PAIR_SEED,1.0,607,261,0.4299835255354201,0.25591397849462366,0.3565217391304348,0.5267175572519084,0.17164179104477612,0.37055837563451777,0.09082036663558347
OOS,3,PAIR_SEED,2.0,607,315,0.5189456342668863,0.3720430107526882,0.4289855072463768,0.6374045801526718,0.26492537313432835,0.5177664974619289,0.09082036663558347
OOS,3,PAIR_COUPLED,1.0,607,259,0.42668863261943984,0.25161290322580643,0.3652173913043478,0.5076335877862596,0.1828358208955224,0.34517766497461927,0.08442266562249379
OOS,3,PAIR_COUPLED,2.0,607,303,0.49917627677100496,0.34623655913978496,0.42028985507246375,0.6030534351145038,0.2537313432835821,0.4720812182741117,0.08442266562249379
OOS,3,PAIR_DIRECT,1.0,607,269,0.443163097199341,0.2731182795698925,0.3710144927536232,0.5381679389312977,0.19029850746268656,0.38578680203045684,0.09215000988550462
OOS,3,PAIR_DIRECT,2.0,607,344,0.5667215815485996,0.4344086021505376,0.4579710144927536,0.7099236641221374,0.30223880597014924,0.6142131979695431,0.09215000988550462
OOS,6,RSS_INDEP,1.0,607,292,0.48105436573311366,0.3225806451612903,0.35942028985507246,0.6412213740458015,0.17537313432835822,0.5228426395939086,0.10665668664712083
OOS,6,RSS_INDEP,2.0,607,351,0.5782537067545305,0.44946236559139785,0.4463768115942029,0.7519083969465649,0.2873134328358209,0.6700507614213198,0.10665668664712083
OOS,6,PAIR_INDEP,1.0,607,267,0.43986820428336076,0.26881720430107525,0.35942028985507246,0.5458015267175572,0.17537313432835822,0.39593908629441626,0.08979339908388717
OOS,6,PAIR_INDEP,2.0,607,339,0.5584843492586491,0.4236559139784946,0.4463768115942029,0.7061068702290076,0.2873134328358209,0.6091370558375635,0.08979339908388717
OOS,6,PAIR_SEED,1.0,607,285,0.4695222405271829,0.30752688172043013,0.39710144927536234,0.5648854961832062,0.22388059701492538,0.4213197969543147,0.10346633649278497
OOS,6,PAIR_SEED,2.0,607,352,0.5799011532125206,0.45161290322580644,0.4666666666666667,0.7290076335877863,0.31343283582089554,0.6395939086294417,0.10346633649278497
OOS,6,PAIR_COUPLED,1.0,607,258,0.42504118616144976,0.24946236559139784,0.35942028985507246,0.5114503816793893,0.17537313432835822,0.350253807106599,0.08332058744836537
OOS,6,PAIR_COUPLED,2.0,607,335,0.5518945634266886,0.4150537634408602,0.4405797101449275,0.6984732824427481,0.2798507462686567,0.5989847715736041,0.08332058744836537
OOS,6,PAIR_DIRECT,1.0,607,268,0.4415156507413509,0.2709677419354839,0.3652173913043478,0.5419847328244275,0.1828358208955224,0.39086294416243655,0.08993470783459048
OOS,6,PAIR_DIRECT,2.0,607,337,0.5551894563426688,0.41935483870967744,0.4492753623188406,0.6946564885496184,0.291044776119403,0.5939086294416244,0.08993470783459048
OOS,12,RSS_INDEP,1.0,607,304,0.500823723228995,0.34838709677419355,0.3855072463768116,0.6526717557251909,0.208955223880597,0.5380710659898477,0.11478314910229506
OOS,12,RSS_INDEP,2.0,607,360,0.5930807248764415,0.46881720430107526,0.4666666666666667,0.7595419847328244,0.31343283582089554,0.6802030456852792,0.11478314910229506
OOS,12,PAIR_INDEP,1.0,607,279,0.4596375617792422,0.2946236559139785,0.3855072463768116,0.5572519083969466,0.208955223880597,0.41116751269035534,0.09843517341553139
OOS,12,PAIR_INDEP,2.0,607,352,0.5799011532125206,0.45161290322580644,0.4666666666666667,0.7290076335877863,0.31343283582089554,0.6395939086294417,0.09843517341553139
OOS,12,PAIR_SEED,1.0,607,276,0.4546952224052718,0.28817204301075267,0.3710144927536232,0.5648854961832062,0.19029850746268656,0.4213197969543147,0.097293277570634
OOS,12,PAIR_SEED,2.0,607,346,0.5700164744645799,0.43870967741935485,0.4608695652173913,0.7137404580152672,0.30597014925373134,0.6192893401015228,0.097293277570634
OOS,12,PAIR_COUPLED,1.0,607,272,0.44810543657331137,0.27956989247311825,0.3652173913043478,0.5572519083969466,0.1828358208955224,0.41116751269035534,0.09025797433558107
OOS,12,PAIR_COUPLED,2.0,607,341,0.5617792421746294,0.42795698924731185,0.4492753623188406,0.7099236641221374,0.291044776119403,0.6142131979695431,0.09025797433558107
OOS,12,PAIR_DIRECT,1.0,607,283,0.46622734761120266,0.3032258064516129,0.39420289855072466,0.5610687022900763,0.22014925373134328,0.41624365482233505,0.09992039672825409
OOS,12,PAIR_DIRECT,2.0,607,356,0.586490939044481,0.46021505376344085,0.4782608695652174,0.7290076335877863,0.3283582089552239,0.6395939086294417,0.09992039672825409
OOS,24,RSS_INDEP,1.0,607,307,0.5057660626029654,0.3548387096774194,0.39420289855072466,0.6526717557251909,0.22014925373134328,0.5380710659898477,0.11988238250605374
OOS,24,RSS_INDEP,2.0,607,362,0.5963756177924218,0.4731182795698925,0.47246376811594204,0.7595419847328244,0.3208955223880597,0.6802030456852792,0.11988238250605374
OOS,24,PAIR_INDEP,1.0,607,282,0.4645799011532125,0.3010752688172043,0.39420289855072466,0.5572519083969466,0.22014925373134328,0.41116751269035534,0.10263273572984896
OOS,24,PAIR_INDEP,2.0,607,356,0.586490939044481,0.46021505376344085,0.47246376811594204,0.7366412213740458,0.3208955223880597,0.649746192893401,0.10263273572984896
OOS,24,PAIR_SEED,1.0,607,285,0.4695222405271829,0.30752688172043013,0.3884057971014493,0.5763358778625954,0.2126865671641791,0.4365482233502538,0.10355262067673338
OOS,24,PAIR_SEED,2.0,607,349,0.5749588138385503,0.44516129032258067,0.46956521739130436,0.7137404580152672,0.31716417910447764,0.6192893401015228,0.10355262067673338
OOS,24,PAIR_COUPLED,1.0,607,276,0.4546952224052718,0.28817204301075267,0.37681159420289856,0.5572519083969466,0.19776119402985073,0.41116751269035534,0.0967466645928187
OOS,24,PAIR_COUPLED,2.0,607,352,0.5799011532125206,0.45161290322580644,0.4666666666666667,0.7290076335877863,0.31343283582089554,0.6395939086294417,0.0967466645928187
OOS,24,PAIR_DIRECT,1.0,607,286,0.471169686985173,0.3096774193548387,0.4,0.5648854961832062,0.22761194029850745,0.4213197969543147,0.10229879612842588
OOS,24,PAIR_DIRECT,2.0,607,354,0.5831960461285008,0.4559139784946237,0.4666666666666667,0.7366412213740458,0.31343283582089554,0.649746192893401,0.10229879612842588
