scope,neutral,q,tau,n,abstain_rate,D_raw,t_raw,D_net,t_net,FREE,t_free,verdict_raw,verdict_net,flips
live,MENU-MEAN,0.0,-inf,1200,0.0,0.0,,0.0,,0.0,,NEG/0,NEG/0,False
live,MENU-MEAN,0.1,0.0034325720780703506,1200,0.09166666666666666,-0.0109306518424782,-10.688222580070496,-0.0029325501914213895,-7.983226470173916,-0.00799810165105681,-10.849421183617165,NEG/0,NEG/0,False
live,MENU-MEAN,0.2,0.013746107754145198,1200,0.1975,-0.02168376142136089,-15.945801104229746,-0.00500792029755257,-8.486951388295758,-0.01667584112380832,-16.938610930713192,NEG/0,NEG/0,False
live,MENU-MEAN,0.3,0.018627048795337497,1200,0.295,-0.02443333304595677,-17.02892480640572,-0.005128456929209346,-7.082378803821796,-0.019304876116747426,-17.586510866399347,NEG/0,NEG/0,False
live,MENU-MEAN,0.4,0.022119872302339028,1200,0.3983333333333333,-0.028346873599485428,-18.541651673767994,-0.007155699395625611,-8.822510833471137,-0.021191174203859818,-17.56454567041427,NEG/0,NEG/0,False
live,MENU-MEAN,0.5,0.0319305741400111,1200,0.4725,-0.03286583717444579,-20.26342490476548,-0.009145406332203404,-10.605038933006405,-0.023720430842242395,-18.33854177153805,NEG/0,NEG/0,False
live,MENU-MEAN,0.6,0.035016835336478036,1200,0.5875,-0.03286583717444579,-20.26342490476548,-0.011046112914924345,-11.841544888142316,-0.021819724259521445,-15.814008799303647,NEG/0,NEG/0,False
live,MENU-MEAN,0.7,0.0381236739944969,1200,0.6883333333333334,-0.03286583717444579,-20.26342490476548,-0.012310198524725173,-12.586819650527032,-0.020555638649720622,-14.32376402132894,NEG/0,NEG/0,False
live,MENU-MEAN,0.8,0.050991154336702094,1200,0.7983333333333333,-0.03286583717444579,-20.26342490476548,-0.01597114519537991,-15.368183380335456,-0.01689469197906588,-10.94289972908573,NEG/0,NEG/0,False
live,MENU-MEAN,0.9,0.054270970110401606,1200,0.865,-0.03286583717444579,-20.26342490476548,-0.016876952374133985,-16.178098049854857,-0.015988884800311808,-10.232639439264696,NEG/0,NEG/0,False
live,MENU-MEAN,1.0,inf,1200,1.0,-0.03286583717444579,-20.26342490476548,-0.01953872575893938,-18.594135247145488,-0.01332711141550641,-8.259774877813305,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.0,-inf,1200,0.0,0.0,,0.0,,0.0,,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.1,0.0034325720780703506,1200,0.09166666666666666,-0.0109306518424782,-10.688222580070496,-0.0030274151278453596,-5.785411511482328,-0.00790323671463284,-9.497890704867933,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.2,0.013746107754145198,1200,0.1975,-0.02168376142136089,-15.945801104229746,-0.005180704871038199,-6.35594914457484,-0.016503056550322692,-14.629573148450332,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.3,0.018627048795337497,1200,0.295,-0.02443333304595677,-17.02892480640572,-0.005549670343970732,-5.802107681481176,-0.01888366270198604,-14.952466984380704,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.4,0.022119872302339028,1200,0.3983333333333333,-0.028346873599485428,-18.541651673767994,-0.008339277960884222,-7.737664756123989,-0.020007595638601203,-14.600435996396254,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.5,0.0319305741400111,1200,0.4725,-0.03286583717444579,-20.26342490476548,-0.010284140028000564,-9.001154824971055,-0.02258169714644523,-15.197392315965851,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.6,0.035016835336478036,1200,0.5875,-0.03286583717444579,-20.26342490476548,-0.012461735232428292,-10.407378315184319,-0.0204041019420175,-13.020768124855945,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.7,0.0381236739944969,1200,0.6883333333333334,-0.03286583717444579,-20.26342490476548,-0.014070638500763302,-11.417193831952103,-0.01879519867368249,-11.592034524115832,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.8,0.050991154336702094,1200,0.7983333333333333,-0.03286583717444579,-20.26342490476548,-0.017776227589629347,-13.769403935456575,-0.015089609584816444,-8.741338668212789,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,0.9,0.054270970110401606,1200,0.865,-0.03286583717444579,-20.26342490476548,-0.01865670048888533,-14.39898476462778,-0.01420913668556046,-8.149072371788213,NEG/0,NEG/0,False
live,IS-MEDIAN-ARM,1.0,inf,1200,1.0,-0.03286583717444579,-20.26342490476548,-0.021390021631370902,-16.28861926520759,-0.01147581554307489,-6.37958870023804,NEG/0,NEG/0,False
